sigurnosnih	sigurnosni	Agpfpgy
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
radu	rad	Ncmsl
međunarodnih	međunarodni	Agpfpgy
organizacija	organizacija	Ncfpg
u	u	Sl
području	područje	Ncnsl
pomorstva	pomorstvo	Ncnsg
i	i	Cc
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
izradi	izrada	Ncfsl
i	i	Cc
prati	pratiti	Vmr3s
propise	propis	Ncmpa
Europske	europski	Agpfsgy
unije	unija	Ncfsg
u	u	Sl
području	područje	Ncnsl
pomorstva	pomorstvo	Ncnsg
i	i	Cc
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
osigurava	osiguravati	Vmr3s
usklađivanje	usklađivanje	Ncnsa
zakonodavstva	zakonodavstvo	Ncnsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
u	u	Sl
području	područje	Ncnsl
pomorstva	pomorstvo	Ncnsg
i	i	Cc
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
s	sa	Si
pravnom	pravni	Agpfsiy
stečevinom	stečevina	Ncfsi
Europske	europski	Agpfsgy
unije	unija	Ncfsg
,	,	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
izradi	izrada	Ncfsl
strateških	strateški	Agpmpgy
dokumenata	dokument	Ncmpg
,	,	Z
te	te	Cc
predlaže	predlagati	Vmr3s
razvojnu	razvojan	Agpfsay
politiku	politika	Ncfsa
iz	iz	Sg
područja	područje	Ncnsg
pomorstva	pomorstvo	Ncnsg
i	i	Cc
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
vodi	voditi	Vmr3s
prvostupanjske	prvostupanjski	Agpfpay
i	i	Cc
drugostupanjske	drugostupanjski	Agpmpay
upravne	upravan	Agpmpay
postupke	postupak	Ncmpa
iz	iz	Sg
područja	područje	Ncnsg
pomorstva	pomorstvo	Ncnsg
,	,	Z
brodarstva	brodarstvo	Ncnsg
,	,	Z
pomorskog	pomorski	Agpnsgy
dobra	dobro	Ncnsg
i	i	Cc
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
poduzima	poduzimati	Vmr3s
radnje	radnja	Ncfpa
u	u	Sl
postupcima	postupak	Ncmpl
pred	pred	Si
upravnim	upravan	Agpmpiy
sudovima	sud	Ncmpi
i	i	Cc
Visokim	visok	Agpmsiy
upravnim	upravan	Agpmsiy
sudom	sud	Ncmsi
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
izrađuje	izrađivati	Vmr3s
odgovore	odgovor	Ncmpa
na	na	Sa
tužbe	tužba	Ncfpa
iz	iz	Sg
nadležnosti	nadležnost	Ncfsg
Uprave	uprava	Ncfsg
,	,	Z
daje	davati	Vmr3s
mišljenja	mišljenje	Ncnsg
na	na	Sa
zakonske	zakonski	Agpmpay
prijedloge	prijedlog	Ncmpa
drugih	drugi	Mlofpg
nadležnih	nadležan	Agpnpgy
tijela	tijelo	Ncnpg
,	,	Z
daje	davati	Vmr3s
pravna	pravni	Agpnpay
mišljenja	mišljenje	Ncnpa
i	i	Cc
tumačenja	tumačenje	Ncnsg
o	o	Sl
pravnim	pravni	Agpnply
pitanjima	pitanje	Ncnpl
u	u	Sl
području	područje	Ncnsl
pomorstva	pomorstvo	Ncnsg
i	i	Cc
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
procjene	procjena	Ncfsg
učinka	učinak	Ncmsg
propisa	propis	Ncmsg
iz	iz	Sg
svoga	svoj	Px-msg
djelokruga	djelokrug	Ncmsg
,	,	Z
poduzima	poduzimati	Vmr3s
radnje	radnja	Ncfpa
u	u	Sl
postupcima	postupak	Ncmpl
pred	pred	Si
upravnim	upravan	Agpmpiy
sudovima	sud	Ncmpi
i	i	Cc
Visokim	visok	Agpmsiy
upravnim	upravan	Agpmsiy
sudom	sud	Ncmsi
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
iz	iz	Sg
svoga	svoj	Px-msg
djelokruga	djelokrug	Ncmsg
,	,	Z
provodi	provoditi	Vmr3s
upravni	upravan	Agpmsayn
nadzor	nadzor	Ncmsan
Agencije	agencija	Ncfsg
za	za	Sa
obalni	obalni	Agpmsayn
linijski	linijski	Agpmsayn
pomorski	pomorski	Agpmsayn
promet	promet	Ncmsan
,	,	Z
lučkih	lučki	Agpfpgy
uprava	uprava	Ncfpg
te	te	Cc
jedinica	jedinica	Ncfsn
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
,	,	Z
prati	pratiti	Vmr3s
i	i	Cc
analizira	analizirati	Vmr3s
gospodarenje	gospodarenje	Ncnsa
i	i	Cc
upravljanje	upravljanje	Ncnsa
morskim	morski	Agpmpiy
resursima	resurs	Ncmpi
,	,	Z
prostorom	prostor	Ncmsi
uz	uz	Sa
morsku	morski	Agpfsay
obalu	obala	Ncfsa
i	i	Cc
sustavom	sustav	Ncmsi
unutarnje	unutarnji	Agpfsgy
plovidbe	plovidba	Ncfsg
,	,	Z
prati	pratiti	Vmr3s
i	i	Cc
analizira	analizirati	Vmr3s
stanje	stanje	Ncnsa
,	,	Z
poslovanje	poslovanje	Ncnsa
i	i	Cc
razvoj	razvoj	Ncmsan
morskih	morski	Agpmpgy
i	i	Cc
riječnih	riječni	Agpfpgy
luka	luka	Ncfpg
,	,	Z
koordinira	koordinirati	Vmr3s
,	,	Z
nadzire	nadzirati	Vmr3s
i	i	Cc
daje	davati	Vmr3s
upute	uputa	Ncfpa
za	za	Sa
rad	rad	Ncmsan
lučkih	lučki	Agpfpgy
uprava	uprava	Ncfpg
,	,	Z
prati	pratiti	Vmr3s
rad	rad	Ncmsan
Agencija	agencija	Ncfsn
za	za	Sa
obalni	obalni	Agpmsayn
linijski	linijski	Agpmsayn
pomorski	pomorski	Agpmsayn
promet	promet	Ncmsan
i	i	Cc
Agencije	agencija	Ncfpn
za	za	Sa
vodne	vodni	Agpmpay
putove	put	Ncmpa
,	,	Z
prati	pratiti	Vmr3s
poslovanje	poslovanje	Ncnsa
pravnih	pravni	Agpfpgy
osoba	osoba	Ncfpg
od	od	Sg
interesa	interes	Ncmsg
za	za	Sa
Republiku	republika	Ncfsa
Hrvatsku	Hrvatska	Npfsa
u	u	Sl
području	područje	Ncnsl
pomorstva	pomorstvo	Ncnsg
,	,	Z
utvrđuje	utvrđivati	Vmr3s
granice	granica	Ncfpa
pomorskog	pomorski	Agpnsgy
dobra	dobro	Ncnsg
i	i	Cc
vodi	voditi	Vmr3s
upisnik	upisnik	Ncmsan
koncesija	koncesija	Ncfpg
na	na	Sl
pomorskom	pomorski	Agpnsly
dobru	dobro	Ncnsl
za	za	Sa
koje	koji	Pi-mpa
je	biti	Var3s
davatelj	davatelj	Ncmsn
koncesija	koncesija	Ncfsn
Vlada	Vlada	Npfsn
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
obavlja	obavljati	Vmr3s
sve	sav	Agpnsay

