polikliničko-bolničkih	polikliničko-bolnički	Agpmpgy
slučajeve	slučaj	Ncmpa
sa	sa	Si
srednjim	srednji	Agpmsiy
i	i	Cc
težim	težiti	Vmr1s
funkcionalnim	funkcionalan	Agpnsiy
oštećenjem	oštećenje	Ncnsi
zahvaćenih	zahvatiti	Agpmpgy
organa	organ	Ncmpg
/	/	Z
organskih	organski	Agpmpgy
sustava	sustav	Ncmpg
.	.	Z

Zdravstveno	zdravstven	Agpnsny
stanje	stanje	Ncnsn
s	sa	Si
utvrđenim	utvrditi	Agpmpiy
funkcionalnim	funkcionalan	Agpnsiy
oštećenjem	oštećenje	Ncnsi
zahvaćenog	zahvatiti	Agpmsgy
organa	organ	Ncmsg
/	/	Z
organskog	organski	Agpmsgy
sustava	sustav	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
ocijeniti	ocijeniti	Vmn
i	i	Cc
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
točkama	točka	Ncfpl
popisa	popis	Ncmsg
bolesti	bolest	Ncfsg
ovoga	ovaj	Pd-msg
Popisa	popis	Ncmsg
za	za	Sa
zahvaćeni	zahvatiti	Agpmsayn
organ	organ	Ncmsan
/	/	Z
organski	organski	Agpmsny
sustav	sustav	Ncmsn
.	.	Z

Ad	Ad	Qo
7.3.	7.3.	Mds

Ocjena	ocjena	Ncfsn
4	4	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
slučajeve	slučaj	Ncmpa
s	sa	Si
lakšim	lak	Agcfpiy
funkcionalnim	funkcionalan	Agpfpiy
smetnjama	smetnja	Ncfpi
.	.	Z

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
slučajeve	slučaj	Ncmpa
sa	sa	Si
srednje	srednji	Agpfsgy
teškim	težak	Agpfpiy
funkcionalnim	funkcionalan	Agpfpiy
smetnjama	smetnja	Ncfpi
.	.	Z

Ocjena	ocjena	Ncfsn
1	1	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
slučajeve	slučaj	Ncmpa
s	sa	Si
teškim	težak	Agpfpiy
funkcionalnim	funkcionalan	Agpfpiy
smetnjama	smetnja	Ncfpi
.	.	Z

Zdravstveno	zdravstven	Agpnsny
stanje	stanje	Ncnsn
s	sa	Si
utvrđenim	utvrditi	Agpmpiy
funkcionalnim	funkcionalan	Agpnsiy
oštećenjem	oštećenje	Ncnsi
zahvaćenog	zahvatiti	Agpmsgy
organa	organ	Ncmsg
/	/	Z
organskog	organski	Agpmsgy
sustava	sustav	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
ocijeniti	ocijeniti	Vmn
i	i	Cc
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
točkama	točka	Ncfpl
popisa	popis	Ncmsg
bolesti	bolest	Ncfsg
ovoga	ovaj	Pd-msg
Popisa	popis	Ncmsg
za	za	Sa
zahvaćeni	zahvatiti	Agpmsayn
organ	organ	Ncmsan
/	/	Z
organski	organski	Agpmsny
sustav	sustav	Ncmsn
.	.	Z

Ad	ai	Agpfsny
Skupina	skupina	Ncfsn
III	III	Mrc
.	.	Z

Ocjena	ocjena	Ncfsn
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
donosi	donositi	Vmr3s
se	sebe	Px--sa
na	na	Sl
temelju	temelj	Ncmsl
nalaza	nalaz	Ncmsg
polikliničko-bolničko-kliničkih	polikliničko-bolničko-klinički	Agpnpgy
ispitivanja	ispitivanje	Ncnsg
i	i	Cc
nalaza	nalaz	Ncmpg
liječnika	liječnik	Ncmpg
endokrinologa	endokrinolog	Ncmsg
.	.	Z

Ad	ad	Ncmsn
8.	8.	Mdo
Zdravstveno	zdravstven	Agpnsny
stanje	stanje	Ncnsn
s	sa	Si
utvrđenim	utvrditi	Agpmpiy
funkcionalnim	funkcionalan	Agpnsiy
oštećenjem	oštećenje	Ncnsi
zahvaćenog	zahvatiti	Agpmsgy
organa	organ	Ncmsg
/	/	Z
organskog	organski	Agpmsgy
sustava	sustav	Ncmsg
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
u	u	Sl
skladu	sklad	Ncmsl
točkama	točka	Ncfpl
popisa	popis	Ncmsg
bolesti	bolest	Ncfsg
ovoga	ovaj	Pd-msg
Popisa	popis	Ncmsg
za	za	Sa
zahvaćeni	zahvatiti	Agpmsayn
organ	organ	Ncmsan
/	/	Z
organski	organski	Agpmsny
sustav	sustav	Ncmsn
.	.	Z

Ocjena	ocjena	Ncfsn
4	4	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
slučajeve	slučaj	Ncmpa
bez	bez	Sg
i	i	Cc
s	sa	Si
lakšim	lak	Agcfpiy
funkcionalnim	funkcionalan	Agpnsiy
oštećenjem	oštećenje	Ncnsi
zahvaćenih	zahvatiti	Agpmpgy
organa	organ	Ncmpg
/	/	Z
organskih	organski	Agpmpgy
sustava	sustav	Ncmpg
.	.	Z

Ocjena	ocjena	Ncfsn
1	1	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
slučajeve	slučaj	Ncmpa
sa	sa	Si
srednjim	srednji	Agpmsiy
i	i	Cc
težim	težiti	Vmr1s
funkcionalnim	funkcionalan	Agpnsiy
oštećenjem	oštećenje	Ncnsi
zahvaćenih	zahvatiti	Agpmpgy
organa	organ	Ncmpg
/	/	Z
organskih	organski	Agpmpgy
sustava	sustav	Ncmpg
.	.	Z

Ad	Ad	Qo
9.	9.	Mdo
Ocjena	ocjena	Ncfsn
4	4	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
stadij	stadij	Ncmsan
šećerne	šećerni	Agpfsgy
bolesti	bolest	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
dobro	dobro	Rgp
reguliran	regulirati	Appmsnn
dijetnim	dijetni	Agpmsiy
režimom	režim	Ncmsi
prehrane	prehrana	Ncfsg
,	,	Z
pri	pri	Sl
čemu	što	Ncmsl
nisu	biti	Var3p
utvrđena	utvrditi	Appnpny
funkcionalna	funkcionalan	Agpnpny
oštećenja	oštećenje	Ncnpn
ciljnih	ciljan	Agpmpgy
organa	organ	Ncmpg
.	.	Z

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
stadij	stadij	Ncmsan
šećerne	šećerni	Agpfsgy
bolesti	bolest	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
dobro	dobro	Rgp
reguliran	regulirati	Appmsnn
peroralnim	peroralni	Agpmsiy
ili	ili	Cc
parenteralnim	parenteralan	Agpmply
(	(	Z
insulin	insulin	Agpmply
)	)	Z
preparatima	preparat	Ncmpi
uz	uz	Sa
postojanje	postojanje	Ncnsa
lakših	lak	Agpnpgy
funkcionalnih	funkcionalan	Agpnpgy
oštećenja	oštećenje	Ncnpg
ciljnih	ciljan	Agpmpgy
organa	organ	Ncmpg
.	.	Z

Ocjena	ocjena	Ncfsn
3	3	Mdc
za	za	Sa
stadij	stadij	Ncmsan
šećerne	šećerni	Agpfsgy
bolesti	bolest	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
dobro	dobro	Rgp
reguliran	regulirati	Appmsnn
parenteralnim	parenteralan	Agpmsiy
(	(	Z
insulin	insulin	Ncmsn
)	)	Z
preparatima	preparat	Ncmpi
uz	uz	Sa
postojanje	postojanje	Ncnsa
lakših	lak	Agpnpgy
funkcionalnih	funkcionalan	Agpnpgy
oštećenja	oštećenje	Ncnpg
ciljnih	ciljan	Agpmpgy
organa	organ	Ncmpg
donosi	donositi	Vmr3s
se	sebe	Px--sa
isključivo	isključivo	Rgp
u	u	Sl
slučaju	slučaj	Ncmsl
kada	kada	Cs
je	biti	Var3s
specijalist	specijalist	Ncmsn
medicine	medicina	Ncfsg
rada	rad	Ncmsg
koji	koji	Pi-msn
ocjenjuje	ocjenjivati	Vmr3s
zdravstvenu	zdravstven	Agpfsay
sposobnost	sposobnost	Ncfsa
na	na	Sl
temelju	temelj	Ncmsl
uvida	uvid	Ncmsg
u	u	Sa
opis	opis	Ncmsan
poslova	posao	Ncmpg
djelatnika	djelatnik	Ncmpg
donio	donijeti	Vmp-sm
pozitivno	pozitivan	Agpnsay
mišljenje	mišljenje	Ncnsa
o	o	Sl
zdravstvenoj	zdravstven	Agpfsly
sposobnosti	sposobnost	Ncfsl
za	za	Sa
ustrojbeno	ustrojbeni	Agpnsay
mjesto	mjesto	Ncnsa
na	na	Sa
koje	koji	Pi-nsa
je	biti	Var3s
raspoređen	rasporediti	Appmsnn
odnosno	odnosno	Rgp
za	za	Sa
zahtjev	zahtjev	Ncmsan
zbog	zbog	Sg
kojeg	koji	Pi-msg
je	biti	Var3s
upućen	uputiti	Appmsnn
na	na	Sa
izvanredni	izvanredan	Agpmsayn
zdravstveni	zdravstven	Agpmsayn
pregled	pregled	Ncmsan
.	.	Z

U	u	Sl
slučaju	slučaj	Ncmsl
premještaja	premještaj	Ncmsg
na	na	Sa
drugo	drugi	Mlonsa
ustrojbeno	ustrojbeni	Agpnsay
mjesto	mjesto	Ncnsa
djelatnik	djelatnik	Ncmsn
se	sebe	Px--sa
obvezno	obvezno	Rgp
upućuje	upućivati	Vmr3s
na	na	Sa
ponovnu	ponovan	Agpfsay
ocjenu	ocjena	Ncfsa
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
.	.	Z

Ocjena	ocjena	Ncfsn
1	1	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
stadij	stadij	Ncmsan
šećerne	šećerni	Agpfsgy
bolesti	bolest	Ncfsg
koji	koji	Pi-mpn
se	sebe	Px--sa
teško	teško	Rgp
regulira	regulirati	Vmr3s
peroralnim	peroralni	Agpmsiy
ili	ili	Cc
parenteralnim	parenteralan	Agpmply
(	(	Z
inzulin	inzulin	Ncmsn
)	)	Z
preparatima	preparat	Ncmpi
.	.	Z

Srednje	srednji	Agpfpny
teška	težak	Agpfsny
i	i	Cc
teža	teža	Ncfsn
oštećenja	oštećenje	Ncnsg
ciljnih	ciljan	Agpmpgy
organa	organ	Ncmpg
ocjenjuju	ocjenjivati	Vmr3p
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
1.	1.	Mdo

Osobe	osoba	Ncfpn
s	sa	Si
utvrđenom	utvrditi	Agpfsiy
šećernom	šećerni	Agpfsiy
bolešću	bolest	Ncfsi
imaju	imati	Vmr3p
obvezu	obveza	Ncfsa
priložiti	priložiti	Vmn
pripadajuće	pripadajući	Agpmpay
laboratorijske	laboratorijski	Agpmpay
nalaze	nalaz	Ncmpa
,	,	Z
presliku	preslika	Ncfsa
dijabetološke	dijabetološki	Agpfpay
knjižice	knjižica	Ncfpa
te	te	Cc
nalaze	nalaziti	Vmr3p
specijaliste	specijalist	Ncmpa
endokrinologa-dijabetologa	endokrinologa-dijabetologa	Pi-mpn
.	.	Z

Ad	Ad	Sg
10.	10.	Mdo
1.	1.	Mdo
Uz	uz	Sa
redukciju	redukcija	Ncfsa
tjelesne	tjelesni	Agpfsgy
mase	masa	Ncfsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
TM	tm	Ncmsn
)	)	Z
osoba	osoba	Ncfsn
je	biti	Var3s
obvezna	obvezan	Agpfsny
provoditi	provoditi	Vmn
program	program	Ncmsan
opće	opći	Agpfsgy
fizičke	fizički	Agpfsgy
pripreme	priprema	Ncfsg
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
planom	plan	Ncmsi
i	i	Cc
programom	program	Ncmsi
nadležnog	nadležan	Agpmsgy
kineziologa	kineziolog	Ncmsg
i	i	Cc
izabranog	izabran	Agpmsgy
doktora	doktor	Ncmsg

