vođenju	vođenje	Ncnsl
zaštita	zaštita	Ncfsn
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
4.	4.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
4.	4.	Mdo
,	,	Z
5.	5.	Mdo
,	,	Z
8.	8.	Mdo
,	,	Z
9.	9.	Mdo
i	i	Cc
10.	10.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

d	d	Qr
)	)	Z
Predmet	predmet	Ncmsn
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
i	i	Cc
mladih	mlad	Agpmpgy
u	u	Sl
riziku	rizik	Ncmsl
i	i	Cc
s	sa	Si
problemima	problem	Ncmpi
u	u	Sl
ponašanju	ponašanje	Ncnsl
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
5.	5.	Mdo
i	i	Cc
6.	6.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

e	e	I
)	)	Z
Predmet	predmet	Ncmsn
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
i	i	Cc
osoba	osoba	Ncfsn
s	sa	Si
invaliditetom	invaliditet	Ncmsi
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
6.	6.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
4.	4.	Mdo
i	i	Cc
8.	8.	Mdo
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
.	.	Z

2.	2.	Mdo
PRAVNIK	pravnik	Ncmsn

a	a	Cc
)	)	Z
Predmet	predmet	Ncmsn
Upravni	upravan	Agpmsny
postupak	postupak	Ncmsn
,	,	Z
upravni	upravan	Agpmsayn
spor	spor	Ncmsan
i	i	Cc
uredsko	uredski	Agpnsay
poslovanje	poslovanje	Ncnsa
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
u	u	Sl
cijelosti	cijelost	Ncfsl
,	,	Z

b	b	Npmsn
)	)	Z
Predmet	predmet	Ncmsan
Socijalna	socijalan	Agpfsny
skrb	skrb	Ncfsn
i	i	Cc
sustav	sustav	Ncmsn
socijalne	socijalan	Agpfsgy
politike	politika	Ncfsg
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
3.	3.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
4.	4.	Mdo
,	,	Z
5.	5.	Mdo
,	,	Z
6.	6.	Mdo
i	i	Cc
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

c	C	Npmsn
)	)	Z
Predmet	predmet	Ncmsn
Obiteljsko-pravna	obiteljsko-pravan	Agpfsny
zaštita	zaštita	Ncfsn
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
u	u	Sl
cijelosti	cijelost	Ncfsl
,	,	Z

d	d	Qr
)	)	Z
Predmet	predmet	Ncmsn
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
i	i	Cc
mladih	mlad	Agpmpgy
u	u	Sl
riziku	rizik	Ncmsl
i	i	Cc
s	sa	Si
problemima	problem	Ncmpi
u	u	Sl
ponašanju	ponašanje	Ncnsl
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
4.	4.	Mdo
i	i	Cc
6.	6.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

e	e	I
)	)	Z
Predmet	predmet	Ncmsn
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
i	i	Cc
osoba	osoba	Ncfsn
s	sa	Si
invaliditetom	invaliditet	Ncmsi
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
6.	6.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
i	i	Cc
3.	3.	Mdo
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
.	.	Z

3.	3.	Mdo
PSIHOLOG	psiholog	Ncmsn

a	a	Cc
)	)	Z
Predmet	predmet	Ncmsn
Socijalna	socijalan	Agpfsny
skrb	skrb	Ncfsn
i	i	Cc
sustav	sustav	Ncmsn
socijalne	socijalan	Agpfsgy
politike	politika	Ncfsg
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
3.	3.	Mdo
točke	točka	Ncfsg
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

b	b	Npmsn
)	)	Z
Predmet	predmet	Ncmsn
Obiteljsko-pravna	obiteljsko-pravan	Agpfsny
zaštita	zaštita	Ncfsn
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
4.	4.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
8.	8.	Mdo
i	i	Cc
9.	9.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

c	C	Npmsn
)	)	Z
Predmet	predmet	Ncmsan
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
s	sa	Si
problemima	problem	Ncmpi
u	u	Sl
ponašanju	ponašanje	Ncnsl
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
5.	5.	Mdo
i	i	Cc
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

d	d	Qr
)	)	Z
Predmet	predmet	Ncmsn
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
i	i	Cc
osoba	osoba	Ncfsn
s	sa	Si
invaliditetom	invaliditet	Ncmsi
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
6.	6.	Mdo
točka	točka	Ncfsn
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

4.	4.	Mdo
SOCIJALNI	socijalan	Agpmsny
PEDAGOG	pedagog	Ncmsn

a	a	Cc
)	)	Z
Predmet	predmet	Ncmsn
Socijalna	socijalan	Agpfsny
skrb	skrb	Ncfsn
i	i	Cc
sustav	sustav	Ncmsn
socijalne	socijalan	Agpfsgy
politike	politika	Ncfsg
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
3.	3.	Mdo
točke	točka	Ncfsg
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
i	i	Cc
11.	11.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

b	b	Npmsn
)	)	Z
Predmet	predmet	Ncmsn
Obiteljsko-pravna	obiteljsko-pravan	Agpfsny
zaštita	zaštita	Ncfsn
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
4.	4.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

c	C	Npmsn
)	)	Z
Predmet	predmet	Ncmsn
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
i	i	Cc
mladih	mlad	Agpmpgy
u	u	Sl
riziku	rizik	Ncmsl
i	i	Cc
s	sa	Si
problemima	problem	Ncmpi
u	u	Sl
ponašanju	ponašanje	Ncnsl
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
u	u	Sl
cijelosti	cijelost	Ncfsl
,	,	Z

d	d	Qr
)	)	Z
Predmet	predmet	Ncmsn
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
i	i	Cc
osoba	osoba	Ncfsn
s	sa	Si
invaliditetom	invaliditet	Ncmsi
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
6.	6.	Mdo
točka	točka	Ncfsn
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

5.	5.	Mdo
REHABILITATOR	rehabilitator	Ncmsn

a	a	Cc
)	)	Z
Predmet	predmet	Ncmsn
Socijalna	socijalan	Agpfsny
skrb	skrb	Ncfsn
i	i	Cc
sustav	sustav	Ncmsn
socijalne	socijalan	Agpfsgy
politike	politika	Ncfsg
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
3.	3.	Mdo
točke	točka	Ncfsg
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
6.	6.	Mdo
,	,	Z
7.	7.	Mdo
,	,	Z
8.	8.	Mdo
,	,	Z
9.	9.	Mdo
,	,	Z
10.	10.	Mdo
,	,	Z
i	i	Cc
11.	11.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

b	b	Npmsn
)	)	Z
Predmet	predmet	Ncmsn
Obiteljsko-pravna	obiteljsko-pravan	Agpfsny
zaštita	zaštita	Ncfsn
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
4.	4.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
i	i	Cc
6.	6.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

c	C	Npmsn
)	)	Z
Predmet	predmet	Ncmsn
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
i	i	Cc
mladih	mlad	Agpmpgy
u	u	Sl
riziku	rizik	Ncmsl
i	i	Cc
s	sa	Si
problemima	problem	Ncmpi
u	u	Sl
ponašanju	ponašanje	Ncnsl
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

d	d	Qr
)	)	Z
Predmet	predmet	Ncmsn
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
i	i	Cc
osoba	osoba	Ncfsn
s	sa	Si
invaliditetom	invaliditet	Ncmsi
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
6.	6.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
u	u	Sl
cijelosti	cijelost	Ncfsl
.	.	Z

6.	6.	Mdo
LOGOPED	logoped	Ncmsn

a	a	Cc
)	)	Z
Predmet	predmet	Ncmsn
Socijalna	socijalan	Agpfsny
skrb	skrb	Ncfsn
i	i	Cc
sustav	sustav	Ncmsn
socijalne	socijalan	Agpfsgy
politike	politika	Ncfsg
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
3.	3.	Mdo
točke	točka	Ncfsg
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
,	,	Z
6.	6.	Mdo
,	,	Z
7.	7.	Mdo
,	,	Z
8.	8.	Mdo
,	,	Z
9.	9.	Mdo
,	,	Z
10.	10.	Mdo
,	,	Z
i	i	Cc
11.	11.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

b	b	Npmsn
)	)	Z
Predmet	predmet	Ncmsn
Obiteljsko-pravna	obiteljsko-pravan	Agpfsny
zaštita	zaštita	Ncfsn
–	–	Z
članak	članak	Ncmsn
32.	32.	Mdo
stavak	stavak	Ncmsn
4.	4.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
,	,	Z
i	i	Cc
6.	6.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

c	C	Npmsn
)	)	Z
Predmet	predmet	Ncmsn
Zaštita	zaštita	Ncfsn
djece	dijete	Ncnpg
i	i	Cc
mladih	mlad	Agpmpgy
u	u	Sl
riziku	rizik	Ncmsl
i	i	Cc

