za	za	Sa
vremena	vrijeme	Ncnsg
i	i	Cc
njegovo	njegov	Ps3nsn
trajanje	trajanje	Ncnsn
u	u	Sl
granicama	granica	Ncfpl
punog	pun	Agpnsgy
radnog	radni	Agpnsgy
vremena	vrijeme	Ncnsg
određuje	određivati	Vmr3s
poslodavac	poslodavac	Ncmsn
pisanom	pisan	Agpfsiy
odlukom	odluka	Ncfsi
uz	uz	Sa
prethodno	prethodan	Agpnsay
savjetovanje	savjetovanje	Ncnsa
s	sa	Si
radničkim	radnički	Agpnsiy
vijećem	vijeće	Ncnsi
ili	ili	Cc
sporazumom	sporazum	Ncmsi
sa	sa	Si
radničkim	radnički	Agpnsiy
vijećem	vijeće	Ncnsi
.	.	Z

Dnevni	dnevni	Agpmpny
,	,	Z
tjedni	tjedan	Ncmpn
odnosno	odnosno	Rgp
mjesečni	mjesečan	Agpmpny
nejednak	nejednak	Agpmsann
raspored	raspored	Ncmsan
radnog	radni	Agpnsgy
vremena	vrijeme	Ncnsg
utvrđuje	utvrđivati	Vmr3s
se	sebe	Px--sa
sukladno	sukladno	Rgp
kolektivnim	kolektivan	Agpmsiy
ugovorom	ugovor	Ncmsi
na	na	Sl
razini	razina	Ncfsl
poslodavca	poslodavac	Ncmsg
ili	ili	Cc
odlukom	odluka	Ncfsi
poslodavca	poslodavac	Ncmsg
uz	uz	Sa
prethodnu	prethodan	Agpfsay
suglasnost	suglasnost	Ncfsa
Sindikata	sindikat	Ncmsg
u	u	Sl
slijedećim	slijedeći	Agpmply
okvirima	okvir	Ncmpl
:	:	Z

–	i	Agpnsny
razdoblje	razdoblje	Ncnsn
unaprijed	unaprijed	Rgp
utvrđenog	utvrditi	Agpmsgy
rasporeda	raspored	Ncmsg
radnog	radni	Agpnsgy
vremena	vrijeme	Ncnsg
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
kraće	kratak	Agcnsny
od	od	Sg
1	1	Mdc
mjeseca	mjesec	Ncmsg
niti	niti	Cc
duže	dugo	Rgc
od	od	Sg
godinu	godina	Ncfsa
dana	dan	Ncmpg
i	i	Cc
mora	morati	Vmr3s
odgovarati	odgovarati	Vmn
radnikovom	radnikov	Aspmsly
punom	pun	Agpmsly
ili	ili	Cc
nepunom	nepun	Agpnsly
radnom	radni	Agpnsly
vremenu	vrijeme	Ncnsl

–	–	Agpmsny
radnik	radnik	Ncmsn
u	u	Sl
svakom	svaki	Pi-msl
razdoblju	razdoblje	Ncnsl
od	od	Sg
6	6	Mdc
uzastopnih	uzastopni	Agpmpgy
mjeseci	mjesec	Ncmpg
ne	ne	Qz
smije	smjeti	Vmr3s
raditi	raditi	Vmn
duže	dugo	Rgc
od	od	Sg
prosječno	prosječno	Rgp
48	48	Mdc
sati	sat	Ncmpg
tjedno	tjedno	Rgp
uključujući	uključivati	Rr
prekovremeni	prekovremeni	Agpmsayn
rad	rad	Ncmsan
.	.	Z

–	–	Agpmsny
radnik	radnik	Ncmsn
može	moći	Vmr3s
raditi	raditi	Vmn
najduže	dugo	Rgs
10	10	Mdc
sati	sat	Ncmpg
dnevno	dnevno	Rgp
i	i	Cc
56	56	Mdc
tjedno	tjedno	Rgp
,	,	Z
a	a	Cc
iznimno	iznimno	Rgp
60	60	Mdc
sati	sat	Ncmpg
tjedno	tjedno	Rgp
zbog	zbog	Sg
sezonskog	sezonski	Agpmsgy
karaktera	karakter	Ncmsg
posla	posao	Ncmsg
uključujući	uključivati	Rr
prekovremeni	prekovremeni	Agpmsayn
rad	rad	Ncmsan
.	.	Z

4.	4.	Mdo
Preraspodjela	preraspodjela	Ncfsn
radnog	radni	Agpnsgy
vremena	vrijeme	Ncnsg
i	i	Cc
prekovremeni	prekovremeni	Agpmsayn
rad	rad	Ncmsan

Članak	članak	Ncmsn
5.	5.	Mdo

Zbog	zbog	Sg
naravi	narav	Ncfsg
posla	posao	Ncmsg
u	u	Sl
djelatnosti	djelatnost	Ncfsl
graditeljstva	graditeljstvo	Ncnsg
puno	puno	Rgp
ili	ili	Cc
nepuno	nepun	Agpnsny
radno	radni	Agpnsny
vrijeme	vrijeme	Ncnsn
preraspodjeljuje	preraspodjeljivati	Vmr3s
se	sebe	Px--sa
tako	tako	Cs
da	da	Cs
tijekom	tijekom	Sg
razdoblja	razdoblje	Ncnsg
koje	koji	Pi-nsa
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
duže	dugo	Rgc
od	od	Sg
12	12	Mdc
neprekidnih	neprekidan	Agpmpgy
mjeseci	mjesec	Ncmpg
u	u	Sl
jednom	jedan	Mlcmsl
razdoblju	razdoblje	Ncnsl
traje	trajati	Vmr3s
duže	dugo	Rgc
a	a	Cc
u	u	Sl
drugom	drugi	Mlonsl
razdoblju	razdoblje	Ncnsl
kraće	kratko	Rgc
od	od	Sg
punog	pun	Agpmsgy
ili	ili	Cc
nepunog	nepun	Agpnsgy
radnog	radni	Agpnsgy
vremena	vrijeme	Ncnsg
.	.	Z

Prosječno	prosječan	Agpnsny
radno	radni	Agpnsny
vrijeme	vrijeme	Ncnsn
tijekom	tijekom	Sg
razdoblja	razdoblje	Ncnsg
koje	koji	Pi-nsa
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
duže	dugo	Rgc
od	od	Sg
12	12	Mdc
neprekidnih	neprekidan	Agpmpgy
mjeseci	mjesec	Ncmpg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
duže	dug	Agcnsny
od	od	Sg
punog	pun	Agpmsgy
ili	ili	Cc
nepunog	nepun	Agpnsgy
radnog	radni	Agpnsgy
vremena	vrijeme	Ncnsg
.	.	Z

Razdoblje	razdoblje	Ncnsn
u	u	Sl
kojem	koji	Pi-nsl
temeljem	temelj	Ncmsi
preraspodjele	preraspodjela	Ncfsg
radno	radni	Agpnsny
vrijeme	vrijeme	Ncnsn
traje	trajati	Vmr3s
dulje	dugo	Rgc
od	od	Sg
punog	pun	Agpmsgy
ili	ili	Cc
nepunog	nepun	Agpnsgy
radnog	radni	Agpnsgy
vremena	vrijeme	Ncnsg
može	moći	Vmr3s
trajati	trajati	Vmn
najduže	dugo	Rgs
6	6	Mdc
mjeseci	mjesec	Ncmpg
tijekom	tijekom	Sg
razdoblja	razdoblje	Ncnsg
koje	koji	Pi-nsa
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
duže	dugo	Rgc
od	od	Sg
dvanaest	dvanaest	Mlc
neprekidnih	neprekidan	Agpmpgy
mjeseci	mjesec	Ncmpg
,	,	Z
s	sa	Si
tim	taj	Pd-nsi
da	da	Cs
razdoblje	razdoblje	Ncnsn
od	od	Sg
6	6	Mdc
mjeseci	mjesec	Ncmpg
ne	ne	Qz
mora	morati	Vmr3s
trajati	trajati	Vmn
kontinuirano	kontinuirati	Appnsny
.	.	Z

Preraspodijeljeno	preraspodijeliti	Appnsny
radno	radni	Agpnsny
vrijeme	vrijeme	Ncnsn
radnika	radnik	Ncmpg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
duže	dug	Agcnsny
od	od	Sg
56	56	Mdc
sati	sat	Ncmpg
tjedno	tjedno	Rgp
,	,	Z
a	a	Cc
iznimno	iznimno	Rgp
60	60	Mdc
sati	sat	Ncmpg
tjedno	tjedno	Rgp
zbog	zbog	Sg
sezonskog	sezonski	Agpmsgy
karaktera	karakter	Ncmsg
posla	posao	Ncmsg
,	,	Z
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
radnik	radnik	Ncmsn
dostavi	dostaviti	Vmr3s
pisanu	pisan	Agpfsay
izjavu	izjava	Ncfsa
o	o	Sl
dobrovoljnom	dobrovoljan	Agpmsly
pristanku	pristanak	Ncmsl
na	na	Sa
takav	takav	Pd-msan
rad	rad	Ncmsan
.	.	Z

Radnik	radnik	Ncmsn
koji	koji	Pi-msn
ne	ne	Qz
pristane	pristati	Vmr3s
na	na	Sa
rad	rad	Ncmsan
duži	dužiti	Vmr3s
od	od	Sg
48	48	Mdc
sati	sat	Ncmpg
tjedno	tjedni	Agpnsny
,	,	Z
ne	ne	Qz
smije	smjeti	Vmr3s
zbog	zbog	Sg
toga	taj	Pd-nsg
trpjeti	trpjeti	Vmn
štetne	štetan	Agpfpay
posljedice	posljedica	Ncfpa
.	.	Z

Preraspodjela	preraspodjela	Ncfsn
radnog	radni	Agpnsgy
vremena	vrijeme	Ncnsg
detaljnije	detaljno	Rgc
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
kolektivnim	kolektivan	Agpmsiy
ugovorom	ugovor	Ncmsi
na	na	Sl
razini	razina	Ncfsl
poslodavca	poslodavac	Ncmsg
ili	ili	Cc
sporazumom	sporazum	Ncmsi
sklopljenim	sklopiti	Appmsiy
između	između	Sg
radničkog	radnički	Agpnsgy
vijeća	vijeće	Ncnsg
i	i	Cc
poslodavca	poslodavac	Ncmsg
.	.	Z

Prekovremeni	prekovremeni	Agpmsny
rad	rad	Ncmsn
pojedinog	pojedini	Agpmsgy
radnika	radnik	Ncmsg
ne	ne	Qz
smije	smjeti	Vmr3s
trajati	trajati	Vmn
duže	dugo	Rgc
od	od	Sg
250	250	Mdc
sati	sat	Ncmpg
godišnje	godišnje	Rgp
.	.	Z

5.	5.	Mdo
Dnevni	dnevni	Agpmpny
i	i	Cc
tjedni	tjedni	Agpmsayn
odmor	odmor	Ncmsan

Članak	članak	Ncmsn
6.	6.	Mdo

Radnik	radnik	Ncmsn
ima	imati	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
dnevni	dnevni	Agpmsayn
i	i	Cc
tjedni	tjedni	Agpmsny
odmor	odmor	Ncmsn
sukladno	sukladno	Rgp
Zakonu	zakon	Ncmsd
o	o	Sl
radu	rad	Ncmsl
i	i	Cc
Ugovoru	ugovor	Ncmsl
.	.	Z

6.	6.	Mdo
Plaće	plaća	Ncfsg

Članak	članak	Ncmsn
7.	7.	Mdo

Pod	pod	Si
plaćom	plaća	Ncfsi
se	sebe	Px--sa
podrazumijevaju	podrazumijevati	Vmr3p
sva	sav	Agpnpny
davanja	davanje	Ncnpn
bilo	bilo	Cc
koje	koji	Pi-fsg
vrste	vrsta	Ncfsg
,	,	Z
koje	koji	Pi-nsn
poslodavac	poslodavac	Ncmsn
isplaćuje	isplaćivati	Vmr3s
radniku	radnik	Ncmsd
za	za	Sa
obavljeni	obaviti	Agpmsayn
rad	rad	Ncmsan
.	.	Z

Visina	visina	Ncfsn
,	,	Z
odnosi	odnositi	Vmr3s
isplate	isplata	Ncfpa
plaće	plaća	Ncfsg
u	u	Sl
domaćem	domaći	Agpmsly
i	i	Cc
stranom	stran	Agpmsly
novcu	novac	Ncmsl
i	i	Cc
način	način	Ncmsan
isplate	isplata	Ncfsg
plaće	plaća	Ncfsg
i	i	Cc
drugih	drugi	Mlofpg
osobnih	osoban	Agpnpgy
primanja	primanje	Ncnpg
radnika	radnik	Ncmpg
uređuje	uređivati	Vmr3s
se	sebe	Px--sa
ugovorom	ugovor	Ncmsi
o	o	Sl
radu	rad	Ncmsl
ili	ili	Cc
pisanom	pisan	Agpfsiy
potvrdom	potvrda	Ncfsi
u	u	Sl
bruto	bruto	Agpmsly
iznosu	iznos	Ncmsl
.	.	Z

Članak	članak	Ncmsn
8.	8.	Mdo

Plaća	plaća	Ncfsn
se	sebe	Px--sa
isplaćuje	isplaćivati	Vmr3s
za	za	Sa
razdoblje	razdoblje	Ncnsa
od	od	Sg
mjesec	mjesec	Ncmsan
dana	dan	Ncmpg
,	,	Z
a	a	Cc
može	moći	Vmr3s
se	sebe	Px--sa
isplaćivati	isplaćivati	Vmn
i	i	Qo
za	za	Sa
razdoblja	razdoblje	Ncnpa
od	od	Sg
15	15	Mdc
dana	dan	Ncmpg
.	.	Z

Plaću	plaća	Ncfsa
je	biti	Var3s
poslodavac	poslodavac	Ncmsn
dužan	dužan	Agpmsnn
isplatiti	isplatiti	Vmn
u	u	Sl
pravilu	pravilo	Ncnsl
do	do	Sg
15-og	15-i	Agpnsgy
,	,	Z
a	a	Cc
iznimno	iznimno	Rgp
najkasnije	kasno	Rgs
do	do	Sg
20-og	20-og	Mds
dana	dan	Ncmpg
nakon	nakon	Sg
obavljenog	obaviti	Agpmsgy
rada	rad	Ncmsg
za	za	Sa
razdoblje	razdoblje	Ncnsa
za	za	Sa
koje	koji	Pi-nsa
se	sebe	Px--sa
plaća	plaćati	Vmr3s
isplaćuje	isplaćivati	Vmr3s
.	.	Z

Članak	članak	Ncmsn
9.	9.	Mdo

Ako	ako	Cs
nije	biti	Var3s
drugačije	drugačije	Rgp
propisano	propisati	Appnsny
najniža	nizak	Agsfsny
osnovica	osnovica	Ncfsn
za	za	Sa
obračun	obračun	Ncmsan
i	i	Cc
plaćanje	plaćanje	Ncnsa
doprinosa	doprinos	Ncmsg
iz	iz	Sg
plaća	plaća	Ncfpg
za	za	Sa
radnike	radnik	Ncmpa
upućene	uputiti	Appmpay
na	na	Sa
rad	rad	Ncmsan
u	u	Sa
inozemstvo	inozemstvo	Ncnsa
je	biti	Var3s
plaća	plaća	Ncfsn
koju	koji	Pi-fsa
bi	biti	Vaa3s
radnik	radnik	Ncmsn
ostvario	ostvariti	Vmp-sm
u	u	Sl
tekućoj	tekući	Agpfsly
godini	godina	Ncfsl
za	za	Sa
istovrsne	istovrstan	Agpmpay
poslove	posao	Ncmpa
u	u	Sl
zemlji	zemlja	Ncfsl
.	.	Z

7.	7.	Mdo
Naknada	naknada	Ncfsn
plaće	plaća	Ncfsg

Članak	članak	Ncmsn
10.	10.	Mdo

Pod	pod	Si
naknadama	naknada	Ncfpi
plaće	plaća	Ncfsg
se	sebe	Px--sa
podrazumijevaju	podrazumijevati	Vmr3p
sva	sav	Agpnpny
davanja	davanje	Ncnpn
bilo	bilo	Cc
koje	koji	Pi-fsg
vrste	vrsta	Ncfsg
,	,	Z
koje	koji	Pi-nsn
poslodavac	poslodavac	Ncmsn
isplaćuje	isplaćivati	Vmr3s
radniku	radnik	Ncmsd
za	za	Sa
razdoblja	razdoblje	Ncnpg
u	u	Sl
kojima	koji	Pi-npl
ne	ne	Qz
radi	raditi	Vmr3s
zbog	zbog	Sg
opravdanih	opravdati	Agpmpgy
razloga	razlog	Ncmpg
.	.	Z

Radnik	radnik	Ncmsn
za	za	Sa
vrijeme	vrijeme	Ncnsa
rada	rad	Ncmsg
u	u	Sl
inozemstvu	inozemstvo	Ncnsl
ima	imati	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
naknadu	naknada	Ncfsa
plaće	plaća	Ncfsg
za	za	Sa
vrijeme	vrijeme	Ncnsa
:	:	Z

–	–	Ps3fpa
privremene	privremen	Agpfsgy
spriječenosti	spriječenost	Ncfsg
za	za	Sa
rad	rad	Ncmsan
zbog	zbog	Sg
bolesti	bolest	Ncfsg

–	i	Agpmpay
za	za	Sa
dane	dan	Ncmpa

