vezane	vezan	Agpfpay
broj	broj	Ncmsan
primatelja	primatelj	Ncmpg
na	na	Sa
koji	koji	Pi-msan
će	htjeti	Var3s
mu	on	Pp3msd
biti	biti	Van
isplaćena	isplatiti	Appfsny
sredstva	sredstvo	Ncnsg
)	)	Z
ili	ili	Cc

b	b	Npmsn
)	)	Z
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
temelj	temelj	Ncmsan
za	za	Sa
provjeru	provjera	Ncfsa
udovoljavanja	udovoljavanje	Ncnsg
uvjetima	uvjet	Ncmpd
i	i	Cc
kriterijima	kriterij	Ncmpi
prihvatljivosti	prihvatljivost	Ncfsg
sukladno	sukladno	Rgp
ovom	ovaj	Pd-msl
Pravilniku	pravilnik	Ncmsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjena	promjena	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
od	od	Sg
dana	dan	Ncmpg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
do	do	Sg
isteka	istek	Ncmsg
razdoblja	razdoblje	Ncnsg
od	od	Sg
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
zadnje	zadnji	Agpfsgy
primljene	primljen	Agpfsgy
uplate	uplata	Ncfsg
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
temeljem	temelj	Ncmsi
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
Upravljačkom	upravljački	Agpnsly
tijelu	tijelo	Ncnsl
podnijeti	podnijeti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
odobrenje	odobrenje	Ncnsa
promjene	promjena	Ncfsg
neposredno	neposredan	Agpnsny
nakon	nakon	Sg
njihovog	njihov	Ps3msg
nastanka	nastanak	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjena	promjena	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
od	od	Sg
dana	dan	Ncmpg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
članka	članak	Ncmsg
13.	13.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
do	do	Sg
isteka	istek	Ncmsg
razdoblja	razdoblje	Ncnsg
od	od	Sg
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
zadnje	zadnji	Agpfsgy
primljene	primljen	Agpfsgy
uplate	uplata	Ncfsg
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
temeljem	temelj	Ncmsi
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
Upravljačkom	upravljački	Agpnsly
tijelu	tijelo	Ncnsl
podnijeti	podnijeti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
odobrenje	odobrenje	Ncnsa
promjena	promjena	Ncfpg
,	,	Z
neposredno	neposredno	Rgp
nakon	nakon	Sg
njihovog	njihov	Ps3msg
nastanka	nastanak	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
odobrenje	odobrenje	Ncnsa
promjena	promjena	Ncfpg
iz	iz	Sg
stavaka	stavak	Ncmpg
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
priložiti	priložiti	Vmn
odgovarajuću	odgovarajući	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
kojom	koji	Pi-fsi
se	sebe	Px--sa

