dužno	dužno	Rgp
drugi	drugi	Mlomsan
rizik	rizik	Ncmsan
imovine	imovina	Ncfsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Prilagodba	prilagodba	Ncfsn
za	za	Sa
volatilnost	volatilnost	Ncfsa
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
samo	samo	Rgp
na	na	Sa
relevantne	relevantan	Agpfpay
kamatne	kamatan	Agpfpay
stope	stopa	Ncfpa
iz	iz	Sg
vremenske	vremenski	Agpfsgy
strukture	struktura	Ncfsg
kamatnih	kamatan	Agpfpgy
stopa	stopa	Ncfpg
koje	koji	Pi-fpn
nisu	biti	Var3p
dobivene	dobiven	Agpfpny
ekstrapolacijom	ekstrapolacija	Ncfsi
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
110.	110.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Ekstrapolirani	ekstrapoliran	Agpmsny
dio	dio	Ncmsn
relevantne	relevantan	Agpfsgy
vremenske	vremenski	Agpfsgy
strukture	struktura	Ncfsg
bezrizičnih	bezrizičan	Agpfpgy
kamatnih	kamatan	Agpfpgy
stopa	stopa	Ncfpg
temelji	temeljiti	Vmr3s
se	sebe	Px--sa
na	na	Sl
tim	taj	Agpmply
prilagođenim	prilagoditi	Ncmpl
bezrizičnim	bezrizičti	Appfpiy
kamatnim	kamatan	Agpfpiy
stopama	stopa	Ncfpi
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Za	za	Sa
svaku	svaki	Pi-fsa
relevantnu	relevantan	Agpfsay
državu	država	Ncfsa
prilagodba	prilagodba	Ncfpg
za	za	Sa
volatilnost	volatilnost	Ncfsa
na	na	Sa
bezrizične	bezrizične	Ncnsa
kamatne	kamatan	Agpfsgy
stope	stopa	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
prije	prije	Sg
primjene	primjena	Ncfsg
faktora	faktor	Ncmsg
65	65	Mdc
%	%	Z
,	,	Z
povećava	povećavati	Vmr3s
se	sebe	Px--sa
za	za	Sa
razliku	razlika	Ncfsa
između	između	Sg
državnog	državni	Agpmsgy
raspona	raspon	Ncmsg
prilagođenog	prilagoditi	Appmsgy
za	za	Sa
rizik	rizik	Ncmsan
i	i	Cc
dvostrukog	dvostruk	Agpmsgy
valutnog	valutni	Agpmsgy
raspona	raspon	Ncmsg
prilagođenog	prilagoditi	Appmsgy
za	za	Sa
rizik	rizik	Ncmsan
,	,	Z
kad	kad	Cs
god	god	Qo
je	biti	Var3s
ta	taj	Pd-fsn
razlika	razlika	Ncfsn
pozitivna	pozitivan	Agpfsny
i	i	Cc
kada	kada	Cs
je	biti	Var3s
državni	državni	Agpmsny
raspon	raspon	Ncmsn
prilagođen	prilagoditi	Appmsnn
za	za	Sa
rizik	rizik	Ncmsan
veći	velik	Agcmsny
od	od	Sg
100	100	Mdc
baznih	bazni	Agpmpgy
bodova	bod	Ncmpg
.	.	Z

Povećana	povećati	Appfsny
prilagodba	prilagodba	Ncfsn
za	za	Sa
volatilnost	volatilnost	Ncfsa
mora	morati	Vmr3s
se	sebe	Px--sa
primjenjivati	primjenjivati	Vmn
pri	pri	Sl
izračunu	izračun	Ncmsl
najbolje	dobar	Agsfsgy
procjene	procjena	Ncfsg
za	za	Sa
obveze	obveza	Ncfpa
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
ugovora	ugovor	Ncmsg
o	o	Sl
reosiguranju	reosiguranje	Ncnsl
vezane	vezan	Agpmpay
uz	uz	Sa
proizvode	proizvod	Ncmpa
prodane	prodati	Appmpay
na	na	Sl
tržištu	tržište	Ncnsl
osiguranja	osiguranje	Ncnsg
te	taj	Pd-fsg
države	država	Ncfsg
.	.	Z

Državni	državni	Agpmsny
raspon	raspon	Ncmsn
prilagođen	prilagoditi	Appmsnn
za	za	Sa
rizik	rizik	Ncmsan
izračunava	izračunavati	Vmr3s
se	sebe	Px--sa
na	na	Sa
isti	isti	Agpmsayn
način	način	Ncmsan
kao	kao	Cs
i	i	Qo
valutni	valutni	Agpmsny
raspon	raspon	Ncmsn
prilagođen	prilagoditi	Appmsnn
za	za	Sa
rizik	rizik	Ncmsan
za	za	Sa
valutu	valuta	Ncfsa
te	taj	Pd-fsg
države	država	Ncfsg
,	,	Z
ali	ali	Cc
na	na	Sl
temelju	temelj	Ncmsl
referentnog	referentan	Agpmsgy
portfelja	portfelj	Ncmsg
koji	koji	Pi-msn
predstavlja	predstavljati	Vmr3s
imovinu	imovina	Ncfsa
koju	koji	Pi-fsa
posjeduju	posjedovati	Vmr3p
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
za	za	Sa
pokriće	pokriće	Ncnsa
najbolje	dobar	Agpfsgy
procjene	procjena	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
ugovora	ugovor	Ncmsg
o	o	Sl
reosiguranju	reosiguranje	Ncnsl
vezano	vezano	Rgp
uz	uz	Sa
proizvode	proizvod	Ncmpa
prodane	prodati	Appmpay
na	na	Sl
tržištu	tržište	Ncnsl
osiguranja	osiguranje	Ncnsg
te	taj	Pd-fsg
države	država	Ncfsg
i	i	Cc
izraženih	izraziti	Appmpgy
u	u	Sl
valuti	valuta	Ncfsl
te	taj	Pd-fsg
države	država	Ncfsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Prilagodba	prilagodba	Ncfsn
za	za	Sa
volatilnost	volatilnost	Ncfsa
ne	ne	Qz
smije	smjeti	Vmr3s
se	sebe	Px--sa
primjenjivati	primjenjivati	Vmn
na	na	Sa
obveze	obveza	Ncfpa
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
ugovore	ugovor	Ncmpa
o	o	Sl
reosiguranju	reosiguranje	Ncnsl
ako	ako	Cs
relevantna	relevantan	Agpfsny
vremenska	vremenski	Agpfsny
struktura	struktura	Ncfsn
bezrizičnih	bezrizičan	Agpfpgy
kamatnih	kamatan	Agpfpgy
stopa	stopa	Ncfpg
u	u	Sl
izračunu	izračun	Ncmsl
najbolje	dobar	Agsfsgy
procjene	procjena	Ncfsg
za	za	Sa
te	taj	Pd-fpa
obveze	obveza	Ncfpa
uključuje	uključivati	Vmr3s
prilagodbu	prilagodba	Ncfsa
za	za	Sa
uravnoteženje	uravnoteženje	Ncnsa
iz	iz	Sg
članka	članak	Ncmsg
111.	111.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Iznimno	iznimno	Rgp
od	od	Sg
članka	članak	Ncmsg
131.	131.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
potrebni	potreban	Agpmsny
solventni	solventan	Agpmsny
kapital	kapital	Ncmsn
ne	ne	Qz
pokriva	pokrivati	Vmr3s
rizik	rizik	Ncmsan
gubitka	gubitak	Ncmsg
osnovnih	osnovan	Agpnpgy
vlastitih	vlastit	Agpnpgy
sredstava	sredstvo	Ncnpg
koji	koji	Pi-msn
je	biti	Var3s
posljedica	posljedica	Ncfsn
promjena	promjena	Ncfpg
prilagodbe	prilagodba	Ncfsg
za	za	Sa
volatilnost	volatilnost	Ncfsa
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
je	biti	Var3s
pri	pri	Sl
primjeni	primjena	Ncfsl
prilagodbe	prilagodba	Ncfsg
za	za	Sa
volatilnost	volatilnost	Ncfsa
na	na	Sa
relevantnu	relevantan	Agpfsay
vremensku	vremenski	Agpfsay
strukturu	struktura	Ncfsa
bezrizičnih	bezrizičan	Agpfpgy
kamatnih	kamatan	Agpfpgy
stopa	stopa	Ncfpg
dužno	dužno	Rgp
koristiti	koristiti	Vmn
tehničke	tehnički	Agpfpay
informacije	informacija	Ncfpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
propisima	propis	Ncmpi
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
prilagodbe	prilagodba	Ncfpa
za	za	Sa
volatilnost	volatilnost	Ncfsa
za	za	Sa
svako	svaki	Agpnsay
relevantno	relevantan	Agpnsay
nacionalno	nacionalan	Agpnsay
tržište	tržište	Ncnsa
osiguranja	osiguranje	Ncnsg
.	.	Z

Kada	kada	Rgp
ova	ovaj	Pd-fsn
prilagodba	prilagodba	Ncfsn
za	za	Sa
volatilnost	volatilnost	Ncfsa
za	za	Sa
pojedinu	pojedini	Agpfsay
valutu	valuta	Ncfsa
i	i	Cc
nacionalno	nacionalan	Agpnsay
tržište	tržište	Ncnsa
nije	biti	Var3s
objavljena	objaviti	Appfsny
u	u	Sl
navedenim	naveden	Agpfply
tehničkim	tehnički	Agpfply
informacijama	informacija	Ncfpl
,	,	Z
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
ne	ne	Qz
smije	smjeti	Vmr3s
ju	on	Pp3fsa
primjenjivati	primjenjivati	Vmn
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Agencija	agencija	Ncfsn
će	htjeti	Var3s
izdati	izdati	Vmn
odobrenje	odobrenje	Ncnsa
za	za	Sa
primjenu	primjena	Ncfsa
prilagodbe	prilagodba	Ncfsg
za	za	Sa
volatilnost	volatilnost	Ncfsa
na	na	Sa
relevantnu	relevantan	Agpfsay
vremensku	vremenski	Agpfsay
strukturu	struktura	Ncfsa
bezrizičnih	bezrizičan	Agpfpgy
kamatnih	kamatan	Agpfpgy
stopa	stopa	Ncfpg
u	u	Sl
izračunu	izračun	Ncmsl
najbolje	dobar	Agsfsgy
procjene	procjena	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
108.	108.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ako	ako	Cs
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
teže	težak	Agcnsay
ne	ne	Qz
krši	kršiti	Vmr3s
pravila	pravilo	Ncnpa
u	u	Sl
sustavu	sustav	Ncmsl
upravljanja	upravljanje	Ncnsg
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Agencija	agencija	Ncfsn
će	htjeti	Var3s
pravilnikom	pravilnik	Ncmsi
detaljnije	detaljno	Rgc

