poštom	pošta	Ncfsi
1306/2013	1306/2013	Mdc
Europskog	europski	Agpmsgy
parlamenta	parlament	Ncmsg
i	i	Cc
Vijeća	vijeće	Ncnsg
u	u	Sl
pogledu	pogled	Ncmsl
integriranog	integrirati	Agpmsgy
administrativnog	administrativan	Agpmsgy
i	i	Cc
kontrolnog	kontrolan	Agpmsgy
sustava	sustav	Ncmsg
,	,	Z
mjera	mjera	Ncfpg
ruralnog	ruralan	Agpmsgy
razvoja	razvoj	Ncmsg
i	i	Cc
višestruke	višestruk	Agpfsgy
sukladnosti	sukladnost	Ncfsg
(	(	Z
SL	SL	Npmsn
L	L	Npmsn
227	227	Mdc
,	,	Z
31.	31.	Mdo
7.	7.	Mdo
2014	2014	Mdc
)	)	Z
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Za	za	Sa
nepotpun	nepotpun	Agpmsann
zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
Agencija	agencija	Ncfpg
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
kojim	koji	Pi-msi
će	htjeti	Var3s
od	od	Sg
korisnika	korisnik	Ncmpg
tražiti	tražiti	Vmn
dostavljanje	dostavljanje	Ncnsa
dokumentacije	dokumentacija	Ncfsg
koja	koji	Pi-fsn
nedostaje	nedostajati	Vmr3s
.	.	Z

Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
traženu	tražen	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
ili	ili	Cc
neposredno	neposredno	Rgp
u	u	Sa
Centralni	centralan	Agpmsayn
ured	ured	Ncmsan
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
pet	pet	Mlc
radnih	radni	Agpmpgy
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
.	.	Z

Ako	ako	Cs
tražena	tražiti	Appfsny
dokumentacija	dokumentacija	Ncfsn
ne	ne	Qz
bude	biti	Var3s
poslana	poslati	Appfsny
u	u	Sl
zadanom	zadati	Agpmsly
roku	rok	Ncmsl
,	,	Z
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
odustao	odustati	Vmp-sm
od	od	Sg
dijela	dio	Ncmsg
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
za	za	Sa
koji	koji	Pi-msan
dokumentacija	dokumentacija	Ncfsn
nije	biti	Var3s
dostavljena	dostaviti	Appfsny
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Danom	dan	Agpnsly
zaprimanja	zaprimanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsn
smatra	smatrati	Vmr3s
se	sebe	Px--sa
datum	datum	Ncmsn
kada	kada	Cs
korisnik	korisnik	Ncmsn
zaprimi	zaprimiti	Vmr3s
preporučenu	preporučiti	Agpfsay
pošiljku	pošiljka	Ncfsa
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ako	ako	Cs
korisnik	korisnik	Ncmsn
nije	biti	Var3s
preuzeo	preuzeti	Vmp-sm
zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsn
prilikom	prilikom	Sg
prve	prvi	Mlofsg
dostave	dostava	Ncfsg
,	,	Z
dostava	dostava	Ncfsn
preporučene	preporučiti	Agpfsgy
pošiljke	pošiljka	Ncfsg
bit	biti	Van
će	htjeti	Var3s
ponovljena	ponoviti	Appfsny
još	još	Rgp
jednom	jednom	Rgp
.	.	Z

Ako	ako	Cs
korisnik	korisnik	Ncmsn
ne	ne	Qz
preuzme	preuzeti	Vmr3s
zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
niti	niti	Cc
nakon	nakon	Sg
ponovljene	ponoviti	Agpfsgy
dostave	dostava	Ncfsg
,	,	Z
zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
će	htjeti	Var3s
se	sebe	Px--sa
objaviti	objaviti	Vmn
na	na	Sl
oglasnoj	oglasni	Agpfsly
ploči	ploča	Ncfsl
u	u	Sl
sjedištu	sjedište	Ncnsl
Agencije	agencija	Ncfsg
za	za	Sg
plaćanja	plaćanje	Ncnsg
te	te	Cc
će	htjeti	Var3s
se	sebe	Px--sa
dostava	dostava	Ncfsn
smatrati	smatrati	Vmn
obavljenom	obaviti	Ncfsi
istekom	istek	Sg
osmoga	osmi	Mlomsg
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
stavljanja	stavljanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
dopunu	dopuna	Ncfsa
na	na	Sa
oglasnu	oglasni	Agpfsay
ploču	ploča	Ncfsa
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Za	za	Sa
plaćanja	plaćanje	Ncnpa
izvršena	izvršen	Agpnpay
u	u	Sl
stranoj	stran	Agpfsly
valuti	valuta	Ncfsl
u	u	Sa
svrhu	svrha	Ncfsa
odobrenja	odobrenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
obračunat	obračunati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
:	:	Z

1.	1.	Mdo
protuvrijednost	protuvrijednost	Ncfsn
u	u	Sl
kunama	kuna	Ncfpl
po	po	Sl
tečaju	tečaj	Ncmsl
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
ECB	ECB	Npmsn
u	u	Sl
mjesecu	mjesec	Ncmsl
zaprimanja	zaprimanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
iskazanom	iskazati	Ncfsi
na	na	Sa
šest	šest	Mlc
decimala	decimala	Ncfpg
(	(	Z
navedeni	naveden	Agpmsny
tečaj	tečaj	Ncmsn
objavljen	objaviti	Appmsnn
je	biti	Var3s
na	na	Sl
mrežnoj	mrežni	Agpfsly
stranici	stranica	Ncfsl

