suradnike	suradnik	Ncmpa
Hrvatske	hrvatski	Agpfsgy
narodne	narodni	Agpfsgy
banke	banka	Ncfsg

5.	5.	Mdo
planirane	planiran	Agpfpay
aktivnosti	aktivnost	Ncfpa
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
radi	radi	Sg
otklanjanja	otklanjanje	Ncnsg
poteškoća	poteškoća	Ncfpg
u	u	Sl
poslovanju	poslovanje	Ncnsl

6.	6.	Mdo
prijedlog	prijedlog	Ncmsn
vrste	vrsta	Ncfsg
mjere	mjera	Ncfsg
ili	ili	Cc
kombinaciju	kombinacija	Ncfsa
mjera	mjera	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
3.	3.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
pripadajuće	pripadajući	Agpmpay
iznose	iznos	Ncmpa
za	za	Sa
pokrivanje	pokrivanje	Ncnsa
preostalog	preostao	Agpmsgy
manjka	manjak	Ncmsg
kapitala	kapital	Ncmsg

7.	7.	Mdo
imena	ime	Ncnsg
i	i	Cc
nazive	naziv	Ncmpa
nositelja	nositelj	Ncmpg
i	i	Cc
sudionika	sudionik	Ncmpg
provedbe	provedba	Ncfsg
mjera	mjera	Ncfpg
za	za	Sa
vlastito	vlastit	Agpnsay
povećanje	povećanje	Ncnsa
kapitala	kapital	Ncmsg

8.	8.	Mdo
predviđene	predvidjeti	Agpmpay
rokove	rok	Ncmpa
za	za	Sa
provedbu	provedba	Ncfsa
predloženih	predložen	Agpfpgy
mjera	mjera	Ncfpg

9.	9.	Mdo
prijedlog	prijedlog	Ncmsan
instrumenata	instrument	Ncmpg
osiguranja	osiguranje	Ncnsg

10.	10.	Mdo
informacije	informacija	Ncfpa
i	i	Cc
obrazloženje	obrazloženje	Ncnsa
o	o	Sl
do	do	Sg
sada	sada	Rgp
poduzetim	poduzet	Agpfpiy
vlastitim	vlastit	Agpfpiy
mjerama	mjera	Ncfpi
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
za	za	Sa
rješavanje	rješavanje	Ncnsa
nastalih	nastao	Agpfpgy
poteškoća	poteškoća	Ncfpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
kreditna	kreditan	Agpfsny
institucija	institucija	Ncfsn
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
dužna	dužan	Agpfsny
je	biti	Var3s
priložiti	priložiti	Vmn
sljedeće	sljedeći	Agpmpay
dokumente	dokument	Ncmpa
:	:	Z

1.	1.	Mdo
izvadak	izvadak	Ncmsn
iz	iz	Sg
sudskog	sudski	Agpmsgy
registra	registar	Ncmsg
koji	koji	Pi-msn
nije	biti	Var3s
stariji	star	Agcmsny
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg

2.	2.	Mdo
posljednja	posljednji	Agpfsny
revidirana	revidirati	Ncfsn
financijska	financijski	Agpnpny
izvješća	izvješće	Ncnpn

3.	3.	Mdo
privremena	privremen	Agpnpay
financijska	financijski	Agpnpay
izvješća	izvješće	Ncnpa

4.	4.	Mdo
zapisnike	zapisnik	Ncmpa
o	o	Sl
izvršenom	izvršen	Agpmsly
nadzoru	nadzor	Ncmsl
i	i	Cc
rješenja	rješenje	Ncnsg
Hrvatske	hrvatski	Agpfsgy
narodne	narodni	Agpfsgy
banke	banka	Ncfsg
u	u	Sa
posljednje	posljednji	Agpfpay
tri	tri	Mlc
godine	godina	Ncfsg
,	,	Z
uz	uz	Sa
prethodnu	prethodan	Agpfsay
suglasnost	suglasnost	Ncfsa
Hrvatske	hrvatski	Agpfsgy
narodne	narodni	Agpfsgy
banke	banka	Ncfsg

5.	5.	Mdo
Plan	plan	Ncmsn
oporavka	oporavak	Ncmsg
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg

6.	6.	Mdo
Plan	plan	Ncmsn
za	za	Sa
povećanje	povećanje	Ncnsa
i	i	Cc
održavanje	održavanje	Ncnsa
kapitala	kapital	Ncmsg
na	na	Sa
koji	koji	Pi-msan
je	biti	Var3s
nadzorni	nadzorni	Agpmsny
odbor	odbor	Ncmsn
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
dao	dati	Vmp-sm
prethodnu	prethodan	Agpfsay
suglasnost	suglasnost	Ncfsa

7.	7.	Mdo
Prijedlog	prijedlog	Ncmsn
Plana	plan	Ncmsg
restrukturiranja	restrukturiranje	Ncnsg
na	na	Sa
koji	koji	Pi-msan
je	biti	Var3s
nadzorni	nadzorni	Agpmsny
odbor	odbor	Ncmsn
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
dao	dati	Vmp-sm
prethodnu	prethodan	Agpfsay
suglasnost	suglasnost	Ncfsa
i	i	Cc

8.	8.	Mdo
Odluku	odluka	Ncfsa
uprave	uprava	Ncfsg
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
,	,	Z
uz	uz	Sa
prethodnu	prethodan	Agpfsay
suglasnost	suglasnost	Ncfsa
nadzornog	nadzorni	Agpmsgy
odbora	odbor	Ncmsg
,	,	Z
o	o	Sl
podnošenju	podnošenje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Osim	osim	Sg
dokumentacije	dokumentacija	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
od	od	Sg
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
zatražiti	zatražiti	Vmn
dostavu	dostava	Ncfsa
i	i	Cc
druge	drugi	Mlofpa
relevantne	relevantan	Agpfpay
dokumentacije	dokumentacija	Ncfpa
te	te	Cc
odrediti	odrediti	Vmn
primjeren	primjeren	Agpmsann
rok	rok	Ncmsan
za	za	Sa
dostavu	dostava	Ncfsa
iste	isti	Agpfsgy
.	.	Z

Plan	plan	Ncmsn
za	za	Sa
povećanje	povećanje	Ncnsa
i	i	Cc
održavanje	održavanje	Ncnsa
kapitala	kapital	Ncmsg
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi

Članak	članak	Ncmsn
7.	7.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Agencija	agencija	Ncfsn
ocjenjuje	ocjenjivati	Vmr3s
prihvatljivost	prihvatljivost	Ncfsa
Zahtjeva	zahtjev	Ncmpg
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
pravilima	pravilo	Ncmpi
kojima	koji	Pi-mpi
se	sebe	Px--sa
uređuju	uređivati	Vmr3p
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
financijskom	financijski	Agpmsly
sektoru	sektor	Ncmsl
u	u	Sl
Europskoj	europski	Agpfsly
uniji	unija	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kako	kako	Cs
bi	biti	Vaa3s
Agencija	agencija	Ncfsn
utvrdila	utvrditi	Vmp-sf
jesu	biti	Var3p
li	li	Qq
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
pokrenute	pokrenuti	Appfpny
sve	sav	Agpfpay
potrebne	potreban	Agpfpay
mjere	mjera	Ncfpa
za	za	Sa
otklanjanje	otklanjanje	Ncnsa
poteškoća	poteškoća	Ncfpg
u	u	Sl
poslovanju	poslovanje	Ncnsl
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
,	,	Z
uključujući	uključivati	Rr
mjere	mjera	Ncfpa
za	za	Sa
povećanje	povećanje	Ncnsa
kapitala	kapital	Ncmsg
od	od	Sg
strane	strana	Ncfsg
vlasnika	vlasnik	Ncmpg
,	,	Z
odnosno	odnosno	Rgp
dioničara	dioničar	Ncmpg
i	i	Cc
imatelja	imatelj	Ncmpg
relevantnih	relevantan	Agpmpgy
instrumenata	instrument	Ncmpg
kapitala	kapital	Ncmsg
,	,	Z
Plan	plan	Ncmsn
za	za	Sa
povećanje	povećanje	Ncnsa
i	i	Cc
održavanje	održavanje	Ncnsa
kapitala	kapital	Ncmpg
treba	trebati	Vmr3s
sadržavati	sadržavati	Vmn
sljedeće	sljedeći	Agpnsay
:	:	Z

1.	1.	Mdo
vlastite	vlastit	Agpfsgy
mjere	mjera	Ncfsg
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
za	za	Sa
povećanje	povećanje	Ncnsa
kapitala	kapital	Ncmsg

2.	2.	Mdo
mjere	mjera	Ncfsg
pokrića	pokriće	Ncnsg
gubitaka	gubitak	Ncmpg
kreditne	kreditan	Agpfsgy
institucije	institucija	Ncfsg
koja	koji	Pi-fsn
posluje	poslovati	Vmr3s
s	sa	Si
poteškoćama	poteškoća	Ncfpi
od	od	Sg
strane	strana	Ncfsg
dioničara	dioničar	Ncmpg
i	i	Cc
imatelja	imatelj	Ncmpg
relevantnih	relevantan	Agpmpgy
instrumenata	instrument	Ncmpg
kapitala	kapital	Ncmsg
i	i	Cc

3.	3.	Mdo
zaštitne	zaštitni	Agpfpay
mjere	mjera	Ncfpa
za	za	Sa
sprječavanje	sprječavanje	Ncnsa
odljeva	odljev	Ncmpg
sredstava	sredstvo	Ncnpg
prije	prije	Sg
donošenja	donošenje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
poduzimanju	poduzimanje	Ncnsl
mjera	mjera	Ncfpg
radi	raditi	Vmr3s
sprječavanje	sprječavanje	Ncnsa
nastupa	nastup	Ncmsg
osiguranog	osigurati	Appmsgy
slučaja	slučaj	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Iz	iz	Sg
dostavljenog	dostaviti	Agpmsgy
Plana	plan	Ncmsg
za	za	Sa
povećanje	povećanje	Ncnsa
i	i	Cc
održavanje	održavanje	Ncnsa
kapitala	kapital	Ncmsg
mora	morati	Vmr3s
biti	biti	Van
vidljivo	vidljiv	Agpnsny
sljedeće	sljedeći	Agpnsny
:	:	Z

1.	1.	Mdo
kreditna	kreditan	Agpfsny
institucija	institucija	Ncfsn
,	,	Z
njezini	njezin	Ps3mpn
dioničari	dioničar	Ncmpn
i	i	Cc
imatelji	imatelj	Ncmpn
relevantnih	relevantan	Agpmpgy
instrumenata	instrument	Ncmpg
kapitala	kapital	Ncmpg
spremni	spreman	Agpmpny
su	biti	Var3p
dati	dati	Vmn
najveći	velik	Agsmsny
mogući	moguć	Agpmsny
doprinos	doprinos	Ncmsn
ukupnom	ukupan	Agpmsly
iznosu	iznos	Ncmsl
sredstava	sredstvo	Ncnpg
koja	koji	Pi-npn
su	biti	Var3p
potrebna	potreban	Agpnsay
za	za	Sa
pokriće	pokriće	Ncnsa
manjka	manjak	Ncmsg
kapitala	kapital	Ncmsg
,	,	Z
dok	dok	Cs
sredstva	sredstvo	Ncnsg
kojima	koji	Pi-npi
Agencija	agencija	Ncfsn
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
tom	taj	Pd-msl
postupku	postupak	Ncmsl
putem	put	Sg
mjera	mjera	Ncfpg
za	za	Sa
sprječavanje	sprječavanje	Ncnsa
nastupa	nastup	Ncmsg
osiguranog	osigurati	Appmsgy
slučaja	slučaj	Ncmsg
moraju	morati	Vmr3p

