premještanja	premještanje	Ncnsg
strane	strana	Ncfsg
u	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
dana	dan	Ncmpg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
i	i	Cc
tijekom	tijekom	Sg
sljedećih	sljedeći	Agpfpgy
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
dana	dan	Ncmpg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
potpore	potpora	Ncfsg
,	,	Z

–	i	Agpnsgy
podnošenja	podnošenje	Ncnsg
obveznog	obvezan	Agpmsgy
konačnog	konačan	Agpmsgy
zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
,	,	Z
kada	kada	Rgp
odabranom	odabrati	Agpmsly
korisniku	korisnik	Ncmsl
prestane	prestati	Vmr3s
mogućnost	mogućnost	Ncfsa
ostvarivanja	ostvarivanje	Ncnsg
potpore	potpora	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
,	,	Z
točke	točka	Ncfpn
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
a	a	Cc
sukladno	sukladno	Rgp
članku	članak	Ncmsd
5.	5.	Mdo
stavku	stavak	Ncmsl
11.	11.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
i	i	Cc
ostale	ostali	Agpfpay
potrebne	potreban	Agpfpay
dokumentacije	dokumentacija	Ncfpa
propisane	propisati	Appfpay
natječajem	natječaj	Ncmsi
,	,	Z

–	–	I
osigurati	osigurati	Vmn
dokaze	dokaz	Ncmpa
(	(	Z
fotografije	fotografija	Ncfpa
,	,	Z
potpisne	potpisni	Agpfpay
liste	lista	Ncfpa
i	i	Cc
dr.	dr.	Y
)	)	Z
o	o	Sl
provedbi	provedba	Ncfsl
aktivnosti	aktivnost	Ncfsg
unutar	unutar	Sg
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
19.1.1.	19.1.1.	Mds
nakon	nakon	Sg
dana	dan	Ncmsg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z

–	–	Z
dopustiti	dopustiti	Vmn
posjet	posjet	Ncmsan
ulaganju	ulaganje	Ncnsd
od	od	Sg
strane	strana	Ncfsg
predstavnika	predstavnik	Ncmpg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
Ministarstva	ministarstvo	Ncnsg
,	,	Z
Agencije	agencija	Ncfpn
za	za	Sa
reviziju	revizija	Ncfsa
sustava	sustav	Ncmsg
provedbe	provedba	Ncfsg
programa	program	Ncmsg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
ARPA	arp	Ncmsg
)	)	Z
,	,	Z
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
,	,	Z
Europskog	europski	Agpmsgy
revizorskog	revizorski	Agpmsgy
suda	sud	Ncmsg
i	i	Cc
Europskog	europski	Agpmsgy
ureda	ured	Ncmsg
za	za	Sa
borbu	borba	Ncfsa
protiv	protiv	Sg
prijevara	prijevara	Ncfpg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
OLAF	OLAF	Npmsn
)	)	Z
,	,	Z

–	–	I
osigurati	osigurati	Vmn
da	da	Cs
svi	sav	Agpmpny
podaci	podatak	Ncmpn
i	i	Cc
informacije	informacija	Ncfpn
dostavljeni	dostaviti	Appmpny
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
budu	biti	Var3p
točni	točan	Agpmpny
,	,	Z

–	–	Z
dostaviti	dostaviti	Vmn
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
sve	sav	Agpmpay
potrebne	potreban	Agpmpay
podatke	podatak	Ncmpa
koje	koji	Pi-mpa
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
zatraži	zatražiti	Vmr3s
,	,	Z

–	–	Z
zabrana	zabrana	Ncfsn
poduzimanja	poduzimanje	Ncnsg
radnji	radnja	Ncfpg
koje	koji	Pi-fpn
bi	biti	Vaa3p
mogle	moći	Vmp-pf
dovesti	dovesti	Vmn
do	do	Sg
neispunjavanja	neispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
prihvatljivosti	prihvatljivost	Ncfsg
navedenih	naveden	Agpfpgy
u	u	Sl
članku	članak	Ncmsl
9.	9.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

–	–	Z
prijaviti	prijaviti	Vmn
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
promjene	promjena	Ncfpa
podataka	podatak	Ncmpg
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
podneseni	podnesen	Agpmsayn
zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z

–	–	Z
zabrana	zabrana	Ncfsn
poduzimanja	poduzimanje	Ncnsg
radnji	radnja	Ncfpg
koje	koji	Pi-fpn
bi	biti	Vaa3p
mogle	moći	Vmp-pf
dovesti	dovesti	Vmn
do	do	Sg
dvostrukog	dvostruk	Agpnsgy
financiranja	financiranje	Ncnsg
istih	isti	Agpmpgy
troškova	trošak	Ncmpg
iz	iz	Sg
proračuna	proračun	Ncmsg
EU	E	Npmsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Za	za	Sa
provedbu	provedba	Ncfsa
stavka	stavak	Ncmsg
7.	7.	Mdo
točke	točka	Ncfsg
3.	3.	Mdo
alineje	alineja	Ncfsg
5	5	Mdc
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
korisnik	korisnik	Ncmsn
će	htjeti	Var3s
provesti	provesti	Vmn
obvezu	obveza	Ncfsa
informiranja	informiranje	Ncnsg
javnosti	javnost	Ncfsg
o	o	Sl
potpori	potpora	Ncfsl
sukladno	sukladno	Rgp
Prilogu	Prilog	Npmsd
V.	V.	Mro
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Promjene	promjena	Ncfpn
podataka	podatak	Ncmpg
o	o	Sl
korisniku	korisnik	Ncmsl

Članak	članak	Ncmsn
16.	16.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Promjene	promjena	Ncfpn
podataka	podatak	Ncmpg
o	o	Sl
korisniku	korisnik	Ncmsl
podrazumijevaju	podrazumijevati	Vmr3p
promjene	promjena	Ncfpn
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
nalaze	nalaziti	Vmr3p
u	u	Sl
Evidenciji	evidencija	Ncfsl
korisnika	korisnik	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Promjene	promjena	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
korisnik	korisnik	Ncmsn
podnosi	podnositi	Vmr3s
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
sukladno	sukladno	Rgp
Vodiču	vodič	Ncmsd
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
Evidenciju	evidencija	Ncfsa
korisnika	korisnik	Ncmpg
,	,	Z
kojeg	koji	Pi-msay
korisnik	korisnik	Ncmsn
može	moći	Vmr3s
preuzeti	preuzeti	Vmn
sa	sa	Sg
službene	služben	Agpfsgy
mrežne	mrežni	Agpfsgy
stranice	stranica	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
obavijestiti	obavijestiti	Vmn
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
o	o	Sl
promjenama	promjena	Ncfpl
navedenim	naveden	Agpfply
u	u	Sl
stavku	stavak	Ncmsl
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
neposredno	neposredno	Rgp
nakon	nakon	Sg
pojave	pojava	Ncfsg
događaja	događaj	Ncmsg
koji	koji	Pi-msn
ih	oni	Pp3-pa
je	biti	Var3s
izazvao	izazvati	Vmp-sm
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Po	po	Sl
odobrenju	odobrenje	Ncnsl
/	/	Z
odbijanju	odbijanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
u	u	Sl
Evidenciji	evidencija	Ncfsl
korisnika	korisnik	Ncmpg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
poslati	poslati	Vmn
putem	put	Sg
elektronske	elektronski	Agpfsgy
pošte	pošta	Ncfsg
obavijest	obavijest	Ncfsn
da	da	Cs
su	biti	Var3p
promjene	promjena	Ncfpn
izvršene	izvršiti	Appfpny
/	/	Z
nisu	biti	Var3p
izvršene	izvršiti	Appfpny
.	.	Z

Promjene	promjena	Ncfpn
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa

Članak	članak	Ncmsn
17.	17.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Promjene	promjena	Ncfpn
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
podrazumijevaju	podrazumijevati	Vmr3p
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
podneseni	podnesen	Agpmsayn
zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
a	a	Cc
isti	isti	Agpmsny
su	biti	Var3p
temelj	temelj	Ncmsn
za	za	Sa
provjeru	provjera	Ncfsa
kriterija	kriterij	Ncmpg
prihvatljivosti	prihvatljivost	Ncfsg
sukladno	sukladan	Agpnsny
članku	članak	Ncmsl
8.	8.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
izuzev	izuzev	Sg
promjena	promjena	Ncfpg
navedenih	naveden	Agpfpgy
u	u	Sl
članku	članak	Ncmsl
16.	16.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Za	za	Sa
promjene	promjena	Ncfpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
od	od	Sg
dana	dan	Ncmpg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
do	do	Sg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
neposredno	neposredno	Rgp
nakon	nakon	Sg
njihovog	njihov	Ps3msg
nastanka	nastanak	Ncmsg
.	.	Z

Zahtjev	zahtjev	Ncmsn
za	za	Sa
promjenu	promjena	Ncfsa
popunjava	popunjavati	Vmr3s
se	sebe	Px--sa
u	u	Sl
AGRONET-u	AGRONET	Npmsl
,	,	Z
a	a	Cc
po	po	Sl
popunjavanju	popunjavanje	Ncnsl
potrebno	potreban	Agpnsny
je	biti	Var3s
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa

