program	program	Ncmsn
je	biti	Var3s
organiziran	organizirati	Appmsnn
ispitni	ispitan	Agpmsny
rok	rok	Ncmsn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Troškove	trošak	Ncmpa
ispita	ispit	Ncmpg
snose	snositi	Vmr3p
kandidati	kandidat	Ncmpn
,	,	Z
a	a	Cc
visinu	visina	Ncfsa
naknade	naknaditi	Vmr3p
za	za	Sa
članove	član	Ncmpa
ispitnog	ispitan	Agpnsgy
povjerenstva	povjerenstvo	Ncnsg
propisuje	propisivati	Vmr3s
ministar	ministar	Ncmsn
.	.	Z

UPISNICI	upisnik	Ncmpn
UVJERENJA	uvjerenje	Ncnsg
O	o	Sl
POLOŽENOM	POLOŽENO	Npmsl
STRUČNOM	stručan	Agpmsly
ISPITU	ispit	Ncmsl
,	,	Z
I	i	Cc
SVJEDODŽBI	svjedodžba	Ncfsl
O	o	Sl
STRUČNOJ	stručan	Agpfsly
I	i	Cc
DOPUNSKOJ	dopunski	Agpfsly
OSPOSOBLJENOSTI	osposobljenost	Ncfsl

Članak	članak	Ncmsn
48.	48.	Mdo

O	o	Sl
izdanim	izdan	Agpnply
Uvjerenjima	uvjerenje	Ncnpl
o	o	Sl
položenom	položiti	Agpmsly
stručnom	stručan	Agpmsly
ispitu	ispit	Ncmsl
i	i	Cc
Svjedodžbama	svjedodžba	Ncfpl
o	o	Sl
stručnoj	stručan	Agpfsly
i	i	Cc
dopunskoj	dopunski	Agpfsly
osposobljenosti	osposobljenost	Ncfsl
pri	pri	Sl
lučkim	lučki	Agpfply
kapetanijama	kapetanija	Ncfpl
vode	voditi	Vmr3p
se	sebe	Px--sa
upisnici	upisnik	Ncmpn
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
.	.	Z

Članak	članak	Ncmsn
49.	49.	Mdo

Upisnici	upisnik	Ncmpn
sadrže	sadržati	Vmr3p
najmanje	malo	Rgs
:	:	Z

1	1	Mdc
)	)	Z
osobne	osoban	Agpmpay
podatke	podatak	Ncmpa
člana	član	Ncmsg
posade	posada	Ncfsg
(	(	Z
ime	ime	Ncnsa
i	i	Cc
prezime	prezime	Ncnsa
,	,	Z
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
rođenja	rođenje	Ncnsg
,	,	Z
državljanstvo	državljanstvo	Ncnsn
)	)	Z
,	,	Z

2	2	Mdc
)	)	Z
podatke	podatak	Ncmpa
o	o	Sl
izdanoj	izdan	Agpfsly
ispravi	isprava	Ncfsl
(	(	Z
broj	broj	Ncmsn
,	,	Z
serijski	serijski	Agpmsny
broj	broj	Ncmsn
,	,	Z
zvanje	zvanje	Ncnsn
,	,	Z
dopunsku	dopunski	Agpfsay
osposobljenost	osposobljenost	Ncfsa
,	,	Z
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
izdavanja	izdavanje	Ncnsg
,	,	Z
rok	rok	Ncmsn
važenja	važenje	Ncnsg
)	)	Z
,	,	Z

3	3	Mdc
)	)	Z
ostale	ostali	Agpmpay
podatke	podatak	Ncmpa
(	(	Z
broj	broj	Ncmsn
,	,	Z
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
izdavanja	izdavanje	Ncnsg
zadnjeg	zadnji	Agpnsgy
zdravstvenog	zdravstven	Agpnsgy
uvjerenja	uvjerenje	Ncnsg
,	,	Z
naziv	naziv	Ncmsn
izdavatelja	izdavatelj	Ncmpg
i	i	Cc
dr.	dr.	Y
)	)	Z
.	.	Z

DIO	dio	Ncmsn
III	III	Mrc
.	.	Z

MINIMALNI	minimalan	Agpmsny
BROJ	broj	Ncmsn
ČLANOVA	član	Ncmpg
POSADE	posada	Ncfsg
ZA	za	Sa
SIGURNU	siguran	Agpfsay
PLOVIDBU	plovidba	Ncfsa

Članak	članak	Ncmsn
50.	50.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Član	član	Ncmsn
posade	posada	Ncfsg
plovila	plovilo	Ncnsg
može	moći	Vmr3s
biti	biti	Van
samo	samo	Rgp
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
ima	imati	Vmr3s
odgovarajuće	odgovarajući	Agpnsay
zvanje	zvanje	Ncnsa
i	i	Cc
koja	koji	Pi-fsn
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
u	u	Sl
okviru	okvir	Ncmsl
zvanja	zvanje	Ncnsg
na	na	Sl
plovilu	plovilo	Ncnsl
ima	imati	Vmr3s
odgovarajuću	odgovarajući	Agpfsay
svjedodžbu	svjedodžba	Ncfsa
o	o	Sl
stručnoj	stručan	Agpfsly
osposobljenosti	osposobljenost	Ncfsl
,	,	Z
te	te	Cc
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
u	u	Sl
svezi	sveza	Ncfsl
plovila	ploviti	Vmp-sf
i	i	Cc
plovidbe	plovidba	Ncfsg
i	i	Cc
obavezno	obavezan	Agpnsny
je	biti	Var3s
upisana	upisati	Appfsny
u	u	Sa
popis	popis	Ncmsan
posade	posada	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Član	član	Ncmsn
posade	posada	Ncfsg
u	u	Sl
svojstvu	svojstvo	Ncnsl
‘	‘	Z
mornar	mornar	Ncmsn
pripravnik	pripravnik	Ncmsn
’	’	Z
i	i	Cc
‘	‘	Agpmsny
vježbenik	vježbenik	Ncmsn
’	’	Z
upisuju	upisivati	Vmr3p
se	sebe	Px--sa
u	u	Sa
popis	popis	Ncmsan
posade	posada	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Popis	popis	Ncmsn
posade	posada	Ncfsg
,	,	Z
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
:	:	Z

1.	1.	Mdo
ime	ime	Ncnsa
ili	ili	Cc
oznaku	oznaka	Ncfsa
plovila	plovilo	Ncnsg
,	,	Z
ENI	Ena	Agpmsayn
broj	broj	Ncmsan
,	,	Z
vrstu	vrsta	Ncfsa
plovila	plovilo	Ncnsg
,	,	Z
luku	luka	Ncfsa
upisa	upis	Ncmsg
,	,	Z
istisninu	istisnina	Ncfsa
i	i	Cc
nosivost	nosivost	Ncfsa
plovila	plovilo	Ncnsg
,	,	Z
te	te	Cc
snagu	snaga	Ncfsa
pogonskog	pogonski	Agpmsgy
stroja	stroj	Ncmsg
,	,	Z

2.	2.	Mdo
najmanji	mali	Agsmsayn
broj	broj	Ncmsan
članova	član	Ncmpg
posade	posada	Ncfsg
i	i	Cc
sastav	sastav	Ncmsn
posade	posada	Ncfsg
koji	koji	Pi-msn
su	biti	Var3p
radi	radi	Sg
osiguranja	osiguranje	Ncnsg
sigurnosti	sigurnost	Ncfsg
plovidbe	plovidba	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
propisima	propis	Ncmpi
za	za	Sa
određeno	određen	Agpnsay
plovilo	plovilo	Ncnsa
,	,	Z

3.	3.	Mdo
redni	redni	Agpmsayn
broj	broj	Ncmsan
,	,	Z
imena	ime	Ncnsg
članova	član	Ncmpg
posade	posada	Ncfsg
i	i	Cc
članova	član	Ncmpg
njihovih	njihov	Ps3fpg
obitelji	obitelj	Ncfpg
ukrcanih	ukrcati	Agpfpgy
na	na	Sa
brod	brod	Ncmsan
,	,	Z
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
rođenja	rođenje	Ncnsg
,	,	Z
državljanstvo	državljanstvo	Ncnsa
,	,	Z
prebivalište	prebivalište	Ncnsn
,	,	Z
zvanje	zvanje	Ncnsa
članova	član	Ncmpg
posade	posada	Ncfsg
u	u	Sl
unutarnjoj	unutarnji	Agpfsly
plovidbi	plovidba	Ncfsl
,	,	Z
svojstvo	svojstvo	Ncnsn
u	u	Sl

