Prijavi	prijava	Ncfsl
6.	6.	Mdo
,	,	Z
u	u	Sl
članku	članak	Ncmsl
25.	25.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
i	i	Cc
u	u	Sl
članku	članak	Ncmsl
27.	27.	Mdo
u	u	Sl
stavcima	stavak	Ncmpl
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
i	i	Cc
4.	4.	Mdo
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
Ispitno	ispitan	Agpnsny
povjerenstvo	povjerenstvo	Ncnsn
«	«	Z
zamjenjuju	zamjenjivati	Vmr3p
se	sebe	Px--sa
riječima	riječ	Ncfpi
:	:	Z
»	»	Z
Ispitna	ispitan	Agpfsny
komisija	komisija	Ncfsn
«	«	Z
i	i	Cc
riječ	riječ	Ncfsn
:	:	Z
»	»	Z
povjerenstvo	povjerenstvo	Ncnsn
«	«	Z
zamjenjuje	zamjenjivati	Vmr3s
se	sebe	Px--sa
riječju	riječ	Ncfsi
:	:	Z
»	»	Z
komisija	komisija	Ncfsn
«	«	Z
u	u	Sl
odgovarajućem	odgovarajući	Agpmsly
rodu	rod	Ncmsl
,	,	Z
broju	broj	Ncmsl
i	i	Cc
padežu	padež	Ncmsl
.	.	Z

Članak	članak	Ncmsn
10.	10.	Mdo

U	u	Sl
članku	članak	Ncmsl
33.	33.	Mdo
iza	iza	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
dodaju	dodati	Vmr3p
se	sebe	Px--sa
stavci	stavak	Ncmpn
3.	3.	Mdo
,	,	Z
4.	4.	Mdo
,	,	Z
5.	5.	Mdo
,	,	Z
6.	6.	Mdo
,	,	Z
7.	7.	Mdo
i	i	Cc
8.	8.	Mdo
koji	koji	Pi-mpn
glase	glasiti	Vmr3p
:	:	Z

»	»	Z
Nacionalno	nacionalan	Agpnsny
povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
specijalističko	specijalistički	Agpnsay
usavršavanje	usavršavanje	Ncnsa
doktora	doktor	Ncmsg
medicine	medicina	Ncfsg
donosi	donositi	Vmr3s
pravila	pravilo	Ncnpa
o	o	Sl
provjeri	provjera	Ncfsl
kvalitete	kvaliteta	Ncfsg
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
,	,	Z
koja	koji	Pi-npn
uključuju	uključivati	Vmr3p
provjeru	provjera	Ncfsa
kriterija	kriterij	Ncmsg
iz	iz	Sg
Priloga	Prili	Npmsg
V.	V.	Mro
Pravilnika	pravilnik	Ncmsg
.	.	Z

Na	na	Sa
prijedlog	prijedlog	Ncmsan
Nacionalnog	nacionalan	Agpnsgy
povjerenstva	povjerenstvo	Ncnsg
za	za	Sa
specijalističko	specijalistički	Agpnsay
usavršavanje	usavršavanje	Ncnsa
doktora	doktor	Ncmsg
medicine	medicina	Ncfsg
ministar	ministar	Ncmsn
imenuje	imenovati	Vmr3s
Povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
stručni	stručan	Agpmsayn
posjet	posjet	Ncmsan
u	u	Sl
pravnim	pravni	Agpfply
osobama	osoba	Ncfpl
ovlaštenim	ovlašten	Agpfply
za	za	Sa
provođenje	provođenje	Ncnsa
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
,	,	Z
koje	koji	Pi-nsn
provjerava	provjeravati	Vmr3s
kvalitetu	kvaliteta	Ncfsa
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
tijekom	tijekom	Sg
stručnog	stručan	Agpmsgy
posjeta	posjet	Ncmsg
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
,	,	Z
trgovačkom	trgovački	Agpnsly
društvu	društvo	Ncnsl
koje	koji	Pi-nsn
obavlja	obavljati	Vmr3s
zdravstvenu	zdravstven	Agpfsay
djelatnost	djelatnost	Ncfsa
,	,	Z
ordinaciji	ordinacija	Ncfsl
i	i	Cc
fakultetu	fakultet	Ncmsl
.	.	Z

Na	na	Sl
temelju	temelj	Ncmsl
utvrđenog	utvrditi	Agpnsgy
stanja	stanje	Ncnsg
,	,	Z
a	a	Cc
sukladno	sukladno	Rgp
zaključku	zaključak	Ncmsl
,	,	Z
uvjetima	uvjet	Ncmpi
i	i	Cc
preporukama	preporuka	Ncfpl
izvješća	izvješće	Ncnsg
Povjerenstva	povjerenstvo	Ncnsg
za	za	Sa
stručni	stručan	Agpmsayn
posjet	posjet	Ncmsan
,	,	Z
Nacionalno	nacionalan	Agpnsny
povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
specijalističko	specijalistički	Agpnsay
usavršavanje	usavršavanje	Ncnsa
doktora	doktor	Ncmsg
medicine	medicina	Ncfsg
daje	davati	Vmr3s
prijedlog	prijedlog	Ncmsan
ministarstvu	ministarstvo	Ncnsd
za	za	Sa
donošenje	donošenje	Ncnsa
rješenja	rješenje	Ncnsg
o	o	Sl
davanju	davanje	Ncnsl
,	,	Z
uskraćivanju	uskraćivanje	Ncnsl
ili	ili	Cc
ukidanju	ukidanje	Ncnsl
rješenja	rješenje	Ncnsg
o	o	Sl
ovlaštenju	ovlaštenje	Ncnsl
za	za	Sa
provođenje	provođenje	Ncnsa
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
.	.	Z

Zdravstvena	zdravstven	Agpfsny
ustanova	ustanova	Ncfsn
,	,	Z
trgovačko	trgovački	Agpnsny
društvo	društvo	Ncnsn
koje	koji	Pi-nsn
obavlja	obavljati	Vmr3s
zdravstvenu	zdravstven	Agpfsay
djelatnost	djelatnost	Ncfsa
,	,	Z
ordinacija	ordinacija	Ncfsn
i	i	Cc
fakultet	fakultet	Ncmsan
ovlašteni	ovlašten	Agpmpny
za	za	Sa
provođenje	provođenje	Ncnsa
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
imaju	imati	Vmr3p
pravo	pravo	Ncnsa
uložiti	uložiti	Vmn
prigovor	prigovor	Ncmsan
Nacionalnom	Nacionalna	Npfsi
povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
specijalističko	specijalistički	Agpnsay
usavršavanje	usavršavanje	Ncnsa
doktora	doktor	Ncmsg
medicine	medicina	Ncfsg
na	na	Sa
izvješće	izvješće	Ncnsa
Povjerenstva	povjerenstvo	Ncnsg
za	za	Sa
stručni	stručan	Agpmsayn
posjet	posjet	Ncmsan
.	.	Z

Nacionalno	nacionalan	Agpnsny
povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
specijalističko	specijalistički	Agpnsay
usavršavanje	usavršavanje	Ncnsa
doktora	doktor	Ncmsg
medicine	medicina	Ncfsg
obvezno	obvezan	Agpnsny
je	biti	Var3s
odlučiti	odlučiti	Vmn
o	o	Sl
prigovoru	prigovor	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
6.	6.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
prije	prije	Sg
upućivanja	upućivanje	Ncnsg
prijedloga	prijedlog	Ncmsg
ministarstvu	ministarstvo	Ncnsl
za	za	Sa
donošenje	donošenje	Ncnsa
rješenja	rješenje	Ncnsg
o	o	Sl
davanju	davanje	Ncnsl
,	,	Z
uskraćivanju	uskraćivanje	Ncnsl
ili	ili	Cc
ukidanju	ukidanje	Ncnsl
rješenja	rješenje	Ncnsg
o	o	Sl
ovlaštenju	ovlaštenje	Ncnsl
za	za	Sa
provođenje	provođenje	Ncnsa
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
.	.	Z

Nacionalno	nacionalan	Agpnsny
povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
specijalističko	specijalistički	Agpnsay
usavršavanje	usavršavanje	Ncnsa
doktora	doktor	Ncmpg
medicine	medicina	Ncfsg
dostavlja	dostavljati	Vmr3s
ministarstvu	ministarstvo	Ncnsd
godišnje	godišnji	Agpnsny
izvješće	izvješće	Ncnsn
o	o	Sl
rezultatima	rezultat	Ncmpl
provjere	provjera	Ncfsg
kvalitete	kvaliteta	Ncfsg
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
najkasnije	kasno	Rgs
do	do	Sg
ožujka	ožujak	Ncmsg
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
za	za	Sa
prethodnu	prethodan	Agpfsay
godinu	godina	Ncfsa
,	,	Z
koje	koji	Pi-nsn
se	sebe	Px--sa
objavljuje	objavljivati	Vmr3s
na	na	Sl
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
ministarstva	ministarstvo	Ncnsg
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
11.	11.	Mdo

U	u	Sl
Prilogu	prilog	Ncmsl
II	ii	Mrc
.	.	Z

Pravilnika	pravilnik	Ncmpg
o	o	Sl
specijalističkom	specijalistički	Agpnsly
usavršavanju	usavršavanje	Ncnsl
doktora	doktor	Ncmpg
medicine	medicina	Ncfsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
100/2011	100/2011	Mds
)	)	Z
u	u	Sl
točki	točka	Ncfsl
:	:	Z
»	»	Z
19.	19.	Mdo

Klinička	klinički	Agpfsny
farmakologija	farmakologija	Ncfsn
s	sa	Si
toksikologijom	toksikologija	Ncfsi
«	«	Z
,	,	Z
kod	kod	Sg
naslova	naslov	Ncmsg
:	:	Z
»	»	Z
Uvjeti	uvjet	Ncmpn
za	za	Sa
ustanovu	ustanova	Ncfsa
u	u	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
provodi	provoditi	Vmr3s
specijalizacija	specijalizacija	Ncfsn
«	«	Z
ispod	ispod	Sg
alineje	alineja	Ncfsg
:	:	Z
»	»	Z
-	-	Z
knjižnica	knjižnica	Ncfsn
stručne	stručan	Agpfsgy
i	i	Cc
znanstvene	znanstven	Agpfpay
kliničko	kliničko	Rgp
farmakološke	farmakološki	Agpfsgy
literature	literatura	Ncfsg
.	.	Z
«	«	Z
,	,	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
nove	nov	Agpfpny
alineje	alineja	Ncfpn
koje	koji	Pi-fpn
glase	glasiti	Vmr3p
:	:	Z

»	»	Z
Dio	dio	Ncmsn
programa	program	Ncmsg
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
»	»	Z
Kliničke	klinički	Agpfsgy
grane	grana	Ncfsg
«	«	Z
može	moći	Vmr3s
se	sebe	Px--sa
obaviti	obaviti	Vmn
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
je	biti	Var3s
zaposlen	zaposliti	Appmsnn
najmanje	malo	Rgs
jedan	jedan	Mlcmsn
doktor	doktor	Ncmsn
medicine	medicina	Ncfsg
specijalist	specijalist	Ncmsn
kliničke	klinički	Agpfsgy
farmakologije	farmakologija	Ncfsg
s	sa	Si
toksikologijom	toksikologija	Ncfsi
ako	ako	Cs
ustanova	ustanova	Ncfsn
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
za	za	Sa
obavljanje	obavljanje	Ncnsa
dijela	dio	Ncmsg
kliničkog	klinički	Agpmsgy
programa	program	Ncmsg
iz	iz	Sg
tih	taj	Pd-fpg
specijalnosti	specijalnost	Ncfpg
.	.	Z

Posebni	poseban	Agpmpny
uvjeti	uvjet	Ncmpn
za	za	Sa
obavljanje	obavljanje	Ncnsa
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
:	:	Z

U	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
programom	program	Ncmsi
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
,	,	Z
dio	dio	Ncmsn
programa	program	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
obaviti	obaviti	Vmn
u	u	Sl
:	:	Z

1.	1.	Mdo
Zavodu	zavod	Ncmsl
za	za	Sa
farmakologiju	farmakologija	Ncfsa
medicinskih	medicinski	Agpmpgy
fakulteta	fakultet	Ncmpg
Sveučilišta	sveučilište	Ncnsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
,	,	Z

2.	2.	Mdo
Institutu	institut	Ncmsl
za	za	Sa
medicinska	medicinski	Agpnpay
istraživanja	istraživanje	Ncnpa
,	,	Z

3.	3.	Mdo
Hrvatskom	hrvatski	Agpmsly
zavodu	zavod	Ncmsl
za	za	Sa
toksikologiju	toksikologija	Ncfsa
i	i	Cc
antidoping	antidoping	Ncmsan
,	,	Z

4.	4.	Mdo
Agenciji	agencija	Ncfsl
za	za	Sa
lijekove	lijek	Ncmpa
i	i	Cc
medicinske	medicinski	Agpmpay
proizvode	proizvod	Ncmpa
,	,	Z

5.	5.	Mdo
Hrvatskom	hrvatski	Agpmsly
zavodu	zavod	Ncmsl
za	za	Sa
zdravstveno	zdravstven	Agpnsay
osiguranje	osiguranje	Ncnsa
i	i	Cc

6.	6.	Mdo
Ministarstvu	ministarstvo	Ncnsd
nadležnom	nadležan	Agpfsiy
za	za	Sa
zdravstvo	zdravstvo	Ncnsa
.	.	Z

U	u	Sl
ustanovama	ustanova	Ncfpl
pod	pod	Si
točkom	točka	Ncfsi
1.	1.	Mdo
mentor	mentor	Ncmsn
može	moći	Vmr3s
biti	biti	Van
nastavnik	nastavnik	Ncmsn
sa	sa	Si
znanstveno-nastavnim	znanstveno-nastavan	Agpnsiy
zvanjem	zvanje	Ncnsi
iz	iz	Sg
područja	područje	Ncnsg
farmakologije	farmakologija	Ncfsg
,	,	Z
u	u	Sl
ustanovama	ustanova	Ncfpl
pod	pod	Si
točkama	točka	Ncfpl
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
mentor	mentor	Ncmsn
može	moći	Vmr3s
biti	biti	Van
toksikolog	toksikolog	Ncmsn
,	,	Z
u	u	Sl
ustanovama	ustanova	Ncfpl
pod	pod	Si
točkama	točka	Ncfpl
4.	4.	Mdo
,	,	Z

