nastupanja	nastupanje	Ncnsg
sanaciji	sanacija	Ncfsl
primjenjuje	primjenjivati	Vmr3s
ili	ili	Cc
se	sebe	Px--sa
može	moći	Vmr3s
primijeniti	primijeniti	Vmn
ovlast	ovlast	Ncfsa
prijenosa	prijenos	Ncmsg
i	i	Cc
to	taj	Pd-nsn
ako	ako	Cs
su	biti	Var3p
sva	sav	Pi-fsn
imovina	imovina	Ncfsn
ili	ili	Cc
obveze	obveza	Ncfpn
društva	društvo	Ncnsg
kćeri	kći	Ncfsg
povezane	povezan	Agpfsgy
s	sa	Si
tim	taj	Pd-nsi
ugovorom	ugovor	Ncmsi
prenesene	prenesen	Agpfsgy
ili	ili	Cc
se	sebe	Px--sa
mogu	moći	Vmr3p
prenijeti	prenijeti	Vmn
primatelju	primatelj	Ncmsl
koji	koji	Pi-msn
ih	oni	Pp3-pa
je	biti	Var3s
ili	ili	Cc
će	htjeti	Var3s
preuzeti	preuzeti	Vmn
,	,	Z
ili	ili	Cc
ako	ako	Cs
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
na	na	Sa
bilo	bilo	Qo
koji	koji	Pi-msan
drugi	drugi	Mlomsan
način	način	Ncmsan
jamči	jamčiti	Vmr3s
za	za	Sa
te	taj	Pd-fpa
obveze	obveza	Ncfpa
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Odgoda	odgoda	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
od	od	Sg
trenutka	trenutak	Ncmsg
navedenog	naveden	Agpmsgy
u	u	Sl
izrijeci	izrijeka	Ncfsl
odluke	odluka	Ncfsg
o	o	Sl
odgodi	odgoda	Ncfsl
i	i	Cc
traje	trajati	Vmr3s
do	do	Sg
ponoći	ponoć	Ncfsg
sljedećeg	sljedeći	Agpmsgy
radnog	radni	Agpmsgy
dana	dan	Ncmsg
računajući	računati	Rr
od	od	Sg
dana	dan	Ncmsg
navedenog	navesti	Appmsgy
u	u	Sl
izrijeci	izrijeka	Ncfsl
odluke	odluka	Ncfsg
o	o	Sl
odgodi	odgoda	Ncfsl
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Iznimno	iznimno	Rgp
od	od	Sg
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
odluka	odluka	Ncfsn
o	o	Sl
odgodi	odgoda	Ncfsl
se	sebe	Px--sa
ne	ne	Qz
primjenjuje	primjenjivati	Vmr3s
na	na	Sa
sustave	sustav	Ncmpa
i	i	Cc
upravitelje	upravitelj	Ncmpa
sustava	sustav	Ncmsg
iz	iz	Sg
propisa	propis	Ncmsg
kojima	koji	Pi-mpi
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
konačnost	konačnost	Ncfsn
namire	namiriti	Vmr3p
,	,	Z
druge	drugi	Mlofsg
središnje	središnji	Agpfsgy
ugovorne	ugovoran	Agpfsgy
strane	strana	Ncfsg
i	i	Cc
središnje	središnji	Agpfsgy
banke	banka	Ncfsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Iznimno	iznimno	Rgp
od	od	Sg
stavaka	stavak	Ncmpg
1.	1.	Mdo
do	do	Sg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ugovorna	ugovoran	Agpfsny
strana	strana	Ncfsn
može	moći	Vmr3s
otkazati	otkazati	Vmn
ugovor	ugovor	Ncmsan
prije	prije	Sg
isteka	istek	Ncmsg
odgode	odgoda	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ili	ili	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ako	ako	Cs
primi	primiti	Vmr3s
obavijest	obavijest	Ncfsn
Državne	državni	Agpfsgy
agencije	agencija	Ncfsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
da	da	Cs
se	sebe	Px--sa
prava	prav	Agpfsny
i	i	Cc
obveze	obveza	Ncfsg
obuhvaćene	obuhvatiti	Appfpny
ugovorom	ugovor	Ncmsi
ne	ne	Qz
prenose	prenositi	Vmr3p
na	na	Sa
primatelja	primatelj	Ncmsay
ili	ili	Cc
neće	htjeti	Var3p
biti	biti	Van
smanjene	smanjiti	Appfpny
ili	ili	Cc
pretvorene	pretvoriti	Appfsgy
pri	pri	Sl
primjeni	primjena	Ncfsl
instrumenta	instrument	Ncmsg
unutarnje	unutarnji	Agpfsgy
sanacije	sanacija	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
65.	65.	Mdo
stavkom	stavak	Ncmsi
1.	1.	Mdo
točkom	točka	Ncfsi
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Pravo	pravo	Ncnsn
na	na	Sa
otkaz	otkaz	Ncmsan
ugovora	ugovor	Ncmsg
iz	iz	Sg
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
izvršiti	izvršiti	Vmn
po	po	Sl
isteku	istek	Ncmsl
roka	rok	Ncmsg
odgode	odgoditi	Vmr3p
na	na	Sa
slijedeći	slijediti	Agpmsayn
način	način	Ncmsan
:	:	Z

a	a	Cc
)	)	Z
ako	ako	Cs
su	biti	Var3p
prava	pravo	Ncnpn
ili	ili	Cc
obveze	obveza	Ncfpn
obuhvaćene	obuhvatiti	Appfpny
ugovorom	ugovor	Ncmsi
prenesene	prenijeti	Appfpny
na	na	Sa
primatelja	primatelj	Ncmsay
,	,	Z
druga	drugi	Mlofsn
ugovorna	ugovoran	Agpfsny
strana	strana	Ncfsn
može	moći	Vmr3s
otkazati	otkazati	Vmn
ugovor	ugovor	Ncmsan
samo	samo	Rgp
ako	ako	Cs
nakon	nakon	Sg
trenutka	trenutak	Ncmsg
prijenosa	prijenos	Ncmsg
nastupe	nastupiti	Vmr3p
uvjeti	uvjet	Ncmpn
za	za	Sa
otkaz	otkaz	Ncmsan
ugovora	ugovor	Ncmsg
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
primatelja	primatelj	Ncmsay

b	b	Npmsn
)	)	Z
ako	ako	Cs
prava	pravo	Ncnsg
ili	ili	Cc
obveze	obveza	Ncfsg
obuhvaćene	obuhvatiti	Appfpny
ugovorom	ugovor	Ncmsi
ostaju	ostajati	Vmr3p
u	u	Sl
instituciji	institucija	Ncfsl
u	u	Sl
sanaciji	sanacija	Ncfsl
te	te	Cc
ako	ako	Cs
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
nije	biti	Var3s
primijenila	primijeniti	Vmp-sf
instrument	instrument	Ncmsan
unutarnje	unutarnji	Agpfsgy
sanacije	sanacija	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
65.	65.	Mdo
stavkom	stavak	Ncmsi
1.	1.	Mdo
točkom	točka	Ncfsi
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
na	na	Sa
taj	taj	Pd-msan
ugovor	ugovor	Ncmsan
,	,	Z
druga	drugi	Mlofsn
ugovorna	ugovoran	Agpfsny
strana	strana	Ncfsn
može	moći	Vmr3s
otkazati	otkazati	Vmn
ugovor	ugovor	Ncmsan
ako	ako	Cs
nakon	nakon	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
odgode	odgoda	Ncfsg
nastupe	nastupiti	Vmr3p
uvjeti	uvjet	Ncmpn
za	za	Sa
otkaz	otkaz	Ncmsan
ugovora	ugovor	Ncmsg
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
pri	pri	Sl
donošenju	donošenje	Ncnsl
odluke	odluka	Ncfsg
iz	iz	Sg
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
uzima	uzimati	Vmr3s
u	u	Sa
obzir	obzir	Ncmsan
učinak	učinak	Ncmsan
koji	koji	Pi-msn
bi	biti	Vaa3s
izvršavanje	izvršavanje	Ncnsa
te	taj	Pd-fsg
ovlasti	ovlast	Ncfsg
moglo	moći	Vmp-sn
imati	imati	Vmn
na	na	Sa
uredno	uredan	Agpnsay
funkcioniranje	funkcioniranje	Ncnsa
financijskih	financijski	Agpnpgy
tržišta	tržište	Ncnpg
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Trgovinski	trgovinski	Agpmsny
repozitorij	repozitorij	Ncmsn
dužan	dužan	Agpmsnn
je	biti	Var3s
na	na	Sa
zahtjev	zahtjev	Ncmsan
Hrvatske	hrvatski	Agpfsgy
narodne	narodni	Agpfsgy
banke	banka	Ncfsg
odnosno	odnosno	Rgp
Hrvatske	hrvatski	Agpfsgy
agencije	agencija	Ncfsg
za	za	Sa
nadzor	nadzor	Ncmsan
financijskih	financijski	Agpfpgy
usluga	usluga	Ncfpg
i	i	Cc
Državne	državni	Agpfpny
agencije	agencija	Ncfpn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
81.	81.	Mdo

Uredbe	uredba	Ncfpn
br.	br.	Y
648/2012	648/2012	Mdc
učiniti	učiniti	Vmn
dostupnim	dostupan	Agpmsiy
potrebne	potreban	Agpfpay
informacije	informacija	Ncfpa
kako	kako	Cs
bi	biti	Vaa3s
im	oni	Pp3-pd
omogućio	omogućiti	Vmp-sm
ispunjavanje	ispunjavanje	Ncnsa
njihovih	njihov	Ps3fpg
ovlasti	ovlast	Ncfpg
.	.	Z

Izvršavanje	izvršavanje	Ncnsn
ovlasti	ovlast	Ncfsg
za	za	Sa
sanaciju	sanacija	Ncfsa

Članak	članak	Ncmsn
93.	93.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Pri	pri	Sl
provođenju	provođenje	Ncnsl
sanacijske	sanacijski	Agpfsgy
mjere	mjera	Ncfsg
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
može	moći	Vmr3s
kontrolirati	kontrolirati	Vmn
instituciju	institucija	Ncfsa
u	u	Sl
sanaciji	sanacija	Ncfsl
na	na	Sa
način	način	Ncmsan
da	da	Cs
:	:	Z

a	a	Cc
)	)	Z
upravlja	upravljati	Vmr3s
institucijom	institucija	Ncfsi
u	u	Sl
sanaciji	sanacija	Ncfsl
sa	sa	Si
svim	sav	Agpfpiy
ovlastima	ovlast	Ncfpi
dioničara	dioničar	Ncmpg
i	i	Cc
upravljačkog	upravljački	Agpnsgy
tijela	tijelo	Ncnsg
institucije	institucija	Ncfsg
u	u	Sl
sanaciji	sanacija	Ncfsl

b	b	Npmsn
)	)	Z
upravlja	upravljati	Vmr3s
i	i	Cc
raspolaže	raspolagati	Vmr3s
imovinom	imovina	Ncfsi
institucije	institucija	Ncfsg
u	u	Sl
sanaciji	sanacija	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kontrolu	kontrola	Ncfsa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
izvršava	izvršavati	Vmr3s
putem	put	Sg
sanacijske	sanacijski	Agpfsgy
uprave	uprava	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Pri	pri	Sl
donošenju	donošenje	Ncnsl
odluke	odluka	Ncfsg
o	o	Sl
izvršenju	izvršenje	Ncnsl
ovlasti	ovlast	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
vodi	voditi	Vmr3s
računa	račun	Ncmpg
o	o	Sl
prikladnosti	prikladnost	Ncfsl
provođenja	provođenje	Ncnsg
te	taj	Pd-fsg
ovlasti	ovlast	Ncfsg
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
ciljeve	cilj	Ncmpa
i	i	Cc
opća	opći	Agpnpay
načela	načelo	Ncnpa
sanacije	sanacija	Ncfsg
,	,	Z
posebne	poseban	Agpfsgy
okolnosti	okolnost	Ncfsg
institucije	institucija	Ncfsg
u	u	Sl
sanaciji	sanacija	Ncfsl
i	i	Cc
potrebu	potreba	Ncfsa
učinkovite	učinkovit	Agpfsgy
sanacije	sanacija	Ncfsg
prekogranične	prekogranični	Agpfsgy
grupe	grupa	Ncfsg
.	.	Z

XI	xi	Mrc
.	.	Z

