pri	pri	Sl
urudžbeni	urudžbeni	Agpmsayn
broj	broj	Ncmsan
potvrde	potvrda	Ncfsg
,	,	Z

4.	4.	Mdo
broj	broj	Ncmsan
i	i	Cc
datum	datum	Ncmsan
izdavanja	izdavanje	Ncnsg
potvrde	potvrda	Ncfsg
,	,	Z

5.	5.	Mdo
ime	ime	Ncnsa
,	,	Z
prezime	prezime	Ncnsa
i	i	Cc
OIB	OIB	Npmsn
osobe	osoba	Ncfsg
kojoj	koji	Pi-fsd
se	sebe	Px--sa
izdaje	izdavati	Vmr3s
potvrda	potvrda	Ncfsn
,	,	Z

6.	6.	Mdo
naziv	naziv	Ncmsn
ovlaštenika	ovlaštenik	Ncmsg
izobrazbe	izobrazba	Ncfsg
,	,	Z
klasifikacijsku	klasifikacijski	Agpfsay
oznaku	oznaka	Ncfsa
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
i	i	Cc
datum	datum	Ncmsan
ovlaštenja	ovlaštenje	Ncnsg
,	,	Z

7.	7.	Mdo
mjesto	mjesto	Ncnsa
i	i	Cc
vrijeme	vrijeme	Ncnsa
održavanja	održavanje	Ncnsg
izobrazbe	izobrazba	Ncfsg
,	,	Z
broj	broj	Ncmsn
sati	sat	Ncmpg
nastave	nastava	Ncfsg
,	,	Z
datum	datum	Ncmsan
polaganja	polaganje	Ncnsg
ispita	ispit	Ncmpg
,	,	Z

8.	8.	Mdo
rok	rok	Ncmsn
valjanosti	valjanost	Ncfsg
potvrde	potvrda	Ncfsg
,	,	Z

9.	9.	Mdo
potpis	potpis	Ncmsan
ovlaštenika	ovlaštenik	Ncmpg
izobrazbe	izobrazba	Ncfsg
i	i	Cc
ministra	ministar	Ncmsg
nadležnog	nadležan	Agpmsgy
za	za	Sa
poslove	posao	Ncmpa
zaštite	zaštita	Ncfsg
okoliša	okoliš	Ncmsg
i	i	Cc
prirode	priroda	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Potvrda	potvrda	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
izdaje	izdavati	Vmr3s
se	sebe	Px--sa
nakon	nakon	Sg
uspješno	uspješno	Rgp
završenog	završen	Agpmsgy
programa	program	Ncmsg
osnovne	osnovan	Agpfsgy
izobrazbe	izobrazba	Ncfsg
i	i	Cc
programa	program	Ncmpg
usavršavanja	usavršavanje	Ncnsg
.	.	Z

Članak	članak	Ncmsn
8.	8.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
vodi	voditi	Vmr3s
evidenciju	evidencija	Ncfsa
o	o	Sl
izdanim	izdan	Agpfply
i	i	Cc
obnovljenim	obnoviti	Agpfply
potvrdama	potvrda	Ncfpl
u	u	Sl
obliku	oblik	Ncmsl
Registra	registar	Ncmsg
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
su	biti	Var3p
uspješno	uspješno	Rgp
završile	završiti	Vmp-pf
izobrazbu	izobrazba	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Registar	registar	Ncmsn
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
su	biti	Var3p
uspješno	uspješno	Rgp
završile	završiti	Vmp-pf
izobrazbu	izobrazba	Ncfsa
sadrži	sadržati	Vmr3s
:	:	Z

1.	1.	Mdo
ime	ime	Ncnsa
,	,	Z
prezime	prezime	Ncnsa
,	,	Z
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
rođenja	rođenje	Ncnsg
i	i	Cc
OIB	OIB	Npmsn
osobe	osoba	Ncfsg
kojoj	koji	Pi-fsl
je	biti	Var3s
izdana	izdati	Appfsny
potvrda	potvrda	Ncfsn
,	,	Z

2.	2.	Mdo
mjesto	mjesto	Ncnsa
zaposlenja	zaposlenje	Ncnsg
osobe	osoba	Ncfsg
kojoj	koji	Pi-fsl
je	biti	Var3s
izdana	izdati	Appfsny
ili	ili	Cc
obnovljena	obnoviti	Appfsny
potvrda	potvrda	Ncfsn
u	u	Sl
trenutku	trenutak	Ncmsl
izdavanja	izdavanje	Ncnsg
ili	ili	Cc
obnavljanja	obnavljanje	Ncnsg
potvrde	potvrda	Ncfsg
,	,	Z
ukoliko	ukoliko	Cs
je	biti	Var3s
poznato	poznat	Agpnsny
,	,	Z

3.	3.	Mdo
broj	broj	Ncmsan
i	i	Cc
datum	datum	Ncmsan
izdavanja	izdavanje	Ncnsg
ili	ili	Cc
obnavljanja	obnavljanje	Ncnsg
potvrde	potvrda	Ncfsg
,	,	Z

4.	4.	Mdo
datum	datum	Ncmsan
početka	početak	Ncmsg
i	i	Cc
isteka	istek	Ncmsg
valjanosti	valjanost	Ncfsg
potvrde	potvrda	Ncfsg
,	,	Z

5.	5.	Mdo
naziv	naziv	Ncmsn
ovlaštenika	ovlaštenik	Ncmsg
izobrazbe	izobrazba	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
proveo	provesti	Vmp-sm
izobrazbu	izobrazba	Ncfsa
,	,	Z

6.	6.	Mdo
mjesto	mjesto	Ncnsa
i	i	Cc
vrijeme	vrijeme	Ncnsa
održavanja	održavanje	Ncnsg
ispita	ispit	Ncmsg
.	.	Z

Članak	članak	Ncmsn
9.	9.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Program	program	Ncmsn
izobrazbe	izobrazba	Ncfsg
provode	provoditi	Vmr3p
ovlaštenici	ovlaštenik	Ncmpn
izobrazbe	izobrazba	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pojedinačni	pojedinačan	Agpmsny
program	program	Ncmsn
izobrazbe	izobrazba	Ncfsg
može	moći	Vmr3s
pohađati	pohađati	Vmn
najviše	mnogo	Rgs
50	50	Mdc
polaznika	polaznik	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Provedba	provedba	Ncfsn
programa	program	Ncmsg
izobrazbe	izobrazba	Ncfsg
može	moći	Vmr3s
se	sebe	Px--sa
organizirati	organizirati	Vmn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
potrebama	potreba	Ncfpi
poslodavca	poslodavac	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Polaznik	polaznik	Ncmsn
može	moći	Vmr3s
pristupiti	pristupiti	Vmn
ispitu	ispit	Ncmsd
ako	ako	Cs
je	biti	Var3s
prisustvovao	prisustvovati	Vmp-sm
na	na	Sa
najmanje	malo	Rgs
75	75	Mdc
%	i	Agpnsgy
predavanja	predavanje	Ncnsg
provedenog	provesti	Appnsgy
programa	program	Ncmsg
izobrazbe	izobrazba	Ncfsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Polaznik	polaznik	Ncmsn
koji	koji	Pi-msn
ima	imati	Vmr3s
10	10	Mdc
godina	godina	Ncfpg
i	i	Cc
više	mnogo	Rgc
radnog	radni	Agpnsgy
iskustva	iskustvo	Ncnsg
u	u	Sl
području	područje	Ncnsl
gospodarenja	gospodarenje	Ncnsg
otpadom	otpad	Ncmsi
,	,	Z
a	a	Cc
što	što	Pi3n-a
dokazuje	dokazivati	Vmr3s
ovlašteniku	ovlaštenik	Ncmsl
izobrazbe	izobrazba	Ncfsg
preslikom	preslika	Ncfsi
ugovora	ugovor	Ncmsg
o	o	Sl
radu	rad	Ncmsl
,	,	Z
odnosno	odnosno	Rgp
na	na	Sa
drugi	drugi	Mlomsan
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
,	,	Z
može	moći	Vmr3s
pristupiti	pristupiti	Vmn
ispitu	ispit	Ncmsd
bez	bez	Sg
ispunjavanja	ispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Nakon	nakon	Sg
završetka	završetak	Ncmsg
programa	program	Ncmsg
osnovne	osnovan	Agpfsgy
izobrazbe	izobrazba	Ncfsg
i	i	Cc
programa	program	Ncmpg
usavršavanja	usavršavanje	Ncnsg
polaznik	polaznik	Ncmsn
polaže	polagati	Vmr3s
ispit	ispit	Ncmsan
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Ispit	ispit	Ncmsn
se	sebe	Px--sa
polaže	polagati	Vmr3s
kod	kod	Sg
ovlaštenika	ovlaštenik	Ncmpg
izobrazbe	izobrazba	Ncfsg
putem	put	Sg
mrežne	mrežni	Agpfsgy
aplikacije	aplikacija	Ncfsg
Ministarstva	ministarstvo	Ncnsg
koju	koji	Pi-fsa
je	biti	Var3s
ovlaštenik	ovlaštenik	Ncmsn
izobrazbe	izobrazba	Ncfsg
dužan	dužan	Agpmsnn
koristiti	koristiti	Vmn
ili	ili	Cc
iznimno	iznimno	Rgp
,	,	Z
do	do	Sg
uspostavljanja	uspostavljanje	Ncnsg
mrežne	mrežni	Agpfsgy
aplikacije	aplikacija	Ncfsg
,	,	Z
pismenim	pismen	Agpmsiy
putem	put	Ncmsi
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Ovlaštenik	ovlaštenik	Ncmsn
izobrazbe	izobrazba	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
organizirati	organizirati	Vmn
ispit	ispit	Ncmsan
najkasnije	kasno	Rgs
30	30	Mdc
dana	dan	Ncmpg
nakon	nakon	Sg
dana	dan	Ncmsg
završetka	završetak	Ncmsg
programa	program	Ncmsg
osnovne	osnovan	Agpfsgy
izobrazbe	izobrazba	Ncfsg
ili	ili	Cc
programa	program	Ncmsg
usavršavanja	usavršavanje	Ncnsg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Polaznik	polaznik	Ncmsn
je	biti	Var3s
uspješno	uspješno	Rgp
položio	položiti	Vmp-sm
ispit	ispit	Ncmsan
ukoliko	ukoliko	Cs
je	biti	Var3s
ostvario	ostvariti	Vmp-sm
najmanje	malo	Rgs
75	75	Mdc
od	od	Sg
maksimalnih	maksimalan	Agpmpgy
100	100	Mdc
bodova	bod	Ncmpg
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Uspjeh	uspjeh	Ncmsn
polaznika	polaznik	Ncmpg
na	na	Sl
ispitu	ispit	Ncmsl
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
s	sa	Si
ocjenom	ocjena	Ncfsi
»	»	Z
položio	položiti	Vmp-sm
«	«	Z
ili	ili	Cc
»	»	Z
nije	biti	Var3s
položio	položiti	Vmp-sm
«	«	Z
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Nakon	nakon	Sg
izvedenog	izvesti	Agpmsgy
programa	program	Ncmsg
izobrazbe	izobrazba	Ncfsg
polaznici	polaznik	Ncmpn
su	biti	Var3p
dužni	dužan	Agpmpny
evaluirati	evaluirati	Vmn
kvalitetu	kvaliteta	Ncfsa
izvedenog	izvesti	Agpmsgy
programa	program	Ncmsg
anonimnom	anoniman	Agpfsiy
anketom	anketa	Ncfsi
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Ovlaštenik	ovlaštenik	Ncmsn
izobrazbe	izobrazba	Ncfsg
vodi	voditi	Vmr3s
elektronički	elektronički	Agpmsny
zapisnik	zapisnik	Ncmsn
o	o	Sl
polaznicima	polaznik	Ncmpl
i	i	Cc
o	o	Sl
polaganju	polaganje	Ncnsl
ispita	ispit	Ncmsg
koji	koji	Pi-msn
sadrži	sadržati	Vmr3s
:	:	Z

1.	1.	Mdo
ime	ime	Ncnsa
,	,	Z
prezime	prezime	Ncnsa
,	,	Z
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
rođenja	rođenje	Ncnsg
i	i	Cc
OIB	OIB	Npmsn
polaznika	polaznik	Ncmpg
,	,	Z

2.	2.	Mdo
vrijeme	vrijeme	Ncnsa
i	i	Cc
mjesto	mjesto	Ncnsa
održavanja	održavanje	Ncnsg
izobrazbe	izobrazba	Ncfsg
,	,	Z

3.	3.	Mdo
datum	datum	Ncmsn
pristupanja	pristupanje	Ncnsg
ispitu	ispit	Ncmsd
,	,	Z

4.	4.	Mdo
uspjeh	uspjeh	Ncmsan
na	na	Sl
ispitu	ispit	Ncmsl
,	,	Z

5.	5.	Mdo
naziv	naziv	Ncmsn
ovlaštenika	ovlaštenik	Ncmsg
izobrazbe	izobrazba	Ncfsg
,	,	Z

6.	6.	Mdo
ime	ime	Ncnsa
i	i	Cc
prezime	prezime	Ncnsa
voditelja	voditelj	Ncmpg
i	i	Cc
izvoditelja	izvoditelj	Ncmpg
nastavnog	nastavni	Agpmsgy
programa	program	Ncmsg
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
polaznik	polaznik	Ncmsn
nije	biti	Var3s
položio	položiti	Vmp-sm
ispit	ispit	Ncmsan
,	,	Z
ispitu	ispit	Ncmsl
ima	imati	Vmr3s
pravo	pravo	Ncnsa
pristupiti	pristupiti	Vmn
još	još	Rgp
dva	dva	Mlc
puta	puta	Rgp
,	,	Z
ali	ali	Cc
tek	tek	Rgp
nakon	nakon	Cs
što	što	Cs
prođe	proći	Vmr3s
tjedan	tjedan	Ncmsan
dana	dan	Ncmpg
od	od	Sg
zadnjeg	zadnji	Agpnsgy
polaganja	polaganje	Ncnsg
ispita	ispit	Ncmsg
.	.	Z

(	(	Z
14	14	Mdc
)	)	Z
Ako	ako	Cs
polaznik	polaznik	Ncmsn
ne	ne	Qz
položi	položiti	Vmr3s
ispit	ispit	Ncmsan
niti	niti	Cc
nakon	nakon	Sg
tri	tri	Mlc
pokušaja	pokušaj	Ncmsg
,	,	Z
dužan	dužan	Agpmsnn
je	biti	Var3s
pohađati	pohađati	Vmn
deset	deset	Mlc
sati	sat	Ncmpg
dodatne	dodatan	Agpfsgy
izobrazbe	izobrazba	Ncfsg
iz	iz	Sg
programa	program	Ncmsg
osnovne	osnovan	Agpfsgy
izobrazbe	izobrazba	Ncfsg
,	,	Z
nakon	nakon	Sg
čega	što	Pi3n-g
polaže	polagati	Vmr3s
ispit	ispit	Ncmsan
.	.	Z

(	(	Z
15	15	Mdc
)	)	Z
Ovlaštenik	ovlaštenik	Ncmsn
izobrazbe	izobrazba	Ncfsg
vodi	voditi	Vmr3s
elektronički	elektronički	Agpmsny
zapisnik	zapisnik	Ncmsn
o	o	Sl
dodatnoj	dodatan	Agpfsly
izobrazbi	izobrazba	Ncfsl

