odnose	odnositi	Vmr3p
toj	taj	Pd-fsl
državi	država	Ncfsl
članici	članica	Ncfsl
,	,	Z
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
ustraje	ustrajati	Vmr3s
u	u	Sl
kršenju	kršenje	Ncnsl
zakonskih	zakonski	Agpfpgy
odredbi	odredba	Ncfpg
propisa	propis	Ncmpg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
,	,	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
,	,	Z
nakon	nakon	Cs
što	što	Cs
je	biti	Var3s
obavijestila	obavijestiti	Vmp-sf
nadležno	nadležan	Agpnsay
nadzorno	nadzorni	Agpnsay
tijelo	tijelo	Ncnsa
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
,	,	Z
poduzeti	poduzeti	Vmn
primjerene	primjeren	Agpfpay
mjere	mjera	Ncfpa
kako	kako	Cs
bi	biti	Vaa3s
spriječila	spriječiti	Vmp-sf
ili	ili	Cc
kaznila	kazniti	Vmp-sf
daljnje	daljnji	Agpfpay
nepravilnosti	nepravilnost	Ncfpa
,	,	Z
uključujući	uključivati	Rr
,	,	Z
u	u	Sl
mjeri	mjera	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
je	biti	Var3s
to	taj	Pd-nsn
iznimno	izniman	Agpnsny
nužno	nužan	Agpnsny
,	,	Z
sprječavanje	sprječavanje	Ncnsa
tog	taj	Pd-nsg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
da	da	Cs
nastavi	nastaviti	Vmr3s
sklapati	sklapati	Vmn
nove	nov	Agpmpay
ugovore	ugovor	Ncmpa
o	o	Sl
osiguranju	osiguranje	Ncnsl
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
predmet	predmet	Ncmsan
uputiti	uputiti	Vmn
EIOPA-i	eiopa-	Ncmpa
i	i	Cc
zahtijevati	zahtijevati	Vmn
njezinu	njezin	Ps3fsa
pomoć	pomoć	Ncfsa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
19.	19.	Mdo

Uredbe	uredba	Ncfpn
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
1094/2010	1094/2010	Mdc
u	u	Sl
provedbi	provedba	Ncfsl
primjerenih	primjeren	Agpfpgy
mjera	mjera	Ncfpg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
,	,	Z
neovisno	neovisan	Agpnsny
o	o	Sl
stavcima	stavak	Ncmpl
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
poduzeti	poduzeti	Vmn
primjerene	primjeren	Agpfpay
hitne	hitan	Agpfpay
mjere	mjera	Ncfpa
za	za	Sa
sprječavanje	sprječavanje	Ncnsa
ili	ili	Cc
kažnjavanje	kažnjavanje	Ncnsa
nepravilnosti	nepravilnost	Ncfsg
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
uključujući	uključivati	Rr
mogućnost	mogućnost	Ncfsa
sprječavanja	sprječavanje	Ncnsg
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
da	da	Cs
nastavi	nastaviti	Vmr3s
sklapati	sklapati	Vmn
nove	nov	Agpmpay
ugovore	ugovor	Ncmpa
o	o	Sl
osiguranju	osiguranje	Ncnsl
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
O	o	Sl
poduzetim	poduzet	Agpfply
mjerama	mjera	Ncfpl
Agencija	agencija	Ncfsn
je	biti	Var3s
dužna	dužan	Agpfsny
pisano	pisan	Agpnsny
obavijestiti	obavijestiti	Vmn
društvo	društvo	Ncnsa
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
iz	iz	Sg
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
dužno	dužan	Agpnsny
je	biti	Var3s
na	na	Sa
zahtjev	zahtjev	Ncmsan
Agencije	agencija	Ncfsg
dostaviti	dostaviti	Vmn
sve	sav	Agpfpay
zatražene	zatražiti	Agpfpay
obavijesti	obavijest	Ncfpa
i	i	Cc
dokumente	dokument	Ncmpa
u	u	Sl
smislu	smisao	Ncmsl
odredbi	odredba	Ncfsl
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Agencija	agencija	Ncfsn
je	biti	Var3s
dužna	dužan	Agpfsny
izvijestiti	izvijestiti	Vmn
Komisiju	komisija	Ncfsa
i	i	Cc
EIOPA-u	EIOPA	Npmsd
o	o	Sl
poduzetim	poduzet	Agpfply
mjerama	mjera	Ncfpl
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

Oglašavanje	oglašavanje	Ncnsn

Članak	članak	Ncmsn
74.	74.	Mdo

Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
sa	sa	Si
sjedištem	sjedište	Ncnsi
u	u	Sl
drugoj	drugi	Mlofsl
državi	država	Ncfsl
članici	članica	Ncfsl
može	moći	Vmr3s
oglašavati	oglašavati	Vmn
svoje	svoj	Px-fpa
usluge	usluga	Ncfpa
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
putem	put	Sg
svih	sav	Agpnpgy
dostupnih	dostupan	Agpnpgy
komunikacijskih	komunikacijski	Agpnpgy
sredstava	sredstvo	Ncnpg
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
je	biti	Var3s
to	taj	Pd-nsn
oglašavanje	oglašavanje	Ncnsn
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
koje	koji	Pi-fpn
uređuju	uređivati	Vmr3p
promidžbu	promidžba	Ncfsa
i	i	Cc
drugim	drugi	Mlompi
propisima	propis	Ncmpi
koji	koji	Pi-mpn
uređuju	uređivati	Vmr3p
oblik	oblik	Ncmsan
i	i	Cc
sadržaj	sadržaj	Ncmsan
takvog	takav	Pd-nsg
oglašavanja	oglašavanje	Ncnsg
i	i	Cc
koji	koji	Pi-mpn
su	biti	Var3p
doneseni	donijeti	Appmpny
u	u	Sl
interesu	interes	Ncmsl
općeg	opći	Agpnsgy
dobra	dobro	Ncnsg
.	.	Z

Porezi	porez	Ncmpn
na	na	Sa
premije	premija	Ncfpa

Članak	članak	Ncmsn
75.	75.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ne	ne	Qz
dovodeći	dovoditi	Rr
u	u	Sa
pitanje	pitanje	Ncnsa
bilo	bilo	Qo
koje	koji	Pi-nsn
naknadno	naknadan	Agpnsny
usklađivanje	usklađivanje	Ncnsn
,	,	Z
svaki	svaki	Pi-msan
ugovor	ugovor	Ncmsan
o	o	Sl
osiguranju	osiguranje	Ncnsl
isključivo	isključivo	Rgp
podliježe	podlijegati	Vmr3s
neizravnim	neizravan	Agpmpiy
porezima	porez	Ncmpi
i	i	Cc
parafiskalnim	parafiskalni	Agpmpiy
troškovima	trošak	Ncmpi
vezanim	vezan	Agpfply
uz	uz	Sa
premije	premija	Ncfpa
osiguranja	osiguranje	Ncnsg
u	u	Sl
državi	država	Ncfsl
članici	članica	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
rizik	rizik	Ncmsn
ili	ili	Cc
državi	država	Ncfsl
članici	članica	Ncfsl
obveze	obveza	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
smislu	smisao	Ncmsl
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
pokretna	pokretan	Agpfsny
imovina	imovina	Ncfsn
u	u	Sl
zgradi	zgrada	Ncfsl
koja	koji	Pi-fsn
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
na	na	Sl
državnom	državni	Agpnsly
području	područje	Ncnsl
države	država	Ncfsg
članice	članica	Ncfsg
,	,	Z
osim	osim	Sg
robe	roba	Ncfsg
u	u	Sl
komercijalnom	komercijalan	Agpmsly
tranzitu	tranzit	Ncmsl
,	,	Z
smatra	smatrati	Vmr3s
se	sebe	Px--sa
rizikom	rizik	Ncmsi
koji	koji	Pi-msn
se	sebe	Px--sa
nalazi	nalaziti	Vmr3s
u	u	Sl
toj	taj	Pd-fsl
državi	država	Ncfsl
članici	članica	Ncfsl
,	,	Z
čak	čak	Qo
i	i	Qo
onda	onda	Rgp
kad	kad	Cs
zgrada	zgrada	Ncfsn
i	i	Cc
njezin	njezin	Ps3msn
sadržaj	sadržaj	Ncmsn
nisu	biti	Var3p
pokriveni	pokriti	Appmpny
istom	isti	Agpfsiy
policom	polica	Ncfsi
osiguranja	osiguranje	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Mjerodavno	mjerodavan	Agpnsny
pravo	pravo	Ncnsn
koje	koji	Pi-nsn
se	sebe	Px--sa
primjenjuje	primjenjivati	Vmr3s
na	na	Sa
ugovor	ugovor	Ncmsan
prema	prema	Sl
članku	članak	Ncmsl
376.	376.	Mdo
stavku	stavak	Ncmsl
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
neće	htjeti	Var3s
utjecati	utjecati	Vmn
na	na	Sa
fiskalne	fiskalan	Agpmpay
režime	režim	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Svaka	svaki	Pi-fsn
država	država	Ncfsn
članica	članica	Ncfsn
primjenjuje	primjenjivati	Vmr3s
vlastite	vlastit	Agpfpay
nacionalne	nacionalan	Agpfpay
odredbe	odredba	Ncfpa
o	o	Sl
mjerama	mjera	Ncfpl
kojima	koji	Pi-mpi
se	sebe	Px--sa
osigurava	osiguravati	Vmr3s
naplata	naplata	Ncfsn
neizravnih	neizravan	Agpmpgy
poreza	porez	Ncmpg
i	i	Cc
parafiskalnih	parafiskalni	Agpmpgy
troškova	trošak	Ncmpg
prema	prema	Sl
stavku	stavak	Ncmsl
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
na	na	Sa
društva	društvo	Ncnpa
za	za	Sa
osiguranje	osiguranje	Ncnsa
koja	koji	Pi-fsn
pokrivaju	pokrivati	Vmr3p
rizike	rizik	Ncmpa
ili	ili	Cc
obveze	obveza	Ncfpa
koji	koji	Pi-mpn
se	sebe	Px--sa
nalaze	nalaziti	Vmr3p

