potreban	potreban	Agpmsnn
dužan	dužan	Agpmsnn
je	biti	Var3s
upoznati	upoznati	Vmn
osobu	osoba	Ncfsa
koju	koji	Pi-fsa
namjerava	namjeravati	Vmr3s
imenovati	imenovati	Vmn
skrbnikom	skrbnik	Ncmsi
sa	sa	Si
značenjem	značenje	Ncnsi
skrbništva	skrbništvo	Ncnsg
,	,	Z
pravima	pravo	Ncnpi
štićenika	štićenik	Ncmpg
te	te	Cc
dužnostima	dužnost	Ncfpi
,	,	Z
ovlastima	ovlast	Ncfpl
i	i	Cc
pravima	pravo	Ncnpl
skrbnika	skrbnik	Ncmpg
,	,	Z
a	a	Cc
s	sa	Si
tim	taj	Pd-fpi
je	biti	Var3s
okolnostima	okolnost	Ncfpi
dužan	dužan	Agpmsnn
upoznati	upoznati	Vmn
i	i	Cc
štićenika	štićenik	Ncmpg
,	,	Z
osim	osim	Cs
ako	ako	Cs
to	taj	Pd-nsn
nije	biti	Var3s
moguće	moguć	Agpnsny
,	,	Z
o	o	Sl
čemu	što	Pi3n-l
je	biti	Var3s
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
dužan	dužan	Agpmsnn
sastaviti	sastaviti	Vmn
bilješku	bilješka	Ncfsa
.	.	Z

Sadržaj	sadržaj	Ncmsn
rješenja	rješenje	Ncnsg
o	o	Sl
imenovanju	imenovanje	Ncnsl
skrbnika	skrbnik	Ncmsg

Članak	članak	Ncmsn
250.	250.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
rješenjem	rješenje	Ncnsi
o	o	Sl
imenovanju	imenovanje	Ncnsl
skrbnika	skrbnik	Ncmpg
određuje	određivati	Vmr3s
njegove	njegov	Ps3fsg
dužnosti	dužnost	Ncfsg
i	i	Cc
prava	pravo	Ncnpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Prigodom	prigoda	Ncfsi
određivanja	određivanje	Ncnsg
dužnosti	dužnost	Ncfsg
i	i	Cc
prava	pravo	Ncnsg
skrbnika	skrbnik	Ncmpg
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
je	biti	Var3s
dužan	dužan	Agpmsnn
voditi	voditi	Vmn
računa	račun	Ncmsg
o	o	Sl
opsegu	opseg	Ncmsl
i	i	Cc
sadržaju	sadržaj	Ncmsl
lišenja	lišenje	Ncnsg
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
punoljetnog	punoljetan	Agpmsgy
štićenika	štićenik	Ncmsg
,	,	Z
te	te	Cc
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
tim	taj	Pd-nsi
primjenjivati	primjenjivati	Vmn
odgovarajuće	odgovarajući	Agpfpay
odredbe	odredba	Ncfpa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
dužnosti	dužnost	Ncfpa
skrbnika	skrbnik	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
može	moći	Vmr3s
rješenjem	rješenje	Ncnsi
ograničiti	ograničiti	Vmn
ovlasti	ovlast	Ncfsg
skrbnika	skrbnik	Ncmsay
ako	ako	Cs
je	biti	Var3s
to	taj	Pd-nsn
u	u	Sl
interesu	interes	Ncmsl
štićenika	štićenik	Ncmpg
i	i	Cc
odlučiti	odlučiti	Vmn
da	da	Cs
pojedine	pojedini	Agpmpay
poslove	posao	Ncmpa
za	za	Sa
štićenika	štićenik	Ncmsay
obavlja	obavljati	Vmr3s
stručni	stručan	Agpmsny
radnik	radnik	Ncmsn
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
ili	ili	Cc
druga	drugi	Mlofsn
osoba	osoba	Ncfsn
osposobljena	osposobiti	Appfsny
za	za	Sa
takvu	takav	Pd-fsa
vrstu	vrsta	Ncfsa
poslova	posao	Ncmpg
,	,	Z
a	a	Cc
na	na	Sa
koje	koji	Pi-fpn
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
o	o	Sl
pravima	pravo	Ncnpl
i	i	Cc
obvezama	obveza	Ncfpl
skrbnika	skrbnik	Ncmpg
.	.	Z

Dostava	dostava	Ncfsn
izvršnog	izvršan	Agpnsgy
rješenja	rješenje	Ncnsg
o	o	Sl
skrbništvu	skrbništvo	Ncnsl

Članak	članak	Ncmsn
251.	251.	Mdo

Rješenje	rješenje	Ncnsn
o	o	Sl
stavljanju	stavljanje	Ncnsl
pod	pod	Sa
skrbništvo	skrbništvo	Ncnsa
i	i	Cc
o	o	Sl
prestanku	prestanak	Ncmsl
skrbništva	skrbništvo	Ncnsg
te	te	Cc
rješenje	rješenje	Ncnsa
o	o	Sl
imenovanju	imenovanje	Ncnsl
i	i	Cc
razrješenju	razrješenje	Ncnsl
osobe	osoba	Ncfsg
skrbnika	skrbnik	Ncmpg
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
će	htjeti	Var3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
osam	osam	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
izvršnosti	izvršnost	Ncfsg
rješenja	rješenje	Ncnsg
dostaviti	dostaviti	Vmn
matičaru	matičar	Ncmsd
radi	radi	Sg
upisa	upis	Ncmsg
u	u	Sa
maticu	matica	Ncfsa
rođenih	roditi	Appmpgy
i	i	Cc
zemljišnoknjižnom	zemljišnoknjižni	Agpmsly
odjelu	odjel	Ncmsl
općinskog	općinski	Agpmsgy
suda	sud	Ncmsg
na	na	Sl
području	područje	Ncnsl
kojega	koji	Pi-msay
štićenik	štićenik	Ncmsn
ima	imati	Vmr3s
nekretnine	nekretnina	Ncfsg
radi	raditi	Vmr3s
zabilježbe	zabilježba	Ncfpa
činjenice	činjenica	Ncfsg
da	da	Cs
se	sebe	Px--sa
osoba	osoba	Ncfsn
nalazi	nalaziti	Vmr3s
pod	pod	Si
skrbništvom	skrbništvo	Ncnsi
i	i	Cc
opsega	opseg	Ncmpg
lišenja	lišenje	Ncnsg
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
brisanja	brisanje	Ncnsg
takve	takav	Pd-fsg
zabilježbe	zabilježba	Ncfsg
iz	iz	Sg
zemljišne	zemljišni	Agpfsgy
knjige	knjiga	Ncfsg
.	.	Z

Dužnosti	dužnost	Ncfpn
skrbnika	skrbnik	Ncmpg

Članak	članak	Ncmsn
252.	252.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Skrbnik	skrbnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
poduzimati	poduzimati	Vmn
mjere	mjera	Ncfpa
da	da	Cs
se	sebe	Px--sa
štićenik	štićenik	Ncmsn
osposobi	osposobiti	Vmr3s
za	za	Sa
samostalan	samostalan	Agpmsann
život	život	Ncmsan
i	i	Cc
rad	rad	Ncmsan
,	,	Z
savjesno	savjesno	Rgp
se	sebe	Px--sa
brinuti	brinuti	Vmn
o	o	Sl
osobnim	osoban	Agpfply
i	i	Cc
imovinskim	imovinski	Agpnply
pravima	pravo	Ncnpl
i	i	Cc
obvezama	obveza	Ncfpl
te	te	Cc
o	o	Sl
dobrobiti	dobrobit	Ncfsl
štićenika	štićenik	Ncmpg
,	,	Z
a	a	Cc
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odlukom	odluka	Ncfsi
o	o	Sl
lišenju	lišenje	Ncnsl
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Prije	prije	Sg
poduzimanja	poduzimanje	Ncnsg
mjera	mjera	Ncfpg
zaštite	zaštita	Ncfsg
osobe	osoba	Ncfsg
štićenika	štićenik	Ncmpg
ili	ili	Cc
njegovih	njegov	Ps3mpg
imovinskih	imovinski	Agpmpgy
interesa	interes	Ncmpg
skrbnik	skrbnik	Ncmsn
je	biti	Var3s
uvijek	uvijek	Rgp
dužan	dužan	Agpmsnn
razmotriti	razmotriti	Vmn
mišljenje	mišljenje	Ncnsa
,	,	Z
želje	želja	Ncfpa
i	i	Cc
osjećaje	osjećaj	Ncmpa
štićenika	štićenik	Ncmpg
te	te	Cc
ih	oni	Pp3-pa
uzeti	uzeti	Vmn
u	u	Sa
obzir	obzir	Ncmsan
,	,	Z
osim	osim	Cs
ako	ako	Cs
je	biti	Var3s
to	taj	Pd-nsn
u	u	Sl
suprotnosti	suprotnost	Ncfsl
s	sa	Sg
dobrobiti	dobrobit	Ncfsg
štićenika	štićenik	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
O	o	Sl
poduzetim	poduzet	Agpfply
mjerama	mjera	Ncfpl
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
te	te	Cc
eventualnim	eventualan	Agpmpiy
razlozima	razlog	Ncmpi
odbijanja	odbijanje	Ncnsg
želja	želja	Ncfpg
štićenika	štićenik	Ncmpg
skrbnik	skrbnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
sastaviti	sastaviti	Vmn
bilješku	bilješka	Ncfsa
kao	kao	Cs
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
izvješća	izvješće	Ncnsg
o	o	Sl
radu	rad	Ncmsl
skrbnika	skrbnik	Ncmpg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Skrbnik	skrbnik	Ncmsn
će	htjeti	Var3s
nastojati	nastojati	Vmn
punoljetnog	punoljetan	Agpmsayy
štićenika	štićenik	Ncmsay
,	,	Z
ovisno	ovisno	Rgp
o	o	Sl
njegovu	njegov	Agpnsly
zdravstvenom	zdravstven	Agpnsly
stanju	stanje	Ncnsl
i	i	Cc
sposobnostima	sposobnost	Ncfpl
uključiti	uključiti	Vmn
u	u	Sa
svakodnevni	svakodnevan	Agpmsayn
život	život	Ncmsan
i	i	Cc
slobodne	slobodan	Agpfpay
aktivnosti	aktivnost	Ncfpa
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
O	o	Sl
poduzetim	poduzet	Agpfply
mjerama	mjera	Ncfpl
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
skrbnik	skrbnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
sastaviti	sastaviti	Vmn
bilješku	bilješka	Ncfsa
kao	kao	Cs
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
izvješća	izvješće	Ncnsg
o	o	Sl
radu	rad	Ncmsl
skrbnika	skrbnik	Ncmpg
.	.	Z

Imovina	imovina	Ncfsn
štićenika	štićenik	Ncmpg

Članak	članak	Ncmsn
253.	253.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
će	htjeti	Var3p
bez	bez	Sg
odgode	odgoda	Ncfsg
popisati	popisati	Vmn
i	i	Cc
opisati	opisati	Vmn
imovinu	imovina	Ncfsa
štićenika	štićenik	Ncmsg
lišenog	lišen	Agpmsgy
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
glede	glede	Sg
raspolaganja	raspolaganje	Ncnsg
i	i	Cc
upravljanja	upravljanje	Ncnsg
imovinom	imovina	Ncfsi
i	i	Cc
povjeriti	povjeriti	Vmn
je	biti	Var3s
na	na	Sa
upravljanje	upravljanje	Ncnsa
skrbniku	skrbnik	Ncmsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
štićenik	štićenik	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ima	imati	Vmr3s
nepokretnu	nepokretan	Agpfsay
imovinu	imovina	Ncfsa
,	,	Z
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
procijenit	procijeniti	Vmn
će	htjeti	Var3s
njezinu	njezin	Ps3fsa
vrijednost	vrijednost	Ncfsa
na	na	Sl
temelju	temelj	Ncmsl
raspoloživih	raspoloživ	Agpmpgy
podataka	podatak	Ncmpg

