primjenjuju	primjenjivati	Vmr3p
dodijeljeno	dodijeliti	Appnsny
je	biti	Var3s
osobi	osoba	Ncfsd
koja	koji	Pi-fsn
ima	imati	Vmr3s
adresu	adresa	Ncfsa
u	u	Sl
određenoj	određen	Agpfsly
državi	država	Ncfsl
članici	članica	Ncfsl
i	i	Cc
drugoj	drugi	Mlofsl
jurisdikciji	jurisdikcija	Ncfsl
ili	ili	Cc

6.	6.	Mdo
nalog	nalog	Ncmsan
za	za	Sa
zadržavanje	zadržavanje	Ncnsa
pošte	pošta	Ncfsg
ili	ili	Cc
adresa	adresa	Ncfsn
iz	iz	Sg
usluge	usluga	Ncfsg
je	biti	Var3s
u	u	Sl
određenoj	određen	Agpfsly
državi	država	Ncfsl
članici	članica	Ncfsl
i	i	Cc
drugoj	drugi	Mlofsl
jurisdikciji	jurisdikcija	Ncfsl
,	,	Z
ako	ako	Cs
se	sebe	Px--sa
u	u	Sl
evidencijama	evidencija	Ncfpl
izvještajne	izvještajni	Agpfpny
financijske	financijski	Agpfpny
institucije	institucija	Ncfpn
ne	ne	Qz
nalaze	nalaziti	Vmr3p
podaci	podatak	Ncmpn
o	o	Sl
nekoj	neki	Pi-fsl
drugoj	drugi	Mlofsl
adresi	adresa	Ncfsl
imatelja	imatelj	Ncmsg
računa	račun	Ncmsg
.	.	Z

2.1.4.	2.1.4.	Mdo

Promjene	promjena	Ncfpn
okolnosti	okolnost	Ncfsg
i	i	Cc
vrijednosti	vrijednost	Ncfsg
računa	račun	Ncmsg

Članak	članak	Ncmsn
17.	17.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
elektroničkim	elektronički	Agpnsiy
pretraživanjem	pretraživanje	Ncnsi
ne	ne	Qz
otkrije	otkriti	Vmr3s
ni	ni	Qz
jedna	jedan	Mlcfsn
indicija	indicija	Ncfsn
iz	iz	Sg
članka	članak	Ncmsg
16.	16.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
tada	tada	Rgp
nije	biti	Var3s
potrebno	potreban	Agpnsny
poduzimati	poduzimati	Vmn
dodatne	dodatan	Agpfpay
mjere	mjera	Ncfpa
sve	sve	Qo
dok	dok	Cs
ne	ne	Qz
nastupe	nastupiti	Vmr3p
izmijenjene	izmijeniti	Agpfpay
okolnosti	okolnost	Ncfpa
na	na	Sl
temelju	temelj	Ncmsl
kojih	koji	Pi-fpg
se	sebe	Px--sa
jedna	jedan	Mlcfsn
ili	ili	Cc
više	mnogo	Rgc
indicija	indicija	Ncfpg
može	moći	Vmr3s
povezati	povezati	Vmn
s	sa	Si
računom	račun	Ncmsi
ili	ili	Cc
dok	dok	Cs
račun	račun	Ncmsn
ne	ne	Qz
postane	postati	Vmr3s
račun	račun	Ncmsan
velike	velik	Agpfsgy
vrijednosti	vrijednost	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
elektroničkim	elektronički	Agpnsiy
pretraživanjem	pretraživanje	Ncnsi
podataka	podatak	Ncmpg
otkrije	otkriti	Vmr3s
bilo	bilo	Qo
koja	koji	Pi-fsn
indicija	indicija	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
16.	16.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
ili	ili	Cc
izmijenjene	izmijeniti	Appfsgy
okolnosti	okolnost	Ncfsg
dovedu	dovesti	Vmr3p
do	do	Sg
toga	taj	Pd-nsg
da	da	Cs
se	sebe	Px--sa
jedna	jedan	Mlcfsn
ili	ili	Cc
više	mnogo	Rgc
indicija	indicija	Ncfpg
mogu	moći	Vmr3p
povezati	povezati	Vmn
s	sa	Si
računom	račun	Ncmsi
,	,	Z
tada	tada	Rgp
je	biti	Var3s
izvještajna	izvještajni	Agpfsny
financijska	financijski	Agpfsny
institucija	institucija	Ncfsn
obvezna	obvezan	Agpmsgy
imatelja	imatelj	Ncmsg
računa	račun	Ncmsg
u	u	Sa
svrhu	svrha	Ncfsa
oporezivanja	oporezivanje	Ncnsg
smatrati	smatrati	Vmn
rezidentom	rezidentom	Ncmsan
u	u	Sl
svakoj	svaki	Pi-fsl
državi	država	Ncfsl
članici	članica	Ncfsl
i	i	Cc
drugoj	drugi	Mlofsl
jurisdikciji	jurisdikcija	Ncfsl
za	za	Sa
koju	koji	Pi-fsa
je	biti	Var3s
utvrđena	utvrditi	Appfsny
indicija	indicija	Ncfsn
,	,	Z
osim	osim	Cs
ako	ako	Cs
odluči	odlučiti	Vmr3s
primijeniti	primijeniti	Vmn
odredbe	odredba	Ncfpa
članka	članak	Ncmsg
19.	19.	Mdo
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmpg
i	i	Cc
ako	ako	Cs
se	sebe	Px--sa
jedan	jedan	Mlcmsn
od	od	Sg
uvjeta	uvjet	Ncmpg
iz	iz	Sg
tog	taj	Pd-msg
članka	članak	Ncmsg
primjenjuje	primjenjivati	Vmr3s
na	na	Sa
taj	taj	Pd-msan
račun	račun	Ncmsan
.	.	Z

2.1.5.	2.1.5.	Mdo

Posebna	poseban	Agpnpny
pravila	pravilo	Ncnpn
kod	kod	Sg
naloga	nalog	Ncmsg
za	za	Sa
zadržavanja	zadržavanje	Ncnpa
pošte	pošta	Ncfsg
ili	ili	Cc
adrese	adresa	Ncfsg
iz	iz	Sg
usluge	usluga	Ncfsg

Članak	članak	Ncmsn
18.	18.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
elektroničkim	elektronički	Agpnsiy
pretraživanjem	pretraživanje	Ncnsi
za	za	Sa
imatelja	imatelj	Ncmsay
računa	račun	Ncmsg
utvrdi	utvrditi	Vmr3s
nalog	nalog	Ncmsan
za	za	Sa
zadržavanje	zadržavanje	Ncnsa
pošte	pošta	Ncfsg
ili	ili	Cc
adresa	adresa	Ncfsn
iz	iz	Sg
usluge	usluga	Ncfsg
u	u	Sl
državi	država	Ncfsl
članici	članica	Ncfsl
i	i	Cc
drugoj	drugi	Mlofsl
jurisdikciji	jurisdikcija	Ncfsl
i	i	Cc
nijedna	nijedan	Agpfsny
druga	drugi	Mlofsn
indicija	indicija	Ncfsn
iz	iz	Sg
članka	članak	Ncmsg
16.	16.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
tada	tada	Rgp
je	biti	Var3s
izvještajna	izvještajni	Agpfsny
financijska	financijski	Agpfsny
institucija	institucija	Ncfsn
obvezna	obvezan	Agpfsny
,	,	Z
prema	prema	Sl
redoslijedu	redoslijed	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
najprikladniji	prikladan	Agsmsny
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sl
okolnosti	okolnost	Ncfsl
,	,	Z
primijeniti	primijeniti	Vmn
pretraživanje	pretraživanje	Ncnsa
evidencija	evidencija	Ncfpg
koje	koji	Pi-fpn
se	sebe	Px--sa
vode	voditi	Vmr3p
na	na	Sl
papiru	papir	Ncmsl
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
21.	21.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
ili	ili	Cc
je	biti	Var3s
obvezna	obvezan	Agpfsny
nastojati	nastojati	Vmn
od	od	Sg
imatelja	imatelj	Ncmpg
računa	račun	Ncmsg
pribaviti	pribaviti	Vmn
izjavu	izjava	Ncfsa
o	o	Sl
rezidentnosti	rezidentnost	Ncfsl
ili	ili	Cc
drugi	drugi	Mlomsn
dokumentirani	dokumentiran	Agpmsny
dokaz	dokaz	Ncmsn
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
rezidentnosti	rezidentnost	Ncfsg
u	u	Sa
porezne	porezni	Agpfpay
svrhe	svrha	Ncfpa
tog	taj	Pd-msg
imatelja	imatelj	Ncmsg
računa	račun	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
pretraživanjem	pretraživanje	Ncnsi
evidencija	evidencija	Ncfsn
na	na	Sl
papiru	papir	Ncmsl
ne	ne	Qz
utvrdi	utvrditi	Vmr3s
indicija	indicija	Ncfsn
,	,	Z
a	a	Cc
pokušaj	pokušaj	Ncmsn
dobivanja	dobivanje	Ncnsg
izjave	izjava	Ncfsg
o	o	Sl
rezidentnosti	rezidentnost	Ncfsl
ili	ili	Cc
dokumentiranog	dokumentiran	Agpmsgy
dokaza	dokaz	Ncmsg
ne	ne	Qz
bude	biti	Var3s
uspješan	uspješan	Agpmsnn
,	,	Z
tada	tada	Rgp
je	biti	Var3s
izvještajna	izvještajni	Agpfsny
financijska	financijski	Agpfsny
institucija	institucija	Ncfsn
obvezna	obvezan	Agpfsny
izvijestiti	izvijestiti	Vmn
Poreznu	porezni	Agpfsay
upravu	uprava	Ncfsa
o	o	Sl
tom	taj	Pd-msl
računu	račun	Ncmsl
kao	kao	Cs
o	o	Sl
nedokumentiranom	nedokumentiran	Agpmsly
računu	račun	Ncmsl
.	.	Z

2.1.6.	2.1.6.	Mdo

Opovrgavanje	opovrgavanje	Ncnsn
rezidentnosti	rezidentnost	Ncfsg
u	u	Sl
državi	država	Ncfsl
članici	članica	Ncfsl
i	i	Cc
drugoj	drugi	Mlofsl
jurisdikciji	jurisdikcija	Ncfsl

Članak	članak	Ncmsn
19.	19.	Mdo

Neovisno	neovisan	Agpnsny
o	o	Sl
članku	članak	Ncmsl
16.	16.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
izvještajne	izvještajni	Agpfpny
financijske	financijski	Agpfpny
institucije	institucija	Ncfpn
nisu	biti	Var3p
obvezne	obvezan	Agpfpny
imatelja	imatelj	Ncmpg
računa	račun	Ncmsg
smatrati	smatrati	Vmn
rezidentom	rezidentoi	Agpfpay
države	država	Ncfpa
članice	članica	Ncfsg
i	i	Cc

