odobrava	odobravati	Vmr3s
zahtjeve	zahtjev	Ncmpa
za	za	Sa
promjenu	promjena	Ncfsa
ovisno	ovisno	Rgp
o	o	Sl
zatraženoj	zatražiti	Agpfsly
promjeni	promjena	Ncfsl
izdati	izdati	Vmn
izmjenu	izmjena	Ncfsa
odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
ili	ili	Cc
pismo	pismo	Ncnsa
odobrenja	odobrenje	Ncnsg
u	u	Sl
slučaju	slučaj	Ncmsl
odobrenja	odobrenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
ili	ili	Cc
pismo	pismo	Ncnsa
odbijanja	odbijanje	Ncnsg
u	u	Sl
slučaju	slučaj	Ncmsl
odbijanja	odbijanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
promjenu	promjena	Ncfsa
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
Izmjenom	izmjena	Ncfsi
odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
odobriti	odobriti	Vmn
iznos	iznos	Ncmsn
potpore	potpora	Ncfsg
veći	velik	Agcmsny
od	od	Sg
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
već	već	Rgp
određen	odrediti	Appmsnn
odlukom	odluka	Ncfsi
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
14	14	Mdc
)	)	Z
Ostale	ostali	Agpfpay
promjene	promjena	Ncfpa
u	u	Sl
projektu	projekt	Ncmsl
bez	bez	Sg
kojih	koji	Pi-mpg
se	sebe	Px--sa
projekt	projekt	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
provesti	provesti	Vmn
ili	ili	Cc
koji	koji	Pi-msn
imaju	imati	Vmr3p
utjecaj	utjecaj	Ncmsan
na	na	Sa
poboljšanje	poboljšanje	Ncnsa
projekta	projekt	Ncmsg
moraju	morati	Vmr3p
biti	biti	Van
obrazložene	obrazložiti	Appfpny
prilikom	prilikom	Sg
dostavljanja	dostavljanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
15	15	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjena	promjena	Ncfpg
odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
iniciranih	inicirati	Appmpgy
od	od	Sg
strane	strana	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
korisniku	korisnik	Ncmsl
će	htjeti	Var3s
biti	biti	Van
izdana	izdati	Appfsny
ispravak	ispravak	Ncmsan
odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
te	te	Cc
će	htjeti	Var3s
s	sa	Si
korisnikom	korisnik	Ncmsi
biti	biti	Van
sklopljen	sklopiti	Appmsnn
aneks	aneks	Ncmsn
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
16	16	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjene	promjena	Ncfsg
odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
inicirane	inicirati	Appfpny
od	od	Sg
strane	strana	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
korisniku	korisnik	Ncmsl
će	htjeti	Var3s
biti	biti	Van
izdan	izdati	Appmsnn
ispravak	ispravak	Ncmsn
odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
17	17	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
u	u	Sl
obvezi	obveza	Ncfsl
provesti	provesti	Vmn
postupak	postupak	Ncmsan
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
,	,	Z
uz	uz	Sa
zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
ponuditelja	ponuditelj	Ncmpg
u	u	Sl
obvezi	obveza	Ncfsl
je	biti	Var3s
dostaviti	dostaviti	Vmn
i	i	Cc
dokumentaciju	dokumentacija	Ncfsa
iz	iz	Sg
provedenog	provesti	Agpmsgy
postupka	postupak	Ncmsg
javne	javan	Agpfsgy
nabave	nabava	Ncfsg
.	.	Z

Potvrda	potvrda	Ncfsn
o	o	Sl
odustajanju	odustajanje	Ncnsl
i	i	Cc
odluka	odluka	Ncfpg
o	o	Sl
poništenju	poništenje	Ncnsl

Članak	članak	Ncmsn
34.	34.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
korisnik	korisnik	Ncmsn
želi	željeti	Vmr3s
odustati	odustati	Vmn
od	od	Sg
dodjele	dodjela	Ncfsg
sredstava	sredstvo	Ncnpg
iz	iz	Sg
EPFRR	EPFRR	Npfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
odustajanje	odustajanje	Ncnsa
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
na	na	Sa
način	način	Ncmsan
opisan	opisati	Appmsnn
u	u	Sl
vodiču	vodič	Ncmsl
za	za	Sa
korisnike	korisnik	Ncmpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
podnese	podnijeti	Vmr3s
zahtjev	zahtjev	Ncmsan
za	za	Sa
odustajanje	odustajanje	Ncnsa
tijekom	tijekom	Sg
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
odnosno	odnosno	Rgp
prije	prije	Sg
donošenja	donošenje	Ncnsg
odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
prekinuti	prekinuti	Vmn
sve	sav	Agpfpay
aktivnosti	aktivnost	Ncfpa
nad	nad	Si
zahtjevom	zahtjev	Ncmsi
za	za	Sa
potporu	potpora	Ncfsa
te	te	Cc
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
izdati	izdati	Vmn
potvrdu	potvrda	Ncfsa
o	o	Sl
odustajanju	odustajanje	Ncnsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
podnese	podnijeti	Vmr3s
zahtjev	zahtjev	Ncmsan
za	za	Sa
odustajanje	odustajanje	Ncnsa
nakon	nakon	Sg
donošenja	donošenje	Ncnsg
odluke	odluka	Ncfsg
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
i	i	Cc
sklapanja	sklapanje	Ncnsg
ugovora	ugovor	Ncmsg
o	o	Sl
financiranju	financiranje	Ncnsl
a	a	Cc
prije	prije	Sg
donošenja	donošenje	Ncnsg
odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
izdati	izdati	Vmn
odluku	odluka	Ncfsa
o	o	Sl
poništenju	poništenje	Ncnsl
te	te	Cc
raskinuti	raskinuti	Vmn
ugovor	ugovor	Ncmsan
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
je	biti	Var3s
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
donijela	donijeti	Vmp-sf
korisniku	korisnik	Ncmsd
odluku	odluka	Ncfsa
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
,	,	Z
a	a	Cc
korisnik	korisnik	Ncmsn
nije	biti	Var3s
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
vratio	vratiti	Vmp-sm

