objektivnosti	objektivnost	Ncfsg
neovisno	neovisno	Rgp
o	o	Sl
organizaciji	organizacija	Ncfsl
ili	ili	Cc
mjerilu	mjerilo	Ncnsl
koje	koji	Pi-nsn
ocjenjuje	ocjenjivati	Vmr3s
.	.	Z

Tijelo	tijelo	Ncnsn
koje	koji	Pi-nsn
pripada	pripadati	Vmr3s
poslovnoj	poslovan	Agpfsdy
udruzi	udruga	Ncfsd
ili	ili	Cc
interesnoj	interesni	Agpfsly
zajednici	zajednica	Ncfsl
koje	koji	Pi-fpn
predstavljaju	predstavljati	Vmr3p
ili	ili	Cc
zastupaju	zastupati	Vmr3p
poduzeća	poduzeće	Ncnsa
uključena	uključiti	Appfsny
u	u	Sa
oblikovanje	oblikovanje	Ncnsa
,	,	Z
proizvodnju	proizvodnja	Ncfsa
,	,	Z
isporuku	isporuka	Ncfsa
,	,	Z
sklapanje	sklapanje	Ncnsa
,	,	Z
uporabu	uporaba	Ncfsa
ili	ili	Cc
održavanje	održavanje	Ncnsa
mjerila	mjerilo	Ncnsg
koje	koji	Pi-nsa
ocjenjuje	ocjenjivati	Vmr3s
,	,	Z
može	moći	Vmr3s
se	sebe	Px--sa
smatrati	smatrati	Vmn
tijelom	tijelo	Ncnsi
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
ono	onaj	Pd-nsa
dokaže	dokazati	Vmr3s
svoju	svoj	Px-fsa
neovisnost	neovisnost	Ncfsa
te	te	Cc
da	da	Cs
ne	ne	Qz
postoji	postojati	Vmr3s
sukob	sukob	Ncmsn
interesa	interes	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Tijelo	tijelo	Ncnsn
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
,	,	Z
njegovo	njegov	Ps3nsn
rukovodstvo	rukovodstvo	Ncnsn
i	i	Cc
djelatnici	djelatnik	Ncmpn
odgovorni	odgovoran	Agpmpny
za	za	Sa
provedbu	provedba	Ncfsa
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
ne	ne	Qz
smiju	smjeti	Vmr3p
biti	biti	Van
konstruktor	konstruktor	Ncmsn
,	,	Z
proizvođač	proizvođač	Ncmsn
,	,	Z
distributer	distributer	Ncmsn
,	,	Z
uvoznik	uvoznik	Ncmsn
,	,	Z
instalater	instalater	Ncmsn
,	,	Z
kupac	kupac	Ncmsn
,	,	Z
vlasnik	vlasnik	Ncmsn
,	,	Z
korisnik	korisnik	Ncmsn
ili	ili	Cc
održavatelj	održavatelj	Ncmsn
mjerila	mjerilo	Ncnsg
koji	koji	Pi-msn
se	sebe	Px--sa
ocjenjuje	ocjenjivati	Vmr3s
,	,	Z
kao	kao	Cs
ni	ni	Qo
ovlašteni	ovlašten	Agpmsny
zastupnik	zastupnik	Ncmsn
niti	niti	Cc
jedne	jedan	Agpfpny
od	od	Sg
tih	taj	Pd-fpg
strana	strana	Ncfpg
.	.	Z

To	taj	Pd-nsn
ne	ne	Qz
isključuje	isključivati	Vmr3s
uporabu	uporaba	Ncfsa
mjerila	mjerilo	Ncnpg
koja	koji	Pi-npn
ocjenjuju	ocjenjivati	Vmr3p
,	,	Z
koje	koji	Pi-nsn
je	biti	Var3s
nužno	nužan	Agpnsny
za	za	Sa
radnje	radnja	Ncfpa
tijela	tijelo	Ncnsg
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
ili	ili	Cc
uporabu	uporaba	Ncfsa
takvih	takav	Pd-npg
mjerila	mjerilo	Ncnpg
za	za	Sa
osobne	osoban	Agpfpay
svrhe	svrha	Ncfpa
.	.	Z

Tijelo	tijelo	Ncnsn
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
,	,	Z
rukovodstvo	rukovodstvo	Ncnsn
tijela	tijelo	Ncnsg
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
i	i	Cc
djelatnici	djelatnik	Ncmpn
odgovorni	odgovoran	Agpmpny
za	za	Sa
provedbu	provedba	Ncfsa
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
,	,	Z
njegov	njegov	Ps3msn
direktor	direktor	Ncmsn
i	i	Cc
osoblje	osoblje	Ncnsa
koje	koji	Pi-nsn
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
ne	ne	Qz
smiju	smjeti	Vmr3p
biti	biti	Van
izravno	izravno	Rgp
uključeni	uključiti	Appmpny
u	u	Sa
projektiranje	projektiranje	Ncnsa
,	,	Z
proizvodnju	proizvodnja	Ncfsa
ili	ili	Cc
konstrukciju	konstrukcija	Ncfsa
,	,	Z
stavljanje	stavljanje	Ncnsa
na	na	Sa
tržište	tržište	Ncnsa
,	,	Z
ugradnju	ugradnja	Ncfsa
ili	ili	Cc
uporabu	uporaba	Ncfsa
ili	ili	Cc
održavanje	održavanje	Ncnsa
takvih	takav	Pd-npg
mjerila	mjerilo	Ncnpg
,	,	Z
niti	niti	Cc
smiju	smjeti	Vmr3p
zastupati	zastupati	Vmn
stranke	stranka	Ncfpn
uključene	uključiti	Appfpny
u	u	Sa
navedene	naveden	Agpfpay
aktivnosti	aktivnost	Ncfpa
.	.	Z

Ne	ne	Qz
smiju	smjeti	Vmr3p
sudjelovati	sudjelovati	Vmn
ni	ni	Qo
u	u	Sl
kakvim	kakav	Pi-fpl
djelatnostima	djelatnost	Ncfpl
koje	koji	Pi-fpn
mogu	moći	Vmr3p
biti	biti	Van
u	u	Sl
sukobu	sukob	Ncmsl
s	sa	Si
neovisnošću	neovisnost	Ncfsi
njihove	njihov	Ps3fsg
prosudbe	prosudba	Ncfsg
ili	ili	Cc
poštenjem	poštenje	Ncnsi
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
poslove	posao	Ncmpa
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
za	za	Sa
koje	koji	Pi-mpa
su	biti	Var3p
ta	taj	Sg
tijela	tijelo	Ncnsg
prijavljena	prijaviti	Appfsny
.	.	Z

To	taj	Pd-nsn
posebno	posebno	Rgp
vrijedi	vrijediti	Vmr3s
za	za	Sa
usluge	usluga	Ncfpa
savjetovanja	savjetovanje	Ncnsg
.	.	Z

To	taj	Pd-nsn
ne	ne	Qz
isključuje	isključivati	Vmr3s
mogućnost	mogućnost	Ncfsn
razmjene	razmjena	Ncfsg
tehničkih	tehnički	Agpmpgy
podataka	podatak	Ncmpg
između	između	Sg
proizvođača	proizvođač	Ncmpg
i	i	Cc
prijavljenog	prijaviti	Appnsgy
tijela	tijelo	Ncnsg
u	u	Sa
svrhu	svrha	Ncfsa
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
.	.	Z

Tijelo	tijelo	Ncnsn
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
mora	morati	Vmr3s
osigurati	osigurati	Vmn
da	da	Cs
aktivnosti	aktivnost	Ncfpn
njegovih	njegov	Ps3fpg
tvrtka	tvrtka	Ncfpg
kćeri	kći	Ncfsg
ili	ili	Cc
podizvođača	podizvođač	Ncmsg
ne	ne	Qz
utječu	utjecati	Vmr3p
na	na	Sa
povjerljivost	povjerljivost	Ncfsa
,	,	Z
objektivnost	objektivnost	Ncfsa
i	i	Cc
nepristranost	nepristranost	Ncfsn
u	u	Sl
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Tijelo	tijelo	Ncnsn
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
i	i	Cc
njegovi	njegov	Ps3mpn
djelatnici	djelatnik	Ncmpn
moraju	morati	Vmr3p
provoditi	provoditi	Vmn
poslove	posao	Ncmpa
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
s	sa	Si
najvišim	visok	Agpmsiy
stupnjem	stupanj	Ncmsi
profesionalnoga	profesionalan	Agpnsgy
poštenja	poštenje	Ncnsg
i	i	Cc
zahtijevane	zahtijevati	Appfsgy
tehničke	tehnički	Agpfsgy
stručnosti	stručnost	Ncfsg
u	u	Sl
području	područje	Ncnsl
mjeriteljstva	mjeriteljstvo	Ncnsg
,	,	Z
bez	bez	Sg
pritisaka	pritisak	Ncmpg
i	i	Cc
poticaja	poticaj	Ncmpg
,	,	Z
posebno	posebno	Rgp
financijskih	financijski	Agpmpgy
,	,	Z
koji	koji	Pi-mpn
bi	biti	Vaa3p
mogli	moći	Vmp-pm
utjecati	utjecati	Vmn
na	na	Sa
njihovu	njihov	Ps3fsa
prosudbu	prosudba	Ncfsa
ili	ili	Cc
na	na	Sa
rezultate	rezultat	Ncmpa
njihovih	njihov	Ps3mpg
poslova	posao	Ncmpg
na	na	Sl
ocjenjivanju	ocjenjivanje	Ncnsl
sukladnosti	sukladnost	Ncfsg
posebno	posebno	Rgp
od	od	Sg
strane	strana	Ncfsg
osoba	osoba	Ncfpg
ili	ili	Cc
skupina	skupina	Ncfsn
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
su	biti	Var3p
zainteresirane	zainteresiran	Agpfpny
za	za	Sa
rezultate	rezultat	Ncmpa
tih	taj	Pd-mpg
poslova	posao	Ncmpg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Tijelo	tijelo	Ncnsn
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa

