roditeljima	roditelj	Ncmpd
dobrobiti	dobrobit	Ncfsg
djeteta	dijete	Ncnsg
obavještavati	obavještavati	Vmn
nadležni	nadležan	Agpmsayn
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
o	o	Sl
svakoj	svaki	Pi-fsl
promjeni	promjena	Ncfsl
adrese	adresa	Ncfsg
stanovanja	stanovanje	Ncnsg
.	.	Z

2.	2.	Mdo
MJERE	mjera	Ncfsg
ZA	za	Sa
ZAŠTITU	zaštita	Ncfsa
OSOBNIH	osoban	Agpnpgy
PRAVA	pravo	Ncnpg
I	i	Cc
DOBROBITI	dobrobit	Ncfsl
DJETETA	dijete	Ncnsg
U	u	Sl
NADLEŽNOSTI	nadležnost	Ncfsl
CENTRA	centar	Ncmsg
ZA	za	Sa
SOCIJALNU	socijalan	Agpfsay
SKRB	skrb	Ncfsa

Vrste	vrsta	Ncfpn
mjera	mjera	Ncfpg
u	u	Sl
nadležnosti	nadležnost	Ncfsl
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa

Članak	članak	Ncmsn
134.	134.	Mdo

Centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
može	moći	Vmr3s
radi	radi	Sg
zaštite	zaštita	Ncfsg
osobnih	osoban	Agpnpgy
prava	pravo	Ncnpg
i	i	Cc
dobrobiti	dobrobit	Ncfsg
djeteta	dijete	Ncnsg
odrediti	odrediti	Vmn
:	:	Z

1.	1.	Mdo
žurnu	žuran	Agpfsay
mjeru	mjera	Ncfsa
izdvajanja	izdvajanje	Ncnsg
i	i	Cc
smještaja	smještaj	Ncmsg
djeteta	dijete	Ncnsg
izvan	izvan	Sg
obitelji	obitelj	Ncfsg

2.	2.	Mdo
upozorenje	upozorenje	Ncnsa
na	na	Sa
pogreške	pogreška	Ncfpa
i	i	Cc
propuste	propust	Ncmpa
u	u	Sl
ostvarivanju	ostvarivanje	Ncnsl
skrbi	skrb	Ncfsg
o	o	Sl
djetetu	dijete	Ncnsl

3.	3.	Mdo
mjeru	mjera	Ncfsa
stručne	stručan	Agpfsgy
pomoći	pomoć	Ncfsg
i	i	Cc
potpore	potpora	Ncfsg
u	u	Sl
ostvarivanju	ostvarivanje	Ncnsl
skrbi	skrb	Ncfsg
o	o	Sl
djetetu	dijete	Ncnsl
i	i	Cc

4.	4.	Mdo
mjeru	mjera	Ncfsa
intenzivne	intenzivan	Agpfsgy
stručne	stručan	Agpfsgy
pomoći	pomoć	Ncfsg
i	i	Cc
nadzora	nadzor	Ncmsg
nad	nad	Si
ostvarivanjem	ostvarivanje	Ncnsi
skrbi	skrbiti	Vmr3s
o	o	Sl
djetetu	dijete	Ncnsl
.	.	Z

a.	a.	Mdo
Žurna	žuran	Agpfsny
mjera	mjera	Ncfsn
izdvajanja	izdvajanje	Ncnsg
i	i	Cc
smještaja	smještaj	Ncmsg
djeteta	dijete	Ncnsg
izvan	izvan	Sg
obitelji	obitelj	Ncfsg

Pretpostavke	pretpostavka	Ncfpn
za	za	Sa
određivanje	određivanje	Ncnsa
mjere	mjera	Ncfsg

Članak	članak	Ncmsn
135.	135.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
postoji	postojati	Vmr3s
opasnost	opasnost	Ncfsn
za	za	Sa
život	život	Ncmsan
,	,	Z
zdravlje	zdravlje	Ncnsa
ili	ili	Cc
dobrobit	dobrobit	Ncfsn
djeteta	dijete	Ncnsg
koji	koji	Pi-mpn
se	sebe	Px--sa
mogu	moći	Vmr3p
zaštititi	zaštititi	Vmn
samo	samo	Rgp
izdvajanjem	izdvajanje	Ncnsi
djeteta	dijete	Ncnsg
iz	iz	Sg
neposrednoga	neposredan	Agpnsgy
okruženja	okruženje	Ncnsg
,	,	Z
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
će	htjeti	Var3s
odlučiti	odlučiti	Vmn
o	o	Sl
žurnom	žuran	Agpnsly
izdvajanju	izdvajanje	Ncnsl
djeteta	dijete	Ncnsg
od	od	Sg
roditelja	roditelj	Ncmpg
ili	ili	Cc
druge	drugi	Mlofpa
osobe	osoba	Ncfpa
kod	kod	Sg
koje	koji	Pi-fsg
se	sebe	Px--sa
dijete	dijete	Ncnsn
nalazi	nalaziti	Vmr3s
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
rješenju	rješenje	Ncnsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
će	htjeti	Var3s
odlučiti	odlučiti	Vmn
i	i	Cc
o	o	Sl
privremenom	privremen	Agpmsly
smještaju	smještaj	Ncmsl
djeteta	dijete	Ncnsg
kod	kod	Sg
druge	drugi	Mlofsg
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
zadovoljava	zadovoljavati	Vmr3s
pretpostavke	pretpostavka	Ncfpa
za	za	Sa
skrbnika	skrbnik	Ncmpg
,	,	Z
kod	kod	Sg
udomiteljske	udomiteljski	Agpfsgy
obitelji	obitelj	Ncfsg
,	,	Z
ustanove	ustanova	Ncfsg
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
druge	drugi	Mlompa
fizičke	fizički	Agpfpay
ili	ili	Cc
pravne	pravni	Agpfsgy
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
obavlja	obavljati	Vmr3s
djelatnost	djelatnost	Ncfsn
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
.	.	Z

Određivanje	određivanje	Ncnsn
mjere	mjera	Ncfsg
po	po	Sl
službenoj	služben	Agpfsly
dužnosti	dužnost	Ncfsl
ili	ili	Cc
na	na	Sa
zahtjev	zahtjev	Ncmsan
stranke	stranka	Ncfsg

Članak	članak	Ncmsn
136.	136.	Mdo

Rješenje	rješenje	Ncnsn
o	o	Sl
žurnom	žuran	Agpnsly
izdvajanju	izdvajanje	Ncnsl
djeteta	dijete	Ncnsg
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
donosi	donositi	Vmr3s
po	po	Sl
službenoj	služben	Agpfsly
dužnosti	dužnost	Ncfsl
,	,	Z
na	na	Sa
prijedlog	prijedlog	Ncmsan
djeteta	dijete	Ncnsg
ili	ili	Cc
roditelja	roditelj	Ncmpg
.	.	Z

Odlučivanje	odlučivanje	Ncnsn
o	o	Sl
mjeri	mjera	Ncfsl

Članak	članak	Ncmsn
137.	137.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Rješenje	rješenje	Ncnsn
o	o	Sl
žurnom	žuran	Agpnsly
izdvajanju	izdvajanje	Ncnsl
djeteta	dijete	Ncnsg
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
donosi	donositi	Vmr3s
u	u	Sl
upravnom	upravan	Agpmsly
postupku	postupak	Ncmsl
,	,	Z
a	a	Cc
prigodom	prigoda	Sg
izvršenja	izvršenje	Ncnsg
rješenja	rješenje	Ncnsg
može	moći	Vmr3s
zatražiti	zatražiti	Vmn
pomoć	pomoć	Ncfsa
policije	policija	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kad	kad	Cs
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
o	o	Sl
žurnom	žuran	Agpnsly
izdvajanju	izdvajanje	Ncnsl
djeteta	dijete	Ncnsg
odluči	odlučiti	Vmr3s
usmenim	usmen	Agpnsiy
rješenjem	rješenje	Ncnsi
,	,	Z
tada	tada	Rgp
je	biti	Var3s
dužan	dužan	Agpmsnn
roditelju	roditelj	Ncmsd
ili	ili	Cc
drugoj	drugi	Agpfsdy
osobi	osoba	Ncfsd
koja	koji	Pi-fsn
se	sebe	Px--sa
skrbi	skrbiti	Vmr3s
o	o	Sl
djetetu	dijete	Ncnsl
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
sedamdeset	sedamdeset	Mlc
i	i	Cc
dva	dva	Mlc
sata	sat	Ncmsg
od	od	Sg
trenutka	trenutak	Ncmsg
donošenja	donošenje	Ncnsg
usmenog	usmen	Agpnsgy
rješenja	rješenje	Ncnsg
otpraviti	otpraviti	Vmn
rješenje	rješenje	Ncnsa
u	u	Sl
pisanom	pisan	Agpmsly
obliku	oblik	Ncmsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
O	o	Sl
žalbi	žalba	Ncfsl
protiv	protiv	Sg
rješenja	rješenje	Ncnsg
o	o	Sl
žurnom	žuran	Agpnsly
izdvajanju	izdvajanje	Ncnsl
djeteta	dijete	Ncnsg
iz	iz	Sg
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
odlučuje	odlučivati	Vmr3s
ministarstvo	ministarstvo	Ncnsa
nadležno	nadležan	Agpnsay
za	za	Sa
poslove	posao	Ncmpa
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
.	.	Z

Žalba	žalba	Ncfsn
ne	ne	Qz
odgađa	odgađati	Vmr3s
izvršenje	izvršenje	Ncnsa
rješenja	rješenje	Ncnsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
je	biti	Var3s
dužan	dužan	Agpmsnn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
sedamdeset	sedamdeset	Mlc
i	i	Cc
dva	dva	Mlc
sata	sat	Ncmsg
od	od	Sg
oduzimanja	oduzimanje	Ncnsg
djeteta	dijete	Ncnsg
dostaviti	dostaviti	Vmn
sudu	sud	Ncmsd
neposredno	neposredno	Rgp
ili	ili	Cc
elektroničkim	elektronički	Agpmsiy
putem	put	Ncmsi
prijedlog	prijedlog	Ncmsn
da	da	Cs
u	u	Sl
izvanparničnom	izvanparnični	Agpmsly
postupku	postupak	Ncmsl
donese	donijeti	Vmr3s
rješenje	rješenje	Ncnsa
o	o	Sl
privremenom	privremen	Agpnsly
povjeravanju	povjeravanje	Ncnsl
skrbi	skrb	Ncfsg
o	o	Sl
djetetu	dijete	Ncnsl
drugoj	drugi	Mlofsl
osobi	osoba	Ncfsl
,	,	Z
udomiteljskoj	udomiteljski	Agpfsly
obitelji	obitelj	Ncfsl
,	,	Z
ustanovi	ustanova	Ncfsl
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
drugoj	drugi	Mlofsl
fizičkoj	fizički	Agpfsly
ili	ili	Cc
pravnoj	pravni	Agpfsly
osobi	osoba	Ncfsl
koja	koji	Pi-fsn
obavlja	obavljati	Vmr3s
djelatnost	djelatnost	Ncfsn
socijalne	socijalan	Agpfsgy
skrbi	skrb	Ncfsg
,	,	Z
sukladno	sukladno	Rgp
članku	članak	Ncmsl
150.	150.	Mdo
stavku	stavak	Ncmsl
1.	1.	Mdo
točki	točka	Ncfpg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ili	ili	Cc
koju	koji	Pi-fsa
drugu	drugi	Mlofsa
mjeru	mjera	Ncfsa
,	,	Z
ako	ako	Cs
je	biti	Var3s
to	taj	Pd-nsn
potrebno	potreban	Agpnsny
.	.	Z

Trajanje	trajanje	Ncnsn
mjere	mjera	Ncfsg
i	i	Cc
daljnje	daljnji	Agpnsay
postupanje	postupanje	Ncnsa
suda	sud	Ncmsg

Članak	članak	Ncmsn
138.	138.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Mjera	mjera	Ncfsn
žurnog	žuran	Agpnsgy
izdvajanja	izdvajanje	Ncnsg
i	i	Cc
smještaja	smještaj	Ncmsg
djeteta	dijete	Ncnsg
izvan	izvan	Sg
obitelji	obitelj	Ncfsg
može	moći	Vmr3s
trajati	trajati	Vmn
najdulje	dugo	Rgs
petnaest	petnaest	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmpg
oduzimanja	oduzimanje	Ncnsg
djeteta	dijete	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
O	o	Sl
prijedlogu	prijedlog	Ncmsl
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
137.	137.	Mdo
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
sud	sud	Ncmsn
mora	morati	Vmr3s
odlučiti	odlučiti	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
deset	deset	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
pokretanja	pokretanje	Ncnsg
postupka	postupak	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Mjera	mjera	Ncfsn
žurnog	žuran	Agpnsgy
izdvajanja	izdvajanje	Ncnsg
i	i	Cc
smještaja	smještaj	Ncmsg
djeteta	dijete	Ncnsg
izvan	izvan	Sg
obitelji	obitelj	Ncfsg
prestaje	prestajati	Vmr3s
važiti	važiti	Vmn
ako	ako	Cs
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
sedamdeset	sedamdeset	Mlc
i	i	Cc
dva	dva	Mlc
sata	sat	Ncmsg
od	od	Sg
trenutka	trenutak	Ncmsg
oduzimanja	oduzimanje	Ncnsg
djeteta	dijete	Ncnsg
ne	ne	Qz
podnese	podnijeti	Vmr3s
sudu	sud	Ncmsd
prijedlog	prijedlog	Ncmsan
iz	iz	Sg
članka	članak	Ncmsg
137.	137.	Mdo
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ili	ili	Cc
ako	ako	Cs
sud	sud	Ncmsn
u	u	Sl
roku	rok	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
odluči	odlučiti	Vmr3s
o	o	Sl
prijedlogu	prijedlog	Ncmsl
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
O	o	Sl
prijedlogu	prijedlog	Ncmsl
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
137.	137.	Mdo
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
sud	sud	Ncmsn
će	htjeti	Var3s
odlučiti	odlučiti	Vmn
u	u	Sl
roku	rok	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
neovisno	neovisno	Rgp
o	o	Sl
tome	taj	Pd-nsl
je	biti	Var3s
li	li	Qq
strankama	stranka	Ncfpi
dostava	dostava	Ncfsn
poziva	pozivati	Vmr3s
za	za	Sa
ročište	ročište	Ncnsa
bila	biti	Vap-sf
uredna	uredan	Agpfsny
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Iznimno	iznimno	Rgp
od	od	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
ako	ako	Cs
sud	sud	Ncmsn
ne	ne	Qz
donese	donijeti	Vmr3s
odluku	odluka	Ncfsa
u	u	Sa

