nadležnom	nadležan	Agpnsly
4.	4.	Mdo
)	)	Z
,	,	Z

17.	17.	Mdo
ne	ne	Qz
dostavlja	dostavljati	Vmr3s
podatke	podatak	Ncmpa
i	i	Cc
ne	ne	Qz
informira	informirati	Vmr3s
Ministarstvo	ministarstvo	Ncnsa
i	i	Cc
središnje	središnji	Agpnsay
tijelo	tijelo	Ncnsa
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
nadležno	nadležan	Agpnsny
za	za	Sa
zaštitu	zaštita	Ncfsa
i	i	Cc
spašavanje	spašavanje	Ncnsa
o	o	Sl
aktivnostima	aktivnost	Ncfpl
i	i	Cc
sigurnosnim	sigurnosni	Agpfply
mjerama	mjera	Ncfpl
koje	koji	Pi-nsn
provodi	provoditi	Vmr3s
sukladno	sukladno	Rgp
Politici	politika	Ncfsl
sprječavanja	sprječavanje	Ncnsg
velikih	velik	Agpfpgy
nesreća	nesreća	Ncfpg
,	,	Z
odnosno	odnosno	Rgp
svom	svoj	Px-msl
Izvješću	izvješće	Ncnsl
o	o	Sl
sigurnosti	sigurnost	Ncfsl
te	te	Cc
ako	ako	Cs
ne	ne	Qz
informira	informirati	Vmr3s
pravne	pravni	Agpfpay
i	i	Cc
fizičke	fizički	Agpfpay
osobe	osoba	Ncfpa
za	za	Sa
koje	koji	Pi-mpa
je	biti	Var3s
vjerojatno	vjerojatan	Agpnsny
da	da	Cs
bi	biti	Vaa3p
mogle	moći	Vmp-pf
biti	biti	Van
zahvaćene	zahvatiti	Appfpny
velikim	velik	Agpfpiy
nesrećama	nesreća	Ncfpi
koje	koji	Pi-fpn
može	moći	Vmr3s
uzrokovati	uzrokovati	Vmn
njegovo	njegov	Ps3nsa
područje	područje	Ncnsa
postrojenja	postrojenje	Ncnsg
(	(	Z
članak	članak	Ncmsn
128.	128.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
)	)	Z
,	,	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
62.	62.	Mdo

U	u	Sl
članku	članak	Ncmsl
262.	262.	Mdo
stavku	stavak	Ncmsl
1.	1.	Mdo
podstavak	podstavak	Ncmsan
4.	4.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
4.	4.	Mdo
u	u	Sl
postrojenju	postrojenje	Ncnsl
obavlja	obavljati	Vmr3s
djelatnosti	djelatnost	Ncfpa
koje	koji	Pi-fpn
uključuju	uključivati	Vmr3p
prisutnost	prisutnost	Ncfsa
opasnih	opasan	Agpfpgy
tvari	tvar	Ncfpg
,	,	Z
a	a	Cc
nije	biti	Var3s
ishodila	ishoditi	Vmp-sf
suglasnost	suglasnost	Ncfsa
na	na	Sa
Politiku	politika	Ncfsa
sprječavanja	sprječavanje	Ncnsg
velikih	velik	Agpfpgy
nesreća	nesreća	Ncfpg
,	,	Z
odnosno	odnosno	Rgp
suglasnost	suglasnost	Ncfsa
na	na	Sa
Izvješće	izvješće	Ncnsa
o	o	Sl
sigurnosti	sigurnost	Ncfsl
(	(	Z
članak	članak	Ncmsn
124.	124.	Mdo
stavci	stavak	Ncmpn
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
)	)	Z
,	,	Z
«	«	Z
.	.	Z

Podstavak	podstavak	Ncmsn
6.	6.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
6.	6.	Mdo
ne	ne	Qz
ishodi	ishoditi	Vmr3s
novu	nov	Agpfsay
suglasnost	suglasnost	Ncfsa
na	na	Sa
Politiku	politika	Ncfsa
sprječavanja	sprječavanje	Ncnsg
velikih	velik	Agpfpgy
nesreća	nesreća	Ncfpg
,	,	Z
odnosno	odnosno	Rgp
suglasnost	suglasnost	Ncfsa
na	na	Sa
Izvješće	izvješće	Ncnsa
o	o	Sl
sigurnosti	sigurnost	Ncfsl
(	(	Z
članak	članak	Ncmsn
127.	127.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
)	)	Z
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
63.	63.	Mdo

Iza	iza	Sg
članka	članak	Ncmsg
263.	263.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
članak	članak	Ncmsn
263.	263.	Mdo
a	a	Cc
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
Članak	članak	Ncmsn
263.	263.	Mdo
a	a	Cc

(	(	Z
1	1	Mdc
)	)	Z
Novčanom	novčan	Agpfsiy
kaznom	kazna	Ncfsi
u	u	Sl
iznosu	iznos	Ncmsl
od	od	Sg
50.	50.	Mdo
000	000	Mdc
,	,	Z
00	00	Mdc
do	do	Sg
200.	200.	Mdo
000,00	000,00	Mdc
kuna	kuna	Ncfpg
kaznit	kazniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
za	za	Sa
prekršaj	prekršaj	Ncmsan
jedinica	jedinica	Ncfpg
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfsg
ako	ako	Cs
ne	ne	Qz
izvrši	izvršiti	Vmr3s
provjeru	provjera	Ncfsa
potpunosti	potpunost	Ncfsg
,	,	Z
dosljednosti	dosljednost	Ncfsg
i	i	Cc
vjerodostojnosti	vjerodostojnost	Ncfsg
podataka	podatak	Ncmpg
dostavljenih	dostaviti	Appmpgy
od	od	Sg
strane	strana	Ncfsg
obveznika	obveznik	Ncmpg
,	,	Z
kao	kao	Cs
i	i	Cc
poštivanje	poštivanje	Ncnsa
propisanog	propisati	Agpmsgy
roka	rok	Ncmsg
(	(	Z
članak	članak	Ncmsn
151.	151.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Za	za	Sa
prekršaj	prekršaj	Ncmsan
iz	iz	Sg
svaka	svaki	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
kaznit	kazniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
i	i	Cc
odgovorna	odgovoran	Agpfsny
osoba	osoba	Ncfsn
u	u	Sl
jedinici	jedinica	Ncfsl
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
,	,	Z
novčanom	novčan	Agpfsiy
kaznom	kazna	Ncfsi
u	u	Sl
iznosu	iznos	Ncmsl
od	od	Sg
5000,00	5000,00	Mdc
do	do	Sg
15.	15.	Mdo
000,00	000,00	Mdc
kuna	kuna	Ncfpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Novčanom	novčan	Agpfsiy
kaznom	kazna	Ncfsi
u	u	Sl
iznosu	iznos	Ncmsl
od	od	Sg
50.	50.	Mdo
000,00	000,00	Mdc
do	do	Sg
200.	200.	Mdo
000,00	000,00	Mdc
kuna	kuna	Ncfpg
kaznit	kazniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
za	za	Sa
prekršaj	prekršaj	Ncmsan
jedinica	jedinica	Ncfpg
lokalne	lokalan	Agpfsgy
samouprave	samouprava	Ncfsg
i	i	Cc
jedinica	jedinica	Ncfsn
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfsg
ako	ako	Cs
ne	ne	Qz
osigura	osigurati	Vmr3s
sredstva	sredstvo	Ncnpa
za	za	Sa
financiranje	financiranje	Ncnsa
zaštite	zaštita	Ncfsg
okoliša	okoliš	Ncmsg
(	(	Z
članak	članak	Ncmsn
209.	209.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
)	)	Z

(	(	Z
4	4	Mdc
)	)	Z
Za	za	Sa
prekršaj	prekršaj	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
kaznit	kazniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
i	i	Cc
odgovorna	odgovoran	Agpfsny
osoba	osoba	Ncfsn
u	u	Sl
jedinici	jedinica	Ncfsl
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfsg
i	i	Cc
jedinici	jedinica	Ncfsl
lokalne	lokalan	Agpfsgy
samouprave	samouprava	Ncfsg
,	,	Z
novčanom	novčan	Agpfsiy
kaznom	kazna	Ncfsi
u	u	Sl
iznosu	iznos	Ncmsl
od	od	Sg
5000,00	5000,00	Mdc
do	do	Sg
15.	15.	Mdo
000,00	000,00	Mdc
kuna	kuna	Ncfpg
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
64.	64.	Mdo

U	u	Sl
članku	članak	Ncmsl
264.	264.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
2	2	Mdc
)	)	Z
Za	za	Sa
prekršaj	prekršaj	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
kaznit	kazniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
novčanom	novčan	Agpfsiy
kaznom	kazna	Ncfsi
u	u	Sl
iznosu	iznos	Ncmsl
od	od	Sg
5000,00	5000,00	Mdc
do	do	Sg
15.	15.	Mdo
000,00	000,00	Mdc
kuna	kuna	Ncfpg
fizička	fizički	Agpfsny
osoba	osoba	Ncfsn
–	–	Z
obrtnik	obrtnik	Ncmsn
i	i	Cc
fizička	fizički	Agpfsny
osoba	osoba	Ncfsn
nositelj	nositelj	Ncmsn
zahvata	zahvat	Ncmsg
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
65.	65.	Mdo

U	u	Sl
članku	članak	Ncmsl
265.	265.	Mdo
iza	iza	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
stavak	stavak	Ncmsn
4.	4.	Mdo
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
4	4	Mdc
)	)	Z
Za	za	Sa
prekršaj	prekršaj	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
kaznit	kazniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
i	i	Qo
fizička	fizički	Agpfsny
osoba	osoba	Ncfsn
–	–	Z
obrtnik	obrtnik	Ncmsn
novčanom	novčan	Agpfsiy
kaznom	kazna	Ncfsi
od	od	Sg
3000,00	3000,00	Mdc
do	do	Sg
15.	15.	Mdo
000,00	000,00	Mdc
kuna	kuna	Ncfpg
.	.	Z
«	«	Z
.	.	Z

PRIJELAZNE	prijelazan	Agpfpny
I	i	Cc
ZAVRŠNE	završan	Agpfpay
ODREDBE	odredba	Ncfpa

Članak	članak	Ncmsn
66.	66.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Vlada	vlada	Ncfsn
će	htjeti	Var3s
uredbu	uredba	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
56.	56.	Mdo
stavka	stavak	Ncmsg
5.	5.	Mdo
koji	koji	Pi-msn
je	biti	Var3s
izmijenjen	izmijeniti	Appmsnn
člankom	članak	Ncmsi
10.	10.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
donijeti	donijeti	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
godine	godina	Ncfsg
dana	dan	Ncmpg
od	od	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Vlada	vlada	Ncfsn
će	htjeti	Var3s
uredbu	uredba	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
120.	120.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
koji	koji	Pi-msn
je	biti	Var3s
izmijenjen	izmijeniti	Appmsnn
člankom	članak	Ncmsi
27.	27.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
donijeti	donijeti	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
godine	godina	Ncfsg
dana	dan	Ncmpg
od	od	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Članak	članak	Ncmsn
67.	67.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ministar	ministar	Ncmsn
će	htjeti	Var3s
pravilnike	pravilnik	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
132.	132.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
koji	koji	Pi-msn
je	biti	Var3s
izmijenjen	izmijeniti	Appmsnn
člankom	članak	Ncmsi
37.	37.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc
članka	članak	Ncmsg
214.	214.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
koji	koji	Pi-msn
je	biti	Var3s
izmijenjen	izmijeniti	Appmsnn
člankom	članak	Ncmsi
48.	48.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
donijeti	donijeti	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
godine	godina	Ncfsg
dana	dan	Ncmpg
od	od	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Čelnik	čelnik	Ncmsn
središnjeg	središnji	Agpnsgy
tijela	tijelo	Ncnsg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
nadležnog	nadležan	Agpmsgy
za	za	Sa
mjeriteljstvo	mjeriteljstvo	Ncnsa
će	htjeti	Var3s
pravilnik	pravilnik	Ncmsn
iz	iz	Sg
članka	članak	Ncmsg
61.	61.	Mdo
stavka	stavak	Ncmsg
8.	8.	Mdo
koji	koji	Pi-msn
je	biti	Var3s
izmijenjen	izmijeniti	Appmsnn
člankom	članak	Ncmsi
12.	12.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
donijeti	donijeti	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
godine	godina	Ncfsg
dana	dan	Ncmpg
od	od	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Članak	članak	Ncmsn
68.	68.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Do	do	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
uredbe	uredba	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
56.	56.	Mdo
stavka	stavak	Ncmsg
5.	5.	Mdo
,	,	Z
koji	koji	Pi-msn
je	biti	Var3s
izmijenjen	izmijeniti	Appmsnn
člankom	članak	Ncmsi
10.	10.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
u	u	Sl
dijelu	dio	Ncmsl
u	u	Sl
kojem	koji	Pi-msl
nije	biti	Var3s
u	u	Sl
suprotnosti	suprotnost	Ncfsl
s	sa	Si
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
Uredba	uredba	Ncfsn
o	o	Sl
izradi	izrada	Ncfsl
i	i	Cc
provedbi	provedba	Ncfsl

