automatski	automatski	Rgp
,	,	Z
struktura	struktura	Ncfsn
,	,	Z
konstrukcija	konstrukcija	Ncfsn
ili	ili	Cc
radni	radni	Agpmpny
zahtjevi	zahtjev	Ncmpn
onemogućuju	onemogućivati	Vmr3p
postavljanje	postavljanje	Ncnsa
obveznog	obvezan	Agpnsgy
rubnog	rubni	Agpnsgy
označavanja	označavanje	Ncnsg
,	,	Z
može	moći	Vmr3s
se	sebe	Px--sa
postaviti	postaviti	Vmn
označavanje	označavanje	Ncnsa
u	u	Sl
obliku	oblik	Ncmsl
crte	crta	Ncfsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Djelomično	djelomično	Rgp
ili	ili	Cc
cjelovito	cjelovit	Agpnsny
rubno	rubni	Agpnsny
označavanje	označavanje	Ncnsn
može	moći	Vmr3s
se	sebe	Px--sa
primijeniti	primijeniti	Vmn
umjesto	umjesto	Sg
obveznog	obvezan	Agpnsgy
označavanja	označavanje	Ncnsg
u	u	Sl
obliku	oblik	Ncmsl
crte	crta	Ncfsg
,	,	Z
a	a	Cc
cjelovito	cjelovit	Agpnsny
rubno	rubni	Agpnsny
označavanje	označavanje	Ncnsn
može	moći	Vmr3s
se	sebe	Px--sa
primijeniti	primijeniti	Vmn
umjesto	umjesto	Sg
obveznog	obvezan	Agpnsgy
djelomičnog	djelomičan	Agpnsgy
rubnog	rubni	Agpnsgy
označavanja	označavanje	Ncnsg
u	u	Sl
obliku	oblik	Ncmsl
crte	crta	Ncfsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Označavanje	označavanje	Ncnsn
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
mora	morati	Vmr3s
biti	biti	Van
što	što	Pi3n-n
je	biti	Var3s
moguće	moguć	Agpnsny
više	mnogo	Rgc
vodoravno	vodoravan	Agpnsny
i	i	Cc
vertikalno	vertikalno	Rgp
,	,	Z
usklađeno	uskladiti	Appnsny
s	sa	Si
oblikom	oblik	Ncmsi
,	,	Z
strukturom	struktura	Ncfsi
,	,	Z
konstrukcijom	konstrukcija	Ncfsi
i	i	Cc
radnim	radni	Agpmpiy
zahtjevima	zahtjev	Ncmpi
vozila	vozilo	Ncnsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Označavanje	označavanje	Ncnsn
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
mora	morati	Vmr3s
biti	biti	Van
što	što	Pi3n-n
je	biti	Var3s
moguće	moguć	Agpnsny
bliže	blizu	Rgc
rubu	rub	Ncfsa
vozila	vozilo	Ncnsg
.	.	Z

Ukupna	ukupan	Agpfsny
vodoravna	vodoravan	Agpfsny
duljina	duljina	Ncfsn
elemenata	element	Ncmpg
za	za	Sa
označavanje	označavanje	Ncnsa
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
,	,	Z
postavljenih	postavljen	Agpmpgy
na	na	Sa
vozilo	vozilo	Ncnsa
,	,	Z
najmanje	malo	Rgs
mora	morati	Vmr3s
iznositi	iznositi	Vmn
80	80	Mdc
%	%	Z
sveukupne	sveukupan	Agpfsgy
duljine	duljina	Ncfsg
vozila	vozilo	Ncnsg
,	,	Z
izuzimajući	izuzimati	Rr
sva	sav	Agpnpay
vodoravna	vodoravan	Agpnpay
prekrivanja	prekrivanje	Ncnpa
pojedinačnih	pojedinačan	Agpmpgy
elemenata	element	Ncmpg
.	.	Z

Ako	ako	Cs
nije	biti	Var3s
moguće	moguć	Agpnsny
postići	postići	Vmn
navedenu	naveden	Agpfsay
vrijednost	vrijednost	Ncfsa
,	,	Z
ukupna	ukupan	Agpfsny
duljina	duljina	Ncfsn
se	sebe	Px--sa
može	moći	Vmr3s
smanjiti	smanjiti	Vmn
na	na	Sa
60	60	Mdc
%	%	Z
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Označavanje	označavanje	Ncnsn
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
mora	morati	Vmr3s
biti	biti	Van
što	što	Pi3n-n
je	biti	Var3s
moguće	moguć	Agpnsny
bliže	blizu	Rgc
krajevima	kraj	Ncmpi
vozila	vozilo	Ncnsg
i	i	Cc
dosegnuti	dosegnuti	Vmn
do	do	Sg
600	600	Mdc
mm	mm	Y
od	od	Sg
svakog	svaki	Pi-msg
kraja	kraj	Ncmsg
vozila	vozilo	Ncnsg
,	,	Z
(	(	Z
isključujući	isključivati	Rr
rudo	rudo	Ncnsa
za	za	Sa
prikolice	prikolica	Ncfpa
)	)	Z
.	.	Z

Ukupna	ukupan	Agpfsny
vodoravna	vodoravan	Agpfsny
duljina	duljina	Ncfsn
elemenata	element	Ncmpg
za	za	Sa
označavanje	označavanje	Ncnsa
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
,	,	Z
postavljenih	postavljen	Agpmpgy
na	na	Sa
vozilo	vozilo	Ncnsa
,	,	Z
mora	morati	Vmr3s
iznositi	iznositi	Vmn
najmanje	malo	Rgs
80	80	Mdc
%	%	Z
sveukupne	sveukupan	Agpfsgy
duljine	duljina	Ncfsg
vozila	vozilo	Ncnsg
,	,	Z
izuzimajući	izuzimati	Rr
sva	sav	Agpnpay
vodoravna	vodoravan	Agpnpay
prekrivanja	prekrivanje	Ncnpa
pojedinačnih	pojedinačan	Agpmpgy
elemenata	element	Ncmpg
.	.	Z

Ako	ako	Cs
nije	biti	Var3s
moguće	moguć	Agpnsny
postići	postići	Vmn
propisanu	propisati	Agpfsay
vrijednost	vrijednost	Ncfsa
,	,	Z
ukupna	ukupan	Agpfsny
duljina	duljina	Ncfsn
se	sebe	Px--sa
može	moći	Vmr3s
smanjiti	smanjiti	Vmn
na	na	Sa
60	60	Mdc
%	%	Z
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Oznake	oznaka	Ncfpn
moraju	morati	Vmr3p
biti	biti	Van
postavljene	postaviti	Appfpny
ne	ne	Qz
manje	malo	Rgc
od	od	Sg
250	250	Mdc
mm	mm	Y
i	i	Cc
ne	ne	Qz
više	mnogo	Rgc
od	od	Sg
1500	1500	Mdc
mm	mm	Y
iznad	iznad	Sg
tla	tlo	Ncnsg
.	.	Z

Najveća	velik	Agsfsny
visina	visina	Ncfsn
postavljanja	postavljanje	Ncnsg
od	od	Sg
2100	2100	Mdc
mm	mm	Y
može	moći	Vmr3s
se	sebe	Px--sa
prihvatiti	prihvatiti	Vmn
kada	kada	Cs
tehnički	tehnički	Agpmpny
uvjeti	uvjet	Ncmpn
ne	ne	Qz
omogućavaju	omogućavati	Vmr3p
postavljenje	postavljenje	Ncnsa
na	na	Sa
visinu	visina	Ncfsa
do	do	Sg
1500	1500	Mdc
mm	mm	Y
.	.	Z

Označavanje	označavanje	Ncnsn
gornjih	gornji	Agpmpgy
elemenata	element	Ncmpg
treba	trebati	Vmr3s
biti	biti	Van
što	što	Pi3n-n
je	biti	Var3s
moguće	moguć	Agpnsny
više	mnogo	Rgc
,	,	Z
ali	ali	Cc
unutar	unutar	Sg
400	400	Mdc
mm	mm	Y
u	u	Sl
gornjem	gornji	Agpmsly
kraju	kraj	Ncmsl
vozila	vozilo	Ncnpg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Označavanje	označavanje	Ncnsn
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
smatra	smatrati	Vmr3s
se	sebe	Px--sa
vidljivim	vidljiv	Agpmsiy
ako	ako	Cs
je	biti	Var3s
80	80	Mdc
%	%	Z
osvjetljavajuće	osvjetljavajući	Agpfsgy
površine	površina	Ncfsg
vidljivo	vidljiv	Agpnsny
pod	pod	Si
kutem	kut	Ncmsi
od	od	Sg
15	15	Mdc
°	°	Z
promatraču	promatrač	Ncmsl
udaljenom	udaljiti	Appmsly
25	25	Mdc
m	m	Y
od	od	Sg
ruba	rub	Ncmsg
vozila	vozilo	Ncnpg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Označavanje	označavanje	Ncnsn
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
smatra	smatrati	Vmr3s
se	sebe	Px--sa
neprekinutim	neprekinut	Agpmsiy
ako	ako	Cs
je	biti	Var3s
udaljenost	udaljenost	Ncfsn
između	između	Sg
susjednih	susjedni	Agpmpgy
elemenata	element	Ncmpg
što	što	Pi3n-n
je	biti	Var3s
moguće	moguć	Agpnsny
manja	mali	Agcfsny
i	i	Cc
ne	ne	Qz
prelazi	prelaziti	Vmr3s
50	50	Mdc
%	%	Z
duljine	duljina	Ncfsg
najkraćeg	kratak	Agsmsgy
susjednog	susjedni	Agpmsgy
elementa	element	Ncmsg
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
djelomičnog	djelomičan	Agpnsgy
rubnog	rubni	Agpnsgy
označavanja	označavanje	Ncnsg
,	,	Z
svaki	svaki	Pi-msn
gornji	gornji	Agpmsny
ugao	ugao	Ncmsn
mora	morati	Vmr3s
biti	biti	Van
opisan	opisati	Appmsnn
s	sa	Si
dvjema	dva	Agpfpiy
crtama	crta	Ncfpi
međusobno	međusobno	Rgp
pod	pod	Si
pravim	prav	Agpmsiy
kutom	kut	Ncmsi
od	od	Sg
koji	koji	Pi-msn
je	biti	Var3s
svaka	svaki	Pi-fsn
najmanje	malo	Rgs
duljine	duljina	Ncfsg
250	250	Mdc
mm	mm	Y
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Udaljenost	udaljenost	Ncfsn
između	između	Sg
označavanja	označavanje	Ncnsg
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
postavljena	postaviti	Appfsny
straga	straga	Rgp
na	na	Sa
vozilo	vozilo	Ncnsa
i	i	Cc
obveznih	obvezan	Agpnpgy
kočnih	kočni	Agpnpgy
svjetala	svjetlo	Ncnpg
mora	morati	Vmr3s
biti	biti	Van
veća	velik	Agcfsny
od	od	Sg
200	200	Mdc
mm	mm	Y
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Kad	kad	Cs
su	biti	Var3p
ugrađene	ugraditi	Appfpny
stražnje	stražnji	Agpfpny
ploče	ploča	Ncfpn
za	za	Sa
označavanje	označavanje	Ncnsa
u	u	Sl
skladu	sklad	Ncmsl
odredbama	odredba	Ncfpl
Pravilnika	pravilnik	Ncmsg
ECE-R70	ECE-R70	X
,	,	Z
mogu	moći	Vmr3p
se	sebe	Px--sa
smatrati	smatrati	Vmn
dijelom	dio	Ncmsi
stražnjeg	stražnji	Agpnsgy
označavanja	označavanje	Ncnsg
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
za	za	Sa
potrebe	potreba	Ncfpa
izračunavanja	izračunavanje	Ncnsg
duljine	duljina	Ncfsg
označavanja	označavanje	Ncnsg
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
i	i	Cc
njegove	njegov	Ps3fsg
blizine	blizina	Ncfsg
boku	bok	Ncmsl
vozila	vozilo	Ncnsg
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
Prostori	prostor	Ncmpn
na	na	Sl
vozilu	vozilo	Ncnsl
koji	koji	Pi-mpn
su	biti	Var3p
konstrukcijski	konstrukcijski	Rgp
predviđeni	predvidjeti	Appmpny
označavanju	označavanje	Ncnsl
visoke	visok	Agpfsgy
uočljivosti	uočljivost	Ncfsg
moraju	morati	Vmr3p
omogućiti	omogućiti	Vmn
postavljanje	postavljanje	Ncnsa
oznaka	oznaka	Ncfpg
najmanje	malo	Rgs
širine	širina	Ncfsg
60	60	Mdc
mm	mm	Y
.	.	Z

(	(	Z
14	14	Mdc
)	)	Z
Odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
vojna	vojni	Agpnpay
vozila	vozilo	Ncnpa
oružanih	oružan	Agpfpgy
snaga	snaga	Ncfpg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

4.	4.	Mdo
Uređaji	uređaj	Ncmpn
za	za	Sa
davanje	davanje	Ncnsa
svjetlosnih	svjetlosni	Agpmpgy
znakova	znak	Ncmpg

Članak	članak	Ncmsn
47.	47.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Uređaji	uređaj	Ncmpn
za	za	Sa
davanje	davanje	Ncnsa
svjetlosnih	svjetlosni	Agpmpgy
znakova	znak	Ncmpg
smiju	smjeti	Vmr3p
emitirati	emitirati	Vmn
slijedeće	slijedeći	Agpfpay
boje	boja	Ncfpa
svjetlosti	svjetlost	Ncfsg
:	:	Z

Naziv	naziv	Ncmsn
sklopa	sklop	Ncmsg
Boja	boja	Ncfsn
svjetla	svjetlo	Ncnsg
kočna	kočni	Agpnpay
svjetla	svjetlo	Ncnpa

