stupa	stupati	Vmr3s
Ako	ako	Cs
je	biti	Var3s
pravo	pravo	Ncnsn
osobe	osoba	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
upisano	upisati	Appnsny
u	u	Sl
javnoj	javan	Agpfsly
knjizi	knjiga	Ncfsl
,	,	Z
stečajni	stečajni	Agpmsny
dužnik	dužnik	Ncmsn
mora	morati	Vmr3s
dokazati	dokazati	Vmn
da	da	Cs
predmet	predmet	Ncmsn
na	na	Sa
koji	koji	Pi-msan
se	sebe	Px--sa
to	taj	Pd-nsn
pravo	prav	Agpnsny
odnosi	odnositi	Vmr3s
ulazi	ulaziti	Vmr3s
u	u	Sa
stečajnu	stečajni	Agpfsay
masu	masa	Ncfsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Prodavatelj	prodavatelj	Ncmsn
kojem	koji	Pi-msd
cijena	cijena	Ncfsn
nije	biti	Var3s
isplaćena	isplatiti	Appfsny
u	u	Sl
cijelosti	cijelost	Ncfsl
može	moći	Vmr3s
tražiti	tražiti	Vmn
da	da	Cs
mu	on	Pp3msd
se	sebe	Px--sa
vrati	vratiti	Vmr3s
roba	roba	Ncfsn
koja	koji	Pi-fsn
je	biti	Var3s
iz	iz	Sg
drugoga	drugi	Agpnsgy
mjesta	mjesto	Ncnsg
poslana	poslati	Appfsny
dužniku	dužnik	Ncmsd
prije	prije	Sg
dana	dan	Ncmsg
otvaranja	otvaranje	Ncnsg
stečajnoga	stečajni	Agpmsgy
postupka	postupak	Ncmsg
,	,	Z
a	a	Cc
do	do	Sg
dana	dan	Ncmpg
otvaranja	otvaranje	Ncnsg
toga	taj	Pd-msg
postupka	postupak	Ncmsg
nije	biti	Var3s
prispjela	prispjeti	Vmp-sf
u	u	Sa
odredišno	odredišni	Agpnsay
mjesto	mjesto	Ncnsa
,	,	Z
odnosno	odnosno	Rgp
ako	ako	Cs
je	biti	Var3s
do	do	Sg
toga	taj	Pd-msg
dana	dan	Ncmsg
dužnik	dužnik	Ncmsn
nije	biti	Var3s
preuzeo	preuzeti	Vmp-sm
(	(	Z
pravo	prav	Agpnsay
na	na	Sa
vraćanje	vraćanje	Ncnsa
)	)	Z
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Pravo	pravo	Ncnsn
na	na	Sa
vraćanje	vraćanje	Ncnsa
ima	imati	Vmr3s
i	i	Cc
komisionar	komisionar	Ncmsan
za	za	Sa
kupnju	kupnja	Ncfsa
robe	roba	Ncfsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
dužnik	dužnik	Ncmsn
preuzeo	preuzeti	Vmp-sm
samo	samo	Rgp
na	na	Sa
čuvanje	čuvanje	Ncnsa
robu	roba	Ncfsa
koja	koji	Pi-fsn
je	biti	Var3s
stigla	stići	Vmp-sf
u	u	Sa
odredišno	odredišni	Agpnsay
mjesto	mjesto	Ncnsa
prije	prije	Sg
dana	dan	Ncmsg
otvaranja	otvaranje	Ncnsg
stečajnoga	stečajni	Agpmsgy
postupka	postupak	Ncmsg
,	,	Z
prodavatelj	prodavatelj	Ncmsn
nema	nemati	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
vraćanje	vraćanje	Ncnsa
,	,	Z
ali	ali	Cc
ima	imati	Vmr3s
pravo	pravo	Ncnsa
redovnim	redovan	Agpmsiy
putem	put	Ncmsi
ostvariti	ostvariti	Vmn
svoja	svoj	Px-npa
prava	pravo	Ncnpa
u	u	Sl
svezi	sveza	Ncfsl
s	sa	Si
tom	taj	Pd-fsi
robom	roba	Ncfsi
kao	kao	Cs
izlučni	izlučni	Agpmsny
vjerovnik	vjerovnik	Ncmsn
.	.	Z

Naknada	naknada	Ncfsn
za	za	Sa
izlučna	izlučni	Agpnpay
prava	pravo	Ncnpa

Članak	članak	Ncmsn
148.	148.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
prije	prije	Sg
otvaranja	otvaranje	Ncnsg
stečajnoga	stečajni	Agpmsgy
postupka	postupak	Ncmsg
dužnik	dužnik	Ncmsn
neovlašteno	neovlašteno	Rgp
otuđio	otuđiti	Vmp-sm
predmet	predmet	Ncmsan
čije	čiji	Pi-nsn
se	sebe	Px--sa
izdvajanje	izdvajanje	Ncnsn
moglo	moći	Vmp-sn
tražiti	tražiti	Vmn
,	,	Z
izlučni	izlučni	Agpmsny
vjerovnik	vjerovnik	Ncmsn
može	moći	Vmr3s
zahtijevati	zahtijevati	Vmn
da	da	Cs
se	sebe	Px--sa
na	na	Sa
njega	on	Pp3msa
prenese	prenijeti	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
protučinidbu	protučinidba	Ncfsa
,	,	Z
ako	ako	Cs
nije	biti	Var3s
ispunjena	ispuniti	Appfsny
.	.	Z

Ako	ako	Cs
se	sebe	Px--sa
protučinidba	protučinidba	Ncfsn
može	moći	Vmr3s
izdvojiti	izdvojiti	Vmn
iz	iz	Sg
stečajne	stečajni	Agpfsgy
mase	masa	Ncfsg
,	,	Z
izlučni	izlučni	Agpmsny
vjerovnik	vjerovnik	Ncmsn
može	moći	Vmr3s
zahtijevati	zahtijevati	Vmn
protučinidbu	protučinidba	Ncfsa
iz	iz	Sg
stečajne	stečajni	Agpfsgy
mase	masa	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
nisu	biti	Var3p
ispunjene	ispunjen	Agpfpny
pretpostavke	pretpostavka	Ncfpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
izlučni	izlučni	Agpmsny
vjerovnik	vjerovnik	Ncmsn
može	moći	Vmr3s
,	,	Z
kao	kao	Cs
stečajni	stečajni	Agpmsny
vjerovnik	vjerovnik	Ncmsn
,	,	Z
tražiti	tražiti	Vmn
naknadu	naknada	Ncfsa
štete	šteta	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
prije	prije	Sg
otvaranja	otvaranje	Ncnsg
stečajnoga	stečajni	Agpmsgy
postupka	postupak	Ncmsg
privremeni	privremen	Agpmsny
stečajni	stečajni	Agpmsny
upravitelj	upravitelj	Ncmsn
ili	ili	Cc
nakon	nakon	Sg
otvaranja	otvaranje	Ncnsg
stečajnoga	stečajni	Agpmsgy
postupka	postupak	Ncmsg
stečajni	stečajni	Agpmsny
upravitelj	upravitelj	Ncmsn
otuđio	otuđiti	Vmp-sm
predmet	predmet	Ncmsan
čije	čiji	Pi-nsn
se	sebe	Px--sa
izdvajanje	izdvajanje	Ncnsn
moglo	moći	Vmp-sn
tražiti	tražiti	Vmn
,	,	Z
izlučni	izlučni	Agpmsny
vjerovnik	vjerovnik	Ncmsn
može	moći	Vmr3s
prema	prema	Sl
svom	svoj	Px-msl
izboru	izbor	Ncmsl
:	:	Z

−	−	I
zahtijevati	zahtijevati	Vmn
da	da	Cs
se	sebe	Px--sa
na	na	Sa
njega	on	Pp3msa
prenese	prenijeti	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
protučinidbu	protučinidba	Ncfsa
ako	ako	Cs
protučinidba	protučinidba	Ncfsn
nije	biti	Var3s
ispunjena	ispuniti	Appfsny

−	−	Pq3n-a
zahtijevati	zahtijevati	Vmn
protučinidbu	protučinidba	Ncfsa
iz	iz	Sg
stečajne	stečajni	Agpfsgy
mase	masa	Ncfsg
ako	ako	Cs
se	sebe	Px--sa
protučinidba	protučinidba	Ncfsn
može	moći	Vmr3s
izdvojiti	izdvojiti	Vmn
iz	iz	Sg
stečajne	stečajni	Agpfsgy
mase	masa	Ncfsg

−	−	Z
zahtijevati	zahtijevati	Vmn
naknadu	naknada	Ncfsa
štete	šteta	Ncfsg
kao	kao	Cs
vjerovnik	vjerovnik	Ncmsn
stečajne	stečajni	Agpfsgy
mase	masa	Ncfsg
.	.	Z

5.4.	5.4.	Mdo

Razlučni	razlučan	Agpmpny
vjerovnici	vjerovnik	Ncmpn

Pravo	pravo	Ncnsn
odvojenoga	odvojiti	Agpnsgy
namirenja	namirenje	Ncnsg
iz	iz	Sg
stvari	stvar	Ncfsg
i	i	Cc
prava	pravo	Ncnpg
upisanih	upisati	Appnpgy
u	u	Sa
javne	javan	Agpfpay
knjige	knjiga	Ncfpa

Članak	članak	Ncmsn
149.	149.	Mdo

Vjerovnici	vjerovnik	Ncmpn
koji	koji	Pi-mpn
imaju	imati	Vmr3p
založno	založni	Agpnsay
pravo	pravo	Ncnsa
ili	ili	Cc
pravo	pravo	Ncnsa
na	na	Sa
namirenje	namirenje	Ncnsa
na	na	Sl
kojoj	koji	Pi-fsl
stvari	stvar	Ncfsl
ili	ili	Cc
pravu	pravo	Ncnsl
koji	koji	Pi-mpn
su	biti	Var3p
upisani	upisati	Appmpny
u	u	Sl
javnoj	javan	Agpfsly
knjizi	knjiga	Ncfsl
imaju	imati	Vmr3p
pravo	pravo	Ncnsa
odvojenoga	odvojiti	Ncmpg
namirenja	namirenje	Ncnsg
na	na	Sa
toj	taj	Pd-fsl
stvari	stvar	Ncfsl
ili	ili	Cc
pravo	pravo	Ncnsa
unovčenja	unovčenje	Ncnsg
prema	prema	Sl
odredbama	odredba	Ncfpl
članka	članak	Ncmsg
248.	248.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Sudsko	sudski	Agpnsny
ili	ili	Cc
javnobilježničko	javnobilježnički	Agpnsny
osiguranje	osiguranje	Ncnsn
tražbine	tražbina	Ncfsg
prijenosom	prijenos	Sg
vlasništva	vlasništvo	Ncnsg
na	na	Sa
stvari	stvar	Ncfpa
ili	ili	Cc
prijenosom	prijenos	Ncmsi
prava	pravo	Ncnsg

Članak	članak	Ncmsn
150.	150.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Vjerovnik	vjerovnik	Ncmsn
čija	čiji	Pi-npn
prava	pravo	Ncnpa
proizlaze	proizlaziti	Vmr3p
iz	iz	Sg
sudskoga	sudski	Ncmsg
ili	ili	Cc
javnobilježničkoga	javnobilježnički	Agpnsgy
osiguranja	osiguranje	Ncnsg
tražbine	tražbina	Ncfsg
prijenosom	prijenos	Sg
vlasništva	vlasništvo	Ncnsg
stvari	stvar	Ncfsg
ili	ili	Cc
prijenosom	prijenos	Agpnsgy
prava	pravo	Ncnsg
ima	imati	Vmr3s
u	u	Sl
stečajnom	stečajni	Agpmsly
postupku	postupak	Ncmsl
pravni	pravni	Agpmsny
položaj	položaj	Ncmsn
razlučnoga	razlučan	Agpmsgy
vjerovnika	vjerovnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Otvaranjem	otvaranje	Ncnsi
stečajnoga	stečajni	Agpmsgy
postupka	postupak	Ncmsg
vjerovnik	vjerovnik	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
gubi	gubiti	Vmr3s
pravo	pravo	Ncnsa
otuđenja	otuđenje	Ncnsg
i	i	Cc
opterećenja	opterećenje	Ncnsg
stvari	stvar	Ncfsg
ili	ili	Cc
prava	pravo	Ncnpg
koja	koji	Pi-npn
su	biti	Var3p
na	na	Sa
njega	on	Pp3msa
prenesena	prenijeti	Appfsny
sudskim	sudski	Agpfpiy
ili	ili	Cc
javnobilježničkim	javnobilježnički	Agpnsiy
osiguranjem	osiguranje	Ncnsi
tražbine	tražbina	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Pravni	pravni	Agpmpny
poslovi	posao	Ncmpn
sklopljeni	sklopiti	Appmpny
protivno	protivno	Rgp
odredbi	odredba	Ncfsl
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
nisu	biti	Var3p
valjani	valjati	Appmpny
.	.	Z

Pravo	pravo	Ncnsn
odvojenoga	odvojiti	Agpnsgy
namirenja	namirenje	Ncnsg
ostalih	ostali	Agpmpgy
založnih	založni	Agpmpgy
vjerovnika	vjerovnik	Ncmpg

Članak	članak	Ncmsn
151.	151.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Vjerovnici	vjerovnik	Ncmpn
koji	koji	Pi-mpn
na	na	Sl
nekom	neki	Pi-msl
predmetu	predmet	Ncmsl
iz	iz	Sg
stečajne	stečajni	Agpfsgy
mase	masa	Ncfsg
imaju	imati	Vmr3p
kakvo	kakav	Agpnsay
založno	založni	Agpnsay
pravo	pravo	Ncnsa
koje	koji	Pi-nsn
nije	biti	Var3s
upisano	upisati	Appnsny
u	u	Sa
javnu	javan	Agpfsay
knjigu	knjiga	Ncfsa
imaju	imati	Vmr3p
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
ovim	ovaj	Pd-msi
Zakonom	zakon	Ncmsi
,	,	Z
pravo	pravo	Ncnsa
na	na	Sa
odvojeno	odvojiti	Agpnsay
namirenje	namirenje	Ncnsa
svoje	svoj	Px-fsg
tražbine	tražbina	Ncfsg
,	,	Z
kamata	kamata	Ncfpg
i	i	Cc
troškova	trošak	Ncmpg
iz	iz	Sg
vrijednosti	vrijednost	Ncfsg
založnoga	založni	Agpmsgy
predmeta	predmet	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zakonsko	zakonski	Agpnsny
založno	založni	Agpnsny
pravo	pravo	Ncnsn
najmodavca	najmodavac	Ncmsg
ili	ili	Cc
zakupodavca	zakupodavac	Ncmsg
u	u	Sl
stečajnom	stečajni	Agpmsly
postupku	postupak	Ncmsl
ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
ostvarivati	ostvarivati	Vmn
za	za	Sa
najamninu	najamnina	Ncfsa
ili	ili	Cc
zakupninu	zakupnina	Ncfsa
koja	koji	Pi-fsn
se	sebe	Px--sa
duguje	dugovati	Vmr3s
za	za	Sa
vrijeme	vrijeme	Ncnsa
ranije	rano	Rgc
od	od	Sg
posljednjih	posljednji	Agpmpgy
godinu	godina	Ncfsa
dana	dan	Ncmpg
prije	prije	Sg
otvaranja	otvaranje	Ncnsg
stečajnoga	stečajni	Agpmsgy
postupka	postupak	Ncmsg
,	,	Z
kao	kao	Cs
ni	ni	Qo
za	za	Sa
naknadu	naknada	Ncfsa
štete	šteta	Ncfsg
zbog	zbog	Sg
otkaza	otkaz	Ncmsg
najma	najam	Ncmsg
ili	ili	Cc
zakupa	zakup	Ncmsg
od	od	Sg
stečajnoga	stečajni	Agpmsgy
upravitelja	upravitelj	Ncmsg
.	.	Z

Navedena	navesti	Appnpny
ograničenja	ograničenje	Ncnpn
ne	ne	Qz
tiču	ticati	Vmr3p
se	sebe	Px--sa
založnoga	založni	Agpnsgy
prava	pravo	Ncnsg
zakupodavca	zakupodavac	Ncmsg
poljoprivrednoga	poljoprivredni	Agpmsgy

