infrastrukture	infrastruktura	Ncfsg
vlakove	vlak	Ncmpa
za	za	Sa
prijevoz	prijevoz	Ncmsan
putnika	putnik	Ncmpg
dulje	dugo	Rgc
od	od	Sg
400	400	Mdc
metara	metar	Ncmpg
mjerodavan	mjerodavan	Agpmsnn
je	biti	Var3s
SKM	SKM	Npmsn
koji	koji	Pi-msn
se	sebe	Px--sa
dobije	dobiti	Vmr3s
množenjem	množenje	Ncnsi
kočne	kočni	Agpfsgy
mase	masa	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
određenim	određen	Agpmpiy
korekcijskim	korekcijski	Agpmpiy
faktorima	faktor	Ncmpi
,	,	Z
i	i	Cc
to	to	Qo
:	:	Z

a	a	Cc
)	)	Z
za	za	Sa
vlak	vlak	Ncmsan
dugačak	dugačak	Agpmsann
od	od	Sg
401	401	Mdc
do	do	Sg
500	500	Mdc
metara	metar	Ncmpg
korekcijskim	korekcijski	Agpmsiy
faktorom	faktor	Ncmsi
0,92	0,92	Mdc

b	b	Y
)	)	Z
za	za	Sa
vlak	vlak	Ncmsan
dugačak	dugačak	Agpmsann
od	od	Sg
501	501	Mdc
do	do	Sg
600	600	Mdc
metara	metar	Ncmpg
korekcijskim	korekcijski	Agpmsiy
faktorom	faktor	Ncmsi
0,83	0,83	Mdc
ili	ili	Cc

c	C	Npmsn
)	)	Z
za	za	Sa
vlak	vlak	Ncmsan
dugačak	dugačak	Agpmsann
od	od	Sg
601	601	Mdc
do	do	Sg
700	700	Mdc
metara	metar	Ncmpg
korekcijskim	korekcijski	Agpmsiy
faktorom	faktor	Ncmsi
0,72.	0,72.	Mdo

(	(	Z
5	5	Mdc
)	)	Z
Kod	kod	Sg
vlakova	vlak	Ncmpg
kočenih	kočiti	Appmpgy
ep	ep	Ncmpg
kočnicom	kočnica	Ncfsi
ne	ne	Qz
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
korekcije	korekcija	Ncfpn
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Kod	kod	Sg
izračunavanja	izračunavanje	Ncnsg
SKM-a	SKM	Npmsg
kao	kao	Cs
mjerodavna	mjerodavan	Agpfsny
kočna	kočni	Agpfsny
masa	masa	Ncfsn
putničkih	putnički	Agpmpgy
vagona	vagon	Ncmpg
uzima	uzimati	Vmr3s
se	sebe	Px--sa
kočna	kočni	Agpfsny
masa	masa	Ncfsn
napisana	napisati	Appfsny
na	na	Sl
mjenjaču	mjenjač	Ncmsl
vrste	vrsta	Ncfsg
kočnice	kočnica	Ncfsg
ili	ili	Cc
na	na	Sl
uzdužnim	uzdužan	Agpmply
nosačima	nosač	Ncmpl
vagona	vagon	Ncmsg
pokraj	pokraj	Sg
natpisa	natpis	Ncmsg
za	za	Sa
kočnicu	kočnica	Ncfsa
,	,	Z
za	za	Sa
odgovarajući	odgovarajući	Agpmsayn
položaj	položaj	Ncmsan
ručice	ručica	Ncfsg
mjenjača	mjenjač	Ncmsg
vrste	vrsta	Ncfsg
kočnice	kočnica	Ncfsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Ako	ako	Cs
kočnica	kočnica	Ncfsn
ne	ne	Qz
radi	raditi	Vmr3s
u	u	Sl
visokom	visok	Agpmsly
stupnju	stupanj	Ncmsl
R	i	Agpmsly
,	,	Z
mjerodavna	mjerodavan	Agpfsny
je	biti	Var3s
kočna	kočni	Agpfsny
masa	masa	Ncfsn
za	za	Sa
niži	nizak	Agcmsayn
stupanj	stupanj	Ncmsan
P.	pa	Ncfsg
Za	za	Sa
kočnu	kočni	Agpfsay
masu	masa	Ncfsa
uzima	uzimati	Vmr3s
se	sebe	Px--sa
vlastita	vlastit	Agpfsny
masa	masa	Ncfsn
vagona	vagon	Ncmsg
ako	ako	Cs
na	na	Sl
vozilu	vozilo	Ncnsl
nije	biti	Var3s
napisana	napisati	Appfsny
kočna	kočni	Agpfsny
masa	masa	Ncfsn
za	za	Sa
položaj	položaj	Ncmsan
P.	P.	Y

(	(	Z
8	8	Mdc
)	)	Z
SKM	skm	Mrc
vlaka	vlak	Ncmsg
s	sa	Si
ep	EP	Agpfsiy
kočnicom	kočnica	Ncfsi
i	i	Cc
mjenjačem	mjenjač	Ncmsi
vrste	vrsta	Ncfsg
kočnice	kočnica	Ncfsg
u	u	Sl
položaju	položaj	Ncmsl
R	a	Ncfsg
povećava	povećavati	Vmr3s
se	sebe	Px--sa
množenjem	množenje	Ncnsi
faktorom	faktor	Ncmsi
1,12	1,12	Mdc
onda	onda	Rgp
ako	ako	Cs
su	biti	Var3p
vagoni	vagon	Ncmpn
opremljeni	opremiti	Appmpny
brzačima	brzači	Agpnsgy
pražnjenja	pražnjenje	Ncnsg
glavnog	glavni	Agpmsgy
zračnog	zračan	Agpmsgy
voda	vod	Ncmsg
koji	koji	Pi-msan
su	biti	Var3p
uključeni	uključiti	Appmpny
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Povećanje	povećanje	Ncnsn
množenjem	množenje	Ncnsi
faktorom	faktor	Ncmsi
1,12	1,12	Mdc
ne	ne	Qz
provodi	provoditi	Vmr3s
se	sebe	Px--sa
u	u	Sl
sljedećim	sljedeći	Agpmply
slučajevima	slučaj	Ncmpl
:	:	Z

a	a	Cc
)	)	Z
ako	ako	Cs
ep	ep	Ncmsn
kočnica	kočnica	Ncfsn
nije	biti	Var3s
djelatna	djelatan	Agpfsny
odnosno	odnosno	Rgp
ako	ako	Cs
ne	ne	Qz
postoji	postojati	Vmr3s
ep	ep	Ncmsn
upravljanje	upravljanje	Ncnsn
s	sa	Sg
vučnog	vučni	Agpnsgy
vozila	vozilo	Ncnsg

b	b	Npmsn
)	)	Z
ako	ako	Cs
ep	ep	Ncmsn
kočnica	kočnica	Ncfpg
odnosno	odnosno	Rgp
kontrola	kontrola	Ncfpg
ep	ep	Ncmsn
kočnice	kočnica	Ncfsg
nije	biti	Var3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
UIC-ovom	uic-ov	Agpfsiy
objavom	objava	Ncfsi
541	541	Mdc
-	-	Z
5	5	Mdc
i	i	Cc

c	C	Npmsn
)	)	Z
ako	ako	Cs
više	mnogo	Rgc
od	od	Sg
20	20	Mdc
%	%	Z
vozila	vozilo	Ncnsg
nema	nemati	Vmr3s
ep	ep	Ncmsan
kočnicu	kočnica	Ncfsa
ili	ili	Cc
na	na	Sa
njima	oni	Agpmsayn
ep	ep	Ncmsan
kočnica	kočnica	Ncfsn
nije	biti	Var3s
ispravna	ispravan	Agpfsny
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Kada	kada	Cs
je	biti	Var3s
vlak	vlak	Ncmsn
sastavljen	sastaviti	Appmsnn
od	od	Sg
vagona	vagon	Ncmsg
s	sa	Si
brzačima	brzači	Agpnsgy
pražnjenja	pražnjenje	Ncnsg
glavnog	glavni	Agpmsgy
zračnog	zračan	Agpmsgy
voda	vod	Ncmsg
,	,	Z
tada	tada	Rgp
je	biti	Var3s
SKM	SKM	Npmsn
jednak	jednak	Agpmsnn
zbroju	zbroj	Ncmsd
kočnih	kočni	Agpfpgy
masa	masa	Ncfpg
napisanih	napisati	Appfpgy
crvenom	crven	Agpfsiy
bojom	boja	Ncfsi
za	za	Sa
položaj	položaj	Ncmsan
R	r	Ncmsan
u	u	Sl
sljedećim	sljedeći	Agpmply
slučajevima	slučaj	Ncmpl
:	:	Z

a	a	Cc
)	)	Z
ako	ako	Cs
samo	samo	Rgp
na	na	Sl
jednom	jedan	Mlcmsl
vagonu	vagon	Ncmsl
nema	nemati	Vmr3s
brzača	brzač	Ncmsay
ili	ili	Cc
je	biti	Var3s
on	on	Pp3msn
isključen	isključiti	Appmsnn

b	b	Npmsn
)	)	Z
ako	ako	Cs
na	na	Sl
dvama	dva	Agpmply
vagonima	vagon	Ncmpl
nema	nemati	Vmr3s
brzača	brzača	Ncfpg
ili	ili	Cc
su	biti	Var3p
oni	onaj	Pd-mpn
isključeni	isključiti	Appmpny
,	,	Z
ali	ali	Cc
ti	taj	Pd-mpn
vagoni	vagon	Ncmpn
nisu	biti	Var3p
jedan	jedan	Mlcmsn
pokraj	pokraj	Sg
drugog	drugi	Mlomsg
ili	ili	Cc

c	C	Npmsn
)	)	Z
ako	ako	Cs
vlak	vlak	Ncmsn
nije	biti	Var3s
kočen	kočiti	Appmsnn
ep	ep	Ncmsn
kočnicom	kočnica	Ncfsi
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Izračun	izračun	Ncmsan
SKM-a	SKM	Npmsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
iz	iz	Sg
stavaka	stavak	Ncmpg
od	od	Sg
1.	1.	Mdo
do	do	Sg
7.	7.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
odnosi	odnositi	Vmr3s
se	sebe	Px--sa
na	na	Sa
kočne	kočni	Agpfpay
mase	masa	Ncfpa
radnih	radni	Agpfpgy
lokomotiva	lokomotiva	Ncfpg
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Kod	kod	Sg
teretnih	teretan	Agpmpgy
vagona	vagon	Ncmpg
u	u	Sl
SKM	SK	Npmsl
uzima	uzimati	Vmr3s
se	sebe	Px--sa
kočna	kočni	Agpfsny
masa	masa	Ncfsn
zavisno	zavisno	Rgp
od	od	Sg
položaja	položaj	Ncmsg
mjenjača	mjenjač	Ncmsg
kočne	kočni	Agpfsgy
sile	sila	Ncfsg
(	(	Z
onda	onda	Rgp
ako	ako	Cs
ga	on	Pp3msa
vagoni	vagon	Ncmpn
imaju	imati	Vmr3p
)	)	Z
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
Kada	kada	Cs
teretni	teretan	Agpmpny
vagoni	vagon	Ncmpn
ne	ne	Qz
koče	kočiti	Vmr3p
u	u	Sl
položaju	položaj	Ncmsl
»	»	Z
tovareno	tovariti	Appnsny
«	«	Z
,	,	Z
za	za	Sa
izračunavanje	izračunavanje	Ncnsa
SKM-a	SKM	Npmsg
uzima	uzimati	Vmr3s
se	sebe	Px--sa
kočna	kočni	Agpfsny
masa	masa	Ncfsn
za	za	Sa
položaj	položaj	Ncmsan
»	»	Z
prazno	prazno	Rgp
«	«	Z
.	.	Z

(	(	Z
14	14	Mdc
)	)	Z
Kod	kod	Sg
vagona	vagon	Ncmsg
gdje	gdje	Cs
se	sebe	Px--sa
kočna	kočni	Agpfsny
sila	sila	Ncfsn
podešava	podešavati	Vmr3s
automatski	automatski	Rgp
u	u	Sl
zavisnosti	zavisnost	Ncfsl
od	od	Sg
opterećenja	opterećenje	Ncnsg
,	,	Z
kao	kao	Cs
kočna	kočni	Agpfsny
masa	masa	Ncfsn
uzima	uzimati	Vmr3s
se	sebe	Px--sa
stvarna	stvaran	Agpfsny
ukupna	ukupan	Agpfsny
masa	masa	Ncfsn
vagona	vagon	Ncmsg
.	.	Z

Mjerodavna	mjerodavan	Agpfsny
kočna	kočni	Agpfsny
masa	masa	Ncfsn
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
veća	velik	Agcfsny
od	od	Sg
mase	masa	Ncfsg
koja	koji	Pi-fsn
je	biti	Var3s
označena	označiti	Appfsny
na	na	Sl
uzdužnim	uzdužan	Agpmply
nosačima	nosač	Ncmpl
vagona	vagon	Ncmsg
.	.	Z

(	(	Z
15	15	Mdc
)	)	Z
Kada	kada	Rgp
teretni	teretan	Agpmpny
vagoni	vagon	Ncmpn
nemaju	nemati	Vmr3p
mjenjače	mjenjač	Ncmpa
kočne	kočni	Agpfsgy
sile	sila	Ncfsg
,	,	Z
tada	tada	Rgp
se	sebe	Px--sa
u	u	Sl
SKM	SK	Npmsl
uzima	uzimati	Vmr3s
kočna	kočni	Agpfsny
masa	masa	Ncfsn
napisana	napisati	Appfsny
na	na	Sl
uzdužnim	uzdužan	Agpmply
nosačima	nosač	Ncmpl
.	.	Z

Ako	ako	Cs
kočna	kočni	Agpfsny
masa	masa	Ncfsn
nije	biti	Var3s
napisana	napisati	Appfsny
na	na	Sl
vozilu	vozilo	Ncnsl
ili	ili	Cc
ako	ako	Cs
nije	biti	Var3s
čitljiva	čitljiv	Agpfsny
,	,	Z
kao	kao	Cs
kočna	kočni	Agpfsny
masa	masa	Ncfsn
uzima	uzimati	Vmr3s
se	sebe	Px--sa
vlastita	vlastit	Agpfsny
masa	masa	Ncfsn
vozila	vozilo	Ncnsg
zaokružena	zaokružiti	Appfsny
na	na	Sa
prvu	prvi	Mlofsa
nižu	nizati	Vmr3p
cijelu	cijel	Agpfsay
tonu	tona	Ncfsa
.	.	Z

(	(	Z
16	16	Mdc
)	)	Z
Kao	kao	Cs
kočna	kočni	Agpfsny
masa	masa	Ncfsn
vučnih	vučni	Agpnpgy
vozila	vozilo	Ncnpg

