Popisa	popis	Ncmsg
smiju	smjeti	Vmr3p
imati	imati	Vmn
mobilni	mobilan	Agpmsayn
protetski	protetski	Agpmsayn
nadomjestak	nadomjestak	Ncmsan
.	.	Z

Ad	Ad	Qo
85.1	85.1	Mdc
Zubni	zubni	Agpmsny
karijes	karijes	Ncmsn
do	do	Sg
dva	dva	Mlc
(	(	Z
2	2	Mdc
)	)	Z
zuba	zub	Ncmsg
u	u	Sl
usnoj	usni	Agpfsly
šupljini	šupljina	Ncfsl
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
4	4	Mdc
za	za	Sa
djelatnu	djelatan	Agpfsay
vojnu	vojni	Agpfsay
službu	služba	Ncfsa
i	i	Cc
smatra	smatrati	Vmr3s
se	sebe	Px--sa
nesposobnim	nesposoban	Agpmsiy
za	za	Sa
upućivanje	upućivanje	Ncnsa
u	u	Sa
operacije	operacija	Ncfpa
potpore	potpora	Ncfsg
miru	mir	Ncmsl
i	i	Cc
druge	drugi	Mlofpa
aktivnosti	aktivnost	Ncfpa
u	u	Sl
inozemstvu	inozemstvo	Ncnsl
.	.	Z

Ad	Ad	Qo
85.2	85.2	Mdc
Zubni	zubni	Agpmsny
karijes	karijes	Ncmsn
na	na	Sa
tri	tri	Mlc
(	(	Z
3	3	Mdc
)	)	Z
do	do	Sg
četiri	četiri	Mlc
(	(	Z
4	4	Mdc
)	)	Z
zuba	zub	Ncmsg
u	u	Sl
usnoj	usni	Agpfsly
šupljini	šupljina	Ncfsl
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
3	3	Mdc
za	za	Sa
djelatnu	djelatan	Agpfsay
vojnu	vojni	Agpfsay
službu	služba	Ncfsa
i	i	Cc
smatra	smatrati	Vmr3s
se	sebe	Px--sa
nesposobnim	nesposoban	Agpmsiy
za	za	Sa
upućivanje	upućivanje	Ncnsa
u	u	Sa
operacije	operacija	Ncfpa
potpore	potpora	Ncfsg
miru	mir	Ncmsl
i	i	Cc
druge	drugi	Mlofpa
aktivnosti	aktivnost	Ncfpa
u	u	Sl
inozemstvu	inozemstvo	Ncnsl
.	.	Z

Ad	Ad	Qo
85.3	85.3	Mdc
Zubni	zubni	Agpmsny
karijes	karijes	Ncmsn
na	na	Sa
pet	pet	Mlc
(	(	Z
5	5	Mdc
)	)	Z
i	i	Cc
više	mnogo	Rgc
zuba	zub	Ncmpg
u	u	Sl
usnoj	usni	Agpfsly
šupljini	šupljina	Ncfsl
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
daljnje	daljnji	Agpnsny
liječenje	liječenje	Ncnsn
/	/	Z
dijagnostička	dijagnostički	Agpfsny
obrada	obrada	Ncfsn
.	.	Z

Ad	Ad	Qo
85.4	85.4	Mdc
Nesanirani	nesaniran	Agpmsny
zubni	zubni	Agpmsny
karijes	karijes	Ncmsn
na	na	Sa
pet	pet	Mlc
(	(	Z
5	5	Mdc
)	)	Z
i	i	Cc
više	mnogo	Rgc
zuba	zub	Ncmpg
i	i	Cc
nakon	nakon	Sg
provedenog	provesti	Agpnsgy
liječenja	liječenje	Ncnsg
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
1.	1.	Mdo

Ad	Ad	Sg
88.	88.	Mdo

Ostale	ostali	Agpfpny
bolesti	bolest	Ncfpn
zuba	zub	Ncmsg
i	i	Cc
usne	usni	Agpfsgy
šupljine	šupljina	Ncfsg
koje	koji	Pi-fpn
nakon	nakon	Sg
provedenog	provesti	Agpnsgy
liječenja	liječenje	Ncnsg
ne	ne	Qz
ostavljaju	ostavljati	Vmr3p
funkcijske	funkcijski	Agpfpny
smetnje	smetnja	Ncfpn
ocjenjuju	ocjenjivati	Vmr3p
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
4.	4.	Mdo
Za	za	Sa
slučaj	slučaj	Ncmsan
kada	kada	Cs
neke	neki	Pi-fpn
bolesti	bolest	Ncfpn
nakon	nakon	Sg
provedenog	provesti	Agpnsgy
liječenja	liječenje	Ncnsg
uzrokuju	uzrokovati	Vmr3p
funkcijske	funkcijski	Agpfpay
smetnje	smetnja	Ncfpa
lakog	lak	Agpmsgy
i	i	Cc
srednjeg	srednji	Agpmsgy
stupnja	stupanj	Ncmsg
ocjenjuju	ocjenjivati	Vmr3p
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
3	3	Mdc
,	,	Z
a	a	Cc
ocjena	ocjena	Ncfsn
1	1	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
teža	teža	Ncfpg
oštećenja	oštećenje	Ncnsg
.	.	Z

Dentalna	dentalan	Agpfsny
sposobnost	sposobnost	Ncfsn
kandidata	kandidat	Ncmpg
za	za	Sa
operacije	operacija	Ncfpa
potpore	potpora	Ncfsg
miru	mir	Ncmsl
i	i	Cc
druge	drugi	Mlofpa
aktivnosti	aktivnost	Ncfpa
u	u	Sl
inozemstvu	inozemstvo	Ncnsl
utvrđuje	utvrđivati	Vmr3s
se	sebe	Px--sa
i	i	Qo
na	na	Sl
temelju	temelj	Ncmsl
dodatnih	dodatan	Agpmpgy
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
u	u	Sl
Prilogu	prilog	Ncmsl
4	4	Mdc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Ad	ad	Ncmsn
90.	90.	Mdo
,	,	Z
91.	91.	Mdo
i	i	Cc
92.	92.	Mdo

Ocjena	ocjena	Ncfsn
se	sebe	Px--sa
donosi	donositi	Vmr3s
na	na	Sl
temelju	temelj	Ncmsl
polikliničkog	poliklinički	Agpmsgy
ili	ili	Cc
stacionarnog	stacionaran	Agpnsgy
liječenja	liječenje	Ncnsg
.	.	Z

Obvezan	obvezan	Agpmsnn
endoskopski	endoskopski	Agpmsny
nalaz	nalaz	Ncmsn
.	.	Z

Ad	Ad	Sg
92.	92.	Mdo

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
lakša	lak	Agcfsny
i	i	Cc
srednja	srednji	Agpnpay
funkcionalna	funkcionalan	Agpnpay
oštećenja	oštećenje	Ncnpa
,	,	Z
a	a	Cc
ocjena	ocjena	Ncfsn
1	1	Mdc
za	za	Sa
teža	težak	Agpnpay
oštećenja	oštećenje	Ncnpa
.	.	Z

Ad	Ad	Qo
93.3.	93.3.	Mds

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
za	za	Sa
lakša	lak	Agcfsny
i	i	Cc
srednja	srednji	Agpnpay
funkcionalna	funkcionalan	Agpnpay
oštećenja	oštećenje	Ncnpa
,	,	Z
a	a	Cc
ocjena	ocjena	Ncfsn
1	1	Mdc
za	za	Sa
teža	težak	Agpnpay
oštećenja	oštećenje	Ncnpa
.	.	Z

Ad	Ad	Sg
96.	96.	Mdo

Ocjena	ocjena	Ncfsn
sposobnosti	sposobnost	Ncfsg
donosi	donositi	Vmr3s
se	sebe	Px--sa
na	na	Sl
temelju	temelj	Ncmsl
organskih	organski	Agpmpgy
funkcionalnih	funkcionalan	Agpmpgy
poremećaja	poremećaj	Ncmpg
i	i	Cc
poremećaja	poremećaj	Ncmsg
općeg	opći	Agpnsgy
stanja	stanje	Ncnsg
(	(	Z
slabokrvnost	slabokrvnost	Ncfsn
,	,	Z
tjelesna	tjelesni	Agpfsny
slabost	slabost	Ncfsn
)	)	Z
.	.	Z

Ad	Ad	Sg
97.	97.	Mdo

Ocjena	ocjena	Ncfsn
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
donosi	donositi	Vmr3s
se	sebe	Px--sa
na	na	Sl
temelju	temelj	Ncmsl
nalaza	nalaz	Ncmsg
gastroenterologa	gastroenterolog	Ncmsg
(	(	Z
hepatologa	hepatolog	Ncmsg
)	)	Z
uz	uz	Sa
obvezan	obvezan	Agpmsann
biokemijski	biokemijski	Agpmsayn
pregled	pregled	Ncmsan
krvi	krv	Ncfsg
,	,	Z
ultrazvučni	ultrazvučan	Agpmsny
nalaz	nalaz	Ncmsn
,	,	Z
nalaz	nalaz	Ncmsan
markera	marker	Ncmsg
na	na	Sa
virus	virus	Ncmsan
hepatitisa	hepatitis	Ncmsg
i	i	Cc
biopsija	biopsija	Ncfpg
jetre	jetra	Ncfsg
po	po	Sl
indikaciji	indikacija	Ncfsl
.	.	Z

Steatoza	steatoza	Ncfsn
jetre	jetra	Ncfsg
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
4.	4.	Mdo

Kronični	kroničan	Agpmsny
hepatitis	hepatitis	Ncmsn
i	i	Cc
kronični	kroničan	Agpmsny
perzistentni	perzistentan	Agpmsny
hepatitis	hepatitis	Ncmsn
bez	bez	Sg
funkcionalnih	funkcionalan	Agpmpgy
poremećaja	poremećaj	Ncmpg
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
3.	3.	Mdo

Kronični	kroničan	Agpmsny
aktivni	aktivan	Agpmsny
hepatitis	hepatitis	Ncmsn
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
1.	1.	Mdo

Ciroza	ciroza	Ncfsn
jetre	jetra	Ncfsg
ocjenjuje	ocjenjivati	Vmr3s
se	sebe	Px--sa
ocjenom	ocjena	Ncfsi
1.	1.	Mdo

Ad	Ad	Sg
99.	99.	Mdo

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
slučajevima	slučaj	Ncmpl
bez	bez	Sg
i	i	Cc
s	sa	Si
lakšim	lak	Agcfpiy
funkcionalnim	funkcionalan	Agpnply
oštećenjima	oštećenje	Ncnpl
,	,	Z
a	a	Cc
ocjena	ocjena	Ncfsn
1	1	Mdc
za	za	Sa
teža	težak	Agpnpay
oštećenja	oštećenje	Ncnpa
.	.	Z

Ad	ai	Agpfsny
Skupina	skupina	Ncfsn
XII	xii	Mrc
.	.	Z

Ocjena	ocjena	Ncfsn
zdravstvene	zdravstven	Agpfsgy
sposobnosti	sposobnost	Ncfsg
donosi	donositi	Vmr3s
se	sebe	Px--sa
na	na	Sl
temelju	temelj	Ncmsl
nalaza	nalaz	Ncmsg
nadležnog	nadležan	Agpmsgy
specijalista	specijalist	Ncmsg
medicine	medicina	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
nalaza	nalaz	Ncmpg
polikliničko-bolničko-kliničkih	polikliničko-bolničko-klinički	Agpnsgy
ispitivanja	ispitivanje	Ncnsg
.	.	Z

Ad	Ad	Sg
100.	100.	Mdo

Ocjena	ocjena	Ncfsn
se	sebe	Px--sa
donosi	donositi	Vmr3s
na	na	Sl
temelju	temelj	Ncmsl
funkcionalne	funkcionalan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
bubrega	bubreg	Ncmpg
.	.	Z

Ocjena	ocjena	Ncfsn
4	4	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
slučaju	slučaj	Ncmsl
jednostrane	jednostran	Agpfsgy
hidronefroze	hidronefroza	Ncfsg
bez	bez	Sg
funkcionalnih	funkcionalan	Agpnpgy
oštećenja	oštećenje	Ncnpg
.	.	Z

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
slučaju	slučaj	Ncmsl
hipofunkcije	hipofunkcija	Ncfsg
bez	bez	Sg
insuficijencije	insuficijencija	Ncfsg
bubrega	bubreg	Ncmpg
.	.	Z

Ocjena	ocjena	Ncfsn
1	1	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
slučaju	slučaj	Ncmsl
hipofunkcije	hipofunkcija	Ncfsg
s	sa	Si
insuficijencijom	insuficijencija	Ncfsi
bubrega	bubreg	Ncmpg
.	.	Z

Ad	Ad	Sg
101.	101.	Mdo

Ocjena	ocjena	Ncfsn
sposobnosti	sposobnost	Ncfsg
donosi	donositi	Vmr3s
se	sebe	Px--sa
na	na	Sl
temelju	temelj	Ncmsl
funkcionalne	funkcionalan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
bubrega	bubreg	Ncmpg
navedene	navesti	Appfpny
u	u	Sl
točki	točka	Ncfsl
99.	99.	Mdo
ovoga	ovaj	Pd-msg
Popisa	popis	Ncmsg
.	.	Z

Ad	Ad	Sg
102.	102.	Mdo

Ocjena	ocjena	Ncfsn
3	3	Mdc
donosi	donositi	Vmr3s
se	sebe	Px--sa
u	u	Sl
slučajevima	slučaj	Ncmpl
bez	bez	Sg
i	i	Cc
s	sa	Si
lakšim	lak	Agcfpiy
funkcionalnim	funkcionalan	Agpnply
oštećenjima	oštećenje	Ncnpl
,	,	Z
a	a	Cc
ocjena	ocjena	Ncfsn
1	1	Mdc
za	za	Sa
teža	težak	Agpnpay
oštećenja	oštećenje	Ncnpa
.	.	Z

Ako	ako	Cs
je	biti	Var3s
uzrok	uzrok	Ncmsn
neka	neki	Pi-fsn
druga	drugi	Mlofsn
bolest	bolest	Ncfsn
,	,	Z
ocjena	ocjena	Ncfsn
se	sebe	Px--sa
donosi	donositi	Vmr3s
prema	prema	Sl
osnovnoj	osnovan	Agpfsly
bolesti	bolest	Ncfsl
.	.	Z

Ad	Ad	Qo
103.2.	103.2.	Mds

Pri	pri	Sl
ocjeni	ocjena	Ncfsl
sposobnosti	sposobnost	Ncfsg
donosi	donositi	Vmr3s
se	sebe	Px--sa
ocjena	ocjena	Ncfsn
1	1	Mdc
ako	ako	Cs
operativnim	operativan	Agpmsiy
zahvatom	zahvat	Ncmsi
nije	biti	Var3s
došlo	doći	Vmp-sn
do	do	Sg
izlječenja	izlječenje	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
ocjena	ocjena	Ncfsn
4	4	Mdc
ako	ako	Cs
je	biti	Var3s
operativnim	operativan	Agpmsiy
zahvatom	zahvat	Ncmsi
postignuto	postignuti	Agpnsny
izlječenje	izlječenje	Ncnsn
.	.	Z

Ad	Ad	Qo
104.2.	104.2.	Mds

Ocjena	ocjena	Ncfsn
se	sebe	Px--sa
donosi	donositi	Vmr3s
na	na	Sl
temelju	temelj	Ncmsl
funkcionalnog	funkcionalan	Agpmsgy
statusa	status	Ncmsg
i	i	Cc
nalaza	nalaz	Ncmsg
urologa	urolog	Ncmsg
.	.	Z

Ad	Ad	Sg
105.	105.	Mdo

Ako	ako	Cs
su	biti	Var3p
prisutne	prisutan	Agpfpny
jače	jako	Rgc
izražene	izraziti	Appfpny
funkcionalne	funkcionalan	Agpfsgy
smetnje	smetnja	Ncfsg
donosi	donositi	Vmr3s
se	sebe	Px--sa
ocjena	ocjena	Ncfsn
1.	1.	Mdo

Ad	Ad	Sg
106.	106.	Mdo

Ocjena	ocjena	Ncfsn
se	sebe	Px--sa
donosi	donositi	Vmr3s
na	na	Sl
temelju	temelj	Ncmsl
funkcionalnog	funkcionalan	Agpmsgy
statusa	status	Ncmsg
i	i	Cc

