propisati	propisati	Vmn
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
izračunavati	izračunavati	Vmn
iznose	iznos	Ncmpa
naplative	naplativ	Agpmpay
na	na	Sl
temelju	temelj	Ncmsl
ugovora	ugovor	Ncmsg
o	o	Sl
reosiguranju	reosiguranje	Ncnsl
i	i	Cc
od	od	Sg
subjekata	subjekt	Ncmpg
posebne	poseban	Agpfsgy
namjene	namjena	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
članaka	članak	Ncmpg
105.	105.	Mdo
–	–	Z
116.	116.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pri	pri	Sl
izračunu	izračun	Ncmsl
iznosa	iznos	Ncmsg
naplativih	naplativ	Agpmpgy
na	na	Sl
temelju	temelj	Ncmsl
ugovora	ugovor	Ncmsg
o	o	Sl
reosiguranju	reosiguranje	Ncnsl
i	i	Cc
od	od	Sg
subjekata	subjekt	Ncmpg
posebne	poseban	Agpfsgy
namjene	namjena	Ncfsg
,	,	Z
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
uzeti	uzeti	Vmn
u	u	Sa
obzir	obzir	Ncmsan
vremensku	vremenski	Agpfsay
razliku	razlika	Ncfsa
između	između	Sg
naplativih	naplativ	Agpmpgy
iznosa	iznos	Ncmpg
i	i	Cc
izravnih	izravan	Agpfpgy
isplata	isplata	Ncfpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
prilagoditi	prilagoditi	Vmn
vrijednost	vrijednost	Ncfsa
izračunatih	izračunati	Appmpgy
naplativih	naplativ	Agpmpgy
iznosa	iznos	Ncmpg
kako	kako	Cs
bi	biti	Vaa3p
se	sebe	Px--sa
uzeli	uzeti	Vmp-pm
u	u	Sa
obzir	obzir	Ncmsan
očekivani	očekivati	Agpmpny
gubici	gubitak	Ncmpn
nastali	nastati	Vmp-pm
zbog	zbog	Sg
neispunjenja	neispunjenje	Ncnsg
obveza	obveza	Ncfpg
druge	drugi	Agpfsgy
ugovorne	ugovoran	Agpfsgy
strane	strana	Ncfsg
.	.	Z

Ta	taj	Pd-fsn
se	sebe	Px--sa
prilagodba	prilagodba	Ncfsn
mora	morati	Vmr3s
temeljiti	temeljiti	Vmn
na	na	Sl
procjeni	procjena	Ncfsl
vjerojatnosti	vjerojatnost	Ncfsg
neispunjenja	neispunjenje	Ncnsg
obveze	obveza	Ncfsg
druge	drugi	Mlofsg
ugovorne	ugovoran	Agpfsgy
strane	strana	Ncfsg
i	i	Cc
prosječnog	prosječan	Agpmsgy
gubitka	gubitak	Ncmsg
zbog	zbog	Sg
neispunjenja	neispunjenje	Ncnsg
obveze	obveza	Ncfsg
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Uredbom	uredba	Ncfsi
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
2015/35.	2015/35.	Mds

Kvaliteta	kvaliteta	Ncfsn
podataka	podatak	Ncmpg
i	i	Cc
primjena	primjena	Ncfpg
približnih	približan	Agpfpgy
vrijednosti	vrijednost	Ncfpg
,	,	Z
uključujući	uključivati	Rr
pristupe	pristup	Ncmpa
u	u	Sl
kojima	koji	Pi-fpl
se	sebe	Px--sa
razmatra	razmatrati	Vmr3s
svaki	svaki	Pi-msn
slučaj	slučaj	Ncmsn
posebno	poseban	Agpnsny
,	,	Z
u	u	Sl
izračunu	izračun	Ncmsl
tehničkih	tehnički	Agpfpgy
pričuva	pričuva	Ncfpg

Članak	članak	Ncmsn
118.	118.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
uspostaviti	uspostaviti	Vmn
unutarnje	unutarnji	Agpmpay
procese	proces	Ncmpa
i	i	Cc
procedure	procedura	Ncfpa
za	za	Sa
osiguranje	osiguranje	Ncnsa
primjerenosti	primjerenost	Ncfsg
,	,	Z
potpunosti	potpunost	Ncfsg
i	i	Cc
točnosti	točnost	Ncfsg
podataka	podatak	Ncmpg
koje	koji	Pi-mpa
upotrebljava	upotrebljavati	Vmr3s
pri	pri	Sl
izračunu	izračun	Ncmsl
svojih	svoj	Px-fpg
tehničkih	tehnički	Agpfpgy
pričuva	pričuva	Ncfpg
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Uredbom	uredba	Ncfsi
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
2015/35.	2015/35.	Mds

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
u	u	Sl
posebnim	poseban	Agpfply
okolnostima	okolnost	Ncfpl
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
nema	nemati	Vmr3s
dovoljno	dovoljno	Rgp
podataka	podatak	Ncmpg
primjerene	primjeren	Agpfsgy
kvalitete	kvaliteta	Ncfsg
za	za	Sa
primjenu	primjena	Ncfsa
pouzdane	pouzdan	Agpfsgy
aktuarske	aktuarski	Agpfsgy
metode	metoda	Ncfsg
za	za	Sa
izračun	izračun	Ncmsan
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
ugovora	ugovor	Ncmsg
o	o	Sl
reosiguranju	reosiguranje	Ncnsl
ili	ili	Cc
iznosa	iznos	Ncmsg
naplativih	naplativ	Agpmpgy
na	na	Sl
temelju	temelj	Ncmsl
ugovora	ugovor	Ncmsg
o	o	Sl
reosiguranju	reosiguranje	Ncnsl
i	i	Cc
od	od	Sg
subjekata	subjekt	Ncmpg
posebne	poseban	Agpfsgy
namjene	namjena	Ncfsg
,	,	Z
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
može	moći	Vmr3s
pri	pri	Sl
izračunu	izračun	Ncmsl
najbolje	dobar	Agsfsgy
procjene	procjena	Ncfsg
koristiti	koristiti	Vmn
primjerene	primjeren	Agpfpay
približne	približan	Agpfpay
vrijednosti	vrijednost	Ncfpa
,	,	Z
uključujući	uključivati	Rr
pristupe	pristup	Ncmpa
u	u	Sl
kojima	koji	Pi-fpl
se	sebe	Px--sa
razmatra	razmatrati	Vmr3s
svaki	svaki	Pi-msn
slučaj	slučaj	Ncmsn
posebno	posebno	Rgp
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Uredbom	uredba	Ncfsi
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
2015/35.	2015/35.	Mds

Usporedba	usporedba	Ncfsn
s	sa	Si
iskustvom	iskustvo	Ncnsi

Članak	članak	Ncmsn
119.	119.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
uspostaviti	uspostaviti	Vmn
procese	proces	Ncmpa
i	i	Cc
procedure	procedura	Ncfpa
kako	kako	Cs
bi	biti	Vaa3s
osiguralo	osigurati	Vmp-sn
da	da	Cs
se	sebe	Px--sa
najbolje	dobar	Agsfpny
procjene	procjena	Ncfpn
i	i	Cc
pretpostavke	pretpostavka	Ncfpa
na	na	Sl
kojima	koji	Pi-fpl
se	sebe	Px--sa
temelji	temeljiti	Vmr3s
izračun	izračun	Ncmsan
najboljih	dobar	Agsfpgy
procjena	procjena	Ncfpg
redovito	redovito	Rgp
uspoređuju	uspoređivati	Vmr3p
s	sa	Si
iskustvom	iskustvo	Ncnsi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
usporedbom	usporedba	Ncfsi
utvrdi	utvrditi	Vmr3s
sustavno	sustavan	Agpnsay
odstupanje	odstupanje	Ncnsa
između	između	Sg
iskustva	iskustvo	Ncnsg
i	i	Cc
izračuna	izračun	Ncmsg
najboljih	dobar	Agsfpgy
procjena	procjena	Ncfpg
,	,	Z
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dužno	dužan	Agpnsny
je	biti	Var3s
na	na	Sa
primjeren	primjeren	Agpmsann
način	način	Ncmsan
prilagoditi	prilagoditi	Vmn
aktuarske	aktuarski	Agpfpay
metode	metoda	Ncfpa
i	i	Cc
pretpostavke	pretpostavka	Ncfpa
korištene	koristiti	Appfpny
u	u	Sl
izračunu	izračun	Ncmsl
.	.	Z

Primjerenost	primjerenost	Ncfsn
razine	razina	Ncfsg
tehničkih	tehnički	Agpfpgy

