naizmjenični	naizmjeničan	Agpmsny
»	»	Z
dva	dva	Mlc
duga	dug	Ncmsg
zvuka	zvuk	Ncmsg
popraćena	popratiti	Appfsny
s	sa	Si
dva	dva	Mlc
kratka	kratak	Agpmsgn
zvuka	zvuk	Ncmsg
«	«	Z
ako	ako	Cs
namjerava	namjeravati	Vmr3s
obaviti	obaviti	Vmn
pretjecanje	pretjecanje	Ncnsa
s	sa	Sg
lijeve	lijevi	Agpfsgy
strane	strana	Ncfsg
sustignutog	sustići	Agpnsgy
plovila	plovilo	Ncnsg
,	,	Z

b	b	Npmsn
)	)	Z
»	»	Z
dva	dva	Mlc
duga	dug	Ncmsg
zvuka	zvuk	Ncmsg
popraćena	popratiti	Appfsny
jednim	jedan	Mlcmsi
kratkim	kratak	Agpmsiy
zvukom	zvuk	Ncmsi
«	«	Z
ako	ako	Cs
namjerava	namjeravati	Vmr3s
obaviti	obaviti	Vmn
pretjecanje	pretjecanje	Ncnsa
s	sa	Sg
desne	desni	Agpfsgy
strane	strana	Ncfsg
sustignutog	sustići	Agpnsgy
plovila	plovilo	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Kada	kada	Rgp
sustignuto	sustići	Agpnsny
plovilo	plovilo	Ncnsn
može	moći	Vmr3s
udovoljiti	udovoljiti	Vmn
zahtjevu	zahtjev	Ncfsa
plovila	plovilo	Ncnsg
koje	koji	Pi-nsn
ga	on	Pp3msa
namjerava	namjeravati	Vmr3s
preteći	preteći	Vmn
,	,	Z
ono	onaj	Pd-nsn
mora	morati	Vmr3s
ostaviti	ostaviti	Vmn
dovoljno	dovoljno	Rgp
prostora	prostor	Ncmsg
na	na	Sl
traženoj	tražen	Agpfsly
strani	strana	Ncfsl
na	na	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
obavlja	obavljati	Vmr3s
pretjecanje	pretjecanje	Ncnsa
uklanjajući	uklanjati	Rr
se	sebe	Px--sa
po	po	Sl
potrebi	potreba	Ncfsl
na	na	Sa
suprotnu	suprotan	Agpfsay
stranu	strana	Ncfsa
i	i	Cc
dati	dati	Vmn
sljedeće	sljedeći	Agpmpay
zvučne	zvučan	Agpmpay
znakove	znak	Ncmpa
:	:	Z

a	a	Cc
)	)	Z
»	»	Z
jedan	jedan	Mlcmsan
kratki	kratak	Agpmsayn
zvuk	zvuk	Ncmsan
«	«	Z
ako	ako	Cs
će	htjeti	Var3s
se	sebe	Px--sa
pretjecanje	pretjecanje	Ncnsn
obaviti	obaviti	Vmn
po	po	Sl
lijevoj	lijevi	Agpfsly
strani	strana	Ncfsl
,	,	Z

b	b	Npmsn
)	)	Z
»	»	Z
dva	dva	Mlc
kratka	kratak	Agpmsgn
zvuka	zvuk	Ncmsg
«	«	Z
ako	ako	Cs
će	htjeti	Var3s
se	sebe	Px--sa
pretjecanje	pretjecanje	Ncnsn
obaviti	obaviti	Vmn
po	po	Sl
desnoj	desni	Agpfsly
strani	strana	Ncfsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Kada	kada	Cs
pretjecanje	pretjecanje	Ncnsn
nije	biti	Var3s
moguće	moguć	Agpnsny
sa	sa	Sg
strane	strana	Ncfsg
koju	koji	Pi-fsa
zahtijeva	zahtijevati	Vmr3s
plovilo	plovilo	Ncnsa
koje	koji	Pi-nsn
namjerava	namjeravati	Vmr3s
preteći	preteći	Vmn
,	,	Z
ali	ali	Cc
je	biti	Var3s
moguće	moguć	Agpnsny
sa	sa	Sg
suprotne	suprotan	Agpfsgy
strane	strana	Ncfsg
,	,	Z
tada	tada	Rgp
se	sebe	Px--sa
sustignuto	sustići	Agpnsny
plovilo	plovilo	Ncnsn
treba	trebati	Vmr3s
dati	dati	Vmn
sljedeće	sljedeći	Agpmpay
zvučne	zvučan	Agpmpay
znakove	znak	Ncmpa
:	:	Z

a	a	Cc
)	)	Z
»	»	Z
jedan	jedan	Mlcmsn
kratki	kratak	Agpmsny
zvuk	zvuk	Ncmsn
«	«	Z
kada	kada	Cs
je	biti	Var3s
pretjecanje	pretjecanje	Ncnsn
moguće	moguć	Agpnsny
s	sa	Sg
lijeve	lijevi	Agpfsgy
strane	strana	Ncfsg
,	,	Z

b	b	Npmsn
)	)	Z
»	»	Z
dva	dva	Mlc
kratka	kratak	Agpmsgn
zvuka	zvuk	Ncmsg
«	«	Z
kada	kada	Cs
je	biti	Var3s
pretjecanje	pretjecanje	Ncnsn
moguće	moguć	Agpnsny
s	sa	Sg
desne	desni	Agpfsgy
strane	strana	Ncfsg
.	.	Z

Kad	kad	Cs
plovilo	plovilo	Ncnsn
koje	koji	Pi-nsn
pretječe	pretjecati	Vmr3s
želi	željeti	Vmr3s
i	i	Qo
dalje	daleko	Rgc
pretjecati	pretjecati	Vmn
,	,	Z
mora	morati	Vmr3s
dati	dati	Vmn
»	»	Z
dva	dva	Mlc
kratka	kratak	Agpmsgn
zvuka	zvuk	Ncmsg
«	«	Z
u	u	Sl
slučaju	slučaj	Ncmsl
pod	pod	Si
a	a	Cc
)	)	Z
ili	ili	Cc
»	»	Z
jedan	jedan	Mlcmsan
kratak	kratak	Agpmsann
zvuk	zvuk	Ncmsan
«	«	Z
u	u	Sl
slučaju	slučaj	Ncmsl
pod	pod	Si
b	b	X
)	)	Z
.	.	Z

Sustignuto	sustići	Agpnsny
plovilo	plovilo	Ncnsn
tada	tada	Rgp
mora	morati	Vmr3s
ostaviti	ostaviti	Vmn
dovoljno	dovoljno	Rgp
prostora	prostor	Ncmsg
sa	sa	Sg
strane	strana	Ncfsg
na	na	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
obavlja	obavljati	Vmr3s
pretjecanje	pretjecanje	Ncnsa
uklanjajući	uklanjati	Rr
se	sebe	Px--sa
,	,	Z
ako	ako	Cs
je	biti	Var3s
to	taj	Pd-nsn
potrebno	potreban	Agpnsny
,	,	Z
na	na	Sa
suprotnu	suprotan	Agpfsay
stranu	strana	Ncfsa
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Kada	kada	Rgp
kod	kod	Sg
pretjecanja	pretjecanje	Ncnsg
postoji	postojati	Vmr3s
opasnost	opasnost	Ncfsn
od	od	Sg
sudara	sudar	Ncmsg
,	,	Z
tada	tada	Rgp
sustignuto	sustići	Agpnsny
plovilo	plovilo	Ncnsn
mora	morati	Vmr3s
dati	dati	Vmn
»	»	Z
pet	pet	Mlc
kratkih	kratak	Agpmpgy
zvukova	zvuk	Ncmpg
«	«	Z
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
pretjecanja	pretjecanje	Ncnsg
jedrilica	jedrilica	Ncfpg
,	,	Z
po	po	Sl
pravilu	pravilo	Ncnsl
,	,	Z
jedrilica	jedrilica	Ncfsn
koja	koji	Pi-fsn
pretječe	pretjecati	Vmr3s
mora	morati	Vmr3s
proći	proći	Vmn
sa	sa	Sg
strane	strana	Ncfsg
na	na	Sl
kojoj	koji	Pi-fsl
sustignuta	sustići	Appfsny
jedrilica	jedrilica	Ncfsn
dobiva	dobivati	Vmr3s
vjetar	vjetar	Ncmsan
.	.	Z

Ova	ovaj	Pd-fsn
odredba	odredba	Ncfsn
ne	ne	Qz
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
na	na	Sa
čamce	čamac	Ncmpa
koji	koji	Pi-mpn
plove	ploviti	Vmr3p
uz	uz	Sa
pomoć	pomoć	Ncfsa
jedara	jedro	Ncfpg
kada	kada	Cs
ih	oni	Pp3-pa
pretječu	pretjecati	Vmr3p
druge	drugi	Mlofpn
jedrilice	jedrilica	Ncfpn
.	.	Z

U	u	Sl
slučaju	slučaj	Ncmsl
kada	kada	Cs
plovilo	plovilo	Ncnsn
na	na	Sa
jedra	jedro	Ncnpa
pretječe	pretjecati	Vmr3s
drugo	drugi	Mlonsa
plovilo	plovilo	Ncnsa
,	,	Z
sustignuto	sustići	Agpnsny
plovilo	plovilo	Ncnsn
mora	morati	Vmr3s
olakšati	olakšati	Vmn
pretjecanje	pretjecanje	Ncnsa
s	sa	Sg
one	onaj	Pd-fsg
strane	strana	Ncfsg
s	sa	Sg
koje	koji	Pi-fsg
plovilo	plovilo	Ncnsn
koje	koji	Pi-nsn
pretječe	pretjecati	Vmr3s
dobiva	dobivati	Vmr3s
vjetar	vjetar	Ncmsan
.	.	Z

Ova	ovaj	Pd-fsn
odredba	odredba	Ncfsn
ne	ne	Qz
primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
na	na	Sa
čamce	čamac	Ncmpa
koji	koji	Pi-mpn
plove	ploviti	Vmr3p
uz	uz	Sa
pomoć	pomoć	Ncfsa
jedara	jedro	Ncmpg
i	i	Cc
koji	koji	Pi-mpn
prestižu	prestizati	Vmr3p
druga	drugi	Agpnpay
plovila	plovilo	Ncnpa
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Stavci	stavak	Ncmpn
od	od	Sg
2.	2.	Mdo
do	do	Sg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
primjenjuju	primjenjivati	Vmr3p
se	sebe	Px--sa
na	na	Sa
čamce	čamac	Ncmpa
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
plovila	plovilo	Ncnpa
drugih	drugi	Mlofpg
kategorija	kategorija	Ncfpg
,	,	Z
ni	ni	Qo
u	u	Sl
slučaju	slučaj	Ncmsl
kada	kada	Cs
jedan	jedan	Mlcmsn
čamac	čamac	Ncmsn
pretječe	pretjecati	Vmr3s
drugi	drugi	Mlomsan
čamac	čamac	Ncmsan
.	.	Z

Članak	članak	Ncmsn
6.11	6.11	Mds
–	–	Z
Zabrana	zabrana	Ncfsn
pretjecanja	pretjecanje	Ncnsg
označena	označiti	Appfsny
znakovima	znak	Ncmpi
za	za	Sa
reguliranje	reguliranje	Ncnsa
plovidbe	plovidba	Ncfsg

(	(	Z
1	1	Mdc
)	)	Z
Bez	bez	Sg
povrede	povreda	Ncfsg
odredbi	odredba	Ncfpg
članka	članak	Ncmsg
6.08	6.08	Mdc
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
pretjecanje	pretjecanje	Ncnsn
je	biti	Var3s
zabranjeno	zabraniti	Appnsny
:	:	Z

a	a	Cc
)	)	Z
po	po	Sl
pravilu	pravilo	Ncnsl
,	,	Z
na	na	Sl
sektorima	sektor	Ncmpl
obilježenim	obilježiti	Agpmply
znakovima	znak	Ncmpl
A.	A.	Npfsa
2	2	Mdc
i	i	Cc
A.	A.	Y
4.1	4.1	Mdc
iz	iz	Sg
Priloga	prilog	Ncmsg
7	7	Mdc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

b	b	Npmsn
)	)	Z
između	između	Sg
sastava	sastav	Ncmsg
,	,	Z
na	na	Sl
sektorima	sektor	Ncmpl
obilježenim	obilježiti	Appmply
znakom	znak	Ncmsi
A.	aa	Ncfsg
3	3	Mdc
iz	iz	Sg
Priloga	prilog	Ncmsg
7	7	Mdc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Ova	ovaj	Pd-fsn
zabrana	zabrana	Ncfsn
se	sebe	Px--sa
ne	ne	Qz

