aktivnosti	aktivnost	Ncfpa
ispitivanja	ispitivanje	Ncnsg
u	u	Sl
angažmanu	angažman	Ncmsl
s	sa	Si
izražavanjem	izražavanje	Ncnsi
uvjerenja	uvjerenje	Ncnsg
,	,	Z
revizorsko	revizorski	Agpnsny
društvo	društvo	Ncnsn
će	htjeti	Var3s
ocijeniti	ocijeniti	Vmn
važnost	važnost	Ncfsa
svake	svaki	Pi-fsg
prijetnje	prijetnja	Ncfsg
temeljem	temelj	Ncmsi
samoprovjere	samoprovjera	Ncfsg
i	i	Cc
primijeniti	primijeniti	Vmn
zaštite	zaštititi	Vmr3p
kada	kada	Cs
je	biti	Var3s
to	taj	Pd-nsn
nužno	nužan	Agpnsny
za	za	Sa
uklanjanje	uklanjanje	Ncnsa
prijetnje	prijetnja	Ncfsg
ili	ili	Cc
njezino	njezin	Ps3nsa
smanjivanje	smanjivanje	Ncnsa
na	na	Sa
prihvatljivu	prihvatljiv	Agpfsay
razinu	razina	Ncfsa
.	.	Z

Naknade	naknada	Ncfpn

Naknade	naknada	Ncfpn
–	–	Z
relativna	relativan	Agpfsny
veličina	veličina	Ncfsn

291.149	291.149	Mdc
Kada	kada	Rgp
ukupne	ukupan	Agpfsgy
naknade	naknada	Ncfsg
od	od	Sg
nekog	neki	Pi-msg
klijenta	klijent	Ncmsg
za	za	Sa
kojeg	koji	Pi-msay
se	sebe	Px--sa
izražava	izražavati	Vmr3s
uvjerenje	uvjerenje	Ncnsa
predstavljaju	predstavljati	Vmr3p
veliki	velik	Agpmsayn
dio	dio	Ncmsan
ukupnih	ukupan	Agpfpgy
naknada	naknada	Ncfpg
revizorskog	revizorski	Agpnsgy
društva	društvo	Ncnsg
koja	koji	Pi-fsn
izražava	izražavati	Vmr3s
zaključak	zaključak	Ncmsan
,	,	Z
ovisnost	ovisnost	Ncfsn
o	o	Sl
tom	taj	Pd-msl
klijentu	klijent	Ncmsl
i	i	Cc
zabrinutost	zabrinutost	Ncfsa
da	da	Cs
bi	biti	Vaa3s
ga	on	Pp3msa
se	sebe	Px--sa
moglo	moći	Vmp-sn
izgubiti	izgubiti	Vmn
stvaraju	stvarati	Vmr3p
prijetnju	prijetnja	Ncfsa
temeljem	temelj	Ncmsi
osobnog	osoban	Agpmsgy
interesa	interes	Ncmsg
ili	ili	Cc
prijetnju	prijetnja	Ncfsa
uslijed	uslijed	Sg
zastrašenosti	zastrašenost	Ncfsg
.	.	Z

Važnost	važnost	Ncfsn
prijetnje	prijetnja	Ncfsg
ovisit	ovisiti	Vmn
će	htjeti	Var3s
o	o	Sl
čimbenicima	čimbenik	Ncmpl
kao	kao	Cs
što	što	Cs
su	biti	Var3p
:	:	Z

•	•	Z
struktura	struktura	Ncfsn
poslovanja	poslovanje	Ncnsg
revizorskog	revizorski	Agpnsgy
društva	društvo	Ncnsg
;	;	Z

•	i	Agpnsny
je	biti	Var3s
li	li	Qq
revizorsko	revizorski	Agpnsny
društvo	društvo	Ncnsn
već	već	Cc
dobro	dobro	Rgp
etablirano	etablirati	Appnsny
ili	ili	Cc
novo	nov	Agpnsny
;	;	Z
i	i	Cc

•	•	Z
kvalitativna	kvalitativan	Agpfsny
i	i	Cc
/	/	Z
ili	ili	Cc
kvantitativna	kvantitativan	Agpfsny
važnost	važnost	Ncfsn
klijenta	klijent	Ncmsg
za	za	Sa
revizorsko	revizorski	Agpnsay
društvo	društvo	Ncnsa
.	.	Z

Ocijenit	ocijeniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
važnost	važnost	Ncfsn
prijetnje	prijetnja	Ncfsg
i	i	Cc
primijenit	primijeniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
zaštite	zaštititi	Vmr3p
kada	kada	Cs
je	biti	Var3s
to	taj	Pd-nsn
nužno	nužan	Agpnsny
za	za	Sa
otklanjanje	otklanjanje	Ncnsa
prijetnje	prijetnja	Ncfsg
ili	ili	Cc
njezino	njezin	Ps3nsa
smanjivanje	smanjivanje	Ncnsa
na	na	Sa
prihvatljivu	prihvatljiv	Agpfsay
razinu	razina	Ncfsa
.	.	Z

Primjeri	primjer	Ncmpn
takve	takav	Pd-fsg
zaštite	zaštita	Ncfsg
uključuju	uključivati	Vmr3p
:	:	Z

•		Agcnsay
smanjivanje	smanjivanje	Ncnsa
ovisnosti	ovisnost	Ncfsg
o	o	Sl
klijentu	klijent	Ncmsl
;	;	Z

•	i	Agpmpay
vanjske	vanjski	Agpmpay
preglede	pregled	Ncmpa
kontrole	kontrola	Ncfsg
kvalitete	kvaliteta	Ncfsg
;	;	Z
ili	ili	Cc

•	i	Agpnsay
savjetovanje	savjetovanje	Ncnsa
s	sa	Si
trećom	treći	Agpfsiy
strankom	stranka	Ncfsi
,	,	Z
kao	kao	Cs
što	što	Cs
je	biti	Var3s
profesionalno	profesionalan	Agpnsny
regulatorno	regulatoran	Agpnsny
tijelo	tijelo	Ncnsn
ili	ili	Cc
profesionalni	profesionalan	Agpmsny
računovođa	računovođa	Ncmsn
,	,	Z
o	o	Sl
ključnim	ključan	Agpfply
prosudbama	prosudba	Ncfpl
za	za	Sa
izražavanje	izražavanje	Ncnsa
uvjerenja	uvjerenje	Ncnsg
.	.	Z

291.150	291.150	Mdc
Prijetnja	prijetnja	Ncfpg
temeljem	temelj	Ncmsi
osobnog	osoban	Agpmsgy
interesa	interes	Ncmsg
ili	ili	Cc
prijetnja	prijetnja	Ncfsn
uslijed	uslijed	Sg
zastrašenosti	zastrašenost	Ncfsg
također	također	Rgp
nastaje	nastajati	Vmr3s
kada	kada	Cs
naknade	naknaditi	Vmr3p
ostvarene	ostvariti	Appfpny
kod	kod	Sg
nekog	neki	Pi-msg
klijenta	klijent	Ncmsg
za	za	Sa
kojeg	koji	Pi-msay
se	sebe	Px--sa
izražava	izražavati	Vmr3s
uvjerenje	uvjerenje	Ncnsa
predstavljaju	predstavljati	Vmr3p
veliki	velik	Agpmsayn
dio	dio	Ncmsan
prihoda	prihod	Ncmpg
od	od	Sg
klijenata	klijent	Ncmpg
pojedinog	pojedini	Agpmsgy
partnera	partner	Ncmsg
.	.	Z

Ocijenit	ocijeniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
važnost	važnost	Ncfsn
prijetnje	prijetnja	Ncfsg
i	i	Cc
primijenit	primijeniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
zaštite	zaštititi	Vmr3p
kada	kada	Cs
je	biti	Var3s
to	taj	Pd-nsn
nužno	nužan	Agpnsny
za	za	Sa
otklanjanje	otklanjanje	Ncnsa
prijetnje	prijetnja	Ncfsg
ili	ili	Cc
njezino	njezin	Ps3nsa
smanjivanje	smanjivanje	Ncnsa
na	na	Sa
prihvatljivu	prihvatljiv	Agpfsay
razinu	razina	Ncfsa
.	.	Z

Primjer	primjer	Ncmsn
takve	takav	Pd-fsg
zaštite	zaštita	Ncfsg
je	biti	Var3s
postojanje	postojanje	Ncnsa
dodatnog	dodatan	Agpmsgy
profesionalnog	profesionalan	Agpmsgy
računovođe	računovođa	Ncmsg
radi	radi	Sg
pregleda	pregled	Ncmsg
posla	posao	Ncmsg
ili	ili	Cc
drugih	drugi	Mlompg
savjeta	savjet	Ncmpg
kada	kada	Cs
su	biti	Var3p
nužni	nužan	Agpmpny
.	.	Z

Naknade	naknada	Ncfpn
–	–	Z
dospjele	dospjeli	Agpfsgy
a	a	Cc
nenaplaćene	nenaplaćen	Agpfpay

291.151	291.151	Mdc
Prijetnja	prijetnja	Ncfpg
temeljem	temelj	Ncmsi
osobnog	osoban	Agpmsgy
interesa	interes	Ncmsg
može	moći	Vmr3s
nastati	nastati	Vmn
ako	ako	Cs
dospjele	dospjeli	Agpfsgy
naknade	naknada	Ncfsg
od	od	Sg
nekog	neki	Pi-msg
klijenta	klijent	Ncmsg
za	za	Sa
kojeg	koji	Pi-msay
se	sebe	Px--sa
izražava	izražavati	Vmr3s
uvjerenje	uvjerenje	Ncnsa
ostanu	ostati	Vmr3p
nenaplaćene	nenaplaćen	Agpfpay
duže	dug	Agcnsay
razdoblje	razdoblje	Ncnsa
,	,	Z
naročito	naročito	Rgp
ako	ako	Cs
značajan	značajan	Agpmsnn
dio	dio	Ncmsn
nije	biti	Var3s
naplaćen	naplatiti	Appmsnn
prije	prije	Sg
izdavanja	izdavanje	Ncnsg
izvješća	izvješće	Ncnsg
s	sa	Si
izražavanjem	izražavanje	Ncnsi
uvjerenja	uvjerenje	Ncnsg
,	,	Z
ako	ako	Cs
ga	on	Pp3msa
ima	imati	Vmr3s
,	,	Z
za	za	Sa
naredno	naredan	Agpnsay
razdoblje	razdoblje	Ncnsa
.	.	Z

Od	od	Sg
revizorskog	revizorski	Agpnsgy
društva	društvo	Ncnsg
uglavnom	uglavnom	Rgp
se	sebe	Px--sa
očekuje	očekivati	Vmr3s
da	da	Cs
zahtijeva	zahtijevati	Vmr3s
naplatu	naplata	Ncfsa
takve	takav	Pd-fsg
naknade	naknada	Ncfsg
prije	prija	Cs
nego	nego	Cs
što	što	Cs
je	biti	Var3s
izdano	izdati	Appnsny
takvo	takav	Pd-nsn
izvješće	izvješće	Ncnsn
.	.	Z

Ako	ako	Cs
naknade	naknada	Ncfpn
ostanu	ostati	Vmr3p
nenaplaćene	nenaplaćen	Agpfpny
nakon	nakon	Cs
što	što	Cs
je	biti	Var3s
izvješće	izvješće	Ncnsn
bilo	biti	Vap-sn
izdano	izdati	Appnsny
,	,	Z
ocijenit	ocijeniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
postojanje	postojanje	Ncnsn
i	i	Cc
važnost	važnost	Ncfsn
svake	svaki	Pi-fsg
prijetnje	prijetnja	Ncfsg
i	i	Cc
primijenit	primijeniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
zaštite	zaštititi	Vmr3p
kada	kada	Cs
je	biti	Var3s
to	taj	Pd-nsn
nužno	nužan	Agpnsny
za	za	Sa
uklanjanje	uklanjanje	Ncnsa
prijetnje	prijetnja	Ncfsg
ili	ili	Cc
njezino	njezin	Ps3nsa
smanjivanje	smanjivanje	Ncnsa
na	na	Sa

