vrijednosti	vrijednost	Ncfpa
nedrvne	nedrvan	Agpmpay
šumske	šumski	Agpmpay
proizvode	proizvod	Ncmpa
i	i	Cc
usluge	usluga	Ncfpa
šuma	šuma	Ncfpg
na	na	Sl
specijaliziranim	specijaliziran	Agpmply
sajmovima	sajam	Ncmpl
i	i	Cc
izložbama	izložba	Ncfpi

3.	3.	Mdo
kupnju	kupnja	Ncfsa
i	i	Cc
/	/	Z
ili	ili	Cc
najam	najam	Ncmsan
multimedijskih	multimedijski	Agpmpgy
uređaja	uređaj	Ncmpg
i	i	Cc
pomagala	pomagalo	Ncnpg
za	za	Sa
promociju	promocija	Ncfsa
drvnih	drvni	Agpmpgy
i	i	Cc
nedrvnih	nedrvan	Agpmpgy
šumskih	šumski	Agpmpgy
proizvoda	proizvod	Ncmpg
i	i	Cc
usluga	usluga	Ncfpg
šuma	šum	Ncmsg
(	(	Z
laseri	laser	Ncmpn
,	,	Z
oglasne	oglasni	Agpfpny
ploče	ploča	Ncfpn
,	,	Z
sučelja	sučelje	Ncnsg
i	i	Cc
sl.	sl.	Y
)	)	Z

4.	4.	Mdo
izradu	izrada	Ncfsa
i	i	Cc
distribuciju	distribucija	Ncfsa
promotivnih	promotivan	Agpmpgy
materijala	materijal	Ncmpg
o	o	Sl
drvnim	drvni	Agpmply
i	i	Cc
nedrvnim	nedrvan	Agpmpiy
šumskim	šumski	Agpmpiy
proizvodima	proizvod	Ncmpi
te	te	Cc
reklamne	reklamni	Agpfpay
kampanje	kampanja	Ncfpa
o	o	Sl
drvnim	drvni	Agpfply
i	i	Cc
nedrvnim	nedrvan	Agpmpiy
šumskim	šumski	Agpmpiy
proizvodima	proizvod	Ncmpi
i	i	Cc
uslugama	usluga	Ncfpl
šuma	šum	Ncmsg
(	(	Z
drvene	drven	Agpfsgy
kocke	kocka	Ncfsg
,	,	Z
suveniri	suvenir	Ncmpn
od	od	Sg
drva	drvo	Ncnsg
i	i	Cc
sl.	sl.	Y
)	)	Z
i	i	Cc

5.	5.	Mdo
kupnju	kupnja	Ncfsa
novih	nov	Agpmpgy
strojeva	stroj	Ncmpg
,	,	Z
alata	alat	Ncmpg
,	,	Z
uređaja	uređaj	Ncmsg
i	i	Cc
opreme	oprema	Ncfsg
za	za	Sa
pakiranje	pakiranje	Ncnsa
(	(	Z
strojevi	stroj	Ncmpn
za	za	Sa
lijepljenje	lijepljenje	Ncnsa
/	/	Z
spajanje	spajanje	Ncnsa
/	/	Z
vakumiranje	vakumiranje	Ncnsa
i	i	Cc
sl.	sl.	Y
)	)	Z
i	i	Cc
označavanje	označavanje	Ncnsa
šumskih	šumski	Agpmpgy
drvnih	drvni	Agpmpgy
i	i	Cc
nedrvnih	nedrvan	Agpmpgy
proizvoda	proizvod	Ncmpg
(	(	Z
printeri	printer	Ncmpn
za	za	Sa
drvo	drvo	Ncnsa
,	,	Z
tokarski	tokarski	Agpmpny
strojevi	stroj	Ncmpn
,	,	Z
drvodjeljski	drvodjeljski	Agpmsny
alat	alat	Ncmsn
za	za	Sa
graviranje	graviranje	Ncnsa
i	i	Cc
sl.	sl.	Y
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Za	za	Sa
ulaganja	ulaganje	Ncnpa
u	u	Sl
okviru	okvir	Ncmsl
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
8.6.3.	8.6.3.	Mds
minimalno	minimalno	Rgp
90	90	Mdc
%	%	Z
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
mora	morati	Vmr3s
se	sebe	Px--sa
odnositi	odnositi	Vmn
na	na	Sa
materijalna	materijalan	Agpnpay
ulaganja	ulaganje	Ncnpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Prihvatljivi	prihvatljiv	Agpmpny
troškovi	trošak	Ncmpn
za	za	Sa
ulaganja	ulaganje	Ncnpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
bit	biti	Van
će	htjeti	Var3p
određeni	odrediti	Appmpny
listom	list	Ncmsi
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
koja	koji	Pi-fsn
će	htjeti	Var3s
biti	biti	Van
prilog	prilog	Ncmsn
natječaja	natječaj	Ncmsg
.	.	Z

Rabljena	rabiti	Appfsny
oprema	oprema	Ncfsn

Članak	članak	Ncmsn
21.	21.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kupnja	kupnja	Ncfsn
rabljenih	rabiti	Agpmpgy
strojeva	stroj	Ncmpg
,	,	Z
alata	alat	Ncmpg
,	,	Z
uređaja	uređaj	Ncmpg
i	i	Cc
opreme	oprema	Ncfsg
sukladno	sukladno	Rgp
listi	lista	Ncfsd
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
u	u	Sl
okviru	okvir	Ncmsl
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
8.6.1.	8.6.1a	Ncfsg
i	i	Cc
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
8.6.2.	8.6.2.	Mdo
prihvatljiva	prihvatljiv	Agpfsny
je	biti	Var3s
za	za	Sa
ulaganja	ulaganje	Ncnpa
pod	pod	Si
sljedećim	sljedeći	Agpmpiy
uvjetima	uvjet	Ncmpi
:	:	Z

1.	1.	Mdo
strojevi	stroj	Ncmpn
,	,	Z
alati	alat	Ncmpn
,	,	Z
uređaji	uređaj	Ncmpn
i	i	Cc
oprema	oprema	Ncfsn
ne	ne	Qz
smiju	smjeti	Vmr3p
biti	biti	Van
stariji	star	Agcmpny
od	od	Sg
četiri	četiri	Mlc
godine	godina	Ncfsg

2.	2.	Mdo
prodavatelj	prodavatelj	Ncmsn
strojeva	stroj	Ncmpg
,	,	Z
alata	alat	Ncmpg
,	,	Z
uređaja	uređaj	Ncmsg
ili	ili	Cc
opreme	oprema	Ncfsg
mora	morati	Vmr3s
dostaviti	dostaviti	Vmn
i	i	Cc
izjavu	izjava	Ncfsa
o	o	Sl
porijeklu	porijeklo	Ncnsl
te	te	Cc
izjavu	izjava	Ncfsa
da	da	Cs
u	u	Sa
proteklih	protekao	Agpfpgy
sedam	sedam	Mlc
godina	godina	Ncfpg
kupnja	kupnja	Ncfsn
strojeva	stroj	Ncmpg
,	,	Z
alata	alat	Ncmpg
,	,	Z
uređaja	uređaj	Ncmsg
i	i	Cc
opreme	oprema	Ncfsg
nije	biti	Var3s
sufinancirana	sufinancirati	Appfsny
bespovratnim	bespovratan	Agpmsiy
nacionalnim	nacionalan	Agpmsiy
ili	ili	Cc
EU	E	Npmsg
sredstvima	sredstvo	Ncnpi

3.	3.	Mdo
rabljeni	rabiti	Appmpny
strojevi	stroj	Ncmpn
,	,	Z
alati	alat	Ncmpn
,	,	Z
uređaji	uređaj	Ncmpn
i	i	Cc
oprema	oprema	Ncfsn
moraju	morati	Vmr3p
imati	imati	Vmn
tehničke	tehnički	Agpfpay
karakteristike	karakteristika	Ncfpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
potrebama	potreba	Ncfpl
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
i	i	Cc
udovoljavati	udovoljavati	Vmn
prihvatljivim	prihvatljiv	Agpfpdy
normama	norma	Ncfpd
i	i	Cc
standardima	standard	Ncmpl

4.	4.	Mdo
cijena	cijena	Ncfpg
rabljenih	rabiti	Agpmpgy
strojeva	stroj	Ncmpg
,	,	Z
alata	alat	Ncmpg
,	,	Z
uređaja	uređaj	Ncmpg
i	i	Cc
opreme	oprema	Ncfsg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
viša	visok	Ncmpg
od	od	Sg
njihove	njihov	Ps3fsg
tržišne	tržišni	Agpfsgy
vrijednosti	vrijednost	Ncfsg
i	i	Cc
mora	morati	Vmr3s
biti	biti	Van
manja	mali	Agcfsny
od	od	Sg
cijene	cijena	Ncfsg
sličnih	sličan	Agpmpgy
novih	nov	Agpmpgy
strojeva	stroj	Ncmpg
,	,	Z
alata	alat	Ncmpg
,	,	Z
uređaja	uređaj	Ncmpg
i	i	Cc
opreme	oprema	Ncfsg

5.	5.	Mdo
rabljeni	rabiti	Appmpny
strojevi	stroj	Ncmpn
,	,	Z
alati	alat	Ncmpn
,	,	Z
uređaji	uređaj	Ncmpn
i	i	Cc
oprema	oprema	Ncfsn
moraju	morati	Vmr3p
imati	imati	Vmn
tehničke	tehnički	Agpfpay
karakteristike	karakteristika	Ncfpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
potrebama	potreba	Ncfpl
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
i	i	Cc
udovoljavati	udovoljavati	Vmn
prihvatljivim	prihvatljiv	Agpfpdy
normama	norma	Ncfpd
i	i	Cc
standardima	standard	Ncmpi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Trošak	trošak	Ncmsn
za	za	Sa
rabljene	rabiti	Agpmpay
strojeve	stroj	Ncmpa
,	,	Z
alate	alat	Ncmpa
,	,	Z
uređaje	uređaj	Ncmpa
i	i	Cc
opremu	oprema	Ncfsa
je	biti	Var3s
neprihvatljiv	neprihvatljiv	Agpmsnn
ako	ako	Cs
ne	ne	Qz
udovoljava	udovoljavati	Vmr3s
bilo	bilo	Qo
kojem	koji	Pi-msl
uvjetu	uvjet	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

Neprihvatljivi	neprihvatljiv	Agpmpny
troškovi	trošak	Ncmpn

Članak	članak	Ncmsn
22.	22.	Mdo

Neprihvatljivi	neprihvatljiv	Agpmpny
troškovi	trošak	Ncmpn
za	za	Sa
sufinanciranje	sufinanciranje	Ncnsa
u	u	Sl
podmjeri	podmjera	Ncfsl
8.6.	8.6.	Mds
su	biti	Var3p
:	:	Z

1.	1.	Mdo
porez	porez	Ncmsan
na	na	Sa
dodanu	dodati	Appfsay
vrijednost	vrijednost	Ncfsa
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
PDV	PDV	Npmsn
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
porezni	porezni	Agpmsny
obveznik	obveznik	Ncmsn
upisan	upisati	Appmsnn
u	u	Sa
registar	registar	Ncmsan
obveznika	obveznik	Ncmpg
PDV-a	PDV	Npmsg
te	te	Cc
ima	imati	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
odbitak	odbitak	Ncmsan
PDV-a	PDV	Npmsg

2.	2.	Mdo
drugi	drugi	Mlompn
porezi	porez	Ncmpn
,	,	Z
naknade	naknada	Ncfpn
,	,	Z
doprinosi	doprinositi	Vmr3s

3.	3.	Mdo
kamate	kamata	Ncfsg

4.	4.	Mdo
troškovi	trošak	Ncmpn
vezani	vezati	Appmpny
uz	uz	Sa
ugovor	ugovor	Ncmsan
o	o	Sl
leasingu	leasing	Ncmsl
,	,	Z
kao	kao	Cs
što	što	Cs
su	biti	Var3p
marža	marža	Ncfsn
davatelja	davatelj	Ncmpg
leasinga	leasing	Ncmsg
,	,	Z
troškovi	trošak	Ncmpn
refinanciranja	refinanciranje	Ncnsg
kamata	kamata	Ncfpg
,	,	Z
režijski	režijski	Agpmpny
troškovi	trošak	Ncmpn
i	i	Cc
troškovi	trošak	Ncmpn
osiguranja	osiguranje	Ncnsg

5.	5.	Mdo
nepredviđeni	nepredviđen	Agpmpny
troškovi	trošak	Ncmpn

6.	6.	Mdo
plaćanje	plaćanje	Ncnsa
u	u	Sl
gotovini	gotovina	Ncfsl
i	i	Cc

7.	7.	Mdo
troškovi	trošak	Ncmpn
nastali	nastati	Vmp-pm
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
osim	osim	Sg
općih	opći	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z
ali	ali	Cc
ne	ne	Qz
prije	prije	Sg
1.	1.	Mdo
siječnja	siječanj	Ncmsg
2014.	2014.	Mdo
godine	godina	Ncfsg
.	.	Z

Kriteriji	kriterij	Ncmpn
odabira	odabir	Ncmsg

Članak	članak	Ncmsn
23.	23.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kriteriji	kriterij	Ncmpn
odabira	odabir	Ncmsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
koji	koji	Pi-mpn
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
na	na	Sa
sve	sav	Agpmpay
podnijete	podnijeti	Agpmpay
zahtjeve	zahtjev	Ncmpa
za	za	Sa
potporu	potpora	Ncfsa
određeni	odrediti	Appmpny
su	biti	Var3p
u	u	Sl
Prilogu	Prilog	Npmsl
I.	ia	Ncfsl
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kriterije	kriterij	Ncnsn
odabira	odabir	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
prethodno	prethodno	Rgp
odobrava	odobravati	Vmr3s
Odbor	odbor	Ncmsan
za	za	Sa
praćenje	praćenje	Ncnsa
Programa	program	Ncmsg
ruralnog	ruralan	Agpmsgy
razvoja	razvoj	Ncmsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
za	za	Sa
razdoblje	razdoblje	Ncnsa
2014.	2014.	Mdo
–	–	Z
2020.	2020.	Mdo

(	(	Z
3	3	Mdc
)	)	Z
Da	da	Cs
bi	biti	Vaa3s
ulaganje	ulaganje	Ncnsn
bilo	biti	Vap-sn
prihvatljivo	prihvatljiv	Agpnsny
za	za	Sa
dodjelu	dodjela	Ncfsa
potpore	potpora	Ncfsg
,	,	Z
korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
imati	imati	Vmn
minimalan	minimalan	Agpmsann
broj	broj	Ncmsan
bodova	bod	Ncmpg
sukladno	sukladno	Rgp
Prilogu	prilog	Ncmsd
I.	I.	Y
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
za	za	Sa
tip	tip	Ncmsan
operacije	operacija	Ncfsg
za	za	Sa
koji	koji	Pi-msan
je	biti	Var3s
podnijet	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
.	.	Z

VI	VI	Mrc
.	.	Z

ZAHTJEV	zahtjev	Ncmsn
ZA	za	Sa
POTPORU	potpora	Ncfsa
,	,	Z
POSTUPAK	postupak	Ncmsan
OBRADE	obrada	Ncfsg
I	i	Cc
DONOŠENJE	donošenje	Ncnsa
ODLUKE	odluka	Ncfsg

