čemu	što	Pi3n-l
ZUP-a	zup-	Ncmsg
.	.	Z

Imajući	imati	Rr
u	u	Sl
vidu	vid	Ncmsl
navode	navoditi	Vmr3p
iz	iz	Sg
obrazloženja	obrazloženje	Ncnsg
osporenog	osporiti	Agpnsgy
rješenja	rješenje	Ncnsg
,	,	Z
te	te	Cc
odgovora	odgovor	Ncmsg
na	na	Sa
tužbu	tužba	Ncfsa
,	,	Z
ističe	isticati	Vmr3s
se	sebe	Px--sa
da	da	Cs
odgovor	odgovor	Ncmsn
na	na	Sa
tužbu	tužba	Ncfsa
ne	ne	Qz
može	moći	Vmr3s
nadomjestiti	nadomjestiti	Vmn
nedostatke	nedostatak	Ncmpa
iz	iz	Sg
obrazloženja	obrazloženje	Ncnsg
osporenog	osporiti	Agpnsgy
rješenja	rješenje	Ncnsg
.	.	Z

S	sa	Si
tim	taj	Pd-nsi
u	u	Sl
svezi	sveza	Ncfsl
,	,	Z
potrebno	potreban	Agpnsny
je	biti	Var3s
navesti	navesti	Vmn
da	da	Cs
niti	niti	Qo
iz	iz	Sg
podataka	podatak	Ncmpg
spisa	spis	Ncmsg
nije	biti	Var3s
razvidno	razvidan	Agpnsny
kada	kada	Cs
je	biti	Var3s
tužitelj	tužitelj	Ncmsn
zaprimio	zaprimiti	Vmp-sm
pisani	pisan	Agpmsayn
odgovor	odgovor	Ncmsan
povjerenstva	povjerenstvo	Ncnsg
za	za	Sa
reklamacije	reklamacija	Ncfpa
H1	H1	Sg
telekoma	telekom	Ncmsg
,	,	Z
urbroj	urbroj	Ncmsn
:	:	Z
I-816-DZ	I-816-DZ	I
/	/	Z
ST	ST	Npmsan
od	od	Sg
8.	8.	Mdo
ožujka	ožujak	Ncmsg
2013.	2013.	Mdo
,	,	Z
jer	jer	Cs
spisu	spis	Ncmsl
tuženog	tužiti	Agpnsgy
tijela	tijelo	Ncnsg
ne	ne	Qz
prileži	priležiti	Vmr3s
dostavnica	dostavnica	Ncfsn
kao	kao	Cs
dokaz	dokaz	Ncmsn
o	o	Sl
uručenju	uručenje	Ncnsl
navedenog	naveden	Agpmsgy
podneska	podnesak	Ncmsg
tužitelju	tužitelj	Ncmsd
,	,	Z
a	a	Cc
na	na	Sl
temelju	temelj	Ncmsl
koje	koji	Pi-fsg
bi	biti	Vaa3s
se	sebe	Px--sa
utvrdio	utvrditi	Vmp-sm
datum	datum	Ncmsn
primitka	primitak	Ncmsg
pisanog	pisan	Agpmsgy
odgovora	odgovor	Ncmsg
povjerenstva	povjerenstvo	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
dan	dan	Ncmsan
uručenja	uručenje	Ncnsg
pismena	pismena	Ncnsg
tužitelju	tužitelj	Ncmsd
.	.	Z

Kako	kako	Cs
je	biti	Var3s
već	već	Rgp
navedeno	navesti	Appnsny
,	,	Z
u	u	Sl
konkretnom	konkretan	Agpmsly
slučaju	slučaj	Ncmsl
spisu	spis	Ncmsl
tuženog	tužiti	Agpnsgy
tijela	tijelo	Ncnsg
ne	ne	Qz
prileži	priležiti	Vmr3s
dostavnica	dostavnica	Ncfsn
–		Agpfpgy
povratnica	povratnica	Ncfpg
,	,	Z
zbog	zbog	Sg
čega	što	Pi3n-g
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
utvrditi	utvrditi	Vmn
dan	dan	Ncmsan
kada	kada	Cs
je	biti	Var3s
tužitelju	tužitelj	Ncmsl
pismeno	pismeno	Rgp
ostavljeno	ostaviti	Appnsny
u	u	Sl
poštanskom	poštanski	Agpmsly
sandučiću	sandučić	Ncmsl
,	,	Z
kao	kao	Cs
niti	niti	Qo
je	biti	Var3s
li	li	Qq
tužitelju	tužitelj	Ncmsd
prethodno	prethodno	Rgp
ostavljena	ostaviti	Appfsny
obavijest	obavijest	Ncfsn
u	u	Sl
poštanskom	poštanski	Agpmsly
sandučiću	sandučić	Ncmsl
prema	prema	Sl
odredbi	odredba	Ncfsl
članka	članak	Ncmsg
85.	85.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
ZUP-a	zup-	Ncmsg
,	,	Z
stoga	stoga	Cc
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
smatrati	smatrati	Vmn
da	da	Cs
je	biti	Var3s
dostava	dostava	Ncfsn
uredno	uredno	Rgp
izvršena	izvršiti	Appfsny
niti	niti	Cc
ostavljanjem	ostavljanje	Ncnsi
pismena	pismena	Ncnpg
u	u	Sl
poštanskom	poštanski	Agpmsly
sandučiću	sandučić	Ncmsl
,	,	Z
sukladno	sukladno	Rgp
citiranoj	citirati	Agpfsly
odredbi	odredba	Ncfsl
članka	članak	Ncmsg
85.	85.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
ZUP-a	zup-	Ncmsg
.	.	Z

Također	također	Rgp
,	,	Z
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
zaključak	zaključak	Ncmsan
tuženika	tuženik	Ncmsg
navedenog	naveden	Agpnsgy
u	u	Sl
odgovoru	odgovor	Ncmsl
na	na	Sa
tužbu	tužba	Ncfsa
da	da	Cs
je	biti	Var3s
tužitelj	tužitelj	Ncmsn
15.	15.	Mdo
lipnja	lipanj	Ncmsg
2013.	2013.	Mdo
stvarno	stvarno	Rgp
primio	primiti	Vmp-sm
dostavljeni	dostaviti	Agpmsayn
podnesak	podnesak	Ncmsan
,	,	Z
smatrajući	smatrati	Rr
da	da	Cs
je	biti	Var3s
na	na	Sa
taj	taj	Pd-msan
način	način	Ncmsan
moguće	moguć	Agpnsny
ispraviti	ispraviti	Vmn
pogrešku	pogreška	Ncfsa
u	u	Sl
dostavi	dostava	Ncfsl
,	,	Z
Sud	sud	Ncmsn
ističe	isticati	Vmr3s
da	da	Cs
se	sebe	Px--sa
radi	raditi	Vmr3s
o	o	Sl
pretpostavci	pretpostavka	Ncfsl
tuženika	tuženik	Ncmpg
,	,	Z
jer	jer	Cs
u	u	Sl
predmetnom	predmetni	Agpmsly
postupku	postupak	Ncmsl
nije	biti	Var3s
utvrđeno	utvrditi	Appnsny
da	da	Cs
se	sebe	Px--sa
tužitelj	tužitelj	Ncmsn
tog	taj	Pd-msg
dana	dan	Ncmsg
stvarno	stvarno	Rgp
upoznao	upoznati	Vmp-sm
sa	sa	Si
sadržajem	sadržaj	Ncmsi
pismena	pismena	Ncnpg
,	,	Z
a	a	Cc
tužitelj	tužitelj	Ncmsn
u	u	Sl
tužbi	tužba	Ncfsl
nije	biti	Var3s
izričito	izričito	Rgp
naveo	navesti	Vmp-sm
da	da	Cs
je	biti	Var3s
zaista	zaista	Rgp
toga	toga	Ncfsn
dana	dan	Ncmpg
stvarno	stvarno	Rgp
zaprimio	zaprimiti	Vmp-sm
pisani	pisan	Agpmsayn
odgovor	odgovor	Ncmsan
povjerenstva	povjerenstvo	Ncnsg
za	za	Sa
reklamacije	reklamacija	Ncfpa
H1	H1	Sg
telekoma	telekom	Ncmsg
,	,	Z
urbroj	urbroj	Ncmsn
:	:	Z
I-846-DZ	I-846-DZ	I
/	/	Z
ST	ST	Npmsan
od	od	Sg
8.	8.	Mdo
ožujka	ožujak	Ncmsg
2013.	2013.	Mdo
,	,	Z
stoga	stoga	Rgp
navedena	navesti	Appfsny
dvojba	dvojba	Ncfsn
ne	ne	Qz
može	moći	Vmr3s
ići	ići	Vmn
na	na	Sa
teret	teret	Ncmsan
tužitelja	tužitelj	Ncmpg
,	,	Z
zbog	zbog	Sg
čega	što	Pi3n-g
je	biti	Var3s
po	po	Sl
ocjeni	ocjena	Ncfsl
ovog	ovaj	Pd-msg
suda	sud	Ncmsg
,	,	Z
u	u	Sl
konkretnom	konkretan	Agpmsly
slučaju	slučaj	Ncmsl
valjalo	valjati	Vmp-sn
meritorno	meritorno	Rgp
riješiti	riješiti	Vmn
o	o	Sl
zahtjevu	zahtjev	Ncmsl
tužitelja	tužitelj	Ncmpg
.	.	Z

Stoga	stoga	Rgp
,	,	Z
a	a	Cc
budući	budući	Cs
da	da	Cs
osporeno	osporiti	Agpnsny
rješenje	rješenje	Ncnsn
nije	biti	Var3s
zakonito	zakonit	Agpnsny
,	,	Z
valjalo	valjati	Vmp-sn
je	biti	Var3s
,	,	Z
na	na	Sl
temelju	temelj	Ncmsl
odredbe	odredba	Ncfsg
članka	članak	Ncmsg
58.	58.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ZUS-a	zus-	Ncmsg
,	,	Z
poništiti	poništiti	Vmn
rješenje	rješenje	Ncnsa
tuženika	tuženik	Ncmpg
,	,	Z
s	sa	Si
tim	taj	Pd-nsi
da	da	Cs
je	biti	Var3s
predmet	predmet	Ncmsn
bilo	biti	Vap-sn
potrebno	potreban	Agpnsny
vratiti	vratiti	Vmn
tuženiku	tuženik	Ncmsd
na	na	Sa
ponovni	ponovan	Agpmsayn
postupak	postupak	Ncmsan
.	.	Z

U	u	Sl
ponovnom	ponovan	Agpmsly
postupku	postupak	Ncmsl
tuženik	tuženik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
nakon	nakon	Cs
što	što	Cs
otkloni	otkloniti	Vmr3s
ukazane	ukazati	Agpmpay
nedostatke	nedostatak	Ncmpa
,	,	Z
te	te	Cc
pravilno	pravilno	Rgp
i	i	Cc
potpuno	potpuno	Rgp
utvrdi	utvrditi	Vmr3s
relevantno	relevantan	Agpnsay
činjenično	činjeničan	Agpnsay
stanje	stanje	Ncnsa
,	,	Z
pravilnom	pravilan	Agpfsiy
primjenom	primjena	Ncfsi
materijalnog	materijalan	Agpnsgy
prava	pravo	Ncnsg
,	,	Z
ponovno	ponovno	Rgp
odlučiti	odlučiti	Vmn
o	o	Sl
zahtjevu	zahtjev	Ncmsl
tužitelja	tužitelj	Ncmpg
,	,	Z
pridržavajući	pridržavati	Rr
se	sebe	Px--sa
pritom	pritom	Rgp
pravnih	pravni	Agpnpgy
shvaćanja	shvaćanje	Ncnpg
i	i	Cc
primjedaba	primjedba	Ncfpg
ovog	ovaj	Pd-msg
suda	sud	Ncmsg
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbom	odredba	Ncfsi
članka	članak	Ncmsg
81.	81.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ZUS-a	ZUS	Npmsg
.	.	Z

U	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
zahtjev	zahtjev	Ncmsan
tužitelja	tužitelj	Ncmsg
kojim	koji	Pi-msi
predlaže	predlagati	Vmr3s
da	da	Cs
sud	sud	Ncmsn
poništi	poništiti	Vmr3s
odluku	odluka	Ncfsa
Povjerenstva	povjerenstvo	Ncnsg
za	za	Sa
reklamaciju	reklamacija	Ncfsa
potrošača	potrošač	Ncmpg
H1	H1	Pd-msg
telekoma	telekom	Ncmsg
,	,	Z
urbroj	urbroj	Ncmsn
:	:	Z
I-846-DZ	I-846-DZ	I
/	/	Z
ST	ST	Npmsan
od	od	Sg
8.	8.	Mdo
ožujka	ožujak	Ncmsg
2013.	2013.	Mdo
,	,	Z
potrebno	potreban	Agpnsny
je	biti	Var3s
navesti	navesti	Vmn
da	da	Cs
kada	kada	Cs
je	biti	Var3s
tuženik	tuženik	Ncmsn
osporenim	osporiti	Agpnsiy
rješenjem	rješenje	Ncnsi
odbacio	odbaciti	Vmp-sm
zahtjev	zahtjev	Ncmsan
tužitelja	tužitelj	Ncmpg
kao	kao	Cs
nedopušten	nedopušten	Agpmsnn
,	,	Z
s	sa	Si
tim	taj	Pd-nsi
da	da	Cs
tuženik	tuženik	Ncmsn
nije	biti	Var3s
odlučivao	odlučivati	Vmp-sm
o	o	Sl
osnovanosti	osnovanost	Ncfsl
podnesenog	podnesen	Agpmsgy
zahtjeva	zahtjev	Ncmsg
tužitelja	tužitelj	Ncmsg
za	za	Sa
rješavanjem	rješavanje	Ncnsi
spora	spor	Ncmsg
između	između	Sg
krajnjeg	krajnji	Agpmsgy
korisnika	korisnik	Ncmsg
usluga	usluga	Ncfpg
s	sa	Si
operatorom	operator	Ncmsi
javnih	javan	Agpfpgy
komunikacijskih	komunikacijski	Agpfpgy
usluga	usluga	Ncfpg
,	,	Z
Sud	sud	Ncmsn
je	biti	Var3s
u	u	Sl
ovom	ovaj	Pd-msl
upravnom	upravan	Agpmsly
sporu	spor	Ncmsl
postupio	postupiti	Vmp-sm
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si

