spajati	spajati	Vmn
(	(	Z
3	3	Mdc
)	)	Z
Naknadu	naknada	Ncfsa
s	sa	Sg
osnova	osnova	Ncfpg
neostvarenog	neostvaren	Agpmsgy
prihoda	prihod	Ncmsg
korisnika	korisnik	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
2.	2.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
osim	osim	Sg
korisnika	korisnik	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
2.	2.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
alineje	alineja	Ncfsg
5.	5.	Mdo
i	i	Cc
6.	6.	Mdo
,	,	Z
nadoknađuje	nadoknađivati	Vmr3s
Agencija	agencija	Ncfsn
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Naknadu	naknada	Ncfsa
s	sa	Sg
osnova	osnova	Ncfpg
neostvarenog	neostvaren	Agpmsgy
prihoda	prihod	Ncmsg
za	za	Sa
korisnike	korisnik	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
2.	2.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
alineje	alineja	Ncfsg
5.	5.	Mdo
i	i	Cc
6.	6.	Mdo
nadoknađuju	nadoknađivati	Vmr3p
nadležne	nadležan	Agpfpny
javne	javan	Agpfpny
službe	služba	Ncfpn
čiji	čiji	Pi-mpn
su	biti	Var3p
djelatnici	djelatnik	Ncmpn
i	i	Cc
vozila	vozilo	Ncnpg
prevezeni	prevesti	Appmpny
.	.	Z
«	«	Z

Članak	članak	Ncmsn
21.	21.	Mdo

Prilozi	prilog	Ncmpn
iz	iz	Sg
članka	članak	Ncmsg
4.	4.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
,	,	Z
članka	članak	Ncmsg
9.	9.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
,	,	Z
članka	članak	Ncmsg
12.	12.	Mdo
stavka	stavak	Ncmsg
4.	4.	Mdo
,	,	Z
članka	članak	Ncmsg
13.	13.	Mdo
stavka	stavak	Ncmsg
6.	6.	Mdo
,	,	Z
članka	članak	Ncmsg
17.	17.	Mdo
stavka	stavak	Ncmsg
5.	5.	Mdo
,	,	Z
članka	članak	Ncmsg
17.	17.	Mdo
a	a	Cc
,	,	Z
stavka	stavka	Ncfsn
4.	4.	Mdo
i	i	Cc
članka	članak	Ncmsg
18.	18.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
prilažu	prilagati	Vmr3p
se	sebe	Px--sa
uz	uz	Sa
ovaj	ovaj	Pd-msan
Pravilnik	pravilnik	Ncmsan
i	i	Cc
čine	činiti	Vmr3p
njegov	njegov	Ps3msan
sastavni	sastavan	Agpmsayn
dio	dio	Ncmsan
.	.	Z

Članak	članak	Ncmsn
22.	22.	Mdo

Ovaj	ovaj	Pd-msn
Pravilnik	pravilnik	Ncmsn
objavljuje	objavljivati	Vmr3s
se	sebe	Px--sa
u	u	Sl
»		Agpfply
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
,	,	Z
a	a	Cc
stupa	stupati	Vmr3s
na	na	Sa
snagu	snaga	Ncfsa
15.	15.	Mdo
lipnja	lipanj	Ncmsg
2015.	2015.	Mdo
godine	godina	Ncfsg
.	.	Z

Klasa	klasa	Ncfsn
:	:	Z
011	011	Mdc
-	-	Z
01/15	01/15	Mdc
-	-	Z
02/40	02/40	Mdc

Urbroj	urbroj	Ncmsn
:	:	Z
530	530	Mdc
-	-	Z
03	03	Mdc
-	-	Z
2	2	Mdc
-	-	Z
15	15	Mdc
-	-	Z
8	8	Mdc

Zagreb	Zagreb	Npmsn
,	,	Z
28.	28.	Mdo
travnja	travanj	Ncmsg
2015.	2015.	Mdo

Ministar	ministar	Ncmsn
dr.	dr.	Y
sc.	sc.	Y
Siniša	Siniša	Npfsn
Hajdaš	Hajdaš	Npfsn
Dončić	Dončić	Npfsn
,	,	Z
v.	v.	Y
r.	r.	Y

PRILOG	prilog	Ncmsn
1.	1.	Mdo

POPIS	popis	Ncmsn
OTOKA	otok	Ncmsg
I	i	Cc
LINIJA	linija	Ncfpg
/	/	Z
RELACIJA	relacija	Ncfsn
ČIJI	čiji	Pi-mpn
KORISNICI	korisnik	Ncmpn
OSTVARUJU	ostvarivati	Vmr3p
IZNIMNO	izniman	Agpnsay
PRAVO	pravo	Ncnsa
NA	na	Sa
POVLAŠTENI	povlašten	Agpmsayn
PRIJEVOZ	prijevoz	Ncmsan

Br.	Br.	Y

Otok	otok	Ncmsn
Linija	linija	Ncfsn
Relacija	relacija	Ncfsn
1	1	Mdc
LOŠINJ	LOŠINJ	Y
T332	T33	Npmsg
Valbiska	Valbisk	Npmsg
–		Npmsg
Merag	Meri	Npmsg
T334	T33	Npmsg
Brestova	Brestov	Npmsg
–		Npmsg
Porozina	Porozin	Npmsg
B9308	B930	Npmsg
Cres	Cre	Npmsg
–	–	Z
Rijeka	Rijeka	Npfsn
2	2	Mdc
CRES	CRES	Npmsn
T401	T401	Npmsn
Mali	mali	Agpmsny
Lošinj	Lošinj	Npmsn
–	–	Z
Zadar	Zadar	Npmsn
3	3	Mdc
UNIJE	unija	Ncfsg
T332	T33	Npmsg
Valbiska	Valbisk	Npmsg
–		Npmsg
Merag	Meri	Npmsg
T334	T33	Npmsg
Brestova	Brestov	Npmsg
–		Npmsg
Porozina	Porozin	Npmsg
B9308	B930	Npmsg
Cres	Cre	Npmsg
–	–	Z
Rijeka	Rijeka	Npfsn
B9308	B9308	X
Mali	mali	Agpmsny
Lošinj	lošinj	Ncmsn
–	–	Z
Rijeka	rijeka	Ncfsn
T401	T401	Mdc
Mali	mali	Agpmsny
Lošinj	Lošinj	Npmsn
–	–	Z
Zadar	Zadar	Npmsn
4	4	Mdc
SUSAK	SUSA	Npmsg
T332	T33	Npmsg
Valbiska	Valbisk	Npmsg
–		Npmsg
Merag	Meri	Npmsg
T334	T33	Npmsg
Brestova	Brestov	Npmsg
–		Npmsg
Porozina	Porozin	Npmsg
B9308	B930	Npmsg
Cres	Cre	Npmsg
–	–	Z
Rijeka	Rijeka	Npfsn
B9308	B9308	X
Mali	mali	Agpmsny
Lošinj	lošinj	Ncmsn
–	–	Z
Rijeka	rijeka	Ncfsn
T401	T401	Mdc
Mali	mali	Agpmsny
Lošinj	Lošinj	Npmsn
–	–	Z
Zadar	Zadar	Npmsn
5	5	Mdc
ILOVIK	ILOVI	Npmsg
T332	T33	Npmsg
Valbiska	Valbisk	Npmsg
–		Npmsg
Merag	Meri	Npmsg
T334	T33	Npmsg
Brestova	Brestov	Npmsg
–		Npmsg
Porozina	Porozin	Npmsg
B9308	B930	Npmsg
Cres	Cre	Npmsg
–	–	Z
Rijeka	Rijeka	Npfsn
B9308	B9308	X
Mali	mali	Agpmsny
Lošinj	lošinj	Ncmsn
–	–	Z
Rijeka	rijeka	Ncfsn
T401	T401	Mdc
Mali	mali	Agpmsny
Lošinj	Lošinj	Npmsn
–	–	Z
Zadar	Zadar	Npmsn
6	6	Mdc
SRAKANE	srakan	Ncmpa
VELE	veli	Vmr3p
B9308	B9308	X
Mali	mali	Agpmsny
Lošinj	lošinj	Ncmsn
–	–	Z
Rijeka	Rijeka	Npfsn
B9308	B9308	Npfsn
Cres	Cres	Npfsn
–	–	Z
Rijeka	rijeka	Ncfsn
T401	T401	Mdc
Mali	mali	Agpmsny
Lošinj	Lošinj	Npmsn
–	–	Z
Zadar	Zadar	Npmsn
T332	T332	Mdc
Valbiska	Valbiska	Npfsn
–	–	Z
Merag	Meri	Npmsg
T334	T33	Npmsg
Brestova	Brestov	Npmsg
–		Npmsg
Porozina	Porozin	Npmsg
7	7	Mdc
ZVERINAC	ZVERINAC	Npmsn
B9406	B9406	Npmsn
Zadar	Zadar	Npmsn
–	–	Z
Sali	saliti	Vmp-pm
K405a	K405a	Sa
Zadar	Zadar	Npmsan
–	–	Z
Sali	saliti	Vmp-pm
8	8	Mdc
SESTRUNJ	SESTRUNJ	Npmsn
T431	T431	Npmsn
Zadar	Zadar	Npmsn
–	–	Z
Preko	preko	Sg
K409	K40	Npmsg
Zadar	Zadar	Npmsn
–	–	Z
Preko	preko	Sg
9	9	Mdc
RIVANJ	RIVANJ	Npmsn
T431	T431	Npmsn
Zadar	Zadar	Npmsn
–	–	Z
Preko	preko	Sg
K409	K40	Npmsg
Zadar	Zadar	Npmsn
–	–	Z
Preko	preko	Sg
10	10	Mdc
UGLJAN	UGLJAN	Npmsn
T432	T432	Npmsn
Biograd	Biograd	Npmsn
–	–	Z
Tkon	Tkon	Npmsn
11	11	Mdc
PAŠMAN	PAŠMAN	Npmsn
T431	T431	Npmsn
Zadar	Zadar	Npmsn
–	–	Z
Preko	preko	Sg
K409	K40	Npmsg
Zadar	Zadar	Npmsn
–	–	Z
Preko	preko	Sg
12	12	Mdc
BIŠEVO	BIŠEVO	Y
T602	T602	Npmsn
Vis	VIS	Npmsn
–	–	Z
Split	Split	Npmsn
B9602	B9602	Npmsn
Vis	VIS	Npmsn
–	–	Z
Split	Split	Npmsn
13	13	Mdc
KORČULA	korčul	Ncmpg
T633	t63i	Agpfsgy
Ploče	ploča	Ncfsg
–	–	Z
Trpanj	Trpanj	Npmsn
14	14	Mdc
LASTOVO	LASTOVO	Y
T634	T63	Npmsg
Dominče	Dominča	Npmsg
–	–	Z
Orebić	Orebić	Npmsn
T633	T633	Mdc
Ploče	ploča	Ncfsg
–	–	Z
Trpanj	Trpanj	Npmsn
15	15	Mdc
MLJET	mljeti	Vmn
T633	t63i	Agpfpay
Ploče	ploča	Ncfpa
–	–	Z
Trpanj	Trpanj	Npmsn
16	16	Mdc
PELJEŠAC	PELJEŠA	Npmsg
B9608	B960	Npmsg
Korčula	Korčul	Npmsg
–	–	Z
Split	Split	Npmsn

PRILOG	prilog	Ncmsn
2.	2.	Mdo

PRILOG	prilog	Ncmsn
3.	3.	Mdo

PRILOG	prilog	Ncmsn
4.	4.	Mdo

SADRŽAJ	sadržaj	Ncmsn
I	i	Cc
IZGLED	izgled	Ncmsan
OTOČNE	otočni	Agpfsgy
ISKAZNICE	iskaznica	Ncfsg
ZA	za	Sa
POMORSKI	pomorski	Agpmsayn
PRIJEVOZ	prijevoz	Ncmsan
PUTNIKA	putnik	Ncmpg

Otočna	otočni	Agpfsny
iskaznica	iskaznica	Ncfsn
za	za	Sa
pomorski	pomorski	Agpmsayn
prijevoz	prijevoz	Ncmsan
putnika	putnik	Ncmpg
sadrži	sadržati	Vmr3s
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
:	:	Z

A.	A.	Y
Na	na	Sl
prednjoj	prednji	Agpfsly
strani	strana	Ncfsl
iskaznice	iskaznica	Ncfsg
:	:	Z

–	–	Agpmsny
logo	logo	Ncmsn
Agencije	agencija	Ncfsg
za	za	Sa
obalni	obalni	Agpmsayn
linijski	linijski	Agpmsayn
pomorski	pomorski	Agpmsayn
promet	promet	Ncmsan

–	–	Agpmsny
naziv	naziv	Ncmsn
OTOČNA	otočni	Agpfsny
ISKAZNICA	iskaznica	Ncfsn

–	–	Z
fotografija	fotografija	Ncfsn
korisnika	korisnik	Ncmpg
prava	pravo	Ncnsg

–	i	Agpnsny
ime	ime	Ncnsn
korisnika	korisnik	Ncmpg
prava	pravo	Ncnsg

–	i	Agpnsny
prezime	prezime	Ncnsn
korisnika	korisnik	Ncmpg
prava	pravo	Ncnsg

–	i	Agpnsny
mjesto	mjesto	Ncnsn
prebivališta	prebivalište	Ncnsg
i	i	Cc
naziv	naziv	Ncmsn
otoka	otok	Ncmsg

–		Agcmsayn
status	status	Ncmsan
korisnika	korisnik	Ncmpg
prava	pravo	Ncnsg

–	–	Z
OIB	OIB	Sg
korisnika	korisnik	Ncmpg
prava	pravo	Ncnsg

–	–	Agpmsny
serijski	serijski	Agpmsny
broj	broj	Ncmsn
iskaznice	iskaznica	Ncfsg

–	–	Agpmsny
datum	datum	Ncmsn
izdavanja	izdavanje	Ncnsg
iskaznice	iskaznica	Ncfsg

–		Agcmsayn
datum	datum	Ncmsan
isteka	istek	Ncmsg
valjanosti	valjanost	Ncfsg
iskaznice	iskaznica	Ncfsg

B.	B.	Y
Na	na	Sl
poleđini	poleđina	Ncfsl
iskaznice	iskaznica	Ncfsg

–	i	Agpfpay
opće	opći	Agpfpay
upute	uputa	Ncfpa
o	o	Sl
namjeni	namjena	Ncfsl
i	i	Cc
načinu	način	Ncmsl
korištenja	korištenje	Ncnsg
otočne	otočni	Agpfsgy
iskaznice	iskaznica	Ncfsg

C.	C.	Y
Na	na	Sl
čipu	čip	Ncmsl
iskaznice	iskaznica	Ncfsg
datoteka	datoteka	Ncfpg
s	sa	Si
osnovnim	osnovan	Agpmpiy
podacima	podatak	Ncmpi
:	:	Z

–	i	Agpnsay
ime	ime	Ncnsa

–	i	Agpnsay
prezime	prezime	Ncnsa

–	–	Npmsn
OIB	OIB	Npmsn

–		Agcmsayn
status	status	Ncmsan
korisnika	korisnik	Ncmpg
prava	pravo	Ncnsg

–	–	Ps1nsn
osnovno	osnovan	Agpnsny
pravo	pravo	Ncnsn
iz	iz	Sg
kataloga	katalog	Ncmsg
prava	pravo	Ncnsg

–	–	Agpmsny
naziv	naziv	Ncmsn
ulice	ulica	Ncfsg
i	i	Cc
kućnog	kućni	Agpmsgy
broja	broj	Ncmsg
mjesta	mjesto	Ncnsg
prebivanja	prebivanje	Ncnsg

–	–	Agpmsny
naziv	naziv	Ncmsn
mjesta	mjesto	Ncnsg
prebivanja	prebivanje	Ncnsg

–	i	Agpfsny
šifra	šifra	Ncfsn
(	(	Z
DGU	DGU	Npmsn
)	)	Z
mjesta	mjesto	Ncnsg
prebivanja	prebivanje	Ncnsg

–	–	Agpmsny
naziv	naziv	Ncmsn
općine	općina	Ncfsg
prebivanja	prebivanje	Ncnsg

–	i	Agpfsny
šifra	šifra	Ncfsn
(	(	Z
DGU	DG	Npmsl
)	)	Z
općine	općina	Ncfsg
prebivanja	prebivanje	Ncnsg

–	–	Z
naziv	naziv	Ncmsn
otoka	otok	Ncmsg

–		Agcmsny
broj	broj	Ncmsn
iskaznice	iskaznica	Ncfsg

–	–	Agpmsny
datum	datum	Ncmsn
izdavanja	izdavanje	Ncnsg

–		Agcmsayn
datum	datum	Ncmsan
isteka	istek	Ncmsg

D.	D.	Y
Na	na	Sl
čipu	čip	Ncmsl
iskaznice	iskaznica	Ncfsg
datoteka	datoteka	Ncfpg
s	sa	Si
dodatnim	dodatan	Agpmpiy
podacima	podatak	Ncmpi
:	:	Z

–	–	Agpmsny
naziv	naziv	Ncmsn
mjesta	mjesto	Ncnsg
boravišta	boravište	Ncnsg

–	i	Agpfsny
šifra	šifra	Ncfsn
(	(	Z
DGU	DGU	Npmsn
)	)	Z
mjesta	mjesto	Ncnsg
boravišta	boravište	Ncnsg

–	–	Agpmsny
naziv	naziv	Ncmsn
općine	općina	Ncfsg
boravišta	boravište	Ncnsg

–	i	Agpfsny
šifra	šifra	Ncfsn
(	(	Z
DGU	DG	Npmsl
)	)	Z
općine	općina	Ncfsg
boravišta	boravište	Ncnsg

–	–	Agpmsny
naziv	naziv	Ncmsn
ulice	ulica	Ncfsg
i	i	Cc
kućni	kućni	Agpmsny
broj	broj	Ncmsn
boravišta	boravište	Ncnsg

IZGLED	izgled	Ncmsn
OTOČNE	otočni	Agpfsgy
ISKAZNICE	iskaznica	Ncfsg
PUTNIKA	putnik	Ncmpg

Otočna	otočni	Agpfsny
iskaznica	iskaznica	Ncfsn
za	za	Sa
redovne	redovan	Agpmpay
korisnike	korisnik	Ncmpa

Otočna	otočni	Agpfsny
iskaznica	iskaznica	Ncfsn
za	za	Sa
đake	đak	Ncmpa
i	i	Cc
studente	student	Ncmpa

Otočna	otočni	Agpfsny
iskaznica	iskaznica	Ncfsn
za	za	Sa
umirovljenike	umirovljenik	Ncmpa
i	i	Cc
osobe	osoba	Ncfpa
starije	staro	Rgc
od	od	Sg
65	65	Mdc
godina	godina	Ncfpg

PRILOG	prilog	Ncmsn
5.	5.	Mdo

PRILOG	prilog	Ncmsn
6.	6.	Mdo

SADRŽAJ	sadržaj	Ncmsn
I	i	Cc
IZGLED	izgled	Ncmsan
OTOČNE	otočni	Agpfsgy
ISKAZNICE	iskaznica	Ncfsg
I	i	Cc
VINJETE	vinjeta	Ncfpn
ZA	za	Sa
POMORSKI	pomorski	Agpmsayn
PRIJEVOZ	prijevoz	Ncmsan
VOZILA	vozilo	Ncnsg

Otočna	otočni	Agpfsny
iskaznica	iskaznica	Ncfsn
za	za	Sa
pomorski	pomorski	Agpmsayn
prijevoz	prijevoz	Ncmsan
vozila	vozilo	Ncnsg
sadrži	sadržati	Vmr3s
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
:	:	Z

A.	A.	Y
Na	na	Sl
prednjoj	prednji	Agpfsly
strani	strana	Ncfsl
iskaznice	iskaznica	Ncfsg
:	:	Z

–	–	Agpmsny
logo	logo	Ncmsn

