PU003	pu003	Agpmsny
svih	sav	Agpmpgy
plućnih	plućni	Agpmpgy
volumena	volumen	Ncmpg
,	,	Z
kapaciteta	kapacitet	Ncmsg
i	i	Cc
otpora	otpor	Ncmpg
dišnih	dišni	Agpmpgy
puteva	put	Ncmpg
.	.	Z

Ne	ne	Qz
uključuje	uključivati	Vmr3s
difuzijski	difuzijski	Agpmsny
kapacitet	kapacitet	Ncmsn
pluća	pluća	Ncnpg
–	–	Z
uključuje	uključivati	Vmr3s
potrošni	potrošan	Agpmsayn
materijal	materijal	Ncmsan
2,03	2,03	Mdc
446,60	446,60	Mdc
PU006	PU006	Mdc
Tjelesna	tjelesni	Agpfsny
pletizmografija	pletizmografija	Ncfsn
s	sa	Si
farmakodinamskim	farmakodinamski	Agpmsiy
testom	test	Ncmsi
Uključena	uključiti	Appfsny
spirometrija	spirometrija	Ncfsn
prije	prije	Sg
i	i	Qo
nakon	nakon	Sg
primjene	primjena	Ncfsg
lijeka	lijek	Ncmsg
.	.	Z

Uključuje	uključivati	Vmr3s
lijekove	lijek	Ncmpa
i	i	Cc
potrošni	potrošan	Agpmsayn
materijal	materijal	Ncmsan
tijekom	tijekom	Sg
testa	test	Ncmsg
.	.	Z

Uključuje	uključivati	Vmr3s
mjerenje	mjerenje	Ncnsa
kapaciteta	kapacitet	Ncmsg
i	i	Cc
otpora	otpor	Ncmpg
dišnih	dišni	Agpmpgy
puteva	put	Ncmpg
.	.	Z

Ne	ne	Qz
uključuje	uključivati	Vmr3s
difuzijski	difuzijski	Agpmsny
kapacitet	kapacitet	Ncmsn
pluća	pluća	Ncnpg
.	.	Z
2,90	2,90	Mdc
638,00	638,00	Mdc
PU007	PU007	Mdc
Difuzijski	difuzijski	Agpmsny
kapacitet	kapacitet	Ncmsn
pluća	pluća	Ncnpg
(	(	Z
DLCO	DLCO	Npmsn
)	)	Z
Uključuje	uključivati	Vmr3s
pletizmografiju	pletizmografija	Ncfsa
i	i	Cc
spirometriju	spirometrija	Ncfsa
–	–	Z
uključuje	uključivati	Vmr3s
potrošni	potrošan	Agpmsayn
materijal	materijal	Ncmsan
i	i	Cc
lijekove	lijek	Ncmpa
3,06	3,06	Mdc
673,20	673,20	Mdc
PU008	PU008	Mdc
Impulsna	impulsni	Agpfsny
oscilometrija	oscilometrija	Ncfsn
Uključuje	uključivati	Vmr3s
sva	sav	Agpnpay
mjerenja	mjerenje	Ncnpa
mehaničkih	mehanički	Agpfpgy
osobina	osobina	Ncfpg
pluća	pluća	Ncnpg
i	i	Cc
dišnog	dišni	Agpmsgy
sustava	sustav	Ncmsg
(	(	Z
elastičnost	elastičnost	Ncfsa
,	,	Z
rastezljivost	rastezljivost	Ncfsa
,	,	Z
te	te	Cc
otpore	otpor	Ncmpa
)	)	Z
i	i	Cc
probnu	probni	Agpfsay
neuspjelu	neuspio	Agpfsay
spirometriju	spirometrija	Ncfsa
.	.	Z
1,75	1,75	Mdc
385,00	385,00	Mdc
PU009	PU009	Mdc
Impulsna	impulsni	Agpfsny
oscilometija	oscilometija	Ncfsn
s	sa	Si
bronhodilatacijskim	bronhodilatacijski	Agpmsiy
testom	test	Ncmsi
Uključuje	uključivati	Vmr3s
sva	sav	Agpnpay
mjerenja	mjerenje	Ncnpa
mehaničkih	mehanički	Agpfpgy
osobina	osobina	Ncfpg
pluća	pluća	Ncnpg
i	i	Cc
dišnog	dišni	Agpmsgy
sustava	sustav	Ncmsg
(	(	Z
elastičnost	elastičnost	Ncfsa
,	,	Z
rastezljivost	rastezljivost	Ncfsa
te	te	Cc
otpore	otpor	Ncmpa
)	)	Z
i	i	Cc
probnu	probni	Agpfsay
neuspjelu	neuspio	Agpfsay
spirometriju	spirometrija	Ncfsa
prije	prije	Sg
i	i	Qo
nakon	nakon	Sg
primjene	primjena	Ncfsg
lijeka	lijek	Ncmsg
.	.	Z

Uključuje	uključivati	Vmr3s
lijekove	lijek	Ncmpa
i	i	Cc
potrošni	potrošan	Agpmsayn
materijal	materijal	Ncmsan
tijekom	tijekom	Sg
testa	test	Ncmsg
.	.	Z
2,51	2,51	Mdc
552,20	552,20	Mdc
PU010	PU010	Mdo
Frakcija	frakcija	Ncfsn
izadahnutog	izadahnut	Agpmsgy
NO	no	Cc
(	(	Z
FeNO	feni	Agpnsny
)	)	Z
test	test	Ncmsan
Uključena	uključiti	Appfsny
sva	sav	Agpfsny
mjerenje	mjerenje	Ncnsa
NO-a	NO	Npmsg
u	u	Sl
izdahu	izdah	Ncmsl
pacijenta	pacijent	Ncmsg
tijekom	tijekom	Sg
testa	test	Ncmsg
–	–	Z
uključuje	uključivati	Vmr3s
potrošni	potrošan	Agpmsayn
materijal	materijal	Ncmsan
i	i	Cc
lijekove	lijek	Ncmpa
1,67	1,67	Mdc
367,40	367,40	Mdc
PU011	PU011	Mdo
Frakcija	frakcija	Ncfsn
izadahnutog	izadahnut	Agpmsgy
NO	no	Cc
(	(	Z
FeNO	fena	Ncfpn
)	)	Z
nosni	nosni	Agpmpny
Uključena	uključen	Agpnpay
sva	sav	Agpnpay
mjerenja	mjerenje	Ncnpa
NO-a	NO	Npmsg
u	u	Sl
izdahu	izdah	Ncmsl
pacijenta	pacijent	Ncmsg
kroz	kroz	Sa
nos	nos	Ncmsan
(	(	Z
lijevog	lijevi	Agpnsgy
i	i	Cc
desnog	desni	Agpmsgy
nosa-odvojeno	nosa-odvojen	Ncmsg
)	)	Z
tijekom	tijekom	Sg
testa	test	Ncmsg
–	–	Z
uključuje	uključivati	Vmr3s
potrošni	potrošan	Agpmsayn
materijal	materijal	Ncmsan
2,92	2,92	Mdc
642,40	642,40	Mdc
PU012	PU012	Mdc
Rinomanometrija	Rinomanometri	Npmsg
Uključena	uključen	Agpnpay
mjerenja	mjerenje	Ncnpa
otpora	otpor	Ncmpg
i	i	Cc
protoka	protok	Ncmsg
lijevog	lijevi	Agpmsgy
i	i	Cc
desnog	desni	Agpmsgy
nosa	nos	Ncmsg
tijekom	tijekom	Sg
testa	test	Ncmsg
–	–	Z
uključuje	uključivati	Vmr3s
potrošni	potrošan	Agpmsayn
materijal	materijal	Ncmsan
1,46	1,46	Mdc
321,20	321,20	Mdc
PU013	PU013	Mdc
Rinoprovokacija	Rinoprovokacija	Npfsn
Uključena	uključen	Agpnpay
sva	sav	Agpnpay
mjerenja	mjerenje	Ncnpa
otpora	otpor	Ncmsg
i	i	Cc
protoka	protok	Ncmsg
lijevog	lijevi	Agpmsgy
i	i	Cc
desnog	desni	Agpmsgy
nosa	nos	Ncmsg
prije	prije	Sg
i	i	Qo
nakon	nakon	Sg
primjene	primjena	Ncfsg
lijeka	lijek	Ncmsg
–	–	Z
uključuje	uključivati	Vmr3s
potrošni	potrošan	Agpmsayn
materijal	materijal	Ncmsan
i	i	Cc
lijekove	lijek	Ncmpa
2,97	2,97	Mdc
653,40	653,40	Mdc
PU014	PU014	Mdc
Alveo-arterijska	alveo-arterijski	Agpfsny
diferenca	diferenca	Ncfsn
0,71	0,71	Mdc
156,20	156,20	Mdc
PU015	PU01	Npmsg
Traheobronhoskopija	Traheobronhoskopi	Npmsg
u	u	Sl
lokalnoj	lokalan	Agpfsly
anesteziji	anestezija	Ncfsl
Uključuje	uključivati	Vmr3s
uklanjanje	uklanjanje	Ncnsa
stranog	stran	Agpnsgy
tijela	tijelo	Ncnsg
i	i	Cc
lokalnu	lokalan	Agpfsay
anesteziju	anestezija	Ncfsa
.	.	Z
9,05	9,05	Mdc
1.991,00	1.991,00	Mdc
PU016	PU016	Mdc
Fleksibilna	fleksibilan	Agpfsny
bronhoskopija	bronhoskopija	Ncfsn
s	sa	Si
uzimanjem	uzimanje	Ncnsi
aspirata	aspirt	Ncmpg
bronha	bronh	Ncmpg
ili	ili	Cc
mini	mina	Ncfsl
lavata	lavat	Ncmpg
+	+	Z
bris	bris	Ncmsan
bronha	bronh	Ncmsg
četkicom	četkica	Ncfsi
8,67	8,67	Mdc
1.907,40	1.907,40	Mdc
PU017	PU017	Mdc
Fleksibilna	fleksibilan	Agpfsny
bronhoskopija	bronhoskopija	Ncfsn
s	sa	Si
uzimanjem	uzimanje	Ncnsi
aspirata	aspirt	Ncmpg
bronha	bronh	Ncmpg
ili	ili	Cc
mini	mina	Ncfsl
lavata	lavat	Ncmpg
+	+	Z
bronhoalveolarno	bronhoalveolaran	Agpnsny
ispiranje	ispiranje	Ncnsn
9,36	9,36	Mdc
2.059,20	2.059,20	Mdc
PU018	PU018	Mdc
Fleksibilna	fleksibilan	Agpfsny
bronhoskopija	bronhoskopija	Ncfsn
u	u	Sl
lokalnoj	lokalan	Agpfsly
anesteziji	anestezija	Ncfsl
ili	ili	Cc
i.	i	Agpfsly
v.	va	Ncfsl
sedaciji	sedacija	Ncfsd
Uključuje	uključivati	Vmr3s
lokalnu	lokalan	Agpfsay
anesteziju	anestezija	Ncfsa
10,83	10,83	Mdc
2.382,60	2.382,60	Mdc
PU019	PU019	Mdc
Fleksibilna	fleksibilan	Agpfsny
bronhoskopija	bronhoskopija	Ncfsn
u	u	Sl
lokalnoj	lokalan	Agpfsly
anesteziji	anestezija	Ncfsl
ili	ili	Cc
i.	i.	Pd-nsn
v.	v.	Sl
sedaciji	sedacija	Ncfsl
s	sa	Si
uzimanjem	uzimanje	Ncnsi
aspirata	aspirt	Ncmpg
bronha	bronh	Ncmpg
ili	ili	Cc
mini	mina	Ncfsl
lavata	lavata	Pi3n-n
Uključuje	uključivati	Vmr3s
lokalnu	lokalan	Agpfsay
anesteziju	anestezija	Ncfsa
10,83	10,83	Mdc
2.382,60	2.382,60	Mdc
PU020	PU020	Mdc
Fleksibilna	fleksibilan	Agpfsny
bronhoskopija	bronhoskopija	Ncfsn
u	u	Sl
lokalnoj	lokalan	Agpfsly
anesteziji	anestezija	Ncfsl
ili	ili	Cc
i.	i.	Pd-nsn
v.	v.	Sl
sedaciji	sedacija	Ncfsl
s	sa	Si
uzimanjem	uzimanje	Ncnsi
aspirata	aspirt	Ncmpg
bronha	bronh	Ncmpg
ili	ili	Cc
mini	mina	Ncfsl
lavata	lavat	Ncmpg
+	+	Z
bronhoalveolarno	bronhoalveolaran	Agpnsny
ispiranje	ispiranje	Ncnsn
Uključuje	uključivati	Vmr3s
lokalnu	lokalan	Agpfsay
anesteziju	anestezija	Ncfsa
11,88	11,88	Mdc
2.613,60	2.613,60	Mdc
PU021	PU021	Mdc
Rekanalizacija	Rekanalizacij	Npmsay
benignih	benigan	Agpmpgy
i	i	Cc
malignih	maligan	Agpfpgy
stenoza	stenoza	Ncfpg
traheje	traheja	Ncfsg
ili	ili	Cc
bronha	bronh	Ncmsg
Laserom	laser	Ncmsi
,	,	Z
kauterom	kauter	Npmsi
,	,	Z
argon	aran	Mlcfsi
plazmom	plazma	Ncfsi
ili	ili	Cc
krioterapijom	krioterapija	Ncfsi
34,21	34,21	Mdc
7.526,20	7.526,20	Mdc
PU022	PU022	Mdc
Terapijska	terapijski	Agpfsny
velika	velik	Agpfsny
lavaža	lavaža	Ncfsn
pluća	pluća	Ncnpg
(	(	Z
s	sa	Si
više	mnogo	Rgc
od	od	Sg
10	10	Mdc
l	l	Y
FO	FO	Y
)	)	Z
za	za	Sa
jedno	jedan	Mlcnsa
plućno	plućni	Agpnsay
krilo	krilo	Ncnsa
62,48	62,48	Mdc
13.745,60	13.745,60	Mdc
PU023	PU023	Mdc
Terapijska	terapijski	Agpfsny
velika	velik	Agpfsny
lavaža	lavaža	Ncfsn
pluća	pluća	Ncnpg
(	(	Z
s	sa	Si
više	mnogo	Rgc
od	od	Sg
20	20	Mdc
l	l	Y
FO	FO	Y
)	)	Z
za	za	Sa
oba	oba	Agpnpay
plućna	plućni	Agpnpay
krila	krilo	Ncnpa
68,14	68,14	Mdc
14.990,80	14.990,80	Mdc
PU024	PU024	Mdc
Endoskopsko	endoskopski	Agpnsny
umetanje	umetanje	Ncnsn
stenta	stent	Ncmsg
u	u	Sl
traheji	traheja	Ncfsl
(	(	Z
11	11	Mdc
)	)	Z
Ne	ne	Qz
uključuje	uključivati	Vmr3s
stent	stent	Ncmsan
31,38	31,38	Mdc
6.903,60	6.903,60	Mdc
PU025	PU025	Mdc
Endoskopsko	endoskopski	Agpnsny
umetanje	umetanje	Ncnsn
stenta	stent	Ncmsg
u	u	Sl
bronhu	bronh	Ncmsl
(	(	Z
11	11	Mdc
)	)	Z
Ne	ne	Qz
uključuje	uključivati	Vmr3s
stent	stent	Ncmsan
31,38	31,38	Mdc
6.903,60	6.903,60	Mdc
PU026	PU026	Mdc
Endoskopska	endoskopski	Agpfsny
dilatacija	dilatacija	Ncfsn
benignih	benigan	Agpfpgy
i	i	Cc
malignih	maligan	Agpfpgy
stenoza	stenoza	Ncfpg
traheje	traheja	Ncfsg
ili	ili	Cc
bronha	bronh	Ncmpg
balonom	balon	Ncmsi
(	(	Z
11	11	Mdc
)	)	Z
Ne	ne	Qz
uključuje	uključivati	Vmr3s
stent	stent	Ncmsan
31,38	31,38	Mdc
6.903,60	6.903,60	Mdc
PU027	pu02i	Agpnsny
Postavljanje	postavljanje	Ncnsn
balon	balon	Ncmsn
blokera	bloker	Ncmpg
kod	kod	Sg
masivnih	masivan	Agpnpgy
krvarenja	krvarenje	Ncnpg
iz	iz	Sg
bronhalnog	bronhalan	Agpnsgy
stabla	stablo	Ncnsg
24,31	24,31	Mdc
5.348,20	5.348,20	Mdc
PU028	pu02i	Agpnsny
Zaustavljanje	zaustavljanje	Ncnsn
krvarenja	krvarenje	Ncnsg
iz	iz	Sg
traheobronhalnog	traheobronhalan	Agpmsgy
sustava	sustav	Ncmsg

