prijavu	prijava	Ncfsa
izdavanja	izdavanje	Ncnsg
i	i	Cc
rok	rok	Ncmsn
važenja	važenje	Ncnsg
ovlaštenja	ovlaštenje	Ncnsg
,	,	Z

–	–	Agpmsny
registarski	registarski	Agpmsny
broj	broj	Ncmsn
iz	iz	Sg
registra	registar	Ncmsg
ovlaštenih	ovlašten	Agpfpgy
osoba	osoba	Ncfpg
,	,	Z

–	i	Agpnsay
ime	ime	Ncnsa
i	i	Cc
prezime	prezime	Ncnsa
i	i	Cc
osobni	osoban	Agpmsayn
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
ovlaštene	ovlašten	Agpfsgy
pravne	pravni	Agpfsgy
osobe	osoba	Ncfsg
,	,	Z

–	i	Agpnsgy
imena	ime	Ncnsg
i	i	Cc
prezimena	prezime	Ncnsg
i	i	Cc
osobne	osoban	Agpmpay
identifikacijske	identifikacijski	Agpmpay
brojeve	broj	Ncmpa
za	za	Sa
sve	sav	Agpfpay
fizičke	fizički	Agpfpay
osobe	osoba	Ncfpa
zaposlene	zaposliti	Appfpny
u	u	Sl
pravnoj	pravni	Agpfsly
osobi	osoba	Ncfsl
koje	koji	Pi-nsn
će	htjeti	Var3s
provoditi	provoditi	Vmn
radnje	radnja	Ncfpa
i	i	Cc
postupke	postupak	Ncmpa
energetskih	energetski	Agpmpgy
pregleda	pregled	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Protiv	protiv	Sg
rješenja	rješenje	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
kojim	koji	Pi-msi
se	sebe	Px--sa
odbija	odbijati	Vmr3s
zahtjev	zahtjev	Ncmsn
za	za	Sa
izdavanje	izdavanje	Ncnsa
ovlaštenja	ovlaštenje	Ncnsg
nije	biti	Var3s
dopuštena	dopustiti	Appfsny
žalba	žalba	Ncfsn
,	,	Z
ali	ali	Cc
se	sebe	Px--sa
može	moći	Vmr3s
pokrenuti	pokrenuti	Vmn
upravni	upravan	Agpmsayn
spor	spor	Ncmsan
.	.	Z

Članak	članak	Ncmsn
15.	15.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ovlaštena	ovlastiti	Appfsny
osoba	osoba	Ncfsn
dužna	dužan	Agpfsny
je	biti	Var3s
zahtjev	zahtjev	Ncmsn
za	za	Si
ponovnim	ponovan	Agpnsiy
izdavanjem	izdavanje	Ncnsi
rješenja	rješenje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
14.	14.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
podnijeti	podnijeti	Vmn
Ministarstvu	ministarstvo	Ncnsl
najmanje	malo	Rgs
tri	tri	Mlc
mjeseca	mjesec	Ncmsg
prije	prije	Sg
isteka	istek	Ncmsg
važenja	važenje	Ncnsg
rješenja	rješenje	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Na	na	Sa
postupak	postupak	Ncmsan
i	i	Cc
uvjete	uvjet	Ncmpa
ponovnog	ponovan	Agpnsgy
izdavanja	izdavanje	Ncnsg
rješenja	rješenje	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
o	o	Sl
izdavanju	izdavanje	Ncnsl
ovlaštenja	ovlaštenje	Ncnsg
.	.	Z

Članak	članak	Ncmsn
16.	16.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
ovlaštena	ovlastiti	Appfsny
osoba	osoba	Ncfsn
više	mnogo	Rgc
ne	ne	Qz
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
određene	određen	Agpmpay
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
na	na	Sl
temelju	temelj	Ncmsl
kojih	koji	Pi-mpg
je	biti	Var3s
stekla	steći	Vmp-sf
ovlaštenje	ovlaštenje	Ncnsa
ili	ili	Cc
odredila	odrediti	Vmp-sf
imenovanu	imenovati	Pd-fsa
osobu	osoba	Ncfsa
,	,	Z
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
izdavanje	izdavanje	Ncnsa
novog	nov	Agpnsgy
ovlaštenja	ovlaštenje	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Na	na	Sa
postupak	postupak	Ncmsan
i	i	Cc
uvjete	uvjet	Ncmpa
izdavanja	izdavanje	Ncnsg
novog	nov	Agpnsgy
rješenja	rješenje	Ncnsg
odgovarajuće	odgovarajući	Agpnsny
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
o	o	Sl
izdavanju	izdavanje	Ncnsl
ovlaštenja	ovlaštenje	Ncnsg
.	.	Z

Članak	članak	Ncmsn
17.	17.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjene	promjena	Ncfsg
imenovane	imenovati	Agpfsgy
osobe	osoba	Ncfsg
u	u	Sl
ovlaštenoj	ovlašten	Agpfsly
pravnoj	pravni	Agpfsly
osobi	osoba	Ncfsl
,	,	Z
ovlaštena	ovlastiti	Appfsny
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
podnosi	podnositi	Vmr3s
zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
imenovane	imenovati	Agpfsgy
osobe	osoba	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Na	na	Sl
temelju	temelj	Ncmsl
zahtjeva	zahtjev	Ncmpg
i	i	Cc
utvrđenih	utvrditi	Agpfpgy
činjenica	činjenica	Ncfpg
,	,	Z
Ministarstvo	ministarstvo	Ncnsn
izdaje	izdavati	Vmr3s
izmjenu	izmjena	Ncfsa
rješenja	rješenje	Ncnsg
,	,	Z
a	a	Cc
promjena	promjena	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
unosi	unositi	Vmr3s
se	sebe	Px--sa
u	u	Sa
registar	registar	Ncmsan
.	.	Z

Postupanje	postupanje	Ncnsn
i	i	Cc
izuzeće	izuzeće	Ncnsn
u	u	Sl
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
ovlaštenih	ovlašten	Agpfpgy
osoba	osoba	Ncfpg

Članak	članak	Ncmsn
18.	18.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ovlaštena	ovlastiti	Appfsny
osoba	osoba	Ncfsn
dužna	dužan	Agpfsny
je	biti	Var3s
trajno	trajno	Rgp
ispunjavati	ispunjavati	Vmn
propisane	propisati	Agpmpay
uvjete	uvjet	Ncmpa
za	za	Sa
izdavanje	izdavanje	Ncnsa
ovlaštenja	ovlaštenje	Ncnsg
za	za	Sa
provođenje	provođenje	Ncnsa
energetskih	energetski	Agpmpgy
pregleda	pregled	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ovlaštena	ovlastiti	Appfsny
osoba	osoba	Ncfsn
odgovorna	odgovoran	Agpfsny
je	biti	Var3s
za	za	Sa
stručnost	stručnost	Ncfsa
,	,	Z
točnost	točnost	Ncfsa
i	i	Cc
nepristranost	nepristranost	Ncfsn
u	u	Sl
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
za	za	Sa
koje	koji	Pi-mpa
je	biti	Var3s
ovlaštena	ovlastiti	Appfsny
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ovlaštena	ovlastiti	Appfsny
osoba	osoba	Ncfsn
dužna	dužan	Agpfsny
je	biti	Var3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
osam	osam	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
provedbe	provedba	Ncfsg
energetskog	energetski	Agpmsgy
pregleda	pregled	Ncmsg
Ministarstvu	ministarstvo	Ncnsd
dostaviti	dostaviti	Vmn
izrađena	izraditi	Agpnpay
izvješća	izvješće	Ncnpa
o	o	Sl
provedenim	provesti	Agpmply
energetskim	energetski	Agpmply
pregledima	pregled	Ncmpl
koja	koji	Pi-fsn
se	sebe	Px--sa
upisuju	upisivati	Vmr3p
u	u	Sa
registar	registar	Ncmsan
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Imenovana	imenovati	Appfsny
osoba	osoba	Ncfsn
i	i	Cc
ovlaštena	ovlašten	Agpfsny
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
svojim	svoj	Px-msi
potpisom	potpis	Ncmsi
potvrđuju	potvrđivati	Vmr3p
i	i	Cc
odgovaraju	odgovarati	Vmr3p
za	za	Sa
istinitost	istinitost	Ncfsa
i	i	Cc
točnost	točnost	Ncfsa
podataka	podatak	Ncmpg
na	na	Sl
izvješću	izvješće	Ncnsl
o	o	Sl
provedenom	provesti	Ncfsl
energetskom	energetski	Agpmsly
pregledu	pregled	Ncmsl
.	.	Z

Članak	članak	Ncmsn
19.	19.	Mdo

Ovlaštena	ovlašten	Agpfsny
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
i	i	Cc
imenovana	imenovati	Appfsny
osoba	osoba	Ncfsn
odgovaraju	odgovarati	Vmr3p
solidarno	solidarno	Rgp
za	za	Sa
štetu	šteta	Ncfsa
nastalu	nastao	Agpfsay
u	u	Sl
obavljaju	obavljati	Ncmsl
poslova	posao	Ncmpg
za	za	Sa
koje	koji	Pi-mpa
je	biti	Var3s
ovlaštena	ovlastiti	Appfsny
sukladno	sukladan	Agpnsny
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Članak	članak	Ncmsn
20.	20.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ovlaštena	ovlastiti	Appfsny
osoba	osoba	Ncfsn
za	za	Sa
energetske	energetski	Agpmpay
preglede	pregled	Ncmpa
dužna	dužan	Agpfsny
je	biti	Var3s
osigurati	osigurati	Vmn
da	da	Cs
se	sebe	Px--sa
energetski	energetski	Agpmsny
pregled	pregled	Ncmsn
obavlja	obavljati	Vmr3s
najmanje	malo	Rgs
dvije	dva	Mlcf-n
stručne	stručan	Agpfsgy
osobe	osoba	Ncfsg
od	od	Sg
kojih	koji	Pi-fpg
najmanje	malo	Rgs
jedna	jedan	Mlcfsn
mora	morati	Vmr3s
biti	biti	Van
odgovorna	odgovoran	Agpfsny
osoba	osoba	Ncfsn
strojarske	strojarski	Agpfsgy
struke	struka	Ncfsg
i	i	Cc
najmanje	malo	Rgs
jedna	jedan	Mlcfsn
osoba	osoba	Ncfsn
zaposlena	zaposliti	Appfsny
u	u	Sl
velikom	velik	Agpnsly
poduzeću	poduzeće	Ncnsl
na	na	Sl
poslovima	posao	Ncmpl
upravljanja	upravljanje	Ncnsg
,	,	Z
održavanja	održavanje	Ncnsg
ili	ili	Cc
drugim	drugi	Mlofpi
poslovima	posao	Ncmpi
vezanim	vezan	Agpmpiy
uz	uz	Sa
proizvodne	proizvodni	Agpfpay
i	i	Cc
poslovne	poslovan	Agpmpay
procese	proces	Ncmpa
u	u	Sl
velikom	velik	Agpnsly
poduzeću	poduzeće	Ncnsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
poslovni	poslovan	Agpmsny
i	i	Cc
proizvodni	proizvodni	Agpmsayn
proces	proces	Ncmsan
velikog	velik	Agpnsgy
poduzeća	poduzeće	Ncnsg
zahtijeva	zahtijevati	Vmr3s
znanja	znanje	Ncnsg
iz	iz	Sg
struka	struka	Ncfpg
koje	koji	Pi-fpn
nisu	biti	Var3p
obuhvaćene	obuhvatiti	Appfpny
člankom	članak	Ncmsi
10.	10.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
ovlaštena	ovlašten	Agpfsny
osoba	osoba	Ncfsn
mora	morati	Vmr3s
osigurati	osigurati	Vmn
uključivanje	uključivanje	Ncnsa
osoba	osoba	Ncfpg
koje	koji	Pi-fpn
su	biti	Var3p
odgovarajuće	odgovarajući	Agpfpny
educirani	educiran	Agpmpny
ili	ili	Cc
ovlašteni	ovlašten	Agpmpny
stručnjaci	stručnjak	Ncmpn
iz	iz	Sg
struka	struk	Ncmsg
koje	koji	Pi-fpn
pokrivaju	pokrivati	Vmr3p
te	taj	Pd-mpa
procese	proces	Ncmpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
ovlaštena	ovlastiti	Appfsny
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
ne	ne	Qz
zapošljava	zapošljavati	Vmr3s
fizičke	fizički	Agpfpay
osobe	osoba	Ncfpa
svih	sav	Agpfpgy
potrebnih	potreban	Agpfpgy
struka	struka	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
dužna	dužan	Agpfsny
je	biti	Var3s
odgovarajuće	odgovarajući	Agpmpay
poslove	posao	Ncmpa
povjeriti	povjeriti	Vmn
ovlaštenim	ovlašten	Agpfpdy
osobama	osoba	Ncfpd
koje	koji	Pi-fpn
ispunjavaju	ispunjavati	Vmr3p
te	taj	Pd-mpa
uvjete	uvjet	Ncmpa
.	.	Z

