respiratornog	respiratoran	Agpmsgy
a	a	Cc
INTENZIVNA	intenzivan	Agpfsny
MEDICINA	medicina	Ncfsn
«	«	Z
,	,	Z
završit	završiti	Vmn
će	htjeti	Var3s
užu	uzak	Agcfsay
specijalizaciju	specijalizacija	Ncfsa
sukladno	sukladan	Agpnsny
rješenju	rješenje	Ncnsd
o	o	Sl
odobrenju	odobrenje	Ncnsl
uže	uže	Ncnsa
specijalizacije	specijalizacija	Ncfsg
.	.	Z

Članak	članak	Ncmsn
24.	24.	Mdo

Doktoru	doktor	Ncmsd
medicine	medicina	Ncfsg
specijalistu	specijalist	Ncmsl
opće	opći	Agpfsgy
kirurgije	kirurgija	Ncfsg
s	sa	Si
užom	uzak	Agpfsiy
specijalizacijom	specijalizacija	Ncfsi
iz	iz	Sg
traumatologije	traumatologija	Ncfsg
,	,	Z
priznaju	priznati	Vmr3p
se	sebe	Px--sa
stečena	steći	Appnpny
prava	pravo	Ncnpn
u	u	Sl
specijalističkoj	specijalistički	Agpfsly
djelatnosti	djelatnost	Ncfsl
ortopedije	ortopedija	Ncfsg
i	i	Cc
traumatologije	traumatologija	Ncfsg
,	,	Z
ako	ako	Cs
je	biti	Var3s
zaposlen	zaposliti	Appmsnn
na	na	Sl
poslovima	posao	Ncmpl
uže	uzak	Agcfsgy
specijalizacije	specijalizacija	Ncfsg
iz	iz	Sg
traumatologije	traumatologija	Ncfsg
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
.	.	Z

Doktor	doktor	Ncmsn
medicine	medicina	Ncfsg
specijalist	specijalist	Ncmsn
opće	opći	Agpfsgy
kirurgije	kirurgija	Ncfsg
,	,	Z
uži	uzak	Agcmsny
specijalist	specijalist	Ncmsn
traumatologije	traumatologija	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
izjednačuje	izjednačivati	Vmr3s
se	sebe	Px--sa
u	u	Sl
nazivu	naziv	Ncmsl
,	,	Z
pravima	pravo	Ncnpl
i	i	Cc
kompetencijama	kompetencija	Ncfpl
s	sa	Si
doktorom	doktor	Ncmsi
medicine	medicina	Ncfsg
specijalistom	specijalist	Ncmsi
ortopedije	ortopedija	Ncfsg
i	i	Cc
traumatologije	traumatologija	Ncfsg
danom	dan	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Ministarstvo	ministarstvo	Ncnsn
će	htjeti	Var3s
rješenjem	rješenje	Ncnsi
utvrditi	utvrditi	Vmn
jednakovrijednost	jednakovrijednost	Ncfsa
specijalističkog	specijalistički	Agpmsgy
naziva	naziv	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
ako	ako	Cs
doktor	doktor	Ncmsn
medicine	medicina	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
to	taj	Pd-nsa
zatraži	zatražiti	Vmr3s
.	.	Z

Uz	uz	Sa
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
potrebno	potreban	Agpnsny
je	biti	Var3s
priložiti	priložiti	Vmn
dokaze	dokaz	Ncmpa
o	o	Sl
specijalizaciji	specijalizacija	Ncfsl
i	i	Cc
užoj	uzak	Agcfsly
specijalizaciji	specijalizacija	Ncfsl
,	,	Z
presliku	preslika	Ncfsa
važećeg	važeći	Agpnsgy
odobrenja	odobrenje	Ncnsg
za	za	Sa
samostalan	samostalan	Agpmsann
rad	rad	Ncmsan
i	i	Cc
potvrdu	potvrda	Ncfsa
poslodavca	poslodavac	Ncmsg
o	o	Sl
zaposlenju	zaposlenje	Ncnsl
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
i	i	Cc
o	o	Sl
radu	rad	Ncmsl
na	na	Sa
poslovima	posao	Ncmpl
uže	uzak	Agcfsgy
specijalizacije	specijalizacija	Ncfsg
iz	iz	Sg
traumatologije	traumatologija	Ncfsg
.	.	Z

Članak	članak	Ncmsn
25.	25.	Mdo

Specijalizanti	specijalizant	Ncmpn
koji	koji	Pi-mpn
su	biti	Var3p
započeli	započeti	Vmp-pm
specijalističko	specijalistički	Agpnsay
usavršavanje	usavršavanje	Ncnsa
do	do	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
završit	završiti	Vmn
će	htjeti	Var3s
specijalističko	specijalistički	Agpnsny
usavršavanje	usavršavanje	Ncnsn
sukladno	sukladan	Agpnsny
rješenju	rješenje	Ncnsd
o	o	Sl
odobrenju	odobrenje	Ncnsl
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
te	te	Cc
nemaju	nemati	Vmr3p
obvezu	obveza	Ncfsa
polaganja	polaganje	Ncnsg
završnog	završan	Agpmsgy
ispita	ispit	Ncmsg
iza	iza	Sg
zajedničkog	zajednički	Agpnsgy
debla	deblo	Ncnsg
,	,	Z
ako	ako	Cs
program	program	Ncmsn
specijalizacije	specijalizacija	Ncfsg
koji	koji	Pi-mpn
su	biti	Var3p
započeli	započeti	Vmp-pm
sadrži	sadržati	Vmr3s
zajedničko	zajednički	Agpnsay
deblo	deblo	Ncnsa
.	.	Z

Članak	članak	Ncmsn
26.	26.	Mdo

Ovaj	ovaj	Pd-msn
Pravilnik	pravilnik	Ncmsn
stupa	stupati	Vmr3s
na	na	Sa
snagu	snaga	Ncfsa
osmoga	osmi	Mlomsg
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
objave	objava	Ncfsg
u	u	Sl
»	»	Z
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
.	.	Z

Klasa	klasa	Ncfsn
:	:	Z
011	011	Mdc
-	-	Z
02/15	02/15	Mdc
-	-	Z
04/31	04/31	Mdc

Urbroj	urbroj	Ncmsn
:	:	Z
534	534	Mdc
-	-	Z
02	02	Mdc
-	-	Z
1	1	Mdc
-	-	Z
2/2	2/2	Mdc
-	-	Z
15	15	Mdc
-	-	Z
02	02	Mdc

Zagreb	Zagreb	Npmsn
,	,	Z
21.	21.	Mdo
listopada	listopad	Ncmsg
2015.	2015.	Mdo

Ministar	ministar	Ncmsn
prim	prim	Ncmsan
.	.	Z

Siniša	Siniša	Npfsn
Varga	Varga	Npfsn
,	,	Z
dr.	dr.	Y
med	med	Ncmsan
.	.	Z
dent	dent	Ncmsan
.	.	Z
,	,	Z
v.	v.	Y
r.	r.	Y

PRILOG	prilog	Ncmsn
UZ	uz	Sa
ČLANAK	članak	Ncmsan
15.	15.	Mdo

OVOGA	ovaj	Pd-msg
PRAVILNIKA	pravilnik	Ncmsg

PRILOG	prilog	Ncmsn
I.	I.	Mro

35.	35.	Mdo

Patologija	patologija	Ncfsn
i	i	Cc
citologija	citologija	Ncfsn

PRILOG	prilog	Ncmsn
II	ii	Mro
.	.	Z

48.	48.	Mdo

Gerijatrija	gerijatrija	Ncfsn

PRILOG	prilog	Ncmsn
III	III	Mrc
.	.	Z

OBRAZAC	obrazac	Ncmsn
PRIJEDLOGA	prijedlog	Ncmsg
ZA	za	Sa
ODOBRENJE	odobrenje	Ncnsa
SPECIJALISTIČKOG	specijalistički	Agpnsgy
USAVRŠAVANJA	usavršavanje	Ncnsg

*	*	Agpmsny
PODNOSITELJ	podnositelj	Ncmsn
PRIJEDLOGA	prijedlog	Ncmsg
ZA	za	Sa
ODOBRENJE	odobrenje	Ncnsa
SPECIJALISTIČKOG	specijalistički	Agpnsgy
USAVRŠAVANJA	usavršavanje	Ncnsg
(	(	Z
navesti	navesti	Agpmsny
naziv	naziv	Ncmsn
)	)	Z
PODACI	podatak	Ncmpn
O	o	Sl
DOKTORU	doktor	Ncmsl
MEDICINE	medicina	Ncfsg
(	(	Z
za	za	Sa
kojeg	koji	Pi-msay
se	sebe	Px--sa
podnosi	podnositi	Vmr3s
zahtjev	zahtjev	Ncmsan
za	za	Sa
odobrenje	odobrenje	Ncnsa
specijalističkog	specijalistički	Agpnsgy
usavršavanja	usavršavanje	Ncnsg
)	)	Z
Ime	ime	Ncnsn
i	i	Cc
prezime	prezime	Ncnsa
i	i	Cc
OIB	OIB	Npmsn
:	:	Z
Datum	datum	Ncmsn
rođenja	rođenje	Ncnsg
Mjesto	mjesto	Ncnsn
rođenja	rođenje	Ncnsg
Državljanstvo	državljanstvo	Ncnsn
STJECANJE	stjecanje	Ncnsn
NAZIVA	naziv	Ncmsg
DOKTOR	doktor	Ncmsn
MEDICINE	medicina	Ncfsg
Naziv	naziv	Ncmsn
sveučilišta	sveučilište	Ncnsg
i	i	Cc
medicinskog	medicinski	Agpmsgy
fakulteta	fakultet	Ncmsg
Datum	datum	Ncmsn
diplomiranja	diplomiranje	Ncnsg
Rješenje	rješenje	Ncnsn
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
kojim	koji	Pi-msi
se	sebe	Px--sa
priznaje	priznavati	Vmr3s
studij	studij	Ncmsn
medicine	medicina	Ncfsg
završen	završiti	Appmsnn
u	u	Sl
inozemstvu	inozemstvo	Ncnsl
,	,	Z
temeljem	temelj	Sg
Zakona	Zakon	Npmsg
o	o	Sl
reguliranim	regulirati	Agpfply
profesijama	profesija	Ncfpl
i	i	Cc
priznavanju	priznavanje	Ncnsl
inozemnih	inozeman	Agpfpgy
stručnih	stručan	Agpfpgy

