sudjelovanju	sudjelovanje	Ncnsl
osobe	osoba	Ncfsg
s	sa	Si
klijentovim	klijentov	Agpmsiy
menadžmentom	menadžment	Ncmsi
ili	ili	Cc
onima	onaj	Pd-mpd
koji	koji	Pi-mpn
su	biti	Var3p
zaduženi	zadužiti	Appmpny
za	za	Sa
upravljanje	upravljanje	Ncnsa
.	.	Z

Ocijenit	ocijeniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
važnost	važnost	Ncfsn
svake	svaki	Pi-fsg
prijetnje	prijetnja	Ncfsg
i	i	Cc
primijenit	primijeniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
zaštite	zaštititi	Vmr3p
kada	kada	Cs
je	biti	Var3s
to	taj	Pd-nsn
nužno	nužan	Agpnsny
za	za	Sa
uklanjanje	uklanjanje	Ncnsa
prijetnje	prijetnja	Ncfsg
ili	ili	Cc
njezino	njezin	Ps3nsa
smanjivanje	smanjivanje	Ncnsa
na	na	Sa
prihvatljivu	prihvatljiv	Agpfsay
razinu	razina	Ncfsa
.	.	Z

Primjeri	primjer	Ncmpn
takvih	takav	Pd-fpg
zaštita	zaštita	Ncfpg
uključuju	uključivati	Vmr3p
:	:	Z

•	i	Agpnsny
rotiranje	rotiranje	Ncnsn
partnera	partner	Ncmpg
revizijskog	revizijski	Agpmsgy
tima	tim	Ncmsg
ili	ili	Cc
drugačije	drugačiji	Agpnsay
raskidanje	raskidanje	Ncnsa
partnerove	partnerov	Agpfsgy
povezanosti	povezanost	Ncfsg
s	sa	Si
klijentom	klijent	Ncmsi
revizije	revizija	Ncfsg
;	;	Z
ili	ili	Cc

•	•	Z
redovito	redovito	Rgp
neovisno	neovisan	Agpnsny
interno	interno	Rgp
ili	ili	Cc
eksterno	eksteran	Agpnsny
pregledavanje	pregledavanje	Ncnsn
kontrole	kontrola	Ncfsg
kvalitete	kvaliteta	Ncfsg
angažmana	angažman	Ncmpg
.	.	Z

290.152	290.152	Mdc
Kada	kada	Cs
klijent	klijent	Ncmsn
revizije	revizija	Ncfsg
postane	postati	Vmr3s
subjekt	subjekt	Ncmsan
od	od	Sg
javnog	javan	Agpmsgy
interesa	interes	Ncmsg
,	,	Z
tijek	tijek	Ncmsn
vremena	vrijeme	Ncnsg
u	u	Sl
kojem	koji	Pi-nsl
je	biti	Var3s
osoba	osoba	Ncfsn
pružala	pružati	Vmp-sf
usluge	usluga	Ncfpa
klijentu	klijent	Ncmsd
revizije	revizija	Ncfsg
kao	kao	Cs
ključni	ključan	Agpmsny
partner	partner	Ncmsn
revizije	revizija	Ncfsg
prije	prija	Cs
nego	nego	Cs
što	što	Cs
je	biti	Var3s
klijent	klijent	Ncmsn
postao	postati	Vmp-sm
subjekt	subjekt	Ncmsan
od	od	Sg
javnog	javan	Agpmsgy
interesa	interes	Ncmsg
uzet	uzeti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
u	u	Sa
obzir	obzir	Ncmsan
pri	pri	Sl
određivanju	određivanje	Ncnsl
vremena	vrijeme	Ncnsg
za	za	Sa
rotaciju	rotacija	Ncfsa
.	.	Z

Ako	ako	Cs
je	biti	Var3s
osoba	osoba	Ncfsn
pružala	pružati	Vmp-sf
usluge	usluga	Ncfpa
klijentu	klijent	Ncmsd
revizije	revizija	Ncfsg
kao	kao	Cs
ključni	ključan	Agpmsny
partner	partner	Ncmsn
revizije	revizija	Ncfsg
kroz	kroz	Sa
pet	pet	Mlc
ili	ili	Cc
manje	malo	Rgc
godina	godina	Ncfpg
kada	kada	Cs
klijent	klijent	Ncmsn
postane	postati	Vmr3s
subjekt	subjekt	Ncmsan
od	od	Sg
javnog	javan	Agpmsgy
interesa	interes	Ncmsg
,	,	Z
broj	broj	Ncmsn
godina	godina	Ncfpg
u	u	Sl
kojem	koji	Pi-msl
osoba	osoba	Ncfpg
može	moći	Vmr3s
nastaviti	nastaviti	Vmn
pružati	pružati	Vmn
usluge	usluga	Ncfpa
klijentu	klijent	Ncmsd
u	u	Sl
tom	taj	Pd-msl
statusu	status	Ncmsl
prije	prije	Sg
rotiranja	rotiranje	Ncnsg
jest	biti	Var3s
sedam	sedam	Mlc
godina	godina	Ncfpg
umanjeno	umanjiti	Appnsny
za	za	Sa
broj	broj	Ncmsan
godina	godina	Ncfpg
kroz	kroz	Sa
koje	koji	Pi-fpa
je	biti	Var3s
do	do	Sg
tada	tada	Rgp
pružala	pružati	Vmp-sf
usluge	usluga	Ncfpa
.	.	Z

Ako	ako	Cs
je	biti	Var3s
osoba	osoba	Ncfsn
pružala	pružati	Vmp-sf
usluge	usluga	Ncfpa
klijentu	klijent	Ncmsd
revizije	revizija	Ncfsg
kao	kao	Cs
ključni	ključan	Agpmsny
partner	partner	Ncmsn
revizije	revizija	Ncfsg
kroz	kroz	Sa
šest	šest	Mlc
ili	ili	Cc
više	mnogo	Rgc
godina	godina	Ncfpg
kada	kada	Cs
klijent	klijent	Ncmsn
postane	postati	Vmr3s
subjekt	subjekt	Ncmsan
od	od	Sg
javnog	javan	Agpmsgy
interesa	interes	Ncmsg
,	,	Z
partner	partner	Ncmsn
može	moći	Vmr3s
nastaviti	nastaviti	Vmn
pružanje	pružanje	Ncnsa
usluga	usluga	Ncfpg
u	u	Sl
tom	taj	Pd-msl
statusu	status	Ncmsl
kroz	kroz	Sa
maksimalno	maksimalno	Rgp
dvije	dva	Mlcf-n
dodatne	dodatan	Agpfsgy
godine	godina	Ncfsg
prije	prije	Sg
rotiranja	rotiranje	Ncnsg
iz	iz	Sg
angažmana	angažman	Ncmsg
.	.	Z

290.153	290.153	Mdc
Kada	kada	Cs
revizorsko	revizorski	Agpnsny
društvo	društvo	Ncnsn
ima	imati	Vmr3s
svega	sav	Agpnsay
nekoliko	nekoliko	Rgp
osoba	osoba	Ncfpg
s	sa	Si
potrebnim	potreban	Agpnsiy
znanjem	znanje	Ncnsi
i	i	Cc
iskustvom	iskustvo	Ncnsi
za	za	Sa
pružanje	pružanje	Ncnsa
usluga	usluga	Ncfpg
kao	kao	Cs
ključni	ključan	Agpmsny
partner	partner	Ncmsn
revizije	revizija	Ncfsg
u	u	Sl
reviziji	revizija	Ncfsl
subjekta	subjekt	Ncmsg
od	od	Sg
javnog	javan	Agpmsgy
interesa	interes	Ncmsg
,	,	Z
moguće	moguć	Agpnsny
je	biti	Var3s
da	da	Cs
rotiranje	rotiranje	Ncnsn
ključnih	ključan	Agpmpgy
partnera	partner	Ncmpg
revizije	revizija	Ncfsg
neće	htjeti	Var3s
biti	biti	Van
raspoloživa	raspoloživ	Agpfsny
mogućnost	mogućnost	Ncfsn
zaštite	zaštita	Ncfsg
.	.	Z

Ako	ako	Cs
je	biti	Var3s
neovisni	neovisan	Agpmsny
regulator	regulator	Ncmsn
u	u	Sl
relevantnom	relevantan	Agpnsly
zakonodavstvu	zakonodavstvo	Ncnsl
propisao	propisati	Vmp-sm
izuzimanje	izuzimanje	Ncnsa
od	od	Sg
obveze	obveza	Ncfsg
rotacije	rotacija	Ncfsg
partnera	partner	Ncmpg
u	u	Sl
takvim	takav	Pd-fpl
okolnostima	okolnost	Ncfpl
,	,	Z
neka	neka	Qo
osoba	osoba	Ncfsn
može	moći	Vmr3s
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
takvom	takav	Pd-fsi
regulativom	regulativa	Ncfsi
,	,	Z
ostati	ostati	Vmn
ključni	ključan	Agpmsny
partner	partner	Ncmsn
revizije	revizija	Ncfsg
kroz	kroz	Sa
više	mnogo	Rgc
od	od	Sg
sedam	sedam	Mlc
godina	godina	Ncfpg
,	,	Z
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
je	biti	Var3s
neovisni	neovisan	Agpmsny
regulator	regulator	Ncmsn
odredio	odrediti	Vmp-sm
alternativne	alternativan	Agpfpay
zaštite	zaštita	Ncfpa
koje	koji	Pi-fpn
će	htjeti	Var3p
se	sebe	Px--sa
primijeniti	primijeniti	Vmn
,	,	Z
kao	kao	Cs
što	što	Cs
je	biti	Var3s
redoviti	redovit	Agpmsny
neovisni	neovisan	Agpmsny
eksterni	eksteran	Agpmsny
pregled	pregled	Ncmsn
.	.	Z

Pružanje	pružanje	Ncnsn
usluga	usluga	Ncfpg
bez	bez	Sg
izražavanja	izražavanje	Ncnsg
uvjerenja	uvjerenje	Ncnsg
klijentu	klijent	Ncmsd
revizije	revizija	Ncfsg

290.154	290.154	Mdc
Revizorska	revizorski	Agpnsgy
društva	društvo	Ncnsg
uobičajeno	uobičajiti	Appnsny
pružaju	pružati	Vmr3p
svojim	svoj	Px-mpi
klijentima	klijent	Ncmpi
revizija	revizija	Ncfsn
raznovrsne	raznovrstan	Agpfsgy
usluge	usluga	Ncfsg
bez	bez	Sg
izražavanja	izražavanje	Ncnsg
uvjerenja	uvjerenje	Ncnsg
koje	koji	Pi-nsn
su	biti	Var3p
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
njihovim	njihov	Agpfpiy
vještinama	vještina	Ncfpi
i	i	Cc
stručnošću	stručnost	Ncfsi
.	.	Z

Pružanje	pružanje	Ncnsn
usluga	usluga	Ncfpg
bez	bez	Sg
izražavanja	izražavanje	Ncnsg
uvjerenja	uvjerenje	Ncnsg
može	moći	Vmr3s
,	,	Z
međutim	međutim	Rgp
,	,	Z
stvoriti	stvoriti	Vmn
prijetnje	prijetnja	Ncfpa
neovisnosti	neovisnost	Ncfpg
revizorskom	revizorski	Agpnsly
društvu	društvo	Ncnsl
ili	ili	Cc
članovima	član	Ncmpi
revizijskog	revizijski	Agpmsgy
tima	tim	Ncmsg
.	.	Z

Nastale	nastao	Agpfpny
prijetnje	prijetnja	Ncfpn
uglavnom	uglavnom	Rgp
su	biti	Var3p
prijetnje	prijetnja	Ncfpa
temeljem	temelj	Sg
samoprovjere	samoprovjera	Ncfsg
,	,	Z
prijetnje	prijetnja	Ncfpa
temeljem	temelj	Ncmsi
osobnog	osoban	Agpmsgy
interesa	interes	Ncmsg
i	i	Cc
prijetnje	prijetnja	Ncfsg
temeljem	temelj	Sg
propagiranja	propagiranje	Ncnsg
.	.	Z

290.155	290.155	Mdc
Nova	nov	Agpnpay
dostignuća	dostignuće	Ncnpa
u	u	Sl
poslovanju	poslovanje	Ncnsl
,	,	Z
evolucija	evolucija	Ncfsn
financijskih	financijski	Agpnpgy
tržišta	tržište	Ncnpg
i	i	Cc
promjene	promjena	Ncfsg
u	u	Sl
informacijskim	informacijski	Agpfply
tehnologijama	tehnologija	Ncfpl
onemogućavaju	onemogućavati	Vmr3p
stvaranje	stvaranje	Ncnsa
sveobuhvatnog	sveobuhvatan	Agpmsgy
popisa	popis	Ncmsg
usluga	usluga	Ncfpg
bez	bez	Sg
izražavanja	izražavanje	Ncnsg
uvjerenja	uvjerenje	Ncnsg
koje	koji	Pi-nsn
se	sebe	Px--sa
mogu	moći	Vmr3p
pružati	pružati	Vmn
klijentu	klijent	Ncmsd
revizije	revizija	Ncfsg
.	.	Z

Kada	kada	Rgp
posebna	poseban	Agpfsny
uputa	uputa	Ncfsn
za	za	Sa
određenu	određen	Agpfsay
uslugu	usluga	Ncfsa
bez	bez	Sg
izražavanja	izražavanje	Ncnsg
uvjerenja	uvjerenje	Ncnsg
nije	biti	Var3s
uključena	uključen	Agpfsny
u	u	Sl
ovom	ovaj	Pd-msl
odjeljku	odjeljak	Ncmsl
,	,	Z
kod	kod	Sg
ocjenjivanja	ocjenjivanje	Ncnsg
konkretnih	konkretan	Agpfpgy
okolnosti	okolnost	Ncfpg
primijenit	primijeniti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
konceptualni	konceptualan	Agpmsny
okvir	okvir	Ncmsn
.	.	Z

290.156	290.156	Mdc
Prije	prija	Cs
nego	nego	Cs
što	što	Cs
revizorsko	revizorski	Agpnsny
društvo	društvo	Ncnsn
prihvati	prihvatiti	Vmr3s
angažman	angažman	Ncmsan
za	za	Sa
pružanje	pružanje	Ncnsa
usluge	usluga	Ncfsg
bez	bez	Sg
izražavanja	izražavanje	Ncnsg
uvjerenja	uvjerenje	Ncnsg
klijentu	klijent	Ncmsd
revizije	revizija	Ncfsg
,	,	Z
utvrdit	utvrditi	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
bi	biti	Vaa3s
li	li	Qq
pružanje	pružanje	Ncnsn

