ostvarivanja	ostvarivanje	Ncnpn
.	.	Z

Služba	služba	Ncfsn
za	za	Sa
praćenje	praćenje	Ncnsa
i	i	Cc
promicanje	promicanje	Ncnsa
prava	pravo	Ncnsg
na	na	Sa
pristup	pristup	Ncmsan
informacijama	informacija	Ncfpl

Članak	članak	Ncmsn
10.	10.	Mdo

Služba	služba	Ncfsn
za	za	Sa
praćenje	praćenje	Ncnsa
i	i	Cc
promicanje	promicanje	Ncnsa
prava	pravo	Ncnsg
na	na	Sa
pristup	pristup	Ncmsan
informacijama	informacija	Ncfpl
:	:	Z

1.	1.	Mdo
prati	pratiti	Vmr3s
i	i	Cc
analizira	analizirati	Vmr3s
provedbu	provedba	Ncfsa
Zakona	zakon	Ncmsg
o	o	Sl
pravu	pravo	Ncnsl
na	na	Sa
pristup	pristup	Ncmsan
informacijama	informacija	Ncfpl
provedbom	provedba	Ncfsi
istraživanja	istraživanje	Ncnsg
i	i	Cc
izradom	izrada	Sg
stručnih	stručan	Agpfpgy
analiza	analiza	Ncfpg
iz	iz	Sg
područja	područje	Ncnsg
prava	pravo	Ncnsg
na	na	Sa
pristup	pristup	Ncmsan
informacijama	informacija	Ncfpl
i	i	Cc
ponovne	ponovan	Agpfsgy
uporabe	uporaba	Ncfsg
informacija	informacija	Ncfpg
;	;	Z

2.	2.	Mdo
izrađuje	izrađivati	Vmr3s
i	i	Cc
održava	održavati	Vmr3s
registar	registar	Ncmsan
službenika	službenik	Ncmpg
za	za	Sa
informiranje	informiranje	Ncnsa
;	;	Z

3.	3.	Mdo
potiče	poticati	Vmr3s
i	i	Cc
održava	održavati	Vmr3s
kontinuiranu	kontinuiran	Agpfsay
suradnju	suradnja	Ncfsa
Povjerenika	povjerenik	Ncmsg
sa	sa	Si
službenicima	službenik	Ncmpi
za	za	Sa
informiranje	informiranje	Ncnsa
u	u	Sl
tijelima	tijelo	Ncnpl
javne	javan	Agpfsgy
vlasti	vlast	Ncfsg
;	;	Z

4.	4.	Mdo
izrađuje	izrađivati	Vmr3s
i	i	Cc
održava	održavati	Vmr3s
javnu	javan	Agpfsay
evidenciju	evidencija	Ncfsa
isključivih	isključiv	Agpnpgy
prava	pravo	Ncnpg
na	na	Sa
ponovnu	ponovan	Agpfsay
uporabu	uporaba	Ncfsa
informacija	informacija	Ncfpg
;	;	Z

5.	5.	Mdo
prikuplja	prikupljati	Vmr3s
i	i	Cc
obrađuje	obrađivati	Vmr3s
izvješća	izvješće	Ncnpa
o	o	Sl
provedbi	provedba	Ncfsl
Zakona	zakon	Ncmsg
o	o	Sl
pravu	pravo	Ncnsl
na	na	Sa
pristup	pristup	Ncmsan
informacijama	informacija	Ncfpl
od	od	Sg
tijela	tijelo	Ncnsg
javne	javan	Agpfsgy
vlasti	vlast	Ncfsg
;	;	Z

6.	6.	Mdo
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
izradi	izrada	Ncfsl
nacrta	nacrt	Ncmsg
izvješća	izvješće	Ncnsg
o	o	Sl
provedbi	provedba	Ncfsl
Zakona	zakon	Ncmsg
o	o	Sl
pravu	pravo	Ncnsl
na	na	Sa
pristup	pristup	Ncmsan
informacijama	informacija	Ncfpl
u	u	Sl
okviru	okvir	Ncmsl
svog	svoj	Px-msg
djelokruga	djelokrug	Ncmsg
;	;	Z

7.	7.	Mdo
priprema	pripremati	Vmr3s
nacrt	nacrt	Ncmsan
izvješća	izvješće	Ncnsg
za	za	Sa
Europsku	europski	Agpfsay
komisiju	komisija	Ncfsa
o	o	Sl
dostupnosti	dostupnost	Ncfsl
informacija	informacija	Ncfpg
za	za	Sa
ponovnu	ponovan	Agpfsay
uporabu	uporaba	Ncfsa
,	,	Z
a	a	Cc
osobito	osobito	Rgp
o	o	Sl
uvjetima	uvjet	Ncmpl
korištenja	korištenje	Ncnsg
,	,	Z
isključivim	isključiv	Agpnpiy
pravima	pravo	Ncnpi
,	,	Z
naplati	naplata	Ncfsl
troškova	trošak	Ncmpg
te	te	Cc
postupanju	postupanje	Ncnsl
po	po	Sl
pravnim	pravni	Agpmply
lijekovima	lijek	Ncmpl
;	;	Z

8.	8.	Mdo
osmišljava	osmišljavati	Vmr3s
i	i	Cc
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
provedbi	provedba	Ncfsl
programa	program	Ncmsg
stručnog	stručan	Agpnsgy
osposobljavanja	osposobljavanje	Ncnsg
i	i	Cc
usavršavanja	usavršavanje	Ncnsg
službenika	službenik	Ncmpg
za	za	Sa
informiranje	informiranje	Ncnsa
u	u	Sl
tijelima	tijelo	Ncnpl
javne	javan	Agpfpay
vlasti	vlast	Ncfpa
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
primjenom	primjena	Ncfsi
Zakona	zakon	Ncmsg
o	o	Sl
pravu	pravo	Ncnsl
na	na	Sa
pristup	pristup	Ncmsan
informacijama	informacija	Ncfpl
;	;	Z

9.	9.	Mdo
osmišljava	osmišljavati	Vmr3s
i	i	Cc
provodi	provoditi	Vmr3s
promotivne	promotivan	Agpfpay
i	i	Cc
edukacijske	edukacijski	Agpfsgy
aktivnosti	aktivnost	Ncfsg
iz	iz	Sg
područja	područje	Ncnsg
prava	pravo	Ncnsg
na	na	Sa
pristup	pristup	Ncmsan
informacijama	informacija	Ncfpl
za	za	Sa
ciljane	ciljati	Agpfpay
društvene	društven	Agpfpay
skupine	skupina	Ncfpa
(	(	Z
građani	građanin	Ncmpn
,	,	Z
mediji	medij	Ncmpn
,	,	Z
udruge	udruga	Ncfpn
civilnog	civilan	Agpnsgy
društva	društvo	Ncnsg
,	,	Z
privatni	privatan	Agpmsny
sektor	sektor	Ncmsn
)	)	Z
;	;	Z

10.	10.	Mdo
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
osmišljavanja	osmišljavanje	Ncnsg
,	,	Z
uređivanja	uređivanje	Ncnsg
,	,	Z
ažuriranja	ažuriranje	Ncnsg
i	i	Cc
održavanja	održavanje	Ncnsg
službene	služben	Agpfsgy
Internet	internet	Ncmsn
stranice	stranica	Ncfsg
Povjerenika	povjerenik	Ncmpg
te	te	Cc
poslove	posao	Ncmpa
vezane	vezan	Agpfpay
za	za	Sa
aktivnosti	aktivnost	Ncfpa
Povjerenika	povjerenik	Ncmpg
na	na	Sl
društvenim	društven	Agpfply
mrežama	mreža	Ncfpl
;	;	Z

11.	11.	Mdo
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
odnosa	odnos	Ncmsg
s	sa	Si
javnošću	javnost	Ncfsi
,	,	Z
te	te	Cc
pravodobno	pravodobno	Rgp
i	i	Cc
redovito	redovito	Rgp
obavještava	obavještavati	Vmr3s
stručnu	stručan	Agpfsay
i	i	Cc
opću	opći	Agpfsay
javnost	javnost	Ncfsa
o	o	Sl
aktualnim	aktualan	Agpfply
temama	tema	Ncfpl
iz	iz	Sg
područja	područje	Ncnsg
prava	pravo	Ncnsg
na	na	Sa
pristup	pristup	Ncmsan
informacijama	informacija	Ncfpl
,	,	Z
a	a	Cc
posebno	posebno	Rgp
o	o	Sl
ostvarivanju	ostvarivanje	Ncnsl
prava	pravo	Ncnsg
korisnika	korisnik	Ncmpg
na	na	Sa
pristup	pristup	Ncmsan
i	i	Cc
ponovnu	ponovan	Agpfsay
uporabu	uporaba	Ncfsa
informacija	informacija	Ncfpg
;	;	Z

12.	12.	Mdo
prikuplja	prikupljati	Vmr3s
i	i	Cc
vodi	voditi	Vmr3s
dokumentacijsku	dokumentacijski	Agpfsay
građu	građa	Ncfsa
,	,	Z
stručnu	stručan	Agpfsay
literaturu	literatura	Ncfsa
,	,	Z
inozemnu	inozeman	Agpfsay
i	i	Cc
međunarodnu	međunarodni	Agpfsay
sudsku	sudski	Agpfsay
praksu	praksa	Ncfsa
i	i	Cc
pravna	pravni	Agpnpay
mišljenja	mišljenje	Ncnpa
te	te	Cc
druge	drugi	Agpmpay
materijale	materijal	Ncmpa
potrebne	potreban	Agpfpny
za	za	Sa
rad	rad	Ncmsan
Povjerenika	povjerenik	Ncmsg
i	i	Cc
njegovog	njegov	Ps3msg
Ureda	ured	Ncmsg
;	;	Z

13.	13.	Mdo
surađuje	surađivati	Vmr3s
s	sa	Si
nadležnim	nadležan	Agpnpiy
tijelima	tijelo	Ncnpi
u	u	Sl
vezi	veza	Ncfsl
održavanja	održavanje	Ncnsg
i	i	Cc
unaprjeđivanja	unaprjeđivanje	Ncnsg
portala	portal	Ncmpg
otvorenih	otvoren	Agpmpgy
podataka	podatak	Ncmpg
i	i	Cc
drugih	drugi	Mlompg
portala	portal	Ncmpg
za	za	Sa
objavu	objava	Ncfsa
informacija	informacija	Ncfpg
;	;	Z

14.	14.	Mdo
potiče	poticati	Vmr3s
i	i	Cc
održava	održavati	Vmr3s
kontinuiranu	kontinuiran	Agpfsay
suradnju	suradnja	Ncfsa
Povjerenika	povjerenik	Ncmsg
s	sa	Si
organizacijama	organizacija	Ncfpi
civilnog	civilan	Agpnsgy
društva	društvo	Ncnsg
,	,	Z
akademskom	akademski	Agpfsiy
zajednicom	zajednica	Ncfsi
,	,	Z
drugim	drugi	Mlofpl
institucijama	institucija	Ncfpl
i	i	Cc
medijima	medij	Ncmpl
;	;	Z

15.	15.	Mdo
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
međunarodne	međunarodni	Agpfsgy
suradnje	suradnja	Ncfsg
te	te	Cc
priprema	priprema	Ncfsn
stručne	stručan	Agpfsgy
podloge	podloga	Ncfsg
za	za	Sa
sudjelovanje	sudjelovanje	Ncnsa
Povjerenika	povjerenik	Ncmpg
u	u	Sl

