63.	63.	Mdo
Uvjeti	uvjet	Ncmpn
za	za	Sa
priznavanje	priznavanje	Ncnsa
inozemnih	inozeman	Agpfpgy
stručnih	stručan	Agpfpgy
kvalifikacija	kvalifikacija	Ncfpg
za	za	Sa
obavljanje	obavljanje	Ncnsa
određene	određen	Agpfsgy
regulirane	regulirati	Appfsgy
profesije	profesija	Ncfsg
u	u	Sa
svrhu	svrha	Ncfsa
poslovnog	poslovan	Agpmsgy
nastana	nastan	Ncmsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
,	,	Z
kao	kao	Cs
i	i	Qo
detaljnija	detaljan	Agcnpny
pravila	pravilo	Ncnpn
za	za	Sa
slobodno	slobodan	Agpnsay
pružanje	pružanje	Ncnsa
usluga	usluga	Ncfpg
na	na	Sl
privremenoj	privremen	Agpfsly
i	i	Cc
povremenoj	povremen	Agpfsly
osnovi	osnova	Ncfsl
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
na	na	Sl
temelju	temelj	Ncmsl
inozemnih	inozeman	Agpfpgy
stručnih	stručan	Agpfpgy
kvalifikacija	kvalifikacija	Ncfpg
,	,	Z
mogu	moći	Vmr3p
se	sebe	Px--sa
propisati	propisati	Vmn
posebnim	poseban	Agpmsiy
zakonom	zakon	Ncmsi
ili	ili	Cc
pravilnikom	pravilnik	Ncmsi
nadležnog	nadležan	Agpnsgy
središnjeg	središnji	Agpnsgy
tijela	tijelo	Ncnsg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
ili	ili	Cc
općim	opći	Agpmpiy
aktima	akt	Ncmpi
nadležnih	nadležan	Agpnpgy
tijela	tijelo	Ncnpg
koje	koji	Pi-mpa
ista	isti	Agpfsny
donose	donositi	Vmr3p
na	na	Sl
temelju	temelj	Ncmsl
zakonskog	zakonski	Agpnsgy
ovlaštenja	ovlaštenje	Ncnsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Stavak	stavak	Ncmsn
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
odnosi	odnositi	Vmr3s
se	sebe	Px--sa
na	na	Sa
regulirane	regulirati	Agpfpay
profesije	profesija	Ncfpa
iz	iz	Sg
glave	glava	Ncfsg
IV	IV	Mrc
.	.	Z
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
za	za	Sa
koje	koji	Pi-mpa
se	sebe	Px--sa
stručne	stručan	Agpfpny
kvalifikacije	kvalifikacija	Ncfpn
priznaju	priznati	Vmr3p
prema	prema	Sl
načelu	načelo	Ncnsl
automatskog	automatski	Agpnsgy
priznavanja	priznavanje	Ncnsg
kvalifikacija	kvalifikacija	Ncfpg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
U	u	Sl
okviru	okvir	Ncmsl
provođenja	provođenje	Ncnsg
postupka	postupak	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
nadležna	nadležan	Agpnpny
tijela	tijelo	Ncnpn
:	:	Z

a	a	Cc
)	)	Z
zaprimaju	zaprimati	Vmr3p
zahtjeve	zahtjev	Ncmpa
za	za	Sa
priznavanje	priznavanje	Ncnsa
inozemnih	inozeman	Agpfpgy
stručnih	stručan	Agpfpgy
kvalifikacija	kvalifikacija	Ncfpg
,	,	Z
vode	voditi	Vmr3p
postupak	postupak	Ncmsan
i	i	Cc
izdaju	izdaja	Ncfsa
rješenja	rješenje	Ncnsg

b	b	Npmsn
)	)	Z
utvrđuju	utvrđivati	Vmr3p
osobu	osoba	Ncfsa
zaduženu	zadužiti	Appfsay
za	za	Sa
popunjavanje	popunjavanje	Ncnsa
baze	baza	Ncfsg
podataka	podatak	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
76.	76.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
podacima	podatak	Ncmpi
iz	iz	Sg
svoga	svoj	Px-msg
djelokruga	djelokrug	Ncmsg

c	C	Npmsn
)	)	Z
obavještavaju	obavještavati	Vmr3p
zainteresirane	zainteresiran	Agpfpay
osobe	osoba	Ncfpa
o	o	Sl
uvjetima	uvjet	Ncmpl
za	za	Sa
priznavanje	priznavanje	Ncnsa
inozemnih	inozeman	Agpfpgy
stručnih	stručan	Agpfpgy
kvalifikacija	kvalifikacija	Ncfpg

d	d	Npmsn
)	)	Z
dostavljaju	dostavljati	Vmr3p
jednom	jednom	Rgp
godišnje	godišnje	Rgp
centru	centar	Ncmsl
za	za	Sa
pomoć	pomoć	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
75.	75.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc
koordinatoru	koordinator	Ncmsl
iz	iz	Sg
članka	članak	Ncmsg
74.	74.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
izvješće	izvješće	Ncnsa
o	o	Sl
provedbi	provedba	Ncfsl
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
te	te	Cc
statistički	statistički	Agpmsny
prikaz	prikaz	Ncmsn
donesenih	donesen	Agpnpgy
rješenja	rješenje	Ncnpg
i	i	Cc

e	e	I
)	)	Z
obavljaju	obavljati	Vmr3p
i	i	Cc
druge	drugi	Mlofpn
zadaće	zadaća	Ncfpn
utvrđene	utvrditi	Appfpny
posebnim	poseban	Agpmpiy
propisima	propis	Ncmpi
.	.	Z

Članak	članak	Ncmsn
17.	17.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Postupak	postupak	Ncmsn
priznavanja	priznavanje	Ncnsg
inozemne	inozeman	Agpfsgy
stručne	stručan	Agpfsgy
kvalifikacije	kvalifikacija	Ncfsg
pokreće	pokretati	Vmr3s
se	sebe	Px--sa
na	na	Sa
zahtjev	zahtjev	Ncmsan
kandidata	kandidat	Ncmpg
koji	koji	Pi-msn
se	sebe	Px--sa
podnosi	podnositi	Vmr3s
nadležnom	nadležan	Agpnsly
tijelu	tijelo	Ncnsl
iz	iz	Sg
članka	članak	Ncmsg
5.	5.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
podstavka	podstavak	Ncmsg
15.	15.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
zahtjev	zahtjev	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
nepotpun	nepotpun	Agpmsnn
,	,	Z
odnosno	odnosno	Rgp
sadržava	sadržavati	Vmr3s
nedostatak	nedostatak	Ncmsan
koji	koji	Pi-msn
onemogućuje	onemogućivati	Vmr3s
postupanje	postupanje	Ncnsa
po	po	Sl
zahtjevu	zahtjev	Ncmsl
,	,	Z
nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
15	15	Mdc
dana	dan	Ncmpg
od	od	Sg
primitka	primitak	Ncmsg
takvog	takav	Pd-msg
zahtjeva	zahtjev	Ncmsg
pozvati	pozvati	Vmn
kandidata	kandidat	Ncmsay
da	da	Cs
ga	on	Pp3msa
dopuni	dopuniti	Vmr3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
90	90	Mdc
dana	dan	Ncmpg
.	.	Z

