su	biti	Var3p
točke	točka	Ncfpn
1.2.	1.2.	Mds
razvrstanu	razvrstati	Vmr3p
u	u	Sa
kategorije	kategorija	Ncfpa
III	III	Mrc
i	i	Cc
IV	IV	Mrc
,	,	Z
tijelo	tijelo	Ncnsn
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
je	biti	Var3s
dužno	dužan	Agpnsny
,	,	Z
prilikom	prilikom	Sg
nenajavljenih	nenajavljen	Agpfpgy
kontrola	kontrola	Ncfpg
,	,	Z
uzeti	uzeti	Vmn
uzorak	uzorak	Ncmsan
opreme	oprema	Ncfsg
iz	iz	Sg
proizvodnje	proizvodnja	Ncfsg
ili	ili	Cc
skladišta	skladište	Ncnsg
kako	kako	Cs
bi	biti	Vaa3s
provelo	provesti	Vmp-sn
ili	ili	Cc
dalo	dati	Vmp-sn
provesti	provesti	Vmn
završno	završan	Agpnsay
ocjenjivanje	ocjenjivanje	Ncnsa
prema	prema	Sl
točki	točka	Ncfsl
3.2.2.	3.2.2.	Mds

Dodatka	dodatak	Ncmsg
I	i	Cc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Proizvođač	proizvođač	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
obavijestiti	obavijestiti	Vmn
to	taj	Pd-nsa
tijelo	tijelo	Ncnsa
o	o	Sl
utvrđenom	utvrditi	Agpmsly
rasporedu	raspored	Ncmsl
proizvodnje	proizvodnja	Ncfsg
.	.	Z

Tijelo	tijelo	Ncnsn
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
dužno	dužan	Agpnsny
je	biti	Var3s
provesti	provesti	Vmn
najmanje	malo	Rgs
dvije	dva	Mlcf-n
kontrole	kontrola	Ncfsg
za	za	Sa
vrijeme	vrijeme	Ncnsa
prve	prvi	Mlofsg
godine	godina	Ncfsg
proizvodnje	proizvodnja	Ncfsg
.	.	Z

Učestalost	učestalost	Ncfsn
sljedećih	sljedeći	Agpfpgy
kontrola	kontrola	Ncfpg
određuje	određivati	Vmr3s
tijelo	tijelo	Ncnsa
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
na	na	Sl
temelju	temelj	Ncmsl
kriterija	kriterij	Ncmpg
utvrđenih	utvrditi	Appmpgy
u	u	Sl
točki	točka	Ncfsl
4.4.	4.4.	Mds
odgovarajućih	odgovarajući	Agpmpgy
modula	modul	Ncmpg
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
iz	iz	Sg
Dodatka	dodatak	Ncmsg
III	III	Mrc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

1.6.	1.6.	Mdo

U	u	Sl
slučaju	slučaj	Ncmsl
jednokratne	jednokratan	Agpfsgy
proizvodnje	proizvodnja	Ncfsg
posuda	posuda	Ncfpg
i	i	Cc
opreme	oprema	Ncfpn
navedene	navesti	Appfpny
u	u	Sl
članku	članak	Ncmsl
3.	3.	Mdo
stavku	stavak	Ncmsl
1.	1.	Mdo
točki	točka	Ncfpg
1.2.	1.2.	Mds
razvrstanih	razvrstati	Appmpgy
u	u	Sa
kategoriju	kategorija	Ncfsa
III	III	Mrc
,	,	Z
modul	modul	Ncmsn
H	h	Y
,	,	Z
tijelo	tijelo	Ncnsn
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
je	biti	Var3s
dužno	dužno	Rgp
provesti	provesti	Vmn
ili	ili	Cc
dati	dati	Vmn
provesti	provesti	Vmn
završno	završan	Agpnsay
ocjenjivanje	ocjenjivanje	Ncnsa
za	za	Sa
svaku	svaki	Pi-fsa
jedinicu	jedinica	Ncfsa
,	,	Z
kao	kao	Cs
što	što	Cs
je	biti	Var3s
navedeno	navesti	Appnsny
u	u	Sl
točki	točka	Ncfsl
3.2.2.	3.2.2.	Mds

Dodatka	dodatak	Ncmsg
I	i	Cc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

U	u	Sa
tu	taj	Pd-fsa
svrhu	svrha	Ncfsa
,	,	Z
proizvođač	proizvođač	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
obavijestiti	obavijestiti	Vmn
tijelo	tijelo	Ncnsa
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
o	o	Sl
utvrđenom	utvrditi	Agpmsly
rasporedu	raspored	Ncmsl
proizvodnje	proizvodnja	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Sklopovi	sklop	Ncmpn
iz	iz	Sg
članka	članak	Ncmsg
3.	3.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
podvrgavaju	podvrgavati	Vmr3p
se	sebe	Px--sa
postupku	postupak	Ncmsl
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
koji	koji	Pi-msn
obuhvaća	obuhvaćati	Vmr3s
:	:	Z

(	(	Z
a	a	Cc
)	)	Z
ocjenjivanje	ocjenjivanje	Ncnsn
svakog	svaki	Pi-msg
elementa	element	Ncmsg
tlačne	tlačni	Agpfsgy
opreme	oprema	Ncfsg
koji	koji	Pi-msn
pripada	pripadati	Vmr3s
sklopu	sklop	Ncmsd
i	i	Cc
koji	koji	Pi-msn
je	biti	Var3s
naveden	navesti	Appmsnn
u	u	Sl
članku	članak	Ncmsl
3.	3.	Mdo
stavku	stavak	Ncmsl
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
a	a	Cc
koji	koji	Pi-msn
nije	biti	Var3s
prethodno	prethodno	Rgp
bio	biti	Vap-sm
zasebno	zaseban	Agpnsny
podvrgnut	podvrgnuti	Appmsnn
postupku	postupak	Ncmsl
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
i	i	Cc
dobio	dobiti	Vmp-sm
oznaku	oznaka	Ncfsa
CE	CE	Npmsn
;	;	Z
postupak	postupak	Ncmsan
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
utvrđuje	utvrđivati	Vmr3s
se	sebe	Px--sa
prema	prema	Sl
kategoriji	kategorija	Ncfsl
svakog	svaki	Pi-msg
elementa	element	Ncmsg
opreme	oprema	Ncfsg

(	(	Z
b	b	X
)	)	Z
ocjenjivanje	ocjenjivanje	Ncnsn
objedinjenosti	objedinjenost	Ncfsg
raznih	razni	Agpfpgy
komponenata	komponenta	Ncfpg
sklopa	sklop	Ncmsg
,	,	Z
kao	kao	Cs
što	što	Cs
je	biti	Var3s
navedeno	navesti	Appnsny
u	u	Sl
točkama	točka	Ncfpl
2.3.	2.	Agpfply
,	,	Z
2.8.	2.8.	Mds
i	i	Cc
2.9.	2.9.	Mds

Dodatka	dodatak	Ncmsg
I	i	Cc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
koja	koji	Pi-fsn
se	sebe	Px--sa
provodi	provoditi	Vmr3s
uzevši	uzeti	Rr
u	u	Sa
obzir	obzir	Ncmsan
najvišu	visok	Agsfsay
kategoriju	kategorija	Ncfsa
za	za	Sa
dotičnu	dotičan	Agpfsay
opremu	oprema	Ncfsa
,	,	Z
pri	pri	Sl
čemu	što	Pi3n-l
se	sebe	Px--sa
ne	ne	Qz
uzimaju	uzimati	Vmr3p
u	u	Sa
obzir	obzir	Ncmsan
dijelovi	dio	Ncmpn
sa	sa	Si
sigurnosnom	sigurnosni	Agpfsiy
funkcijom	funkcija	Ncfsi

(	(	Z
c	C	X
)	)	Z
ocjenjivanje	ocjenjivanje	Ncnsn
zaštite	zaštita	Ncfsg
sklopa	sklop	Ncmsg
od	od	Sg
prekoračenja	prekoračenje	Ncnsg
dopuštenih	dopustiti	Agpmpgy
radnih	radni	Agpmpgy
parametara	parametar	Ncmpg
,	,	Z
kao	kao	Cs
što	što	Cs
je	biti	Var3s
navedeno	navesti	Appnsny
u	u	Sl
točkama	točka	Ncfpl
2.10.	2.1	Agpfply
i	i	Cc
3.2.3.	3.2.3.	Mds

Dodatka	dodatak	Ncmsg
I	i	Cc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
koja	koji	Pi-fsn
se	sebe	Px--sa
mora	morati	Vmr3s
provesti	provesti	Vmn
za	za	Sa
najvišu	visok	Pd-fsa
kategoriju	kategorija	Ncfsa
primjenjivu	primjenjiv	Agpfsay
na	na	Sa
elemente	element	Ncmpa
opreme	oprema	Ncfsg
koju	koji	Pi-fsa
treba	trebati	Vmr3s
zaštititi	zaštititi	Vmn
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
inspekcijsko	inspekcijski	Agpnsny
tijelo	tijelo	Ncnsn
može	moći	Vmr3s
dopustiti	dopustiti	Vmn
stavljanje	stavljanje	Ncnsa
na	na	Sa
tržište	tržište	Ncnsa
i	i	Cc
u	u	Sa
uporabu	uporaba	Ncfsa
pojedinačne	pojedinačan	Agpfsgy
tlačne	tlačni	Agpfsgy
opreme	oprema	Ncfsg
i	i	Cc
sklopova	sklop	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
na	na	Sa
koje	koji	Pi-nsa
nisu	biti	Var3p
primijenjeni	primijeniti	Appmpny
postupci	postupak	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
a	a	Cc
čija	čiji	Pi-fsn
je	biti	Var3s
uporaba	uporaba	Ncfsn
namijenjena	namijeniti	Appfsny
za	za	Sa
potrebe	potreba	Ncfpa
eksperimenata	eksperiment	Ncmpg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Zapisi	zapis	Ncmpn
i	i	Cc
prepiska	prepiska	Ncfsn
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
ocjenom	ocjena	Ncfsi
sukladnosti	sukladnost	Ncfsg
moraju	morati	Vmr3p
biti	biti	Van
na	na	Sl
službenom	služben	Agpmsly
jeziku	jezik	Ncmsl
države	država	Ncfsg
u	u	Sl
kojoj	koji	Pi-fsl
je	biti	Var3s
registrirano	registriran	Agpnsny
tijelo	tijelo	Ncnsn
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
odgovorno	odgovoran	Agpnsny
za	za	Sa
provođenje	provođenje	Ncnsa
ovih	ovaj	Pd-mpg
postupaka	postupak	Ncmpg
ili	ili	Cc
na	na	Sl
jeziku	jezik	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
to	taj	Pd-nsn
tijelo	tijelo	Ncnsn
prihvatilo	prihvatiti	Vmp-sn
.	.	Z

EUROPSKO	europski	Agpnsny
ODOBRENJE	odobrenje	Ncnsn
ZA	za	Sa
MATERIJALE	materijal	Ncmpa

Članak	članak	Ncmsn
10.	10.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Europsko	europski	Agpnsny
odobrenje	odobrenje	Ncnsn
za	za	Sa
materijale	materijal	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
1.	1.	Mdo
točka	točka	Ncfsn
2.9.	2.9.	Mds
,	,	Z
na	na	Sa
zahtjev	zahtjev	Ncmsan
jednog	jedan	Mlcmsg
ili	ili	Cc
više	mnogo	Rgc
proizvođača	proizvođač	Ncmpg
materijala	materijal	Ncmsg
ili	ili	Cc
opreme	oprema	Ncfsg
,	,	Z
izdaje	izdavati	Vmr3s
tijelo	tijelo	Ncnsa
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
11.	11.	Mdo
posebno	posebno	Rgp
ovlašteno	ovlastiti	Appnsny
za	za	Sa
ove	ovaj	Pd-mpa
poslove	posao	Ncmpa
.	.	Z

To	taj	Pd-nsn
će	htjeti	Var3s
tijelo	tijelo	Ncnsn
odrediti	odrediti	Vmn
i	i	Cc
provesti	provesti	Vmn
ili	ili	Cc
organizirati	organizirati	Vmn
provedbu	provedba	Ncfsa
odgovarajućih	odgovarajući	Agpmpgy
pregleda	pregled	Ncmpg
i	i	Cc
ispitivanja	ispitivanje	Ncnsg
kako	kako	Cs
bi	biti	Vaa3s
potvrdilo	potvrditi	Vmp-sn
sukladnost	sukladnost	Ncfsa
tipa	tip	Ncmsg
materijala	materijal	Ncmpg
s	sa	Si
odgovarajućim	odgovarajući	Agpmpiy
zahtjevima	zahtjev	Ncmpi
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Za	za	Sa
tipove	tip	Ncmpa
materijala	materijal	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
ocijenjeni	ocijeniti	Appmpny
sigurnim	siguran	Agpmsiy
za	za	Sa
uporabu	uporaba	Ncfsa
prije	prije	Sg
29.	29.	Mdo
studenoga	studeni	Ncmsg
1999.	1999.	Mdo
,	,	Z
tijelo	tijelo	Ncnsn
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
dužno	dužan	Agpnsny
je	biti	Var3s
kada	kada	Cs
potvrđuje	potvrđivati	Vmr3s
sukladnost	sukladnost	Ncfsn
uzeti	uzeti	Vmn
u	u	Sa
obzir	obzir	Ncmsan
postojeće	postojeći	Agpmpay
podatke	podatak	Ncmpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Prije	prije	Sg
izdavanja	izdavanje	Ncnsg
Europskog	europski	Agpnsgy
odobrenja	odobrenje	Ncnsg
za	za	Sa
materijale	materijal	Ncmpa
,	,	Z
tijelo	tijelo	Ncnsa
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
je	biti	Var3s
dužno	dužan	Agpnsny
obavijestiti	obavijestiti	Vmn
Komisiju	komisija	Ncfsa
i	i	Cc
države	država	Ncfpn
članice	članica	Ncfsg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
države	država	Ncfsg
članice	članica	Ncfsg
)	)	Z
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Primjerak	primjerak	Ncmsn
Europskog	europski	Agpnsgy
odobrenja	odobrenje	Ncnsg

