posto	posto	Rgp
izricanje	izricanje	Ncnsa
upravno-kaznene	upravno-kaznen	Agpfsgy
mjere	mjera	Ncfsg
,	,	Z
Vijeće	vijeće	Ncnsn
je	biti	Var3s
na	na	Sl
11.	11.	Mdo
sjednici	sjednica	Ncfsl
održanoj	održati	Appfsly
17.	17.	Mdo
ožujka	ožujak	Ncmsg
2015.	2015.	Mdo
utvrdilo	utvrditi	Vmp-sn
postojanje	postojanje	Ncnsa
uvjeta	uvjet	Ncmpg
za	za	Sa
izricanje	izricanje	Ncnsa
upravno-kaznene	upravno-kaznen	Agpfsgy
mjere	mjera	Ncfsg
kao	kao	Cs
i	i	Qo
svih	sav	Agpfpgy
okolnosti	okolnost	Ncfpg
relevantnih	relevantan	Agpfpgy
za	za	Sa
određivanje	određivanje	Ncnsa
njihove	njihov	Ps3fsg
visine	visina	Ncfsg
.	.	Z

Vijeće	vijeće	Ncnsn
je	biti	Var3s
stoga	stoga	Rgp
odlučilo	odlučiti	Vmp-sn
da	da	Cs
se	sebe	Px--sa
poduzetnicima	poduzetnik	Ncmpd
,	,	Z
strankama	stranka	Ncfpl
u	u	Sl
ovom	ovaj	Pd-msl
postupku	postupak	Ncmsl
izreknu	izreći	Vmr3p
upravno-kaznene	upravno-kaznen	Agpfpay
mjere	mjera	Ncfpa
u	u	Sl
sljedećim	sljedeći	Agpmply
iznosima	iznos	Ncmpl
:	:	Z

1.333.000,00	1.333.000,00	Mdc
kuna	kuna	Ncfpg
–	–	Z
poduzetniku	poduzetniku	Agpmsny
Sokol	sokol	Ncmsn
Marić	Marić	Npmsn
;	;	Z

1.027.000,00	1.027.000,00	Mdc
kuna	kuna	Ncfpg
–	–	Z
poduzetniku	poduzetnik	Ncmsl
Securitas	Securitas	Npmsn
Hrvatska	Hrvatska	Npfsn
;	;	Z

905.000,00	905.000,00	Mdc
kuna	kuna	Ncfpg
–	–	Z
poduzetniku	poduzetnika	Ncfsa
AKD-Zaštita	akd-zaštit	Ncmpg
;	;	Z

657.000,00	657.000,00	Mdc
kuna	kuna	Ncfpg
–	–	Z
poduzetniku	poduzetniki	Agpfsay
Klemm	klem	Aspfsny
Sigurnost	sigurnost	Ncfsn
;	;	Z

942.000,00	942.000,00	Mdc
kuna	kuna	Ncfpg
–	–	Z
poduzetniku	poduzetnika	Ncfsa
Bilić-Erić	Bilić-Erić	Npfsn
;	;	Z

289.000,00	289.000,00	Mdc
kuna	kuna	Ncfpg
–	–	Z
poduzetniku	poduzetniki	Agpfsny
V	V	Agpfsny
Grupa	grupa	Ncfsn
;	;	Z

171.000,00	171.000,00	Mdc
kuna	kuna	Ncfpg
–	–	Z
poduzetniku	poduzetnik	Ncmsd
Arsenal	Arsenal	Npmsn
Ivezić	Ivezić	Npmsn
.	.	Z

Na	na	Sl
temelju	temelj	Ncmsl
članka	članak	Ncmsg
52.	52.	Mdo
stavka	stavak	Ncmsg
6.	6.	Mdo
ZZTN-a	zztn-i	Agpfsny
Agencija	agencija	Ncfsn
sukladno	sukladno	Rgp
odlukama	odluka	Ncfpi
Vijeća	vijeće	Ncnsg
kojima	koji	Pi-fpl
je	biti	Var3s
utvrđeno	utvrditi	Appnsny
narušavanje	narušavanje	Ncnsn
tržišnog	tržišni	Agpnsgy
natjecanja	natjecanje	Ncnsg
i	i	Cc
kojima	koji	Pi-npl
je	biti	Var3s
utvrđeno	utvrditi	Appnsny
postojanje	postojanje	Ncnsn
uvjeta	uvjet	Ncmpg
za	za	Sa
izricanje	izricanje	Ncnsa
upravno-kaznene	upravno-kaznen	Agpfsgy
mjere	mjera	Ncfsg
i	i	Cc
njezina	njezin	Ps3fsn
visina	visina	Ncfsn
,	,	Z
okončava	okončavati	Vmr3s
postupak	postupak	Ncmsan
donošenjem	donošenje	Ncnsi
jedinstvenog	jedinstven	Agpnsgy
rješenja	rješenje	Ncnsg
.	.	Z

10.1.	10.1.	Mdo

Odluka	odluka	Ncfsn
Vijeća	vijeće	Ncnsg
o	o	Sl
postojanju	postojanje	Ncnsl
zabranjenog	zabranjen	Agpmsgy
sporazuma	sporazum	Ncmsg

Vijeće	vijeće	Ncnsn
je	biti	Var3s
nesporno	nesporan	Agpnsny
utvrdilo	utvrditi	Vmp-sn
na	na	Sl
40.	40.	Mdo
sjednici	sjednica	Ncfsl
održanoj	održati	Appfsly
28.	28.	Mdo
listopada	listopad	Ncmsg
2014.	2014.	Mdo
,	,	Z
sukladno	sukladno	Rgp
ovlastima	ovlast	Ncfpi
iz	iz	Sg
članka	članak	Ncmsg
30.	30.	Mdo

ZZTN-a	ZZTN	Npmsg
,	,	Z
da	da	Cs
su	biti	Var3p
poduzetnici	poduzetnica	Ncmpn
Sokol	Sokol	Npmsn
Marić	Marić	Npmsn
,	,	Z
Securitas	Securitas	Npmsn
Hrvatska	Hrvatska	Npfsn
,	,	Z
AKD	ak	Aspfsny
Zaštita	zaštita	Ncfsn
,	,	Z
Klemm	Klemm	Pd-fsa
Sigurnost	sigurnost	Ncfsa
,	,	Z
Bilić	Bilić	Npmsn
Erić	Erić	Npmsn
,	,	Z
V	V	Agpfsny
Grupa	grupa	Ncfsn
i	i	Cc
Arsenal	Arsenal	Npmsn
Ivezić	Ivezić	Npmsn
sklopili	sklopiti	Vmp-pm
zabranjeni	zabranjen	Agpmsayn
sporazum	sporazum	Ncmsan
u	u	Sl
smislu	smisao	Ncmsl
članka	članak	Ncmsg
8.	8.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ZZTN-a	ZZTN	Npmsg
.	.	Z

Zabranjeni	zabranjen	Agpmsayn
sporazum	sporazum	Ncmsan
,	,	Z
prema	prema	Sl
utvrđenju	utvrđenje	Ncnsl
Vijeća	vijeće	Ncnsg
,	,	Z
navedeni	navesti	Appmpny
poduzetnici	poduzetnica	Ncmpn
su	biti	Var3p
postigli	postići	Vmp-pm
na	na	Sa
način	način	Ncmsan
da	da	Cs
su	biti	Var3p
na	na	Sl
sastanku	sastanak	Ncmsl
održanom	održati	Appmsly
u	u	Sl
prostorijama	prostorija	Ncfpl
poduzetnika	poduzetnik	Ncmpg
Tectus	Tectus	Npfsg
d.o.o	d.o.o	Npfsg
sa	sa	Si
sjedištem	sjedište	Ncnsi
u	u	Sl
Zagrebu	Zagreb	Npmsl
,	,	Z
Radnička	radnički	Agpfsny
cesta	cesta	Ncfsn
48	48	Mdc
,	,	Z
23.	23.	Mdo
listopada	listopad	Ncmsg
2013.	2013.	Mdo
godine	godina	Ncfsg
,	,	Z
dogovorili	dogovoriti	Vmp-pm
minimalnu	minimalan	Agpfsay
cijenu	cijena	Ncfsa
usluga	usluga	Ncfpg
privatne	privatan	Agpfsgy
tjelesne	tjelesni	Agpfsgy
zaštite	zaštita	Ncfsg
čime	što	Pi3n-i
su	biti	Var3p
u	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
23.	23.	Mdo
listopada	listopad	Ncmsg
2013.	2013.	Mdo
do	do	Sg
17.	17.	Mdo
siječnja	siječanj	Ncmsg
2014.	2014.	Mdo
narušili	narušiti	Vmp-pm
tržišno	tržišni	Agpnsay
natjecanje	natjecanje	Ncnsa
izravnim	izravan	Agpnsiy
utvrđivanjem	utvrđivanje	Ncnsi
cijena	cijena	Ncfpg
.	.	Z

Predmetni	predmetni	Agpmsny
sporazum	sporazum	Ncmsn
na	na	Sl
temelju	temelj	Ncmsl
članka	članak	Ncmsg
8.	8.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ZZTN-a	ZZTN	Npmsg
je	biti	Var3s
ništav	ništav	Ncmsn
.	.	Z

Iako	iako	Cs
su	biti	Var3p
stranke	stranka	Ncfpn
tijekom	tijekom	Sg
cijelog	cijel	Agpmsgy
postupka	postupak	Ncmsg
nastojale	nastojati	Vmp-pf
dokazati	dokazati	Vmn
kako	kako	Cs
je	biti	Var3s
Agencija	agencija	Ncfsn
pogrešno	pogrešno	Rgp
utvrdila	utvrditi	Vmp-sf
sadržaj	sadržaj	Ncmsan
Sastanka	sastanak	Ncmsg
,	,	Z
te	te	Cc
kako	kako	Cs
se	sebe	Px--sa
na	na	Sl
Sastanku	sastanak	Ncmsl
razgovaralo	razgovarati	Vmp-sn
o	o	Sl
raznim	razni	Agpfply
temama	tema	Ncfpl
koje	koji	Pi-fpa
nikako	nikako	Rgp
ne	ne	Qz
mogu	moći	Vmr3p
biti	biti	Van
predmet	predmet	Ncmsn
postupka	postupak	Ncmsg
pred	pred	Si
Agencijom	agencija	Ncfsi
,	,	Z
Vijeće	vijeće	Ncnsn
je	biti	Var3s
nesporno	nesporan	Agpnsny
utvrdilo	utvrditi	Vmp-sn
da	da	Cs
je	biti	Var3s
jedna	jedan	Mlcfsn
od	od	Sg
tema	tema	Ncfpg
na	na	Sl
Sastanku	sastanak	Ncmsl
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
u	u	Sl
konačnici	konačnica	Ncfsl
predstavlja	predstavljati	Vmr3s
dogovor	dogovor	Ncmsan
o	o	Sl
minimalnoj	minimalan	Agpfsly
cijeni	cijena	Ncfsl
usluga	usluga	Ncfpg
privatne	privatan	Agpfsgy
tjelesne	tjelesni	Agpfsgy
zaštite	zaštita	Ncfsg
,	,	Z
sporna	sporan	Agpfsny
s	sa	Sg
aspekta	aspekt	Ncmsg
propisa	propis	Ncmsg
o	o	Sl
tržišnom	tržišni	Agpnsly
natjecanju	natjecanje	Ncnsl
.	.	Z

Naime	naime	Qo
,	,	Z
dogovori	dogovoriti	Vmr3s
o	o	Sl
cijenama	cijena	Ncfpl
,	,	Z
podjeli	podjela	Ncfsl
tržišta	tržište	Ncnsg
i	i	Cc
slične	sličan	Agpfsgy
aktivnosti	aktivnost	Ncfsg
poduzetnika	poduzetnik	Ncmpg
koji	koji	Pi-mpn
posluju	poslovati	Vmr3p
na	na	Sl
istom	isti	Agpnsly
tržištu	tržište	Ncnsl
,	,	Z
suprotan	suprotan	Agpmsnn
je	biti	Var3s
samoj	sam	Agpfsdy
biti	biti	Van
i	i	Cc
svrsi	svrha	Ncfsl
tržišnog	tržišni	Agpnsgy
gospodarstva	gospodarstvo	Ncnsg
.	.	Z

Takvim	takav	Pd-mpi
se	sebe	Px--sa
dogovorima	dogovor	Ncmpd
sprječava	sprječavati	Vmr3s
optimalna	optimalan	Agpfsny
alokacija	alokacija	Ncfsn
resursa	resurs	Ncmpg
,	,	Z
ukida	ukidati	Vmr3s
konkurencija	konkurencija	Ncfsn
među	među	Si
poduzetnicima	poduzetnik	Ncmpi
,	,	Z
kao	kao	Cs
temeljni	temeljan	Agpmsny
pokretač	pokretač	Ncmsn
razvoja	razvoj	Ncmsg
tržišnog	tržišni	Agpnsgy
gospodarstva	gospodarstvo	Ncnsg
,	,	Z
a	a	Cc
postojanje	postojanje	Ncnsn
više	mnogo	Rgc
tržišnih	tržišni	Agpmpgy
takmaca	takmac	Ncmpg
samo	samo	Rgp
je	biti	Var3s
formalne	formalan	Agpfpay
naravi	narav	Ncfpa
jer	jer	Cs
oni	oni	Pp3mpn
,	,	Z
dogovarajući	dogovarati	Rr
istu	isti	Agpfsay
cijenu	cijena	Ncfsa
za	za	Sa
isti	isti	Agpmsayn
uslugu	usluga	Ncfsa
koju	koji	Pi-fsa
pružaju	pružati	Vmr3p
različiti	različit	Agpmpny
poduzetnici	poduzetnica	Ncmpn
s	sa	Si
različitim	različit	Agpmpiy
troškovima	trošak	Ncmpi
i	i	Cc
različitom	različit	Agpfsiy
proizvodnosti	proizvodnost	Ncfsg
i	i	Cc
efikasnosti	efikasnost	Ncfsg
poslovanja	poslovanje	Ncnsg
zapravo	zapravo	Rgp
djeluju	djelovati	Vmr3p
kao	kao	Cs
jedan	jedan	Mlcmsn
poduzetnik	poduzetnik	Ncmsn
ili	ili	Cc
»	»	Z
kolektivni	kolektivan	Agpmsny
«	«	Z
monopolist	monopolist	Ncmsn
.	.	Z

Nadalje	nadalje	Rgp
,	,	Z
kartelni	kartelan	Agpmpny
sporazumi	sporazum	Ncmpn
,	,	Z
u	u	Sl
pravilu	pravilo	Ncnsl
,	,	Z
imaju	imati	Vmr3p
za	za	Sa
cilj	cilj	Ncmsan
osigurati	osigurati	Vmn
opstanak	opstanak	Ncmsan
i	i	Cc
onom	onaj	Pd-nsl
najmanje	malo	Rgs
efikasnom	efikasan	Agpfsiy
poduzetniku	poduzetnst	Ncfsi
,	,	Z
ali	ali	Cc
i	i	Qo
ekstra	ekstra	Agpmsny
profit	profit	Ncmsn
onima	onaj	Pd-mpd
koji	koji	Pi-mpn
imaju	imati	Vmr3p
bolju	dobar	Agcfsay
efikasnost	efikasnost	Ncfsa
poslovanja	poslovanje	Ncnsg
i	i	Cc
najveću	velik	Agsfsay
korist	korist	Ncfsa
od	od	Sg
takvog	takav	Pd-msg
dogovora	dogovor	Ncmsg
.	.	Z

Predmetni	predmetni	Agpmsny
sporazum	sporazum	Ncmsn
ima	imati	Vmr3s
sve	sav	Agpmpay
elemente	element	Ncmpa
kartelnog	kartelan	Agpmsgy
sporazuma	sporazum	Ncmsg
.	.	Z

Naime	naime	Qo
,	,	Z
u	u	Sl
konkretnom	konkretan	Agpmsly
slučaju	slučaj	Ncmsl
,	,	Z
na	na	Sl
Sastanku	sastanak	Ncmsl
je	biti	Var3s
,	,	Z
uz	uz	Sa
nazočnost	nazočnost	Ncfsa
još	još	Rgp
nekolicine	nekolicina	Ncfsg
osoba	osoba	Ncfpg
,	,	Z
prisustvovalo	prisustvovati	Vmp-sn
više	mnogo	Rgc
neovisnih	neovisan	Agpmpgy
poduzetnika	poduzetnik	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
jedni	jedan	Mlcmpn
drugima	drugi	Mlompd
izravni	izravan	Agpmpny
tržišni	tržišni	Agpmpny
takmaci	takmac	Ncmpn
jer	jer	Cs

