treba	trebati	Vmr3s
stečajnoga	stečajni	Agpmsgy
upravitelja	upravitelj	Ncmsg
,	,	Z
nakon	nakon	Cs
što	što	Cs
isteknu	isteći	Vmr3p
rokovi	rok	Ncmpn
iz	iz	Sg
članaka	članak	Ncmpg
275.	275.	Mdo
i	i	Cc
276.	276.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
nakon	nakon	Cs
što	što	Cs
se	sebe	Px--sa
izmijeni	izmijeniti	Vmr3s
diobni	diobni	Agpmsny
popis	popis	Ncmsn
prema	prema	Sl
članku	članak	Ncmsl
279.	279.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
te	te	Cc
nakon	nakon	Sg
pravomoćnosti	pravomoćnost	Ncfsg
rješenja	rješenje	Ncnsg
kojim	koji	Pi-msi
je	biti	Var3s
određen	odrediti	Appmsnn
ispravak	ispravak	Ncmsn
diobnoga	diobni	Agpmsgy
popisa	popis	Ncmsg
.	.	Z

Ako	ako	Cs
odbor	odbor	Ncmsn
vjerovnika	vjerovnik	Ncmpg
nije	biti	Var3s
osnovan	osnovati	Appmsnn
,	,	Z
postotak	postotak	Ncmsn
određuje	određivati	Vmr3s
sud	sud	Ncmsan
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Stečajni	stečajni	Agpmsny
upravitelj	upravitelj	Ncmsn
će	htjeti	Var3s
postotak	postotak	Ncmsn
u	u	Sl
kojem	koji	Pi-msl
se	sebe	Px--sa
tražbine	tražbina	Ncfpn
namiruju	namirivati	Vmr3p
priopćiti	priopćiti	Vmn
vjerovnicima	vjerovnik	Ncmpi
koji	koji	Pi-mpn
se	sebe	Px--sa
pri	pri	Sl
diobi	dioba	Ncfsl
uzimaju	uzimati	Vmr3p
u	u	Sa
obzir	obzir	Ncmsan
.	.	Z

Završna	završan	Agpfsny
dioba	dioba	Ncfsn

Članak	članak	Ncmsn
282.	282.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Završnoj	završan	Agpfsly
diobi	dioba	Ncfsl
pristupa	pristupati	Vmr3s
se	sebe	Px--sa
čim	čim	Cs
završi	završiti	Vmr3s
unovčenje	unovčenje	Ncnsn
stečajne	stečajni	Agpfsgy
mase	masa	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Završna	završan	Agpfsny
dioba	dioba	Ncfsn
smije	smjeti	Vmr3s
se	sebe	Px--sa
poduzeti	poduzeti	Vmn
samo	samo	Rgp
uz	uz	Sa
suglasnost	suglasnost	Ncfsa
suda	sud	Ncmsg
.	.	Z

Završno	završan	Agpnsny
ročište	ročište	Ncnsn

Članak	članak	Ncmsn
283.	283.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Prigodom	prigoda	Ncfsi
davanja	davanje	Ncnsg
suglasnosti	suglasnost	Ncfsg
za	za	Sa
završnu	završan	Agpfsay
diobu	dioba	Ncfsa
sud	sud	Ncmsan
određuje	određivati	Vmr3s
završno	završan	Agpnsay
ročište	ročište	Ncnsa
vjerovnika	vjerovnik	Ncmpg
na	na	Sl
kojem	koji	Pi-msl
se	sebe	Px--sa
:	:	Z

1.	1.	Mdo
raspravlja	raspravljati	Vmr3s
o	o	Sl
završnom	završan	Agpmsly
računu	račun	Ncmsl
stečajnoga	stečajni	Agpmsgy
upravitelja	upravitelj	Ncmsg

2.	2.	Mdo
podnose	podnositi	Vmr3p
prigovori	prigovor	Ncmpn
na	na	Sa
završni	završan	Agpmsayn
popis	popis	Ncmsan
i	i	Cc

