iznosi	iznositi	Vmr3s
detaljnu	detaljan	Agpfsay
evidenciju	evidencija	Ncfsa
o	o	Sl
pomagalima	pomagalo	Ncnpl
,	,	Z
priboru	pribor	Ncmsl
i	i	Cc
opremi	oprema	Ncfsl
za	za	Sa
koju	koji	Pi-fsa
je	biti	Var3s
ostvario	ostvariti	Vmp-sm
potporu	potpora	Ncfsa
na	na	Sl
obrascu	obrazac	Ncmsl
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	V.	Mdo
dio	dio	Ncmsn
C		Npmsg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
te	te	Cc
mu	on	Pp3msd
se	sebe	Px--sa
stavlja	stavljati	Vmr3s
zabrana	zabrana	Ncfsn
otuđenja	otuđenje	Ncnsg
sufinanciranih	sufinancirati	Agpnpgy
pomagala	pomagalo	Ncnpg
,	,	Z
pribora	pribor	Ncmsg
i	i	Cc
opreme	oprema	Ncfsg
u	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
dana	dan	Ncmpg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
uz	uz	Sa
mogućnost	mogućnost	Ncfsa
otpisa	otpis	Ncmpg
sukladno	sukladno	Rgp
propisanim	propisati	Appmpdy
rokovima	rok	Ncmpi
amortizacije	amortizacija	Ncfsg
.	.	Z

a	a	Cc
)	)	Z
Nabava	nabava	Ncfsn
novih	nov	Agpnpgy
pomagala	pomagalo	Ncnpg
,	,	Z
pribora	pribor	Ncmsg
i	i	Cc
opreme	oprema	Ncfsg
koja	koji	Pi-fsn
se	sebe	Px--sa
koristi	koristiti	Vmr3s
u	u	Sl
pčelarstvu	pčelarstvo	Ncnsl

Članak	članak	Ncmsn
19.	19.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
sufinanciranje	sufinanciranje	Ncnsa
nabave	nabava	Ncfsg
novih	nov	Agpnpgy
pomagala	pomagalo	Ncnpg
,	,	Z
pribora	pribor	Ncmsg
i	i	Cc
opreme	oprema	Ncfsg
koja	koji	Pi-fsn
se	sebe	Px--sa
koristi	koristiti	Vmr3s
u	u	Sl
pčelarstvu	pčelarstvo	Ncnsl
iz	iz	Sg
članka	članak	Ncmsg
18.	18.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
podnosi	podnositi	Vmr3s
se	sebe	Px--sa
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
na	na	Sl
obrascu	obrazac	Ncmsl
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	V.	Mdo
dio	dio	Ncmsn
A	a	Cc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
do	do	Sg
15.	15.	Mdo
svibnja	svibanj	Ncmsg
2015.	2015.	Mdo
godine	godina	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Uz	uz	Sa
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
prilažu	prilagati	Vmr3p
se	sebe	Px--sa
preslika	preslika	Ncfsn
originala	original	Ncmsg
računa	račun	Ncmsg
i	i	Cc
dokazi	dokaz	Ncmpn
iz	iz	Sg
članka	članak	Ncmsg
4.	4.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
izdani	izdati	Appmpny
u	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
1.	1.	Mdo
rujna	rujan	Ncmsg
2014.	2014.	Mdo
godine	godina	Ncfsg
do	do	Sg
15.	15.	Mdo
svibnja	svibanj	Ncmsg
2015.	2015.	Mdo
godine	godina	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
podnijeti	podnijeti	Vmn
isključivo	isključivo	Rgp
za	za	Sa
nabavu	nabava	Ncfsa
nove	nov	Agpfsgy
opreme	oprema	Ncfsg
,	,	Z
uključujući	uključivati	Rr
i	i	Cc
onu	onaj	Pd-fsa
kupljenu	kupiti	Appfsay
u	u	Sl
trećim	treći	Mlofpl
zemljama	zemlja	Ncfpl
koja	koji	Pi-fsn
mora	morati	Vmr3s
imati	imati	Vmn
oznaku	oznaka	Ncfsa
EU	E	Npmsg
sukladnosti	sukladnost	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
CE	CE	Npmsn
oznaku	oznaka	Ncfsa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Popis	popis	Ncmsn
opreme	oprema	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
za	za	Sa
koju	koji	Pi-fsa
je	biti	Var3s
moguće	moguć	Agpnsny
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
sufinanciranje	sufinanciranje	Ncnsa
nalazi	nalaziti	Vmr3s
se	sebe	Px--sa
u	u	Sl
Prilogu	Prilog	Npmsl
V.	v.	Mlomsan
dio	dio	Ncmsan
B		Npmsg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

b	b	Npmsn
)	)	Z
Edukacija	edukacija	Ncfsn
pčelara	pčelar	Ncmpg

Članak	članak	Ncmsn
20.	20.	Mdo

Edukacije	edukacija	Ncfpn
iz	iz	Sg
članka	članak	Ncmsg
18.	18.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
koje	koji	Pi-fpn
se	sebe	Px--sa
sufinanciraju	sufinancirati	Vmr3p
su	biti	Var3p
:	:	Z

1.	1.	Mdo
predavanja	predavanje	Ncnsg
organizirana	organizirati	Appfsny
u	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
1.	1.	Mdo
rujna	rujan	Ncmsg
2014.	2014.	Mdo
godine	godina	Ncfsg
do	do	Sg
31.	31.	Mdo
svibnja	svibanj	Ncmsg
2015.	2015.	Mdo
godine	godina	Ncfsg
od	od	Sg
strane	strana	Ncfsg
pčelarskih	pčelarski	Agpfpgy
udruga	udruga	Ncfpg
i	i	Cc
/	/	Z
ili	ili	Cc
HPS-a	HPS	Npmsg
u	u	Sl
sklopu	sklop	Ncmsl
specijaliziranih	specijaliziran	Agpmpgy
pčelarskih	pčelarski	Agpmpgy
sajmova	sajam	Ncmpg
koji	koji	Pi-mpn
traju	trajati	Vmr3p
minimalno	minimalno	Rgp
dva	dva	Mlc
dana	dan	Ncmsg
i	i	Cc
međunarodnog	međunarodni	Agpmsgy
su	biti	Var3p
karaktera	karakter	Ncmsg
.	.	Z

Edukacijom	edukacija	Ncfsi
moraju	morati	Vmr3p
biti	biti	Van
obrađene	obraditi	Appfpny
najmanje	malo	Rgs
tri	tri	Mlc
teme	tema	Ncfsg
iz	iz	Sg
različitih	različit	Agpnpgy
područja	područje	Ncnpg
pčelarstva	pčelarstvo	Ncnsg
.	.	Z

2.	2.	Mdo
edukacije	edukacija	Ncfsg
pčelara	pčelar	Ncmpg
za	za	Sa
senzorske	senzorski	Agpmpay
analitičare	analitičar	Ncmpa
organizirane	organiziran	Agpmpay
u	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
1.	1.	Mdo
rujna	rujan	Ncmsg
2014.	2014.	Mdo
godine	godina	Ncfsg
do	do	Sg
31.	31.	Mdo
svibnja	svibanj	Ncmsg
2015.	2015.	Mdo
godine	godina	Ncfsg
od	od	Sg
strane	strana	Ncfsg
HPS-a	HPS	Npmsg
i	i	Cc
Županijskih	županijski	Agpmpgy
pčelarskih	pčelarski	Agpmpgy
saveza	savez	Ncmpg
(	(	Z
savez	savez	Ncmsn
udruga	udruga	Ncfsn
na	na	Sl
razini	razina	Ncfsl
županije	županija	Ncfsg
)	)	Z
za	za	Sa
najmanje	malo	Rgs
deset	deset	Mlc
polaznika	polaznik	Ncmpg
.	.	Z

Članak	članak	Ncmsn
21.	21.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
sufinanciranje	sufinanciranje	Ncnsa
edukacija	edukacija	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
20.	20.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
podnosi	podnositi	Vmr3s
se	sebe	Px--sa
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
na	na	Sl
obrascu	obrazac	Ncmsl
iz	iz	Sg
Priloga	prilog	Ncmsg
V.	V.	Mdo
dio	dio	Ncmsn
D		Ncmpg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
do	do	Sg
31.	31.	Mdo
svibnja	svibanj	Ncmsg
2015.	2015.	Mdo
godine	godina	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Uz	uz	Sa
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
prilažu	prilagati	Vmr3p
se	sebe	Px--sa
:	:	Z

–	–	Z
preslika	preslika	Ncfsn
originala	original	Ncmsg
računa	račun	Ncmsg
i	i	Cc
dokazi	dokaz	Ncmpn
iz	iz	Sg
članka	članak	Ncmsg
4.	4.	Mdo
stavak	stavak	Ncmsn
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
izdani	izdati	Appmpny
u	u	Sl
razdoblju	razdoblje	Ncnsl
od	od	Sg
1.	1.	Mdo
rujna	rujan	Ncmsg
2014.	2014.	Mdo
godine	godina	Ncfsg
do	do	Sg
31.	31.	Mdo
svibnja	svibanj	Ncmsg
2015.	2015.	Mdo
godine	godina	Ncfsg
,	,	Z

–	–	Z
vlastoručno	vlastoručno	Rgp
potpisane	potpisan	Agpfsgy
evidencije	evidencija	Ncfsg
prisutnosti	prisutnost	Ncfsg
pčelara	pčelar	Ncmpg
na	na	Sl
predavanju	predavanje	Ncnsl
(	(	Z
popisna	popisni	Agpfsny
lista	lista	Ncfsn
s	sa	Si
čitljivim	čitljiv	Agpnpiy
imenima	ime	Ncnpi
i	i	Cc
prezimenima	prezime	Ncnpl
,	,	Z
adresom	adresa	Ncfsi
te	te	Cc
kontakt	kontakt	Ncmsan
s	sa	Si
tel.	te	Agpmpiy
brojevima	broj	Ncmpi
pčelara	pčelar	Ncmpg
)	)	Z
,	,	Z

–	–	Pq3n-n
Ugovor	ugovor	Ncmsan
s	sa	Si
izvoditeljem	izvoditelj	Ncmsi
stručne	stručan	Agpfsgy
edukacije	edukacija	Ncfsg
,	,	Z

–	–	Sa
program	program	Ncmsan
s	sa	Si
temama	tema	Ncfpi
i	i	Cc
sažetak	sažetak	Ncmsan
predavanja	predavanje	Ncnsg
,	,	Z

–		Agcmsayn
popis	popis	Ncmsan
predavača	predavač	Ncmpg
,	,	Z

–	–	Z
specifikacija	specifikacija	Ncfsn
troškova	trošak	Ncmpg
,	,	Z

–	i	Agpnsny
za	za	Sa
edukaciju	edukacija	Ncfsa
pčelara	pčelar	Ncmpg
za	za	Sa
senzorske	senzorski	Agpmpay
analitičare	analitičar	Ncmpa
potvrdu	potvrda	Ncfsa
HPS-a	HPS	Npmsg
da	da	Cs
je	biti	Var3s
Program	program	Ncmsn
edukacije	edukacija	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Programom	program	Ncmsi
edukacije	edukacija	Ncfsg
senzorskih	senzorski	Agpmpgy
analitičara	analitičar	Ncmpg
HPS-a	HPS	Npmsg
.	.	Z

6.	6.	Mdo
Primijenjena	primijeniti	Appnpny
istraživanja	istraživanje	Ncnpn
u	u	Sl
pčelarstvu	pčelarstvo	Ncnsl

Članak	članak	Ncmsn
22.	22.	Mdo

Mjerom	mjera	Ncfsi
Primijenjena	primijeniti	Appnpny
istraživanja	istraživanje	Ncnpn
u	u	Sl
pčelarstvu	pčelarstvo	Ncnsl
financiraju	financirati	Vmr3p
se	sebe	Px--sa
projekti	projekt	Ncmpn
primijenjenih	primijeniti	Agpnpgy
istraživanja	istraživanje	Ncnpg
u	u	Sl
pčelarstvu	pčelarstvo	Ncnsl
.	.	Z

Članak	članak	Ncmsn
23.	23.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
raspisuje	raspisivati	Vmr3s
javni	javan	Agpmsny
natječaj	natječaj	Ncmsn
za	za	Sa
prikupljanje	prikupljanje	Ncnsa
i	i	Cc
odabir	odabir	Ncmsan
projekata	projekat	Ncmpg
primijenjenih	primijeniti	Appmpgy
istraživanja	istraživanje	Ncnsg
15	15	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
objave	objava	Ncfsg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
u	u	Sl
»	»	Z
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Javni	javan	Agpmsny
natječaj	natječaj	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
objavljuje	objavljivati	Vmr3s
se	sebe	Px--sa
na	na	Sl
službenim	služben	Agpfply
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Za	za	Sa
mjeru	mjera	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
22.	22.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
podnosi	podnositi	Vmr3s
se	sebe	Px--sa
Prijava	prijava	Ncfsn
na	na	Sl
temelju	temelj	Ncmsl
Javnog	javan	Agpmsgy
natječaja	natječaj	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Javni	javan	Agpmsny
natječaj	natječaj	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
određuje	određivati	Vmr3s
sljedeće	sljedeći	Agpnsay
:	:	Z

–	–	Sa
svrhu	svrha	Ncfsa
mjere	mjera	Ncfsg
,	,	Z

–	i	Agpmpay
rokove	rok	Ncmpa
i	i	Cc

