Jantarna	jantarni	Agpfsny
(	(	Z
5	5	Mdc
)	)	Z
Rubovi	rub	Ncmpn
prividne	prividan	Agpfsgy
površine	površina	Ncfsg
ne	ne	Qz
smiju	smjeti	Vmr3p
biti	biti	Van
udaljeni	udaljiti	Appmpny
manje	malo	Rgc
od	od	Sg
250	250	Mdc
mm	mm	Y
i	i	Cc
ne	ne	Qz
više	mnogo	Rgc
od	od	Sg
900	900	Mdc
mm	mm	Y
iznad	iznad	Sg
tla	tlo	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
1500	1500	Mdc
mm	mm	Y
ako	ako	Cs
oblik	oblik	Ncmsn
nadogradnje	nadogradnja	Ncfsg
onemogućuje	onemogućivati	Vmr3s
smještaj	smještaj	Ncmsan
unutar	unutar	Sg
900	900	Mdc
mm	mm	Y
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Osvjetljavajuća	osvjetljavajući	Agpfsny
površina	površina	Ncfsn
katadioptera	katadiopter	Ncmpg
može	moći	Vmr3s
imati	imati	Vmn
zajedničke	zajednički	Agpmpay
dijelove	dio	Ncmpa
s	sa	Si
prividnom	prividan	Agpfsiy
površinom	površina	Ncfsi
bilo	bilo	Qo
kojeg	koji	Pi-nsg
drugog	drugi	Agpnsgy
svjetla	svjetlo	Ncnsg
smještenog	smješten	Agpnsgy
na	na	Sl
stražnjoj	stražnji	Agpfsly
strani	strana	Ncfsl
vozila	vozilo	Ncnsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Na	na	Sl
priključnim	priključni	Agpnply
vozilima	vozilo	Ncnpl
moraju	morati	Vmr3p
biti	biti	Van
ugrađena	ugraditi	Appfsny
dva	dva	Mlc
stražnja	stražnji	Agpmsgn
trokutasta	trokutast	Agpmsgn
katadioptera	katadiopter	Ncmsg
,	,	Z
a	a	Cc
zabranjena	zabraniti	Appfsny
je	biti	Var3s
njihova	njihov	Ps3fsn
ugradnja	ugradnja	Ncfsn
na	na	Sa
motorna	motoran	Agpnpay
vozila	vozilo	Ncnpa
.	.	Z

Dodatni	dodatan	Agpmpny
katadiopterski	katadiopterski	Agpmpny
uređaji	uređaj	Ncmpn
i	i	Cc
materijali	materijal	Ncmpn
dopušteni	dopustiti	Appmpny
su	biti	Var3p
ako	ako	Cs
ne	ne	Qz
oslabljuju	oslabljivati	Vmr3p
učinkovitost	učinkovitost	Ncfsa
obveznih	obvezan	Agpmpgy
uređaja	uređaj	Ncmpg
za	za	Sa
osvjetljavanje	osvjetljavanje	Ncnsa
i	i	Cc
svjetlosnu	svjetlosni	Agpfsay
signalizaciju	signalizacija	Ncfsa
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Vrh	vrh	Ncmsn
trokuta	trokut	Ncmsg
mora	morati	Vmr3s
biti	biti	Van
usmjeren	usmjeriti	Appmsnn
prema	prema	Sl
gore	zlo	Rgp
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Vanjski	vanjski	Agpmsny
rub	rub	Ncmsn
prividne	prividan	Agpfsgy
površine	površina	Ncfsg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
udaljen	udaljiti	Appmsnn
više	mnogo	Rgc
od	od	Sg
400	400	Mdc
mm	mm	Y
od	od	Sg
krajnjega	krajnji	Agpmsgy
vanjskog	vanjski	Agpmsgy
ruba	rub	Ncmsg
vozila	vozilo	Ncnpg
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Udaljenost	udaljenost	Ncfsn
između	između	Sg
unutarnjih	unutarnji	Agpmpgy
rubova	rub	Ncmpg
prividnih	prividan	Agpfpgy
površina	površina	Ncfpg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
manja	mali	Agcfsny
od	od	Sg
600	600	Mdc
mm	mm	Y
osim	osim	Cs
za	za	Sa
vozila	vozilo	Ncnpa
kategorije	kategorija	Ncfpa
M1	M1	Pi-fpa
i	i	Cc
N1	ni	Agpnsny
.	.	Z

Udaljenost	udaljenost	Ncfsn
može	moći	Vmr3s
biti	biti	Van
smanjena	smanjiti	Appfsny
na	na	Sa
400	400	Mdc
mm	mm	Y
ako	ako	Cs
je	biti	Var3s
sveukupna	sveukupan	Agpfsny
širina	širina	Ncfsn
vozila	voziti	Vmp-sf
manja	mali	Agcfsny
od	od	Sg
1300	1300	Mdc
mm	mm	Y
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Rubovi	rub	Ncmpn
prividne	prividan	Agpfsgy
površine	površina	Ncfsg
ne	ne	Qz
smiju	smjeti	Vmr3p
biti	biti	Van
udaljeni	udaljiti	Appmpny
manje	malo	Rgc
od	od	Sg
250	250	Mdc
mm	mm	Y
i	i	Cc
ne	ne	Qz
više	mnogo	Rgc
od	od	Sg
900	900	Mdc
mm	mm	Y
iznad	iznad	Sg
tla	tlo	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
1500	1500	Mdc
mm	mm	Y
ako	ako	Cs
oblik	oblik	Ncmsn
nadogradnje	nadogradnja	Ncfsg
onemogućuje	onemogućivati	Vmr3s
smještaj	smještaj	Ncmsan
unutar	unutar	Sg
900	900	Mdc
mm	mm	Y
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Osvjetljavajuća	osvjetljavajući	Agpfsny
površina	površina	Ncfsn
katadioptera	katadiopter	Ncmpg
može	moći	Vmr3s
imati	imati	Vmn
zajedničke	zajednički	Agpmpay
dijelove	dio	Ncmpa
s	sa	Si
prividnom	prividan	Agpfsiy
površinom	površina	Ncfsi
bilo	bilo	Qo
kojeg	koji	Pi-nsg
drugog	drugi	Agpnsgy
svjetla	svjetlo	Ncnsg
smještenog	smješten	Agpnsgy
na	na	Sl
stražnjoj	stražnji	Agpfsly
strani	strana	Ncfsl
vozila	vozilo	Ncnsg
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
Na	na	Sl
priključnim	priključni	Agpnply
vozilima	vozilo	Ncnpl
moraju	morati	Vmr3p
biti	biti	Van
ugrađena	ugraditi	Appfsny
dva	dva	Mlc
prednja	prednji	Agpmsgn
netrokutasta	netrokutast	Ncmsg
katadioptera	katadiopter	Ncmpg
.	.	Z

Dodatni	dodatan	Agpmpny
katadiopterski	katadiopterski	Agpmpny
uređaji	uređaj	Ncmpn
i	i	Cc
materijali	materijal	Ncmpn
dopušteni	dopustiti	Appmpny
su	biti	Var3p
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
ne	ne	Qz
oslabljuju	oslabljivati	Vmr3p
učinkovitost	učinkovitost	Ncfsa
obveznih	obvezan	Agpmpgy
uređaja	uređaj	Ncmpg
za	za	Sa
osvjetljavanje	osvjetljavanje	Ncnsa
i	i	Cc
svjetlosnu	svjetlosni	Agpfsay
signalizaciju	signalizacija	Ncfsa
.	.	Z

(	(	Z
14	14	Mdc
)	)	Z
Dva	dva	Mlc
prednja	prednji	Agpmsgn
netrokutasta	netrokutast	Ncmsg
katadioptera	katadiopter	Ncmpg
moraju	morati	Vmr3p
biti	biti	Van
ugrađena	ugraditi	Appfsny
i	i	Cc
na	na	Sl
motornim	motoran	Agpnply
vozilima	vozilo	Ncnpl
koja	koji	Pi-npn
imaju	imati	Vmr3p
naprijed	naprijed	Rgp
okrenuta	okrenuti	Appnpny
svjetla	svjetlo	Ncnpn
s	sa	Si
reflektorima	reflektor	Ncmpi
koji	koji	Pi-mpn
se	sebe	Px--sa
mogu	moći	Vmr3p
sakriti	sakriti	Vmn
.	.	Z

(	(	Z
15	15	Mdc
)	)	Z
Vanjski	vanjski	Agpmsny
rub	rub	Ncmsn
prividne	prividan	Agpfsgy
površine	površina	Ncfsg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
udaljen	udaljiti	Appmsnn
više	mnogo	Rgc
od	od	Sg
400	400	Mdc
mm	mm	Y
od	od	Sg
krajnjega	krajnji	Agpmsgy
vanjskog	vanjski	Agpmsgy
ruba	rub	Ncmsg
vozila	vozilo	Ncnpg
.	.	Z

(	(	Z
16	16	Mdc
)	)	Z
Kod	kod	Sg
priključnih	priključni	Agpnpgy
vozila	vozilo	Ncnpg
,	,	Z
rub	rub	Ncmsan
prividne	prividan	Agpfsgy
površine	površina	Ncfsg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
više	mnogo	Rgc
od	od	Sg
150	150	Mdc
mm	mm	Y
udaljena	udaljiti	Appfsny
od	od	Sg
krajnjega	krajnji	Agpmsgy
vanjskog	vanjski	Agpmsgy
ruba	rub	Ncmsg
vozila	vozilo	Ncnpg
.	.	Z

(	(	Z
17	17	Mdc
)	)	Z
Vanjski	vanjski	Agpmsny
rub	rub	Ncmsn
prividne	prividan	Agpfsgy
površine	površina	Ncfsg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
udaljen	udaljiti	Appmsnn
više	mnogo	Rgc
od	od	Sg
400	400	Mdc
mm	mm	Y
od	od	Sg
krajnjega	krajnji	Agpmsgy
vanjskog	vanjski	Agpmsgy
ruba	rub	Ncmsg
vozila	vozilo	Ncnpg
.	.	Z

Udaljenost	udaljenost	Ncfsn
između	između	Sg
unutarnjih	unutarnji	Agpmpgy
rubova	rub	Ncmpg
prividnih	prividan	Agpfpgy
površina	površina	Ncfpg
za	za	Sa
vozila	vozilo	Ncnpa
,	,	Z
osim	osim	Cs
za	za	Sa
vozila	vozilo	Ncnpa
kategorije	kategorija	Ncfpa
M1	M1	Pi-fpa
i	i	Cc
N1	ni	Agpnsny
,	,	Z
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
manja	mali	Agcfsny
od	od	Sg
600	600	Mdc
mm	mm	Y
.	.	Z

Udaljenost	udaljenost	Ncfsn
može	moći	Vmr3s
biti	biti	Van
smanjena	smanjiti	Appfsny
na	na	Sa
400	400	Mdc
mm	mm	Y
ako	ako	Cs
je	biti	Var3s
sveukupna	sveukupan	Agpfsny
širina	širina	Ncfsn
vozila	voziti	Vmp-sf
manja	mali	Agcfsny
od	od	Sg
1300	1300	Mdc
mm	mm	Y
.	.	Z

(	(	Z
18	18	Mdc
)	)	Z
Rubovi	rub	Ncmpn
prividne	prividan	Agpfsgy
površine	površina	Ncfsg
ne	ne	Qz
smiju	smjeti	Vmr3p
biti	biti	Van
udaljeni	udaljiti	Appmpny
manje	malo	Rgc
od	od	Sg
250	250	Mdc
mm	mm	Y
i	i	Cc
ne	ne	Qz
više	mnogo	Rgc
od	od	Sg
900	900	Mdc
mm	mm	Y
iznad	iznad	Sg
tla	tlo	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
1500	1500	Mdc
mm	mm	Y
ako	ako	Cs
oblik	oblik	Ncmsn
nadogradnje	nadogradnja	Ncfsg
onemogućuje	onemogućivati	Vmr3s
smještaj	smještaj	Ncmsan
unutar	unutar	Sg
900	900	Mdc
mm	mm	Y
.	.	Z

(	(	Z
19	19	Mdc
)	)	Z
Osvjetljavajuća	osvjetljavajući	Agpfsny
površina	površina	Ncfsn
katadioptera	katadiopter	Ncmpg
može	moći	Vmr3s
imati	imati	Vmn
zajedničke	zajednički	Agpmpay
dijelove	dio	Ncmpa
s	sa	Si
prividnom	prividan	Agpfsiy
površinom	površina	Ncfsi
bilo	bilo	Qo
kojeg	koji	Pi-nsg
drugog	drugi	Agpnsgy
svjetla	svjetlo	Ncnsg
smještenog	smješten	Agpnsgy
na	na	Sl
prednjoj	prednji	Agpfsly
strani	strana	Ncfsl
vozila	vozilo	Ncnsg
.	.	Z

(	(	Z
20	20	Mdc
)	)	Z
Bočni	bočni	Agpmpny
netrokutasti	netrokutast	Ncmpn
katadiopteri	katadiopter	Ncmpn
moraju	morati	Vmr3p
biti	biti	Van
ugrađeni	ugraditi	Appmpny
na	na	Sl
motornim	motoran	Agpnply
vozilima	vozilo	Ncnpl
čija	čiji	Pi-fsn
duljina	duljina	Ncfsn
prelazi	prelaziti	Vmr3s
6	6	Mdc
m	m	Y
i	i	Cc
na	na	Sl
svim	sav	Agpfply
prikolicama	prikolica	Ncfpl
.	.	Z

(	(	Z
21	21	Mdc
)	)	Z
Najmanji	mali	Agsmsny
broj	broj	Ncmsn
katadioptera	katadiopter	Ncmpg
na	na	Sl
bočnoj	bočni	Agpfsly
strani	strana	Ncfsl
vozila	vozilo	Ncnsg
mora	morati	Vmr3s
biti	biti	Van
takav	takav	Pd-msn
da	da	Cs
se	sebe	Px--sa
ispune	ispuniti	Vmr3p
zahtjevi	zahtjev	Ncmpn
položaja	položaj	Ncmpg
po	po	Sl
duljini	duljina	Ncfsl
.	.	Z

(	(	Z
22	22	Mdc
)	)	Z
Dodatni	dodatan	Agpmpny
katadiopterski	katadiopterski	Agpmpny
uređaji	uređaj	Ncmpn
dopušteni	dopustiti	Appmpny
su	biti	Var3p
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
ne	ne	Qz
oslabljuju	oslabljivati	Vmr3p

