Predsjednik	predsjednik	Ncmsn
Podaci	podatak	Ncmpn
o	o	Sl
osobi	osoba	Ncfsl
/	/	Z
osobama	osoba	Ncfpl
za	za	Sa
kontakt	kontakt	Ncmsan
:	:	Z
Prezime	prezime	Ncnsn
:	:	Z
Ime	ime	Ncnsn
(	(	Z
imena	ime	Ncnsg
)	)	Z
:	:	Z
Funkcija	funkcija	Ncfsn
(	(	Z
titula	titula	Ncfsn
/	/	Z
službeni	služben	Agpmsny
položaj	položaj	Ncmsn
)	)	Z
:	:	Z
Telefon	telefon	Ncmsn
(	(	Z
pozivni	pozivni	Agpmsny
broj	broj	Ncmsn
za	za	Sa
zemlju	zemlja	Ncfsa
)	)	Z
(	(	Z
pozivni	pozivni	Agpmsny
broj	broj	Ncmsn
za	za	Sa
grad	grad	Ncmsan
/	/	Z
regiju	regija	Ncfsa
)	)	Z
(	(	Z
adresa	adresa	Ncfsn
)	)	Z
:	:	Z
Telefaks	telefaks	Ncmsn
(	(	Z
pozivni	pozivni	Agpmsny
broj	broj	Ncmsn
za	za	Sa
zemlju	zemlja	Ncfsa
)	)	Z
(	(	Z
pozivni	pozivni	Agpmsny
broj	broj	Ncmsn
za	za	Sa
grad	grad	Ncmsan
/	/	Z
regiju	regija	Ncfsa
)	)	Z
(	(	Z
adresa	adresa	Ncfsn
)	)	Z
:	:	Z
Adresa	adresa	Ncfsn
elektroničke	elektronički	Agpfsgy
pošte	pošta	Ncfsg
(	(	Z
ako	ako	Cs
postoji	postojati	Vmr3s
)	)	Z
:	:	Z
Jezici	jezik	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
mogu	moći	Vmr3p
koristiti	koristiti	Vmn
za	za	Sa
komunikaciju	komunikacija	Ncfsa
e	e	I
)	)	Z
Navođenje	navođenje	Ncnsn
zaštitne	zaštitni	Agpfsgy
mjere	mjera	Ncfsg
na	na	Sl
temelju	temelj	Ncmsl
koje	koji	Pi-fpa
je	biti	Var3s
izdan	izdati	Appmsnn
europski	europski	Agpmsny
nalog	nalog	Ncmsn
za	za	Sa
zaštitu	zaštita	Ncfsa
:	:	Z
Zaštitna	zaštitni	Agpfsny
je	biti	Var3s
mjera	mjera	Ncfsn
usvojena	usvojiti	Appfsny
(	(	Z
datum	datum	Ncmsn
:	:	Z
DD-MM-GGG	dd-mm-ggg	Ncmsn
)	)	Z
:	:	Z
Zaštitna	zaštitni	Agpfsny
je	biti	Var3s
mjera	mjera	Ncfsn
postala	postati	Vmp-sf
izvršna	izvršan	Agpfsny
(	(	Z
datum	datum	Ncmsn
:	:	Z
DD-MM-GGG	dd-mm-ggg	Ncmsn
)	)	Z
:	:	Z
Broj	broj	Ncmsn
predmeta	predmet	Ncmsg
zaštitne	zaštitni	Agpfsgy
mjere	mjera	Ncfsg
(	(	Z
ako	ako	Cs
je	biti	Var3s
dostupan	dostupan	Agpmsnn
)	)	Z
:	:	Z
Tijelo	tijelo	Ncnsn
koje	koji	Pi-nsn
je	biti	Var3s
usvojilo	usvojiti	Vmp-sn
zaštitnu	zaštitni	Agpfsay
mjeru	mjera	Ncfsa
f	a	Ncfsg
)	)	Z
Sažetak	sažetak	Ncmsn
činjenica	činjenica	Ncfsn
i	i	Cc
opis	opis	Ncmsan
okolnosti	okolnost	Ncfsg
–	–	Z
uključujući	uključivati	Rr
,	,	Z
ako	ako	Cs
je	biti	Var3s
potrebno	potreban	Agpnsny
,	,	Z
klasifikaciju	klasifikacija	Ncfsa
kaznenog	kazneni	Agpnsgy
djela	djelo	Ncnsg
koje	koji	Pi-nsn
je	biti	Var3s
dovelo	dovesti	Vmp-sn
do	do	Sg
određivanja	određivanje	Ncnsg
zaštitne	zaštitni	Agpfsgy
mjere	mjera	Ncfsg
iz	iz	Sg
točke	točka	Ncfsg
(	(	Z
e	e	X
)	)	Z
g	g	I
)	)	Z
Podaci	podatak	Ncmpn
o	o	Sl
zabrani	zabrana	Ncfsl
/		Agpfply
zabranama	zabrana	Ncfpl
koje	koji	Pi-fpn
su	biti	Var3p
određene	odrediti	Appfpny
zaštitnom	zaštitni	Agpfsiy
mjerom	mjera	Ncfsi
protiv	protiv	Sg
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
uzrokuje	uzrokovati	Vmr3s
opasnost	opasnost	Ncfsn
:	:	Z
—	—	Z
vrsta	vrsta	Ncfsn
zabrane	zabrana	Ncfsg
/	/	Z
zabrana	zabrana	Ncfsn
ili	ili	Cc
ograničenja	ograničenje	Ncnsg
(	(	Z
moguće	moguć	Agpnsny
je	biti	Var3s
označiti	označiti	Vmn
više	mnogo	Rgc
polja	polje	Ncnsg
)	)	Z
:	:	Z
☐	☐	Z
zabrana	zabrana	Ncfsn
ulaska	ulazak	Ncmsg
na	na	Sa
određena	određen	Agpnpay
mjesta	mjesto	Ncnpa
,	,	Z
ili	ili	Cc
definirana	definirati	Appnpny
područja	područje	Ncnpn
u	u	Sl
kojima	koji	Pi-npl
zaštićena	zaštititi	Appfsny
osoba	osoba	Ncfsn
prebiva	prebivati	Vmr3s
ili	ili	Cc
ih	oni	Pp3-pa
posjećuje	posjećivati	Vmr3s
;	;	Z
—	—	Z
ako	ako	Cs
ste	biti	Var2p
označili	označiti	Vmp-pm
ovo	ovaj	Pd-nsa
polje	polje	Ncnsa
,	,	Z
molimo	moliti	Vmr1p
navedite	navesti	Vmm2p
koja	koji	Pi-fsn
na	na	Sa
mjesta	mjesto	Ncnpa
ili	ili	Cc
definirana	definirati	Agpnpay
područja	područje	Ncnpa
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
uzrokuje	uzrokovati	Vmr3s
opasnost	opasnost	Ncfsn
ne	ne	Qz
smije	smjeti	Vmr3s
ulaziti	ulaziti	Vmn
:	:	Z
☐	☐	Z
zabrana	zabrana	Ncfsn
ili	ili	Cc
uređeni	uređen	Agpmpny
kontakti	kontakt	Ncmpn
,	,	Z
u	u	Sl
bilo	bilo	Qo
kom	koji	Pi-msl
obliku	oblik	Ncmsl
,	,	Z
sa	sa	Si
zaštićenom	zaštititi	Agpfsiy
osobom	osoba	Ncfsi
,	,	Z
uključujući	uključivati	Rr
telefon	telefon	Ncmsan
,	,	Z
elektroničku	elektronički	Agpfsay
ili	ili	Cc
redovitu	redovit	Agpfsay
poštu	pošta	Ncfsa
,	,	Z
telefaks	telefaks	Ncmsan
ili	ili	Cc
druga	drugi	Mlonpa
sredstva	sredstvo	Ncnpa
;	;	Z
—	—	Z
ako	ako	Cs
ste	biti	Var2p
označili	označiti	Vmp-pm
ovo	ovaj	Pd-nsa
polje	polje	Ncnsa
,	,	Z
molimo	moliti	Vmr1p
navedite	navesti	Vmm2p
odgovarajuće	odgovarajući	Agpmpay
podatke	podatak	Ncmpa
:	:	Z
☐	☐	Z
zabrana	zabrana	Ncfsn
ili	ili	Cc
uređenje	uređenje	Ncnsn
približavanja	približavanje	Ncnsg
zaštićenoj	zaštititi	Appfsly
osobi	osoba	Ncfsd
bliže	blizu	Rgc
od	od	Sg
propisane	propisati	Agpfsgy
udaljenosti	udaljenost	Ncfsg
;	;	Z
—	—	Z
ako	ako	Cs
ste	biti	Var2p
označili	označiti	Vmp-pm
ovo	ovaj	Pd-nsa
polje	polje	Ncnsa
,	,	Z
detaljno	detaljno	Rgp
navedite	navesti	Vmm2p
udaljenost	udaljenost	Ncfsa
koju	koji	Pi-fsa
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
uzrokuje	uzrokovati	Vmr3s
opasnost	opasnost	Ncfsn
mora	morati	Vmr3s
poštivati	poštivati	Vmn
u	u	Sl
pogledu	pogled	Ncmsl
zaštićene	zaštititi	Agpfsgy
osobe	osoba	Ncfsg
:	:	Z
—	—	Z
molimo	moliti	Vmr1p
navedite	navesti	Vmm2p
razdoblje	razdoblje	Ncnsa
na	na	Sa
koje	koji	Pi-nsa
je	biti	Var3p
određene	određen	Agpfpny
spomenute	spomenuti	Appfpny
zabrana	zabran	Ncmsg
/	/	Z
zabrane	zabrana	Ncfsg
u	u	Sl
protiv	protiv	Sg
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
uzrokuje	uzrokovati	Vmr3s
opasnost	opasnost	Ncfsn
:	:	Z
—	—	Z
navođenje	navođenje	Ncnsn
sankcije	sankcija	Ncfsg
(	(	Z
ako	ako	Cs
je	biti	Var3s
ima	imati	Vmr3s
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
kršenja	kršenje	Ncnsg
zabrane	zabrana	Ncfsg
ili	ili	Cc
ograničenja	ograničenje	Ncnsg
h	h	Npmsn
)	)	Z
Podaci	podatak	Ncmpn
o	o	Sl
osobi	osoba	Ncfsl
koja	koji	Pi-fsn
uzrokuje	uzrokovati	Vmr3s
opasnost	opasnost	Ncfsn
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
koju	koji	Ncmsl
su	biti	Var3p
zabrana	zabrana	Ncfsn
/	/	Z
zabrane	zabrana	Ncfsg
ili	ili	Cc
ograničenje	ograničenje	Ncnsa
/	/	Z
ograničenja	ograničenje	Ncnsg
određeni	odrediti	Appmpny
:	:	Z
Prezime	prezime	Ncnsn
:	:	Z
Ime	ime	Ncnsn
(	(	Z
imena	ime	Ncnsg
)	)	Z
:	:	Z
Djevojačko	djevojačko	Rgp
ili	ili	Cc
prijašnje	prijašnji	Agpnsay
ime	ime	Ncnsa
(	(	Z
ako	ako	Cs
postoji	postojati	Vmr3s
)	)	Z
:	:	Z
Aliasi	alias	Ncmpn
(	(	Z
ako	ako	Cs
postoje	postojati	Vmr3p
)	)	Z
:	:	Z
Spol	spol	Ncmsn
:	:	Z
Državljanstvo	državljanstvo	Ncnsn
:	:	Z
Identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
ili	ili	Cc
broj	broj	Ncmsan
socijalnog	socijalan	Agpnsgy
osiguranja	osiguranje	Ncnsg
(	(	Z
ako	ako	Cs
postoji	postojati	Vmr3s
)	)	Z
:	:	Z
Datum	datum	Ncmsn
rođenja	rođenje	Ncnsg
:	:	Z
Mjesto	mjesto	Ncnsn
rođenja	rođenje	Ncnsg
:	:	Z
Adresa	adresa	Ncfsn
/	/	Z
prebivališta	prebivalište	Ncnsg
:	:	Z
—	—	Z
u	u	Sl
državi	država	Ncfsl
izdavateljici	izdavateljica	Ncfsl
:	:	Z
—	—	Z
u	u	Sl
državi	država	Ncfsl
izvršiteljici	izvršiteljica	Ncfsl
:	:	Z
—	—	Z
drugdje	drugdje	Rgp
:	:	Z
Jezik	jezik	Ncmsn
/	/	Z
jezici	jezik	Ncmpn
koji	koji	Pi-msn
/	/	Z
koje	koji	Pi-mpa
osoba	osoba	Ncfpg
razumije	razumjeti	Vmr3s
(	(	Z
ako	ako	Cs
je	biti	Var3s
poznato	poznat	Agpnsny
)	)	Z
:	:	Z
Ako	ako	Cs
je	biti	Var3s
dostupno	dostupan	Agpnsny
,	,	Z
molimo	moliti	Vmr1p
navedite	navesti	Vmm2p
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
:	:	Z
—	—	Z
vrstu	vrsta	Ncfsa
i	i	Cc
broj	broj	Ncmsan

