terenu	teren	Ncmsl
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
izdaje	izdaja	Ncfsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
devedeset	devedeset	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
potpune	potpun	Agpfsgy
Prijave	prijava	Ncfsg
.	.	Z

Članak	članak	Ncmsn
22.	22.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
potrebnih	potreban	Agpfpgy
izmjena	izmjena	Ncfpg
odobrenog	odobren	Agpnsgy
ulaganja	ulaganje	Ncnsg
u	u	Sl
mjeri	mjera	Ncfsl
Restrukturiranje	restrukturiranje	Ncnsa
,	,	Z
Korisnik	korisnik	Ncmsn
koji	koji	Pi-msn
je	biti	Var3s
zaprimio	zaprimiti	Vmp-sm
Odluku	odluka	Ncfsa
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
dužan	dužan	Agpmsnn
je	biti	Var3s
pisanim	pisan	Agpmsiy
putem	put	Ncmsi
dostaviti	dostaviti	Vmn
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
odobrenje	odobrenje	Ncnsa
promjena	promjena	Ncfpg
s	sa	Si
popratnom	popratni	Agpfsiy
dokumentacijom	dokumentacija	Ncfsi
,	,	Z
najkasnije	kasno	Rgs
trideset	trideset	Mlc
dana	dan	Ncmpg
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
prihvaćanja	prihvaćanje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
odobrenje	odobrenje	Ncnsa
promjena	promjena	Ncfpg
Agencija	agencija	Ncfpg
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
izmjenu	izmjena	Ncfsa
Odluke	odluka	Ncfsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
zatraženih	zatražiti	Agpfpgy
promjena	promjena	Ncfpg
navedenih	naveden	Agpfpgy
u	u	Sl
stavku	stavak	Ncmsl
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
može	moći	Vmr3s
odbiti	odbiti	Vmn
zahtjev	zahtjev	Ncmsan
Korisnika	korisnik	Ncmpg
o	o	Sl
čemu	što	Pi3n-l
će	htjeti	Var3s
ga	on	Pp3msa
obavijestiti	obavijestiti	Vmn
pisanim	pisan	Agpmsiy
putem	put	Ncmsi
s	sa	Si
obrazloženjem	obrazloženje	Ncnsi
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Izmjenom	izmjena	Ncfsi
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
odobriti	odobriti	Vmn
iznos	iznos	Ncmsan
potpore	potpora	Ncfsg
veći	velik	Agcmsny
od	od	Sg
iznosa	iznos	Ncmsg
koji	koji	Pi-msn
je	biti	Var3s
određen	odrediti	Appmsnn
Odlukom	odluka	Ncfsi
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjena	promjena	Ncfpg
iniciranih	inicirati	Appfpgy
od	od	Sg
strane	strana	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
izdat	izdati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
izmjena	izmjena	Ncfsn
Odluke	odluka	Ncfsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
s	sa	Si
opisanim	opisati	Agpmsiy
razlogom	razlog	Ncmsi
izmjene	izmjena	Ncfsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
nakon	nakon	Sg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
sredstava	sredstvo	Ncnpg
potpore	potpora	Ncfpn
promijene	promijeniti	Vmr3p
podaci	podatak	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
Korisnika	korisnik	Ncmsay
–	–	Z
naziv	naziv	Ncmsn
,	,	Z
adresa	adresa	Ncfsn
,	,	Z
naziv	naziv	Ncmsn
banke	banka	Ncfsg
,	,	Z
IBAN	IBAN	Npmsn
,	,	Z
ime	ime	Ncnsa
i	i	Cc
prezime	prezime	Ncnsa
osobe	osoba	Ncfsg
ovlaštene	ovlašten	Agpfpny
za	za	Sa
zastupanje	zastupanje	Ncnsa
,	,	Z
Korisnik	korisnik	Ncmsn
je	biti	Var3s
obvezan	obvezati	Appmsnn
prijaviti	prijaviti	Vmn
navedene	naveden	Agpfpay
promjene	promjena	Ncfpa
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
tijekom	tijekom	Sg
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
datuma	datum	Ncmsg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
,	,	Z
ali	ali	Cc
neće	htjeti	Var3s
biti	biti	Van
dodatnih	dodatan	Agpfpgy
izmjena	izmjena	Ncfpg
Odluke	odluka	Ncfsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Obrazac	obrazac	Ncmsan
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
odobrenje	odobrenje	Ncnsa
promjena	promjena	Ncfpg
Odluke	odluka	Ncfsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
objavljuje	objavljivati	Vmr3s
se	sebe	Px--sa
na	na	Sl
internetskim	internetski	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

Članak	članak	Ncmsn
23.	23.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Odluke	odluka	Ncfpn
iz	iz	Sg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
dostavlja	dostavljati	Vmr3s
preporučenom	preporučiti	Agpfsiy
poštom	pošta	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Odluke	odluka	Ncfpn
iz	iz	Sg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
nisu	biti	Var3p
upravni	upravan	Agpmpny
akti	akt	Ncmpn
,	,	Z
a	a	Cc
na	na	Sa
njih	oni	Pp3-pg
se	sebe	Px--sa
može	moći	Vmr3s
pisanim	pisan	Agpmsiy
putem	put	Ncmsi
,	,	Z
isključivo	isključivo	Rgp
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
,	,	Z
podnijeti	podnijeti	Vmn
prigovor	prigovor	Ncmsan
Povjerenstvu	povjerenstvo	Ncnsd
za	za	Sa
prigovore	prigovor	Ncmpa
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Povjerenstvo	povjerenstvo	Ncnsn
)	)	Z
koje	koji	Pi-nsn
imenuje	imenovati	Vmr3s
ravnatelj	ravnatelj	Ncmsn
Agencije	agencija	Ncfsg
,	,	Z
na	na	Sa
adresu	adresa	Ncfsa
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
osam	osam	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
Odluke	odluka	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Prigovore	prigovor	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
Povjerenstvo	povjerenstvo	Ncnsn
rješava	rješavati	Vmr3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
trideset	trideset	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
prigovora	prigovor	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
U	u	Sl
postupcima	postupak	Ncmpl
rješavanja	rješavanje	Ncnsg
po	po	Sl
prigovoru	prigovor	Ncmsl
Povjerenstvo	povjerenstvo	Ncnsn
će	htjeti	Var3s
zatražiti	zatražiti	Vmn
uvid	uvid	Ncmsan
u	u	Sa
dosje	dosje	Ncmsan
predmeta	predmet	Ncmsg
,	,	Z
a	a	Cc
može	moći	Vmr3s
tražiti	tražiti	Vmn
dodatna	dodatan	Agpfsny
pisana	pisati	Appfsny
ili	ili	Cc
usmena	usmen	Agpnpay
pojašnjenja	pojašnjenje	Ncnpa
i	i	Cc
očitovanja	očitovanje	Ncnsg
od	od	Sg
nadležne	nadležan	Agpfsgy
službe	služba	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
i	i	Cc
od	od	Sg
Podnositelja	podnositelj	Ncmsg
/	/	Z
Korisnika	korisnik	Ncmpg
o	o	Sl
svim	sav	Agpfply
bitnim	bitan	Agpfply
činjenicama	činjenica	Ncfpl
u	u	Sl
postupku	postupak	Ncmsl
rješavanja	rješavanje	Ncnsg
prigovora	prigovor	Ncmpg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Odluke	odluka	Ncfpn
Povjerenstva	povjerenstvo	Ncnsg
su	biti	Var3p
konačne	konačan	Agpfpny
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
ih	oni	Pp3-pa
dostavlja	dostavljati	Vmr3s
preporučeno	preporučiti	Appnsny
s	sa	Si
povratnicom	povratnica	Ncfsi
Podnositelju	podnositelj	Ncmsl
/	/	Z
Korisniku	Korisnik	Npmsl
,	,	Z
a	a	Cc
u	u	Sl
slučajevima	slučaj	Ncmpl
prihvaćanja	prihvaćanje	Ncnsg
prigovora	prigovor	Ncmsg
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
nastaviti	nastaviti	Vmn
postupke	postupak	Ncmpa
sukladno	sukladno	Rgp
odluci	odluka	Ncfsl
Povjerenstva	povjerenstvo	Ncnsg
.	.	Z

X.	X.	Y
ISPLATA	isplata	Ncfsn
SREDSTAVA	sredstvo	Ncnpg

Članak	članak	Ncmsn
24.	24.	Mdo

Sredstva	sredstvo	Ncnpn
iz	iz	Sg
programa	program	Ncmsg
Korisniku	Korisniku	Npmsn
se	sebe	Px--sa
isplaćuju	isplaćivati	Vmr3p
na	na	Sl
temelju	temelj	Ncmsl
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
i	i	Cc
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

Članak	članak	Ncmsn
25.	25.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
temeljem	temelj	Ncmsi
Odluke	odluka	Ncfsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
koji	koji	Pi-msn
mora	morati	Vmr3s
biti	biti	Van
poslan	poslati	Appmsnn
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
preporučeno	preporučiti	Appnsny
s	sa	Si
povratnicom	povratnica	Ncfsi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
najaviti	najaviti	Vmn
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
trideset	trideset	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
na	na	Sl
obrascu	obrazac	Ncmsl
koji	koji	Pi-msn
se	sebe	Px--sa
objavljuje	objavljivati	Vmr3s
na	na	Sl
internetskim	internetski	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
dostavom	dostava	Sg
preporučene	preporučiti	Agpfsgy
pošte	pošta	Ncfsg
ili	ili	Cc
dostavom	dostava	Ncfsi
elektronskim	elektronski	Agpmsiy
putem	put	Ncmsi
na	na	Sa
e-mail	e-mail	Ncmsan
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
:	:	Z
info@apprrr.hr	info@apprrr.hr	X
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
odgovarajuće	odgovarajući	Agpfpay
i	i	Cc
valjano	valjan	Agpnsny
jamstvo	jamstvo	Ncnsn
u	u	Sl
protuvrijednosti	protuvrijednost	Ncfsl
od	od	Sg
110	110	Mdc
%	%	Z
iznosa	iznos	Ncmsg
zatraženog	zatražiti	Agpmsgy
predujma	predujam	Ncmsg
.	.	Z

