Fonda	fond	Ncmsg
dostignuća	dostignuće	Ncnpg
iz	iz	Sg
područja	područje	Ncnsg
pomorstva	pomorstvo	Ncnsg
,	,	Z
prikuplja	prikupljati	Vmr3s
,	,	Z
prati	pratiti	Vmr3s
i	i	Cc
analizira	analizirati	Vmr3s
podatke	podatak	Ncmpa
o	o	Sl
projektima	projekt	Ncmpl
od	od	Sg
značenja	značenje	Ncnsg
za	za	Sa
razvitak	razvitak	Ncmsan
pomorskog	pomorski	Agpmsgy
prometa	promet	Ncmsg
,	,	Z
prati	pratiti	Vmr3s
i	i	Cc
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
izradi	izrada	Ncfsl
razvojnih	razvojan	Agpmpgy
studija	studij	Ncmpg
iz	iz	Sg
područja	područje	Ncnsg
pomorstva	pomorstvo	Ncnsg
,	,	Z
surađuje	surađivati	Vmr3s
sa	sa	Si
znanstvenim	znanstven	Agpfpiy
ustanovama	ustanova	Ncfpi
iz	iz	Sg
područja	područje	Ncnsg
pomorstva	pomorstvo	Ncnsg
,	,	Z
Hrvatskim	hrvatski	Agpmsiy
registrom	registar	Ncmsi
brodova	brod	Ncmpg
,	,	Z
Hrvatskim	hrvatski	Agpmsiy
hidrografskim	hidrografski	Agpmsiy
institutom	institut	Ncmsi
,	,	Z
Plovputom	Plovput	Npmsi
,	,	Z
Brodarskim	brodarski	Agpmsiy
institutom	institut	Ncmsi
i	i	Cc
Tehničkom	tehnički	Agpfsiy
komisijom	komisija	Ncfsi
brodara	brodar	Ncmpg
,	,	Z
prati	pratiti	Vmr3s
i	i	Cc
analizira	analizirati	Vmr3s
strateške	strateški	Agpfpay
i	i	Cc
razvojne	razvojan	Agpfpay
smjernice	smjernica	Ncfpa
i	i	Cc
dokumente	dokument	Ncmpa
nacionalnih	nacionalan	Agpnpgy
tijela	tijelo	Ncnpg
i	i	Cc
međunarodnih	međunarodni	Agpfpgy
organizacija	organizacija	Ncfpg
i	i	Cc
Europske	europski	Agpfsgy
unije	unija	Ncfsg
,	,	Z
priprema	priprema	Ncfsn
stručne	stručan	Agpfsgy
podloge	podloga	Ncfsg
i	i	Cc
mišljenja	mišljenje	Ncnsg
za	za	Sa
potrebe	potreba	Ncfpa
izrade	izrada	Ncfsg
prijedloga	prijedlog	Ncmsg
zakonskih	zakonski	Agpmpgy
i	i	Cc
podzakonskih	podzakonski	Agpmpgy
akata	akt	Ncmpg
,	,	Z
te	te	Cc
izrađuje	izrađivati	Vmr3s
prijedloge	prijedlog	Ncmpa
mjera	mjera	Ncfpg
za	za	Sa
unaprjeđenje	unaprjeđenje	Ncnsa
pomorstva	pomorstvo	Ncnsg
,	,	Z
obavlja	obavljati	Vmr3s
stručne	stručan	Agpmpay
poslove	posao	Ncmpa
izrade	izrada	Ncfsg
prijedloga	prijedlog	Ncmsg
strategija	strategija	Ncfsn
razvoja	razvoj	Ncmsg
i	i	Cc
drugih	drugi	Mlompg
strateških	strateški	Agpmpgy
dokumenata	dokument	Ncmpg
i	i	Cc
predlaže	predlagati	Vmr3s
njihove	njihov	Ps3fpa
izmjene	izmjena	Ncfpa
,	,	Z
te	te	Cc
priprema	pripremati	Vmr3s
i	i	Cc
predlaže	predlagati	Vmr3s
odgovarajuće	odgovarajući	Agpmpay
provedbene	provedbeni	Agpmpay
planove	plan	Ncmpa
i	i	Cc
prati	pratiti	Vmr3s
njihovo	njihov	Ps3nsa
izvršavanje	izvršavanje	Ncnsa
,	,	Z
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
pripreme	priprema	Ncfsg
dokumenata	dokument	Ncmpg
vezanih	vezan	Agpfpgy
uz	uz	Sa
predpristupne	predpristupni	Agpmpay
i	i	Cc
druge	drugi	Agpmpay
programe	program	Ncmpa
Europske	europski	Agpfsgy
unije	unija	Ncfsg
,	,	Z
te	te	Cc
ostale	ostali	Agpmpay
međunarodne	međunarodni	Agpmpay
programe	program	Ncmpa
pomoći	pomoć	Ncfsg
,	,	Z
priprema	priprema	Ncfpg
i	i	Cc
koordinira	koordinirati	Vmr3s
izradu	izrada	Ncfsa
stručnih	stručan	Agpfpgy
podloga	podloga	Ncfpg
,	,	Z
razvojne	razvojan	Agpfpny
dokumentacije	dokumentacija	Ncfpn
,	,	Z
znanstveno-stručnih	znanstveno-stručan	Agpfpgy
studija	studija	Ncfpg
i	i	Cc
elaborata	elaborat	Ncmpg
,	,	Z
te	te	Cc
razvojnih	razvojan	Agpmpgy
programa	program	Ncmpg
i	i	Cc
projekata	projekat	Ncmpg
u	u	Sl
svezi	sveza	Ncfsl
s	sa	Si
razvojem	razvoj	Ncmsi
pomorstva	pomorstvo	Ncnsg
i	i	Cc
pomorskom	pomorski	Agpfsiy
politikom	politika	Ncfsi
,	,	Z
prati	pratiti	Vmr3s
donošenje	donošenje	Ncnsa
Tehničkih	tehnički	Agpnpgy
pravila	pravilo	Ncnpg
,	,	Z
propisa	propis	Ncmsg
Međunarodne	međunarodni	Agpfsgy
pomorske	pomorski	Agpfsgy
organizacije	organizacija	Ncfsg
,	,	Z
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
i	i	Cc
Europske	europski	Agpfsgy
agencije	agencija	Ncfsg
za	za	Sa
sigurnost	sigurnost	Ncfsa
plovidbe	plovidba	Ncfsg
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
tehničke	tehnički	Agpmpay
uvjete	uvjet	Ncmpa
sigurnosti	sigurnost	Ncfsg
plovidbe	plovidba	Ncfsg
,	,	Z
sigurnosti	sigurnost	Ncfsg
luka	luk	Ncmsg
i	i	Cc
tehničke	tehnički	Agpmpay
uvjete	uvjet	Ncmpa
zaštite	zaštita	Ncfsg
mora	morati	Vmr3s
od	od	Sg
onečišćenja	onečišćenje	Ncnsg
s	sa	Sg
brodova	brod	Ncmpg
,	,	Z
prati	pratiti	Vmr3s
rad	rad	Ncmsan
Hrvatskog	hrvatski	Agpmsgy
hidrografskog	hidrografski	Agpmsgy
instituta	institut	Ncmsg
o	o	Sl
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
vezanih	vezan	Agpfpgy
za	za	Sa
sigurnost	sigurnost	Ncfsa
plovidbe	plovidba	Ncfsg
,	,	Z
Pomorsko-meteorološkog	pomorsko-meteorološki	Agpmsgy
centra	centar	Ncmsg
i	i	Cc
Plovputa	Plovput	Npmsay
,	,	Z
te	te	Cc
priprema	pripremati	Vmr3s
upute	uputa	Ncfpa
za	za	Sa
provedbu	provedba	Ncfsa
tehničkih	tehnički	Agpfpgy
mjera	mjera	Ncfpg
i	i	Cc
obavlja	obavljati	Vmr3s
druge	drugi	Mlompa
poslove	posao	Ncmpa
u	u	Sl
okviru	okvir	Ncmsl
svog	svoj	Px-msg
djelokruga	djelokrug	Ncmsg
.	.	Z

3.2.2.	3.2.2.	Mdo

Služba	služba	Ncfsn
pomorskog	pomorski	Agpmsgy
prometa	promet	Ncmsg
i	i	Cc
brodarstva	brodarstvo	Ncnsg

Članak	članak	Ncmsn
33.	33.	Mdo

Služba	služba	Ncfsn
pomorskog	pomorski	Agpmsgy
prometa	promet	Ncmsg
i	i	Cc
brodarstva	brodarstvo	Ncnsg
prati	pratiti	Vmr3s
i	i	Cc
analizira	analizirati	Vmr3s
gospodarenje	gospodarenje	Ncnsa
morskim	morski	Agpmpiy
resursima	resurs	Ncmpi
,	,	Z
analizira	analizirati	Vmr3s

