sadržavati	sadržavati	Vmn
ugovora	ugovor	Ncmsg
bez	bez	Sg
podmirivanja	podmirivanje	Ncnsg
ugovornih	ugovoran	Agpfpgy
obveza	obveza	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
osim	osim	Sg
dospjelog	dospjeli	Agpnsgy
dugovanja	dugovanje	Ncnsg
za	za	Sa
pružene	pružiti	Agpfpay
usluge	usluga	Ncfpa
.	.	Z

Odredbom	odredba	Ncfsi
članka	članak	Ncmsg
42.	42.	Mdo
stavka	stavak	Ncmsg
7.	7.	Mdo
navedenog	naveden	Agpmsgy
Zakona	zakon	Ncmsg
propisano	propisati	Appnsny
je	biti	Var3s
da	da	Cs
operator	operator	Ncmsn
javnih	javan	Agpfpgy
komunikacijskih	komunikacijski	Agpfpgy
usluga	usluga	Ncfpg
ne	ne	Qz
smije	smjeti	Vmr3s
primijeniti	primijeniti	Vmn
izmjene	izmjena	Ncfpa
cjenika	cjenik	Ncmpg
usluga	usluga	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
na	na	Sa
postojeće	postojeći	Agpmpay
krajnje	krajnji	Agpmpay
korisnike	korisnik	Ncmpa
usluga	usluga	Ncfpg
prije	prije	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
njihove	njihov	Ps3fsg
objave	objava	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
stavkom	stavak	Ncmsi
6.	6.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

Stavkom	stavak	Ncmsi
10.	10.	Mdo
navedenog	naveden	Agpmsgy
članka	članak	Ncmsg
Zakona	zakon	Ncmsg
propisano	propisati	Appnsny
je	biti	Var3s
da	da	Cs
ako	ako	Cs
su	biti	Var3p
izmjene	izmjena	Ncfpn
cjenika	cjenik	Ncmpg
usluga	usluga	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
za	za	Sa
krajnjeg	krajnji	Agpmsayn
korisnika	korisnik	Ncmsay
usluga	usluga	Ncfpg
nepovoljnije	nepovoljno	Rgc
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
ugovorene	ugovoriti	Agpfpay
cijene	cijena	Ncfpa
usluga	usluga	Ncfpg
,	,	Z
krajnji	krajnji	Agpmsny
korisnik	korisnik	Ncmsn
usluga	usluga	Ncfpg
ima	imati	Vmr3s
pravo	pravo	Ncnsa
raskinuti	raskinuti	Vmn
pretplatnički	pretplatnički	Agpmsayn
ugovor	ugovor	Ncmsan
bez	bez	Sg
naknade	naknada	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
ima	imati	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
povrat	povrat	Ncmsan
neiskorištenog	neiskorišten	Agpmsgy
novčanog	novčan	Agpmsgy
iznosa	iznos	Ncmsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
objave	objava	Ncfsg
tih	taj	Pd-fpg
izmjena	izmjena	Ncfpg
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
stavkom	stavak	Ncmsi
6.	6.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
osim	osim	Cs
u	u	Sl
slučaju	slučaj	Ncmsl
ako	ako	Cs
su	biti	Var3p
te	taj	Pd-fpn
izmjene	izmjena	Ncfpn
cjenika	cjenik	Ncmpg
usluga	usluga	Ncfpg
:	:	Z

1.	1.	Mdo
posljedica	posljedica	Ncfsn
regulatornih	regulatoran	Agpfpgy
obveza	obveza	Ncfpg
koje	koji	Pi-fpn
proizlaze	proizlaziti	Vmr3p
iz	iz	Sg
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z

2.	2.	Mdo
posljedica	posljedica	Ncfsn
izmjene	izmjena	Ncfsg
poreza	porez	Ncmsg
na	na	Sa
dodanu	dodati	Ncmsl
vrijednost	vrijednost	Ncfsa
,	,	Z

3.	3.	Mdo
posljedica	posljedica	Ncfsn
izmjene	izmjena	Ncfsg
veleprodajnih	veleprodajni	Agpfpgy
cijena	cijena	Ncfpg
na	na	Sa
koje	koji	Pi-fpa
operator	operator	Ncmsn
javnih	javan	Agpfpgy
komunikacijskih	komunikacijski	Agpfpgy
usluga	usluga	Ncfpg
nema	nemati	Vmr3s
utjecaja	utjecaj	Ncmsg
.	.	Z

Prema	prema	Sl
ocjeni	ocjena	Ncfsl
suda	sud	Ncmsg
,	,	Z
osporavana	osporavati	Appfsny
odluka	odluka	Ncfsn
donesena	donijeti	Appfsny
je	biti	Var3s
nakon	nakon	Sg
potpuno	potpuno	Rgp
i	i	Cc
pravilno	pravilno	Rgp
utvrđenog	utvrditi	Appnsgy
činjeničnog	činjeničan	Agpnsgy
stanja	stanje	Ncnsg
i	i	Cc
uz	uz	Sa
pravilnu	pravilan	Agpfsay
primjenu	primjena	Ncfsa
materijalnog	materijalan	Agpnsgy
prava	pravo	Ncnsg
.	.	Z

Naime	naime	Qo
,	,	Z
nesporno	nesporan	Agpnsny
je	biti	Var3s
da	da	Cs
je	biti	Var3s
tužitelj	tužitelj	Ncmsn
zaključio	zaključiti	Vmp-sm
pretplatnički	pretplatnički	Agpmsayn
ugovor	ugovor	Ncmsan
2.	2.	Mdo
srpnja	srpanj	Ncmsg
2013.	2013.	Mdo
i	i	Cc
preuzeo	preuzeti	Vmp-sm
mobilni	mobilan	Agpmsayn
uređaj	uređaj	Ncmsan
,	,	Z
te	te	Cc
da	da	Cs
je	biti	Var3s
kao	kao	Cs
razdoblje	razdoblje	Ncnsn
obveznog	obvezan	Agpnsgy
trajanja	trajanje	Ncnsg
ugovora	ugovor	Ncmsg
navedeno	navesti	Appnsny
razdoblje	razdoblje	Ncnsa
od	od	Sg
24	24	Mdc
mjeseca	mjesec	Ncmsg
.	.	Z

Tužitelj	tužitelj	Ncmsn
ne	ne	Qz
osporava	osporavati	Vmr3s
da	da	Cs
je	biti	Var3s
bio	biti	Vap-sm
obaviješten	obavijestiti	Appmsnn
o	o	Sl
mogućnosti	mogućnost	Ncfsl
prijevremenog	prijevremen	Agpmsgy
raskida	raskid	Ncmsg
ugovora	ugovor	Ncmsg
bez	bez	Sg
naknade	naknada	Ncfsg
zbog	zbog	Sg
izmjena	izmjena	Ncfpg
cijene	cijena	Ncfsg
paketa	paket	Ncmpg
,	,	Z
zbog	zbog	Sg
povećanja	povećanje	Ncnsg
državnih	državni	Agpfpgy
naknada	naknada	Ncfpg
,	,	Z
te	te	Cc
ne	ne	Qz
osporava	osporavati	Vmr3s
da	da	Cs
je	biti	Var3s
takvu	takav	Pd-fsa
mogućnost	mogućnost	Ncfsa
iskoristio	iskoristiti	Vmp-sm
4.	4.	Mdo
lipnja	lipanj	Ncmsg
2014.	2014.	Mdo
,	,	Z
te	te	Cc
da	da	Cs
je	biti	Var3s
5.	5.	Mdo
lipnja	lipanj	Ncmsg
2014.	2014.	Mdo
pokrenut	pokrenuti	Appmsnn
postupak	postupak	Ncmsn
prijelaza	prijelaz	Ncmsg
na	na	Sa
prepaid	prepai	Agpmsayn
korisnički	korisnički	Agpmsayn
broj	broj	Ncmsan
.	.	Z

Uvidom	uvid	Ncmsi
u	u	Sa
specifikaciju	specifikacija	Ncfsa
računa	račun	Ncmsg
na	na	Sa
koji	koji	Pi-msan
je	biti	Var3s
tužitelj	tužitelj	Ncmsn
podnio	podnijeti	Vmp-sm
prigovor	prigovor	Ncmsan
operatoru	operator	Ncmsd
,	,	Z
razvidno	razvidan	Agpnsny
je	biti	Var3s
da	da	Cs
je	biti	Var3s
račun	račun	Ncmsn
za	za	Sa
lipanj	lipanj	Ncmsan
2014.	2014.	Mdo
izdan	izdati	Appmsnn
na	na	Sl
temelju	temelj	Ncmsl
plaćanja	plaćanje	Ncnsg
Opcije	opcija	Ncfsg
uređaj	uređaj	Ncmsn
24	24	Mdc
s	sa	Si
PDV-om	PDV	Npmsi
u	u	Sl
iznosu	iznos	Ncmsl
od	od	Sg
313,55	313,55	Mdc
kn	KN	Y
i	i	Cc
tarife	tarifa	Ncfpa
75	75	Mdc
s	sa	Si
PDV-om	PDV	Npmsi
u	u	Sl
iznosu	iznos	Ncmsl
od	od	Sg
16,94	16,94	Mdc
kn	KN	Ncmpg
,	,	Z
te	te	Cc
je	biti	Var3s
iz	iz	Sg
detaljnog	detaljan	Agpmsgy
ispisa	ispis	Ncmsg
poziva	pozivati	Vmr3s
razvidno	razvidan	Agpnsny
da	da	Cs
su	biti	Var3p
u	u	Sa
tu	taj	Pd-fsa
cijenu	cijena	Ncfsa
uračunati	uračunati	Vmn
samo	samo	Rgp
pozivi	poziv	Ncmpn
i	i	Cc
podatkovni	podatkovni	Agpmsny
promet	promet	Ncmsn
izvršeni	izvršiti	Appmpny
zaključno	zaključno	Rgp
s	sa	Sg
5.	5.	Mdo
lipnja	lipanj	Ncmsg
2014.	2014.	Mdo

Slijedom	slijed	Ncmsi
iznesenog	iznijeti	Agpnsgy
,	,	Z
razvidno	razvidan	Agpnsny
je	biti	Var3s
da	da	Cs
je	biti	Var3s
tužitelj	tužitelj	Ncmsn
iskoristio	iskoristiti	Vmp-sm
mogućnost	mogućnost	Ncfsa
prijevremenog	prijevremen	Agpmsgy
raskida	raskid	Ncmsg
pretplatničkog	pretplatnički	Agpmsgy
ugovora	ugovor	Ncmsg
bez	bez	Sg
naknade	naknada	Ncfsg
,	,	Z
ali	ali	Cc
da	da	Cs
je	biti	Var3s
i	i	Qo
dalje	daleko	Rgc
bio	biti	Vap-sm
u	u	Sl
obvezi	obveza	Ncfsl
platiti	platiti	Vmn
mobilni	mobilan	Agpmsayn
uređaj	uređaj	Ncmsan
koji	koji	Pi-msn
je	biti	Var3s
preuzeo	preuzeti	Vmp-sm
pri	pri	Sl
zasnivanju	zasnivanje	Ncnsl
pretplatničkog	pretplatnički	Agpmsgy
odnosa	odnos	Ncmsg
.	.	Z

Prema	prema	Sl
mišljenju	mišljenje	Ncnsl
suda	sud	Ncmsg
,	,	Z
operator	operator	Ncmsn
Tele2	Tele2	Npmsn
je	biti	Var3s
u	u	Sl
konkretnom	konkretan	Agpmsly
slučaju	slučaj	Ncmsl
u	u	Sl
cijelosti	cijelost	Ncfsl
postupio	postupiti	Vmp-sm
sukladno	sukladno	Rgp
prethodno	prethodno	Rgp
citiranim	citirati	Agpfpiy
odredbama	odredba	Ncfpi
Zakona	zakon	Ncmsg
o	o	Sl
elektroničkim	elektronički	Agpfply
komunikacijama	komunikacija	Ncfpl
,	,	Z
te	te	Cc
odgovorio	odgovoriti	Vmp-sm
je	biti	Var3s
na	na	Sa
prigovor	prigovor	Ncmsan
tužitelja	tužitelj	Ncmpg
očitovanjem	očitovanje	Ncnsi
od	od	Sg
4.	4.	Mdo
kolovoza	kolovoz	Ncmsg
2014.	2014.	Mdo

Stoga	stoga	Rgp
je	biti	Var3s
tuženica	tuženica	Ncfsn
pravilno	pravilno	Rgp
odbila	odbiti	Vmp-sf
zahtjev	zahtjev	Ncmsan
tužitelja	tužitelj	Ncmsg
za	za	Sa
rješavanje	rješavanje	Ncnsa
spora	spor	Ncmsg
,	,	Z
obzirom	obzir	Ncmsi
da	da	Cs
tužitelj	tužitelj	Ncmsn
ničim	ništa	Pi3n-i
nije	biti	Var3s
dokazao	dokazati	Vmp-sm
da	da	Cs
su	biti	Var3p
mu	on	Pp3msd
izdanim	izdan	Agpmsiy
računom	račun	Ncmsi
uračunate	uračunati	Vmr2p
usluge	usluga	Ncfpa
koje	koji	Pi-fpn
nisu	biti	Var3p
izvršene	izvršiti	Appfpny
,	,	Z
te	te	Cc
tužitelj	tužitelj	Ncmsn
neosnovano	neosnovano	Rgp
prigovara	prigovarati	Vmr3s
da	da	Cs
činjenično	činjeničan	Agpnsny
stanje	stanje	Ncnsn
nije	biti	Var3s
bilo	biti	Vap-sn
potpuno	potpun	Agpnsny
i	i	Cc
pravilno	pravilno	Rgp
utvrđeno	utvrditi	Appnsny
,	,	Z
da	da	Cs
je	biti	Var3s
postupak	postupak	Ncmsan
pogrešno	pogrešan	Agpnsny
i	i	Cc
pristrano	pristrano	Rgp
vođen	voditi	Appmsnn
,	,	Z
te	te	Cc
da	da	Cs
je	biti	Var3s
u	u	Sl
konkretnom	konkretan	Agpmsly
slučaju	slučaj	Ncmsl
došlo	doći	Vmp-sn
do	do	Sg
povrede	povreda	Ncfsg
materijalnog	materijalan	Agpnsgy
prava	pravo	Ncnsg
.	.	Z

Stoga	stoga	Rgp
je	biti	Var3s
sud	sud	Ncmsn
na	na	Sl
temelju	temelj	Ncmsl
članka	članak	Ncmsg
57.	57.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
upravnim	upravan	Agpmply
sporovima	spor	Ncmpl
odbio	odbiti	Vmp-sm
tužbeni	tužbeni	Agpmsayn
zahtjev	zahtjev	Ncmsan
kao	kao	Cs
neosnovan	neosnovan	Agpmsnn
.	.	Z

UPUTA	uputa	Ncfsn
O	o	Sl
PRAVNOM	pravni	Agpmsly
LIJEKU	lijek	Ncmsl

Protiv	protiv	Sg
ove	ovaj	Pd-fsg
presude	presuda	Ncfsg
dopuštena	dopustiti	Appfsny
je	biti	Var3s
žalba	žalba	Ncfsn
Visokom	visok	Agpmsdy
upravnom	upravan	Agpmsdy
sudu	sud	Ncmsd
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

Žalba	žalba	Ncfsn
se	sebe	Px--sa
podnosi	podnositi	Vmr3s
putem	put	Sg
ovog	ovaj	Pd-msg
suda	sud	Ncmsg
u	u	Sl
dovoljnom	dovoljan	Agpmsly

