određuje	određivati	Vmr3s
isti	isti	Agpmsny
u	u	Sl
potpunosti	potpunost	Ncfsl
primjenjuje	primjenjivati	Vmr3s
,	,	Z
što	što	Pi3n-n
ne	ne	Qz
bi	biti	Vaa3s
bilo	biti	Vap-sn
moguće	moguć	Agpnsny
u	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
1.	1.	Mdo
siječnja	siječanj	Ncmsg
2014.	2014.	Mdo
godine	godina	Ncfsg
nisu	biti	Var3p
bile	biti	Vap-pf
usklađene	uskladiti	Appfpny
kamatne	kamatan	Agpfpny
stope	stopa	Ncfpn
na	na	Sa
način	način	Ncmsan
kako	kako	Cs
to	taj	Pd-nsn
propisuje	propisivati	Vmr3s
članak	članak	Ncmsn
11.	11.	Mdo
a	a	Cc
stavak	stavak	Ncmsn
5.	5.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
potrošačkom	potrošački	Agpnsly
kreditiranju	kreditiranje	Ncnsl
.	.	Z

Za	za	Sa
postojeće	postojeći	Agpmpay
ugovore	ugovor	Ncmpa
o	o	Sl
kreditu	kredit	Ncmsl
sklopljene	sklopiti	Appfpny
do	do	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
dakle	dakle	Cc
,	,	Z
u	u	Sl
kojima	koji	Pi-fpl
nisu	biti	Var3p
definirani	definirati	Appmpny
parametri	parametar	Ncmpn
i	i	Cc
njihove	njihov	Ps3fsg
uzročno	uzročno	Rgp
posljedične	posljedičan	Agpfpny
veze	veza	Ncfpn
,	,	Z
vjerovnici	vjerovnik	Ncmpn
moraju	morati	Vmr3p
uskladiti	uskladiti	Vmn
kamatnu	kamatan	Agpfsay
stopu	stopa	Ncfsa
,	,	Z
određivanjem	određivanje	Ncnsi
parametra	parametar	Ncmsg
i	i	Cc
fiksnog	fiksan	Agpmsgy
dijela	dio	Ncmsg
kamatne	kamatan	Agpfsgy
stope	stopa	Ncfsg
,	,	Z
kao	kao	Cs
i	i	Cc
razdoblja	razdoblje	Ncnsg
promjena	promjena	Ncfpg
kamatnih	kamatan	Agpfpgy
stopa	stopa	Ncfpg
,	,	Z
najkasnije	kasno	Rgs
do	do	Sg
1.	1.	Mdo
siječnja	siječanj	Ncmsg
2014.	2014.	Mdo
godine	godina	Ncfsg
.	.	Z

Tom	taj	Pd-fsi
izmjenom	izmjena	Ncfsi
usklađuju	usklađivati	Vmr3p
se	sebe	Px--sa
postojeće	postojeći	Agpfpny
ugovorene	ugovoriti	Agpfpny
kamatne	kamatan	Agpfpny
stope	stopa	Ncfpn
s	sa	Si
novopropisanim	novopropisan	Agpmpiy
uvjetima	uvjet	Ncmpi
–	–	Z
definiranjem	definiranje	Ncnsi
parametara	parametar	Ncmpg
i	i	Cc
fiksnog	fiksan	Agpmsgy
dijela	dio	Ncmsg
kamatne	kamatan	Agpfsgy
stope	stopa	Ncfsg
,	,	Z
a	a	Cc
sve	sav	Agpnsay
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
i	i	Cc
načela	načeti	Vmp-sf
i	i	Cc
odredbe	odredba	Ncfpa
ostalih	ostali	Agpmpgy
zakona	zakon	Ncmpg
koji	koji	Pi-mpn
reguliraju	regulirati	Vmr3p
istu	isti	Agpfsay
materiju	materija	Ncfsa
.	.	Z

Iz	iz	Sg
navedenog	naveden	Agpnsgy
je	biti	Var3s
vidljivo	vidljiv	Agpnsny
da	da	Cs
prekršaj	prekršaj	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
počinjen	počiniti	Appmsnn
prije	prije	Sg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
Zakona	zakon	Ncmpg
kako	kako	Cs
to	taj	Pd-nsn
tvrdi	tvrditi	Vmr3s
predlagatelj	predlagatelj	Ncmsn
,	,	Z
budući	budući	Cs
da	da	Cs
isto	isti	Agpnsny
niti	niti	Qo
ne	ne	Qz
propisuje	propisivati	Vmr3s
predmetni	predmetni	Agpmsny
Zakon	zakon	Ncmsn
.	.	Z

Dakle	dakle	Cc
,	,	Z
Zakonom	zakon	Ncmsi
o	o	Sl
izmjenama	izmjena	Ncfpl
i	i	Cc
dopunama	dopuna	Ncfpl
Zakona	zakon	Ncmsg
o	o	Sl
potrošačkom	potrošački	Agpnsly
kreditiranju	kreditiranje	Ncnsl
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
143/13	143/13	Mdc
)	)	Z
ne	ne	Qz
propisuje	propisivati	Vmr3s
se	sebe	Px--sa
sankcija	sankcija	Ncfsn
koja	koji	Pi-fsn
djeluje	djelovati	Vmr3s
retroaktivno	retroaktivno	Rgp
i	i	Cc
ne	ne	Qz
nalaže	nalagati	Vmr3s
se	sebe	Px--sa
vjerovniku	vjerovnik	Ncmsd
da	da	Cs
uskladi	uskladiti	Vmr3s
svoje	svoj	Px-nsa
poslovanje	poslovanje	Ncnsa
od	od	Sg
samoga	sam	Agpmsgy
početka	početak	Ncmsg
ugovornog	ugovoran	Agpmsgy
odnosa	odnos	Ncmsg
,	,	Z
već	već	Rgp
se	sebe	Px--sa
nalaže	nalagati	Vmr3s
usklađivanje	usklađivanje	Ncnsa
ugovornog	ugovoran	Agpmsgy
odnosa	odnos	Ncmsg
do	do	Sg
određenoga	određen	Agpmsgy
dana	dan	Ncmsg
u	u	Sl
budućnosti	budućnost	Ncfsl
,	,	Z
ali	ali	Cc
uvažavajući	uvažavati	Rr
i	i	Qo
početne	početan	Agpfpay
vrijednosti	vrijednost	Ncfpa
parametara	parametar	Ncmpg
u	u	Sl
ugovorima	ugovor	Ncmpl
o	o	Sl
kreditu	kredit	Ncmsl
i	i	Cc
dan	dan	Ncmsan
objave	objava	Ncfsg
samog	sam	Agpmsgy
Zakona	zakon	Ncmsg
.	.	Z

(...)	(...)	Ncfsn

Radi	radi	Sg
svega	sav	Agpnsgy
navedenog	navesti	Appmsgy
smatramo	smatrati	Vmr1p
netočnim	netočan	Agpmsiy
mišljenje	mišljenje	Ncnsa
predlagatelja	predlagatelj	Ncmpg
da	da	Cs
navedene	naveden	Agpfpny
odredbe	odredba	Ncfpn
Zakona	zakon	Ncmsg
o	o	Sl
izmjenama	izmjena	Ncfpl
i	i	Cc
dopunama	dopuna	Ncfpl
Zakona	zakon	Ncmsg
o	o	Sl
potrošačkom	potrošački	Agpnsly
kreditiranju	kreditiranje	Ncnsl
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
br.	br.	Y
143/13	143/13	Mdc
)	)	Z
narušavaju	narušavati	Vmr3p
načelo	načelo	Ncnsa
zakonitosti	zakonitost	Ncfsg
na	na	Sa
način	način	Ncmsan
da	da	Cs
se	sebe	Px--sa
vjerovnika	vjerovnik	Ncmpg
kažnjava	kažnjavati	Vmr3s
za	za	Sa
nešto	nešto	Pi3n-a
što	što	Pi3n-n
prethodno	prethodno	Rgp
nije	biti	Var3s
bio	biti	Vap-sm
obvezan	obvezan	Agpmsnn
,	,	Z
niti	niti	Cc
je	biti	Var3s
znao	znati	Vmp-sm
da	da	Cs
mu	on	Pp3msd
je	biti	Var3s
obveza	obveza	Ncfsn
,	,	Z
obzirom	obzir	Ncmsi
da	da	Cs
zakon	zakon	Ncmsn
obvezuje	obvezivati	Vmr3s
tek	tek	Rgp
nakon	nakon	Cs
što	što	Cs
je	biti	Var3s
stupio	stupiti	Vmp-sm
na	na	Sa
snagu	snaga	Ncfsa
.	.	Z

U	u	Sl
svom	svoj	Px-msl
zahtjevu	zahtjev	Ncmsl
podnositelj	podnositelj	Ncmsn
zahtjeva	zahtjev	Ncmpg
osvrće	osvrtati	Vmr3s
se	sebe	Px--sa
i	i	Qo
na	na	Sa
Konačni	konačan	Agpmsayn
prijedlog	prijedlog	Ncmsan
Zakona	zakon	Ncmsg
o	o	Sl
izmjenama	izmjena	Ncfpl
i	i	Cc
dopunama	dopuna	Ncfpl
Zakona	zakon	Ncmsg
o	o	Sl
potrošačkom	potrošački	Agpnsly
kreditiranju	kreditiranje	Ncnsl
,	,	Z
te	te	Cc
smatra	smatrati	Vmr3s
da	da	Cs
bi	biti	Vaa3s
u	u	Sl
slučaju	slučaj	Ncmsl
,	,	Z
a	a	Cc
kako	kako	Cs
je	biti	Var3s
to	taj	Pd-nsn
u	u	Sl
Konačnom	konačan	Agpmsly
prijedlogu	prijedlog	Ncmsl
i	i	Cc
bilo	biti	Vap-sn
propisano	propisati	Appnsny
,	,	Z
rok	rok	Ncmsn
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
Zakona	zakon	Ncmpg
određen	odrediti	Appmsnn
osmog	osmi	Mlomsg
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
objave	objava	Ncfsg
u	u	Sl
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
s	sa	Si
danim	dan	Agpmsiy
rokom	rok	Ncmsi
usklađenja	usklađenje	Ncnsg
u	u	Sl
smislu	smisao	Ncmsl
odredbe	odredba	Ncfsg
članka	članak	Ncmsg
11.	11.	Mdo
a	a	Cc
stavka	stavka	Ncfsn
5.	5.	Mdo
Zakona	zakon	Ncmsg
do	do	Sg
1.	1.	Mdo
siječnja	siječanj	Ncmsg
2014.	2014.	Mdo
godine	godina	Ncfsg
,	,	Z
predmetni	predmetni	Agpmsny
zakon	zakon	Ncmsn
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
vremensko	vremenski	Agpnsay
važenje	važenje	Ncnsa
činio	činiti	Vmp-sm
suglasnim	suglasan	Agpnsiy
odredbi	odredba	Ncfsl
članka	članak	Ncmsg
31.	31.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
Ustava	ustav	Ncmsg
.	.	Z

Međutim	međutim	Rgp
,	,	Z
s	sa	Si
obzirom	obzir	Ncmsi

