dostavljeni	dostaviti	Appmpny
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
s	sa	Si
manjim	mali	Agcmsiy
prioritetom	prioritet	Ncmsi
(	(	Z
ili	ili	Cc
istog	isti	Agpmsgy
prioriteta	prioritet	Ncmsg
,	,	Z
ali	ali	Cc
primljeni	primiti	Appmpny
poslije	poslije	Rgp
)	)	Z
mogu	moći	Vmr3p
se	sebe	Px--sa
namiriti	namiriti	Vmn
prije	prije	Sg
naloga	nalog	Ncmsg
za	za	Sa
plaćanje	plaćanje	Ncnsa
s	sa	Si
višim	visok	Agcfpiy
prioritetom	prioritet	Ncmsi
(	(	Z
ili	ili	Cc
istim	isti	Agpmsiy
prioritetom	prioritet	Ncmsi
,	,	Z
ali	ali	Cc
primljeni	primiti	Appmpny
prije	prije	Rgp
)	)	Z
,	,	Z
ako	ako	Cs
bi	biti	Vaa3p
se	sebe	Px--sa
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
s	sa	Si
nižim	nizak	Agcmsiy
prioritetom	prioritet	Ncmsi
saldirali	saldirati	Vmp-pm
s	sa	Si
plaćanjima	plaćanje	Ncnpi
koja	koji	Pi-npn
se	sebe	Px--sa
primaju	primati	Vmr3p
te	te	Cc
bi	biti	Vaa3s
se	sebe	Px--sa
stanje	stanje	Ncnsn
likvidnosti	likvidnost	Ncfsg
kod	kod	Sg
platitelja	platitelj	Ncmpg
povećalo	povećalo	Ncnsa
.	.	Z

6.	6.	Mdo
Redovni	redovan	Agpmpny
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
namiruju	namirivati	Vmr3p
se	sebe	Px--sa
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
zaobilaznim	zaobilazan	Agpnsiy
načelom	načelo	Ncnsi
FIFO	FIFO	Npmsn
.	.	Z

To	taj	Pd-nsn
znači	značiti	Vmr3s
da	da	Cs
se	sebe	Px--sa
mogu	moći	Vmr3p
namiriti	namiriti	Vmn
odmah	odmah	Rgp
(	(	Z
neovisno	neovisno	Rgp
o	o	Sl
drugim	drugi	Mlonpl
redovnim	redovan	Agpnply
plaćanjima	plaćanje	Ncnpl
koja	koji	Pi-npn
čekaju	čekati	Vmr3p
u	u	Sl
redu	red	Ncmsl
,	,	Z
a	a	Cc
primljena	primiti	Appnpny
su	biti	Var3p
prije	prije	Sg
)	)	Z
i	i	Cc
mogu	moći	Vmr3p
stoga	stoga	Rgp
prekršiti	prekršiti	Vmn
načelo	načelo	Ncnsa
FIFO	FIFO	Npmsan
,	,	Z
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
je	biti	Var3s
dostupno	dostupan	Agpnsny
dovoljno	dovoljno	Rgp
sredstava	sredstvo	Ncnpg
.	.	Z

7.	7.	Mdo
Dodatni	dodatan	Agpmpny
detalji	detalj	Ncmpn
o	o	Sl
namiri	namiriti	Ncfsl
naloga	nalog	Ncmsg
za	za	Sa
plaćanje	plaćanje	Ncnsa
u	u	Sl
ulaznoj	ulazan	Agpfsly
dispoziciji	dispozicija	Ncfsl
sadržani	sadržati	Appmpny
su	biti	Var3p
u	u	Sl
Dodatku	dodatak	Ncmsl
I.		Agpmply
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
.	.	Z

Članak	članak	Ncmsn
23.	23.	Mdo

Namira	namira	Ncfsn
i	i	Cc
povrat	povrat	Ncmsan
naloga	nalog	Ncmsg
za	za	Sa
plaćanje	plaćanje	Ncnsa
koji	koji	Pi-mpn
čekaju	čekati	Vmr3p
u	u	Sl
redu	red	Ncmsl

1.	1.	Mdo
Nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
koji	koji	Pi-mpn
nisu	biti	Var3p
odmah	odmah	Rgp
namireni	namiriti	Appmpny
u	u	Sl
ulaznoj	ulazan	Agpfsly
dispoziciji	dispozicija	Ncfsl
stavljaju	stavljati	Vmr3p
se	sebe	Px--sa
u	u	Sa
redove	red	Ncmpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
prioritetom	prioritet	Ncmsi
koji	koji	Pi-msn
im	oni	Pp3-pd
je	biti	Var3s
odredio	odrediti	Vmp-sm
odnosni	odnosni	Agpmsny
sudionik	sudionik	Ncmsn
,	,	Z
kako	kako	Cs
je	biti	Var3s
navedeno	navesti	Appnsny
u	u	Sl
članku	članak	Ncmsl
16.	16.	Mdo
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
.	.	Z

2.	2.	Mdo
Radi	radi	Sg
optimiziranja	optimiziranje	Ncnsg
namire	namiriti	Ncfsg
naloga	nalog	Ncmsg
za	za	Sa
plaćanje	plaćanje	Ncnsa
koji	koji	Pi-mpn
čekaju	čekati	Vmr3p
u	u	Sl
redu	red	Ncmsl
,	,	Z
Hrvatska	hrvatski	Agpfsny
narodna	narodni	Agpfsny
banka	banka	Ncfsn
upotrebljava	upotrebljavati	Vmr3s
optimizacijske	optimizacijski	Agpmpay
postupke	postupak	Ncmpa
na	na	Sa
način	način	Ncmsan
opisan	opisati	Appmsnn
u	u	Sl
Dodatku	dodatak	Ncmsl
I.	ii	Agpmsly
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
.	.	Z

3.	3.	Mdo
Osim	osim	Sg
vrlo	vrlo	Rgp
hitnih	hitan	Agpmpgy
naloga	nalog	Ncmpg
za	za	Sa
plaćanje	plaćanje	Ncnsa
,	,	Z
platitelj	platitelj	Ncmsn
može	moći	Vmr3s
preko	preko	Sg
ICM-a	ICM	Npmsg
promijeniti	promijeniti	Vmn
mjesto	mjesto	Ncnsa
u	u	Sl
redu	red	Ncmsl
za	za	Sa
naloge	nalog	Ncmpa
za	za	Sa
plaćanje	plaćanje	Ncnsa
koji	koji	Pi-mpn
čekaju	čekati	Vmr3p
u	u	Sl
redu	red	Ncmsl
,	,	Z
tj.	t	Ncfpl
izmijeniti	izmijeniti	Vmn
im	oni	Pp3-pd
redoslijed	redoslijed	Ncmsan
.	.	Z

Nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
mogu	moći	Vmr3p
se	sebe	Px--sa
pomaknuti	pomaknuti	Vmn
ili	ili	Cc
na	na	Sa
početak	početak	Ncmsan
ili	ili	Cc
na	na	Sa
kraj	kraj	Ncmsan
odnosnog	odnosni	Agpmsgy
reda	red	Ncmsg
s	sa	Si
trenutnim	trenutan	Agpmsiy
učinkom	učinak	Ncmsi
u	u	Sa
bilo	bilo	Qo
koje	koji	Pi-nsa
vrijeme	vrijeme	Ncnsa
dok	dok	Cs
traje	trajati	Vmr3s
dnevna	dnevni	Agpfsny
obrada	obrada	Ncfsn
,	,	Z
kako	kako	Cs
je	biti	Var3s
navedeno	navesti	Appnsny
u	u	Sl
Dodatku	dodatak	Ncmsl
V.	vi	Agpmsly
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
.	.	Z

4.	4.	Mdo
Na	na	Sa
zahtjev	zahtjev	Ncmsan
platitelja	platitelj	Ncmpg
Hrvatska	hrvatski	Agpfsny
narodna	narodni	Agpfsny
banka	banka	Ncfsn
može	moći	Vmr3s
promijeniti	promijeniti	Vmn
mjesto	mjesto	Ncnsa
u	u	Sl
redu	red	Ncmsl
za	za	Sa
vrlo	vrlo	Rgp
hitne	hitnuti	Vmr3s
naloge	nalog	Ncmpa
za	za	Sa
plaćanje	plaćanje	Ncnsa
(	(	Z
osim	osim	Rgp
za	za	Sa
vrlo	vrlo	Rgp
hitne	hitnuti	Vmr3s
naloge	nalog	Ncmpa
za	za	Sa
plaćanje	plaćanje	Ncnsa
u	u	Sl
kontekstu	kontekst	Ncmsl
postupaka	postupak	Ncmpg
namire	namiriti	Vmr3p
5	5	Mdc
i	i	Cc
6	6	Mdc
)	)	Z
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
ta	taj	Pd-fsn
promjena	promjena	Ncfsn
ne	ne	Qz
utječe	utjecati	Vmr3s
na	na	Sa
nesmetanu	nesmetan	Agpfsay
namiru	namira	Ncfsa
od	od	Sg
strane	strana	Ncfsg
sporednih	sporedan	Agpmpgy
sustava	sustav	Ncmpg
u	u	Sl
sustavu	sustav	Ncmsl
TARGET2	TARGET	Npmsl
ili	ili	Cc
inače	inače	Rgp
ne	ne	Qz
bi	biti	Vaa3s
dovela	dovesti	Vmp-sf
do	do	Sg
sistemskog	sistemski	Agpmsgy
rizika	rizik	Ncmsg
.	.	Z

5.	5.	Mdo
Nalozi	nalog	Ncmpn
za	za	Sa
prijenos	prijenos	Ncmsan
likvidnosti	likvidnost	Ncfsg
inicirani	inicirati	Appmpny
u	u	Sl
ICM-u	ICM	Npmsl
odmah	odmah	Rgp
se	sebe	Px--sa
vraćaju	vraćati	Vmr3p
kao	kao	Cs
nenamireni	nenamiren	Agpmpny
ako	ako	Cs
ne	ne	Qz
postoji	postojati	Vmr3s
dostatna	dostatan	Agpfsny
likvidnost	likvidnost	Ncfsn
.	.	Z

Ostali	ostali	Agpmpny
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
vraćaju	vraćati	Vmr3p
se	sebe	Px--sa
kao	kao	Cs
nenamireni	nenamiren	Agpmpny
ako	ako	Cs
ne	ne	Qz
mogu	moći	Vmr3p
biti	biti	Van
namireni	namiriti	Appmpny
do	do	Sg
isteka	istek	Ncmsg
vremena	vrijeme	Ncnsg
za	za	Sa
odnosne	odnosni	Agpfpay
vrste	vrsta	Ncfpa
poruka	poruka	Ncfpg
,	,	Z
kako	kako	Cs
je	biti	Var3s
navedeno	navesti	Appnsny
u	u	Sl
Dodatku	dodatak	Ncmsl
V.	vi	Agpmsly
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
.	.	Z

Članak	članak	Ncmsn
24.	24.	Mdo

Prihvat	prihvat	Ncmsn
naloga	nalog	Ncmsg
za	za	Sa
plaćanje	plaćanje	Ncnsa
u	u	Sa
sustav	sustav	Ncmsan
i	i	Cc
njihova	njihov	Ps3fsn
neopozivost	neopozivost	Ncfsn

1.	1.	Mdo
U	u	Sa
svrhu	svrha	Ncfsa
članka	članak	Ncmsg
3.	3.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
prve	prvi	Mlofsg
rečenice	rečenica	Ncfsg
Direktive	direktiva	Ncfsg
98/26	98/26	Mdc
/	/	Z
EZ	EZ	Npmsn
i	i	Cc
članka	članak	Ncmsg
8.	8.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
Zakona	zakon	Ncmsg
o	o	Sl
konačnosti	konačnost	Ncfsl
namire	namiriti	Vmr3p
,	,	Z
nalozi	nalog	Ncmpn
za	za	Sa
plaćanje	plaćanje	Ncnsa
prihvaćeni	prihvatiti	Appmpny
su	biti	Var3p
u	u	Sa
sustav	sustav	Ncmsan
TARGET2-HR	target2-	Agpmply
u	u	Sl
trenutku	trenutak	Ncmsl
kada	kada	Cs
je	biti	Var3s

