konvencionalni	konvencionalan	Agpmsny
obvezno	obvezno	Rgp
48	48	Mdc
tjedana	tjedan	Ncmpg
po	po	Sl
terapijskom	terapijski	Agpmsly
protokolu	protokol	Ncmsl
za	za	Sa
visoku	visok	Agpfsay
viremiju	viremija	Ncfsa
(	(	Z
stavka	stavka	Ncfsn
1	1	Mdc
)	)	Z
.	.	Z

3.	3.	Mdo
Bolesnici	bolesnik	Ncmpn
s	sa	Si
genotipom	genotip	Ncmsi
2	2	Mdc
,	,	Z
3	3	Mdc
,	,	Z
5	5	Mdc
i	i	Cc
6	6	Mdc
liječe	liječiti	Vmr3p
se	sebe	Px--sa
neovisno	neovisno	Rgp
o	o	Sl
viremiji	viremija	Ncfsl
24	24	Mdc
tjedna	tjedan	Ncmsg
.	.	Z

Primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
pegilirani	pegiliran	Agpmsny
interferon	interferon	Ncmsn
alfa-2b	alfa-2b	Npmsn
u	u	Sl
dozi	doza	Ncfsl
od	od	Sg
1,5	1,5	Mdc
mcg	mcg	Ncfpg
/	/	Z
kg	kg	Xf
TT	TT	Xf
1	1	Mdc
x	X	Cc
tjedno	tjedno	Rgp
uz	uz	Sa
ribavirin	ribavirin	Ncfsa
800	800	Mdc
do	do	Sg
1400	1400	Mdc
mg	mg	Y
ovisno	ovisno	Rgp
o	o	Sl
TT	T	Npmsl
podjeljeno	podjeljena	Ncfsl
u	u	Sa
dvije	dva	Mlcf-a
dnevne	dnevni	Agpfsgy
doze	doza	Ncfsg
.	.	Z

Bolesnici	bolesnik	Ncmpn
sa	sa	Si
stadijem	stadij	Ncmsi
fibroze	fibroza	Ncfsg
>	>	Z
=	=	Z
od	od	Sg
F5	f5	Ncfpg
po	po	Sl
Ishak	Isha	Npmsl
Knodellu	Knodell	Npmsl
(	(	Z
ili	ili	Cc
Metavir	Metavir	Npmsn
F4	F4	X
)	)	Z
ili	ili	Cc
fibroscan	fibroscan	Qo
veći	velik	Agcmsny
od	od	Sg
14	14	Mdc
kPa	kp	Ncmpg
liječe	liječiti	Vmr3p
se	sebe	Px--sa
obvezno	obvezno	Rgp
48	48	Mdc
tjedana	tjedan	Ncmpg
po	po	Sl
terapijskom	terapijski	Agpmsly
protokolu	protokol	Ncmsl
za	za	Sa
visoku	visok	Agpfsay
viremiju	viremija	Ncfsa
kao	kao	Cs
kod	kod	Sg
genotipa	genotip	Ncmsg
1	1	Mdc
i	i	Cc
4	4	Mdc
(	(	Z
stavka	stavka	Ncfsn
1	1	Mdc
)	)	Z
.	.	Z

b.	b.	Y
Na	na	Sa
prijedlog	prijedlog	Ncmsan
Bolničkog	bolnički	Agpnsgy
povjerenstva	povjerenstvo	Ncnsg
za	za	Sa
lijekove	lijek	Ncmpa
,	,	Z
bolesnicima	bolesnik	Ncmpi
koji	koji	Pi-mpn
zadovoljavaju	zadovoljavati	Vmr3p
kriterije	kriterij	Ncmpa
i	i	Cc
kojima	koji	Agpfsny
je	biti	Var3s
terapija	terapija	Ncfsn
preporučena	preporučiti	Appfsny
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
smjernicama	smjernica	Ncfpl
Referentnog	referentan	Agpmsgy
centra	centar	Ncmsg
za	za	Sa
dijagnostiku	dijagnostika	Ncfsa
i	i	Cc
liječenje	liječenje	Ncnsa
virusnih	virusni	Agpmpgy
hepatitisa	hepatitis	Ncmpg
,	,	Z
terapijski	terapijski	Agpmsayn
protokol	protokol	Ncmsan
i	i	Cc
trajanje	trajanje	Ncnsa
liječenja	liječenje	Ncnsg
kombinirane	kombiniran	Agpfsgy
terapije	terapija	Ncfsg
koja	koji	Pi-fsn
uključuje	uključivati	Vmr3s
pegilirani	pegiliran	Agpmsayn
interferon	interferon	Ncmsan
,	,	Z
odobrava	odobravati	Vmr3s
Stručno	stručan	Agpnsny
povjerenstvo	povjerenstvo	Ncnsn
Zavoda	zavod	Ncmsg
.	.	Z
«	«	Z

NL305	NL305	Mdc
:	:	Z
I.	i.	Agpmsny
Kronični	kroničan	Agpmsny
hepatitis	hepatitis	Ncmsn
C	C	X
kod	kod	Sg
bolesnika	bolesnik	Ncmpg
u	u	Sl
dobi	doba	Ncfsl
od	od	Sg
18	18	Mdc
do	do	Sg
70	70	Mdc
godina	godina	Ncfpg
koji	koji	Pi-mpn
zadovoljavaju	zadovoljavati	Vmr3p
sljedeće	sljedeći	Agpmpay
kriterije	kriterij	Ncmpa
;	;	Z

HCV	HCV	Npfsn
RNA	RNA	Npfsn
PCR	PCR	Npfsn
pozitivan	pozitivan	Agpmsnn
(	(	Z
najmanje	malo	Rgs
2	2	Mdc
mj	ma	Ncfsg
prije	prije	Sg
početka	početak	Ncmsg
terapije	terapija	Ncfsg
)	)	Z
,	,	Z
povišene	povišen	Agpfpay
vrijednosti	vrijednost	Ncfpa
ALT	alt	Ncmsn
u	u	Sa
dva	dva	Mlc
uzastopna	uzastopni	Agpmsgn
mjerenja	mjerenje	Ncnsg
uz	uz	Sa
nalaz	nalaz	Ncmsan
genotipa	genotip	Ncmsg
i	i	Cc
histološki	histološki	Agpmsny
dokaz	dokaz	Ncmsn
kronične	kroničan	Agpfsgy
upale	upala	Ncfsg
ili	ili	Cc
fibroelastografski	fibroelastografski	Agpmsayn
nalaz	nalaz	Ncmsan
(	(	Z
fibroscan	fibroscan	Xf
)	)	Z
veći	velik	Agcmsny
od	od	Sg
8	8	Mdc
kPa	kp	Ncmpg
.	.	Z

Kod	kod	Sg
bolesnika	bolesnik	Ncmpg
s	sa	Si
normalnim	normalan	Agpfpiy
vrijednostima	vrijednost	Ncfpi
ALT	ALT	Npmsn
terapija	terapija	Ncfsn
je	biti	Var3s
indicirana	indicirati	Appfsny
kod	kod	Sg
stadija	stadij	Ncmsg
fibroze	fibroza	Ncfsg
F	a	Ncfsg
>	>	Z
=	=	Z
od	od	Sg
2	2	Mdc
(	(	Z
pod	pod	Si
Ishak	Ishak	Qo
Knodellovom	knodellov	Aspmsdy
indexu	index	Ncmsd
)	)	Z
ili	ili	Cc
vrijednostima	vrijednost	Ncfpl
fibroscana	fibroscan	Ncmpg
većim	velik	Agcmsiy
od	od	Sg
8	8	Mdc
kPa	kp	Ncmpg
.	.	Z

Potrebna	potreban	Agpfsny
je	biti	Var3s
apstinencija	apstinencija	Ncfsn
od	od	Sg
i.	i.	Mro
v.	v	Agpfpgy
droga	droga	Ncfpg
i	i	Cc
abuzusa	abuzus	Ncmpg
alkohola	alkohol	Ncmsg
unatrag	unatrag	Rgp
12	12	Mdc
mjeseci	mjesec	Ncmpg
.	.	Z

Bolesnici	bolesnik	Ncmpn
koji	koji	Pi-mpn
su	biti	Var3p
ovisnici	ovisnik	Ncmpn
o	o	Sl
drogama	droga	Ncfpl
moraju	morati	Vmr3p
imati	imati	Vmn
dokaz	dokaz	Ncmsan
da	da	Cs
apstiniraju	apstinirati	Vmr3p
najmanje	malo	Rgs
1	1	Mdc
godinu	godina	Ncfsa
,	,	Z
a	a	Cc
dokaz	dokaz	Ncmsn
su	biti	Var3p
dokumentirani	dokumentiran	Agpmsny
nalaz	nalaz	Ncmsn
psihijatra	psihijatar	Ncmsg
i	i	Cc
rezultati	rezultat	Ncmpn
toksikoloških	toksikološki	Agpnpgy
ispitivanja	ispitivanje	Ncnpg
tijekom	tijekom	Sg
tretmana	tretman	Ncmsg
svaka	svaki	Pi-fsn
3	3	Mdc
mjeseca	mjesec	Ncmsg
.	.	Z

Liječenje	liječenje	Ncnsn
se	sebe	Px--sa
odobrava	odobravati	Vmr3s
iz	iz	Sg
sredstava	sredstvo	Ncnpg
posebno	posebno	Rgp
skupih	skup	Agpmpgy
lijekova	lijek	Ncmpg
.	.	Z

Liječenje	liječenje	Ncnsn
odobrava	odobravati	Vmr3s
Bolničko	bolnički	Agpnsay
povjerenstvo	povjerenstvo	Ncnsa
za	za	Sa
lijekove	lijek	Ncmpa
.	.	Z

a.	ai	Agpfsny
Dvojna	dvojni	Agpfsny
terapija	terapija	Ncfsn
pegiliranim	pegiliran	Agpmsiy
interferonom	interferon	Ncmsi
i	i	Cc
ribavirinom	ribavirina	Ncfsi
se	sebe	Px--sa
primjenjuje	primjenjivati	Vmr3s
kod	kod	Sg
bolesnika	bolesnik	Ncmpg
koji	koji	Pi-mpn
do	do	Sg
sada	sada	Rgp
nisu	biti	Var3p
bili	biti	Vap-pm
liječeni	liječiti	Appmpny
pegiliranim	pegiliran	Agpmsiy
interferonom	interferon	Ncmsi
i	i	Cc
ribavirinom	ribavirina	Ncfsi
u	u	Sl
odgovarajućem	odgovarajući	Agpnsly
trajanju	trajanje	Ncnsl
te	te	Cc
kod	kod	Sg
non	noa	Ncfsg
respondera	responder	Ncmpg
i	i	Cc
kod	kod	Sg
relapsa	relaps	Ncmsg
bolesti	bolest	Ncfsg
na	na	Sa
konvencionalni	konvencionalan	Agpmsayn
interferon	interferon	Ncmsan
.	.	Z

Kod	kod	Sg
bolesnika	bolesnik	Ncmpg
u	u	Sl
kojih	koji	Pi-mpg
postoji	postojati	Vmr3s
klinička	klinički	Agpfsny
sumnja	sumnja	Ncfsn
na	na	Sa
akutni	akutan	Agpmsayn
hepatitis	hepatitis	Ncmsan
potrebno	potreban	Agpnsny
je	biti	Var3s
odrediti	odrediti	Vmn
HCV	HC	Npmsay
RNA	RN	Npmsay
u	u	Sl
serumu	serum	Ncmsl
dva	dva	Mlc
puta	puta	Rgp
u	u	Sl
razmaku	razmak	Ncmsl
od	od	Sg
3	3	Mdc
mjeseca	mjesec	Ncmsg
prije	prije	Sg
početka	početak	Ncmsg
terapije	terapija	Ncfsg
.	.	Z

Terapijske	terapijski	Agpfpny
smjernice	smjernica	Ncfpn
;	;	Z

1.	1.	Mdo
Bolesnici	bolesnik	Ncmpn
s	sa	Si
genotipom	genotip	Ncmsi
1	1	Mdc
i	i	Cc
4	4	Mdc
i	i	Cc
viremijom	viremija	Ncfsi
većom	velik	Agcfsiy
od	od	Sg
600000	600000	Mdc
IU	IU	Y
/	/	Z
ml	ml	Cc
liječe	liječiti	Vmr3p
se	sebe	Px--sa
48	48	Mdc
tjedana	tjedan	Ncmpg
.	.	Z

Primjenjuje	primjenjivati	Vmr3s
se	sebe	Px--sa
pegilirani	pegiliran	Agpmsny
interferon	interferon	Ncmsn
alfa-2a	alfa-2	Ncmpg
u	u	Sl
dozi	doza	Ncfsl
od	od	Sg
180	180	Mdc
mcg	mcg	Ncfpg
1	1	Mdc
x	X	Cc
tjedno	tjedno	Rgp
uz	uz	Sa
ribavirin	ribavirin	Ncfsa
800	800	Mdc
do	do	Sg
1400	1400	Mdc
mg	mg	Y
ovisno	ovisno	Rgp
o	o	Sl
TT	T	Npmsl
podjeljeno	podjeljena	Ncfsl
u	u	Sa
dvije	dva	Mlcf-a
dnevne	dnevni	Agpfsgy
doze	doza	Ncfsg
.	.	Z

Provjera	provjera	Ncfsn
viremije	viremija	Ncfsg
u	u	Sl
12.	12.	Mdo
tjednu	tjedan	Ncmsl
terapije	terapija	Ncfsg
uz	uz	Sa
prekid	prekid	Ncmsan
ako	ako	Cs
ne	ne	Qz
dođe	doći	Vmr3s
do	do	Sg
sniženja	sniženje	Ncnsg
viremije	viremija	Ncfsg
za	za	Sa
više	mnogo	Rgc
od	od	Sg
100	100	Mdc
x		Npmsg
(	(	Z
2	2	Mdc
log	log	Ncmsn
)	)	Z
IU	I	Npmsl
HCV	HCV	Npfsn
RNA	RNA	Npfsn
.	.	Z

Kod	kod	Sg
bolesnika	bolesnik	Ncmpg
u	u	Sl
kojih	koji	Pi-mpg
je	biti	Var3s
reducirana	reducirati	Appfsny
viremija	viremija	Ncfsn
za	za	Sa
više	mnogo	Rgc
od	od	Sg
2	2	Mdc
log	log	Ncmsan
,	,	Z
ali	ali	Cc
imaju	imati	Vmr3p
detektabilnu	ektabilnu	Agpmsann
HCV	hcv	Ncmsan
RNA	RN	Npmsg
u	u	Sl

