Primjena	primjena	Ncfsn
se	sebe	Px--sa
uvodi	uvoditi	Vmr3s
na	na	Sl
temelju	temelj	Ncmsl
odluke	odluka	Ncfsg
Vijeća	vijeće	Ncnsg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
o	o	Sl
postojanju	postojanje	Ncnsl
masovnog	masovan	Agpmsgy
priljeva	priljev	Ncmsg
raseljenih	raseljen	Agpfpgy
osoba	osoba	Ncfpg
sukladno	sukladno	Rgp
članku	članak	Ncmsd
78.	78.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

5.	5.	Mdo
Tražitelj	tražitelj	Ncmsn
međunarodne	međunarodni	Agpfsgy
zaštite	zaštita	Ncfsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
tražitelj	tražitelj	Ncmsn
)	)	Z
je	biti	Var3s
državljanin	državljanin	Ncmsn
treće	treći	Mlofsg
zemlje	zemlja	Ncfsg
ili	ili	Cc
osoba	osoba	Ncfsn
bez	bez	Sg
državljanstva	državljanstvo	Ncnsg
koja	koji	Pi-fsn
izrazi	izraziti	Vmr3s
namjeru	namjera	Ncfsa
za	za	Sa
podnošenje	podnošenje	Ncnsa
zahtjeva	zahtjev	Ncmpg
za	za	Sa
međunarodnu	međunarodni	Agpfsay
zaštitu	zaštita	Ncfsa
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
zahtjev	zahtjev	Ncmsn
)	)	Z
do	do	Sg
izvršnosti	izvršnost	Ncfsg
odluke	odluka	Ncfsg
o	o	Sl
zahtjevu	zahtjev	Ncmsl
.	.	Z

Iznimno	izniman	Agpnsny
,	,	Z
tražitelj	tražitelj	Ncmsn
može	moći	Vmr3s
biti	biti	Van
i	i	Qo
državljanin	državljanin	Ncmsn
države	država	Ncfsg
članice	članica	Ncfsg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
kada	kada	Cs
je	biti	Var3s
to	taj	Pd-nsn
propisano	propisati	Appnsny
odredbama	odredba	Ncfpi
Protokola	protokol	Ncmsg
24.	24.	Mdo

Ugovora	ugovor	Ncmsg
iz	iz	Sg
Lisabona	Lisabon	Npmsg
.	.	Z

6.	6.	Mdo
Azilant	azilant	Ncmsn
je	biti	Var3s
izbjeglica	izbjeglica	Ncfsn
u	u	Sl
smislu	smisao	Ncmsl
Konvencije	konvencija	Ncfsg
o	o	Sl
statusu	status	Ncmsl
izbjeglica	izbjeglica	Ncfpg
iz	iz	Sg
1951.	1951.	Mdo
godine	godina	Ncfsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Konvencija	konvencija	Ncfsn
iz	iz	Sg
1951.	1951.	Mdo
)	)	Z
kojoj	koji	Pi-fsd
je	biti	Var3s
priznat	priznati	Agpmsnn
azil	azil	Ncmsn
iz	iz	Sg
točke	točka	Ncfsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
.	.	Z

7.	7.	Mdo
Stranac	stranac	Ncmsn
pod	pod	Si
supsidijarnom	supsidijaran	Agpfsiy
zaštitom	zaštita	Ncfsi
je	biti	Var3s
državljanin	državljanin	Ncmsn
treće	treći	Mlofsg
zemlje	zemlja	Ncfsg
ili	ili	Cc
osoba	osoba	Ncfsn
bez	bez	Sg
državljanstva	državljanstvo	Ncnsg
kojoj	koji	Pi-fsl
je	biti	Var3s
priznata	priznati	Appfsny
supsidijarna	supsidijaran	Agpfsny
zaštita	zaštita	Ncfsn
iz	iz	Sg
točke	točka	Ncfsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
.	.	Z

8.	8.	Mdo
Stranac	stranac	Ncmsn
pod	pod	Si
privremenom	privremen	Agpfsiy
zaštitom	zaštita	Ncfsi
je	biti	Var3s
državljanin	državljanin	Ncmsn
treće	treći	Mlofsg
zemlje	zemlja	Ncfsg
ili	ili	Cc
osoba	osoba	Ncfsn
bez	bez	Sg
državljanstva	državljanstvo	Ncnsg
kojoj	koji	Pi-fsl
je	biti	Var3s
odobrena	odobriti	Appfsny
zaštita	zaštita	Ncfsn
iz	iz	Sg
točke	točka	Ncfsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
.	.	Z

9.	9.	Mdo
Stranac	stranac	Ncmsn
u	u	Sl
transferu	transfer	Ncmsl
je	biti	Var3s
državljanin	državljanin	Ncmsn
treće	treći	Mlofsg
zemlje	zemlja	Ncfsg
ili	ili	Cc
osoba	osoba	Ncfsn
bez	bez	Sg
državljanstva	državljanstvo	Ncnsg
koja	koji	Pi-fsn
je	biti	Var3s
u	u	Sl
postupku	postupak	Ncmsl
primopredaje	primopredaja	Ncfsg
odgovornoj	odgovoran	Agpfsly
državi	država	Ncfsl
članici	članica	Ncfsl
Europskoga	europski	Agpmsgy
gospodarskog	gospodarski	Agpmsgy
prostora	prostor	Ncmsg
radi	radi	Sg
razmatranja	razmatranje	Ncnsg
njezinog	njezin	Ps3msg
zahtjeva	zahtjev	Ncmsg
.	.	Z

10.	10.	Mdo

Zemlja	zemlja	Ncfsn
podrijetla	podrijetlo	Ncnsg
je	biti	Var3s
zemlja	zemlja	Ncfsn
čije	čiji	Pi-nsn
državljanstvo	državljanstvo	Ncnsn
ima	imati	Vmr3s
državljanin	državljanin	Ncmsan
treće	treći	Mlofsg
zemlje	zemlja	Ncfsg
ili	ili	Cc
zemlja	zemlja	Ncfsn
u	u	Sl
kojoj	koji	Pi-fsl
je	biti	Var3s
osoba	osoba	Ncfsn
bez	bez	Sg
državljanstva	državljanstvo	Ncnsg
imala	imati	Vmp-sf
prethodno	prethodan	Agpnsay
uobičajeno	uobičajen	Agpnsay
boravište	boravište	Ncnsa
.	.	Z

Ako	ako	Cs
državljanin	državljanin	Ncmsn
treće	treći	Mlofsg
zemlje	zemlja	Ncfsg
ima	imati	Vmr3s
više	mnogo	Rgc
državljanstava	državljanstvo	Ncnpg
,	,	Z
zemljom	zemlja	Ncfsi
podrijetla	podrijetlo	Ncnsg
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
svaka	svaki	Pi-fsn
zemlja	zemlja	Ncfsn
čiji	čiji	Pi-msn
je	biti	Var3s
državljanin	državljanin	Ncmsn
.	.	Z

11.	11.	Mdo

Uobičajeno	uobičajen	Agpnsny
boravište	boravište	Ncnsn
ima	imati	Vmr3s
državljanin	državljanin	Ncmsan
treće	treći	Mlofsg
zemlje	zemlja	Ncfsg
ili	ili	Cc
osoba	osoba	Ncfsn
bez	bez	Sg
državljanstva	državljanstvo	Ncnsg
u	u	Sl
onom	onaj	Pd-nsl
mjestu	mjesto	Ncnsl
u	u	Sl
kojem	koji	Pi-nsl
se	sebe	Px--sa
zadržava	zadržavati	Vmr3s
pod	pod	Si
okolnostima	okolnost	Ncfpi
na	na	Sl
temelju	temelj	Ncmsl
kojih	koji	Pi-mpg
se	sebe	Px--sa
može	moći	Vmr3s
zaključiti	zaključiti	Vmn
da	da	Cs
ona	on	Pp3fsn
u	u	Sl
tom	taj	Pd-nsl
mjestu	mjesto	Ncnsl
ili	ili	Cc
na	na	Sl
tom	taj	Pd-nsl
području	područje	Ncnsl
ne	ne	Qz
boravi	boraviti	Vmr3s
samo	samo	Rgp
privremeno	privremen	Agpnsny
.	.	Z

12.	12.	Mdo

Namjera	namjera	Ncfsn
za	za	Sa
podnošenje	podnošenje	Ncnsa
zahtjeva	zahtjev	Ncmpg
za	za	Sa
međunarodnu	međunarodni	Agpfsay
zaštitu	zaštita	Ncfsa
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
namjera	namjera	Ncfsn
)	)	Z
je	biti	Var3s
usmeno	usmen	Agpnsny
ili	ili	Cc
pismeno	pismeno	Rgp
izražena	izraziti	Appfsny
volja	volja	Ncfsn
državljanina	državljanin	Ncmsg
treće	treći	Mlofsg
zemlje	zemlja	Ncfsg
ili	ili	Cc
osobe	osoba	Ncfsg
bez	bez	Sg
državljanstva	državljanstvo	Ncnsg
za	za	Sa
podnošenje	podnošenje	Ncnsa
zahtjeva	zahtjev	Ncmpg
sukladno	sukladan	Agpnsny
članku	članak	Ncmsl
33.	33.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

13.	13.	Mdo

Naknadni	naknadan	Agpmsny
zahtjev	zahtjev	Ncmsn
za	za	Sa
međunarodnu	međunarodni	Agpfsay
zaštitu	zaštita	Ncfsa
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
naknadni	naknadan	Agpmsny
zahtjev	zahtjev	Ncmsn
)	)	Z
je	biti	Var3s
namjera	namjera	Ncfsn
izražena	izraziti	Appfsny
nakon	nakon	Sg
izvršnosti	izvršnosti	Agpfsgy
odluke	odluka	Ncfsg
kojom	koji	Pi-fsi
se	sebe	Px--sa
odlučilo	odlučiti	Vmp-sn
o	o	Sl
osnovanosti	osnovanost	Ncfsl
prethodnog	prethodan	Agpmsgy
zahtjeva	zahtjev	Ncmsg
sukladno	sukladno	Rgp
članku	članak	Ncmsl
38.	38.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ili	ili	Cc
odluke	odluka	Ncfsg
kojom	koji	Pi-fsi
je	biti	Var3s
postupak	postupak	Ncmsn
obustavljen	obustaviti	Appmsnn
sukladno	sukladno	Rgp
članku	članak	Ncmsd
39.	39.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
točki	točka	Ncfsl
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

14.	14.	Mdo

Ranjive	ranjiv	Agpfpny
skupine	skupina	Ncfpn
su	biti	Var3p
osobe	osoba	Ncfpn
lišene	lišiti	Appfpny
poslovne	poslovan	Agpfpny
sposobnosti	sposobnost	Ncfpn
,	,	Z
djeca	dijete	Ncnpn
,	,	Z
djeca	dijete	Ncnpn
bez	bez	Sg
pratnje	pratnja	Ncfsg
,	,	Z
starije	star	Agcmpay
i	i	Cc
nemoćne	nemoćan	Agpfpay
osobe	osoba	Ncfpa
,	,	Z
teško	teško	Rgp
bolesne	bolestan	Agpfsgy
osobe	osoba	Ncfsg
,	,	Z
osobe	osoba	Ncfpa
s	sa	Si
invaliditetom	invaliditet	Ncmsi
,	,	Z
trudnice	trudnica	Ncfpn
,	,	Z
samohrani	samohran	Agpmpny
roditelji	roditelj	Ncmpn
s	sa	Si
maloljetnom	maloljetan	Agpfsiy
djecom	dijete	Ncfsi
,	,	Z
osobe	osoba	Ncfpn
s	sa	Si
duševnim	duševan	Agpfpiy
smetnjama	smetnja	Ncfpi
te	te	Cc
žrtve	žrtva	Ncfpn
trgovanja	trgovanje	Ncnsg
ljudima	čovjek	Ncmpi
,	,	Z
žrtve	žrtva	Ncfpn
mučenja	mučenje	Ncnsg
,	,	Z
silovanja	silovanje	Ncnsg
ili	ili	Cc
drugog	drugi	Agpnsgy
psihičkog	psihički	Agpnsgy
,	,	Z
fizičkog	fizički	Agpmsgy
i	i	Cc
spolnog	spolan	Agpnsgy
nasilja	nasilje	Ncnsg
,	,	Z
kao	kao	Cs
što	što	Cs
su	biti	Var3p
žrtve	žrtva	Ncfpn
sakaćenja	sakaćenje	Ncnsg
ženskih	ženski	Agpmpgy
spolnih	spolan	Agpmpgy
organa	organ	Ncmpg
.	.	Z

15.	15.	Mdo

Tražitelj	tražitelj	Ncmsn
kojem	koji	Pi-msd
su	biti	Var3p
potrebna	potreban	Agpfsny
posebna	poseban	Agpfsny
postupovna	postupovni	Agpfsny
i	i	Cc
/	/	Z
ili	ili	Cc
prihvatna	prihvatni	Agpnpay
jamstva	jamstvo	Ncnpa
je	biti	Var3s
tražitelj	tražitelj	Ncmsn
koji	koji	Pi-msn
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
svoje	svoj	Px-fpa
osobne	osoban	Agpfpay
okolnosti	okolnost	Ncfpa
nije	biti	Var3s
u	u	Sl
potpunosti	potpunost	Ncfsl
sposoban	sposoban	Agpmsnn
ostvarivati	ostvarivati	Vmn
prava	pravo	Ncnpa
te	te	Cc
izvršavati	izvršavati	Vmn
obveze	obveza	Ncfpa
iz	iz	Sg
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
bez	bez	Sg
odgovarajuće	odgovarajući	Agpfsgy
potpore	potpora	Ncfsg
.	.	Z

16.	16.	Mdo

Dijete	dijete	Ncnsn
je	biti	Var3s
tražitelj	tražitelj	Ncmsn
,	,	Z
azilant	azilant	Ncmsn
,	,	Z
stranac	stranac	Ncmsn
pod	pod	Si
supsidijarnom	supsidijaran	Agpfsiy
zaštitom	zaštita	Ncfsi
i	i	Cc
stranac	stranac	Ncmsn
pod	pod	Si

