dijagnostiku	dijagnostika	Ncfsa
VI	vi	Pp2-pn

Rezidue	rezidua	Ncfpn
veterinarskih	veterinarski	Agpmpgy
lijekova	lijek	Ncmpg
i	i	Cc
kontaminanata	kontaminant	Ncmpg
u	u	Sl
hrani	hrana	Ncfsl
životinjskog	životinjski	Agpnsgy
podrijetla	podrijetlo	Ncnsg

Laboratorij	laboratorij	Ncmsn
za	za	Sa
određivanje	određivanje	Ncnsa
rezidua	rezidu	Ncmpg
,	,	Z
HVI	HVI	Npmsn
Zagreb	Zagreb	Npmsn

Područje	područje	Ncnsn
ispitivanja	ispitivanje	Ncnsg
Vrsta	vrsta	Ncfpg
ispitivanja	ispitivanje	Ncnsg
Metode	metoda	Ncfsg
ispitivanja	ispitivanje	Ncnsg
Mišićno	mišićni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
bubrežno	bubrežni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
tkivo	tkivo	Ncnsn
jetre	jetra	Ncfsg
,	,	Z
mlijeko	mlijeko	Ncnsn
,	,	Z
jaja	jaje	Ncnpg
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
kloramfenikola	kloramfenikolo	Ncnsg
SOP	SOP	Npmsn
Z-I-2-AM01	Z-I-2-AM01	Mdc
Rev	rev	Aspmsnn
05	05	Mdc
2012	2012	Mdc
-	-	Z
10	10	Mdc
-	-	Z
10	10	Mdc
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
sulfonamida	sulfonamid	Ncmsg
:	:	Z
sulfametazina	sulfametazina	Ncfpg
,	,	Z
sulfamerazina	sulfamerazina	Ncfsn
,	,	Z
sulfisoksazola	sulfisoksazola	Rgp
,	,	Z
sulfadiazina	sulfadiazin	Ncmsay
i	i	Cc
sulfakloropiridazina	sulfakloropiridazin	Agpfsny
SOP	SOP	Npfsn
Z-I-2-AM07	Z-I-2-AM07	Npfsn
Rev	Rev	Npfsn
04	04	Mdc
2010	2010	Mdc
-	-	Z
10	10	Mdc
-	-	Z
10	10	Mdc
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
neomicina	neomicin	Ncmpg
SOP	SOP	Npfsg
Z-I-2-AM04	Z-I-2-AM04	Npfsg
Rev	Rev	Npfsg
04	04	Mdc
2009	2009	Mdc
-	-	Z
10	10	Mdc
-	-	Z
26	26	Mdc
Mišićno	mišićni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
bubrežno	bubrežni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
tkivo	tkivo	Ncnsn
jetre	jetra	Ncfsg
,	,	Z
masno	mastan	Agpnsay
tkivo	tkivo	Ncnsa
,	,	Z
mlijeko	mlijeko	Ncnsn
Orijentacijska	orijentacijski	Agpfsny
EIA	ei	Aspfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
gentamicina	gentamicin	Ncmpg
SOP	SOP	Npfsg
Z-I-2-AM03	Z-I-2-AM03	Npfsg
Rev	Rev	Npfsg
03	03	Mdc
2009	2009	Mdc
-	-	Z
10	10	Mdc
-	-	Z
26	26	Mdc
Mišićno	mišićni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
bubrežno	bubrežni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
tkivo	tkivo	Ncnsn
jetre	jetra	Ncfsg
,	,	Z
mlijeko	mlijeko	Ncnsn
,	,	Z
jaja	jaje	Ncnpn
,	,	Z
med	med	Ncmsan
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
streptomicina	streptomicin	Ncmsg
i	i	Cc
dihidrostreptomicina	dihidrostreptomicin	Agpfsny
SOP	SOP	Npfsn
Z-I-2-AM16	Z-I-2-AM16	Npfsn
Rev	Rev	Npfsn
05	05	Mdc
2013	2013	Mdc
-	-	Z
01	01	Mdc
-	-	Z
28	28	Mdc
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
tetraciklina	tetraciklin	Ncmsg
i	i	Cc
klortetraciklina	klortetraciklin	Agpfsny
SOP	SOP	Npfsn
Z-I-2-AM06	Z-I-2-AM06	Npfsn
Rev	Rev	Npfsn
03	03	Mdc
2009	2009	Mdc
-	-	Z
08	08	Mdc
-	-	Z
27	27	Mdc
Mišićno	mišićni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
jaja	jaje	Ncnpa
,	,	Z
mlijeko	mlijeko	Ncnsn
,	,	Z
med	med	Ncmsn
Određivanje	određivanje	Ncnsn
antimikrobnih	antimikroban	Agpfpgy
supstancija	supstancija	Ncfpg
ekstrakcijskom	ekstrakcijski	Agpfsiy
metodom	metoda	Ncfsi
SOP	SOP	Npfsg
Z-I-2-AM33	Z-I-2-AM33	Npfsg
Rev	Rev	Npfsg
01	01	Mdc
2010	2010	Mdc
-	-	Z
03	03	Mdc
-	-	Z
03	03	Mdc
Mišićno	mišićni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
bubrežno	bubrežni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
tkivo	tkivo	Ncnsn
jetre	jetra	Ncfsg
,	,	Z
mlijeko	mlijeko	Ncnsn
,	,	Z
med	med	Ncmsan
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
tilozina	tilozin	Ncmpg
SOP	SOP	Npfsg
Z-I-2-AM12	Z-I-2-AM12	Npfsg
Rev	Rev	Npfsg
03	03	Mdc
2009	2009	Mdc
-	-	Z
06	06	Mdc
-	-	Z
01	01	Mdc
Mišićno	mišićni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
jaja	jaje	Ncnpg
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
kinolona	kinolon	Ncmsg
:	:	Z
enrofloksacina	enrofloksacina	Ncfsn
,	,	Z
flumekina	flumekina	Ncfsn
i	i	Cc
marbofloksacina	marbofloksacini	Agpfsny
SOP	SOP	Npfsn
Z-I-2-AM34	Z-I-2-AM34	Npfsn
Rev	Rev	Npfsn
01	01	Mdc
2009	2009	Mdc
-	-	Z
10	10	Mdc
-	-	Z
14	14	Mdc
Tkivo	tkivo	Ncnsn
jetre	jetra	Ncfsg
,	,	Z
jaja	jaje	Ncnpn
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
nikarbazina	nikarbazin	Ncmpg
SOP	SOP	Npfsg
Z-I-2-AM15	Z-I-2-AM15	Npfsg
Rev	Rev	Npfsg
02	02	Mdc
2009	2009	Mdc
-	-	Z
11	11	Mdc
-	-	Z
09	09	Mdc
Tkivo	tkivo	Ncnsn
jetre	jetra	Ncfsg
,	,	Z
mlijeko	mlijeko	Ncnsn
Orijentacijska	orijentacijski	Agpfsny
EIA	ei	Aspfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
kortikosteroida	kortikosteroid	Ncmsg
:	:	Z
deksametazona	deksametazon	Ncmsg
,	,	Z
betametazona	betametazon	Agpfsny
,	,	Z
flumetazona	flumetazon	Agpfsny
i	i	Cc
prednizolona	prednizolon	Agpfsny
SOP	SOP	Npfsn
Z-I-2-AM27	Z-I-2-AM27	Npfsn
Rev	Rev	Npfsn
01	01	Mdc
2009	2009	Mdc
-	-	Z
10	10	Mdc
-	-	Z
14	14	Mdc
Mlijeko	mlijeko	Ncnsn
Određivanje	određivanje	Ncnsn
antibakterijskih	antibakterijski	Agpfpgy
tvari	tvar	Ncfpg
u	u	Sl
mlijeku	mlijeko	Ncnsl
Delvotestom	Delvotest	Npmsi
®	®	Z
SOP	SOP	Npmsn
Z-I-2-AM28	Z-I-2-AM28	Mdc
Rev	rev	Aspmsnn
04	04	Mdc
2010	2010	Mdc
-	-	Z
03	03	Mdc
-	-	Z
03	03	Mdc
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
enrofloksacina	enrofloksacin	Ncmpg
SOP	SOP	Npfsg
Z-I-2-AM14	Z-I-2-AM14	Npfsg
Rev	Rev	Npfsg
03	03	Mdc
2009	2009	Mdc
-	-	Z
06	06	Mdc
-	-	Z
30	30	Mdc
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
flumekina	flumekin	Ncmpg
SOP	SOP	Npfsg
Z-I-2-AM31	Z-I-2-AM31	Npfsg
Rev	Rev	Npfsg
01	01	Mdc
2009	2009	Mdc
-	-	Z
07	07	Mdc
-	-	Z
13	13	Mdc
Orijentacijska	orijentacijski	Agpfsny
EIA	eii	Agpfsny
metoda	metoda	Ncfsn
za	za	Sa
određivanje	određivanje	Ncnsa
aflatoksina	aflatoksin	Ncmsg
M1	M1	Xf
SOP	SOP	Xf
Z-I-2-AM09	Z-I-2-AM09	Mdc
Rev	rev	Aspmsnn
04	04	Mdc
2013	2013	Mdc
-	-	Z
02	02	Mdc
-	-	Z
06	06	Mdc
Direktna	direktan	Agpfsny
metoda	metoda	Ncfsn
određivanja	određivanje	Ncnsg
olova	olovo	Ncnsg
i	i	Cc
kadmija	kadmij	Ncmsg
u	u	Sl
mlijeku	mlijeko	Ncnsl
i	i	Cc
tekućim	tekući	Agpmply
mliječnim	mliječan	Agpmply
proizvodima	proizvod	Ncmpl
pomoću	pomoć	Sg
AAS-a	AAS	Npmsg
SOP	SO	Npmsg
Z-I-2-AM59	Z-I-2-AM5	Npmsg
Rev	rev	Aspmsnn
00	00	Mdc
2012	2012	Mdc
-	-	Z
08	08	Mdc
-	-	Z
08	08	Mdc
Mišićno	mišićni	Agpnsny
tkivo	tkivo	Ncnsn
Određivanje	određivanje	Ncnsa
kadmija	kadmij	Ncmsg
atomskom	atomski	Agpfsiy
apsorpcijskom	apsorpcijski	Agpfsiy
spektrometrijom	spektrometrija	Ncfsi
SOP	SOP	Npfsn
Z-I-2-AM17	Z-I-2-AM17	Npfsn
Rev	Rev	Npfsn
03	03	Mdc
2009	2009	Mdc
-	-	Z
05	05	Mdc
-	-	Z
04	04	Mdc
Određivanje	određivanje	Ncnsn
olova	olovo	Ncnsg
atomskom	atomski	Agpfsiy
apsorpcijskom	apsorpcijski	Agpfsiy
spektrometrijom	spektrometrija	Ncfsi
SOP	SOP	Npfsn
Z-I-2-AM18	Z-I-2-AM18	Npfsn
Rev	Rev	Npfsn
03	03	Mdc
2009	2009	Mdc
-	-	Z
05	05	Mdc
-	-	Z
04	04	Mdc
Mišićno	mišićni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
bubrežno	bubrežni	Agpnsay
tkivo	tkivo	Ncnsa
,	,	Z
mlijeko	mlijeko	Ncnsn
,	,	Z
riba	ribati	Vmr3s
Određivanje	određivanje	Ncnsn
žive	živa	Ncfsg
direktnim	direktan	Agpnsiy
spaljivanjem	spaljivanje	Ncnsi
na	na	Sl
živinom	živin	Agpmsly
analizatoru	analizator	Ncmsl
u	u	Sl
hrani	hrana	Ncfsl
životinjskog	životinjski	Agpnsgy
podrijetla	podrijetlo	Ncnsg
SOP	SOP	Npfsg
Z-I-2-AM32	Z-I-2-AM32	Npfsg
Rev	Rev	Npfsg
01	01	Mdc
2010	2010	Mdc
-	-	Z
04	04	Mdc
-	-	Z
08	08	Mdc
Mišićno	mišićni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
mlijeko	mlijeko	Ncnsa
,	,	Z
jaja	jaje	Ncnpn
,	,	Z
med	med	Ncmsn
Određivanje	određivanje	Ncnsn
kloramfenikola	kloramfenikolo	Ncnsg
u	u	Sl
mišiću	mišić	Ncmsl
,	,	Z
mlijeku	mlijeko	Ncnsl
,	,	Z
jajima	jaje	Ncnpl
i	i	Cc
medu	med	Ncmsl
kombiniranom	kombiniran	Agpfsiy
metodom	metoda	Ncfsi
tekućinske	tekućinski	Agpfsgy
kromatografije	kromatografija	Ncfsg
–	–	Z
spektrometrije	spektrometrian	Agpfsny
masa	masa	Ncfsn
(	(	Z
LC-MS	lc-ma	Ncfpn
/	/	Z
MS	MS	Npmsn
)	)	Z
SOP	SOP	Npmsn
Z-I-2-AM08	Z-I-2-AM08	Mdc
Rev	rev	Aspmsnn
02	02	Mdc
2013	2013	Mdc
-	-	Z
01	01	Mdc
-	-	Z
22	22	Mdc
Jaja	jaje	Ncnpg
,	,	Z
mišićno	mišićni	Agpnsny
tkivo	tkivo	Ncnsn
,	,	Z
mlijeko	mlijeko	Ncnsa
Određivanje	određivanje	Ncnsn
nitrofurana	nitrofurana	Ncfpg
u	u	Sl
mlijeku	mlijeko	Ncnsl
,	,	Z
mišiću	mišić	Ncmsl
i	i	Cc
jajima	jaje	Ncnpl
(	(	Z
LC-MS	LC-MS	Npmsn
/	/	Z
MS	MS	Npmsn
)	)	Z
SOP	SOP	Npmsn
Z-I-2-AM05	Z-I-2-AM05	Mdc
Rev	rev	Aspmsnn
01	01	Mdc
2012	2012	Mdc
-	-	Z
12	12	Mdc
-	-	Z
24	24	Mdc
Određivanje	određivanje	Ncnsn
sulfonamida	sulfonamid	Ncmpg
,	,	Z

