pravilnikom	pravilnik	Ncmsi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

–	–	Pq3n-n
ako	ako	Cs
iz	iz	Sg
dostavljenog	dostaviti	Agpnsgy
izvješća	izvješće	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
16.	16.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
proizlazi	proizlaziti	Vmr3s
da	da	Cs
neopravdano	neopravdan	Agpnsny
nije	biti	Var3s
izvršio	izvršiti	Vmp-sm
program	program	Ncmsan
rada	rad	Ncmsg
za	za	Sa
prethodno	prethodan	Agpnsay
trogodišnje	trogodišnji	Agpnsay
razdoblje	razdoblje	Ncnsa

–	–	Pq3n-n
ako	ako	Cs
ne	ne	Qz
postupi	postupiti	Vmr3s
po	po	Sl
obvezi	obveza	Ncfsl
iz	iz	Sg
članka	članak	Ncmsg
16.	16.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

–	–	Pq3n-n
ako	ako	Cs
ne	ne	Qz
izvrši	izvršiti	Vmr3s
obvezu	obveza	Ncfsa
iz	iz	Sg
članka	članak	Ncmsg
48.	48.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ni	ni	Qo
nakon	nakon	Sg
upozorenja	upozorenje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
36.	36.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Nadležni	nadležan	Agpmsny
ured	ured	Ncmsn
će	htjeti	Var3s
po	po	Sl
službenoj	služben	Agpfsly
dužnosti	dužnost	Ncfsl
ili	ili	Cc
na	na	Sa
prijedlog	prijedlog	Ncmsan
drugog	drugi	Mlomsg
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
poništiti	poništiti	Vmn
,	,	Z
odnosno	odnosno	Rgp
ukinuti	ukinuti	Vmn
rješenje	rješenje	Ncnsa
kojim	koji	Pi-nsi
se	sebe	Px--sa
odobrava	odobravati	Vmr3s
stalno	stalan	Agpnsny
prikupljanje	prikupljanje	Ncnsn
i	i	Cc
pružanje	pružanje	Ncnsa
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg
i	i	Cc
izvršiti	izvršiti	Vmn
brisanje	brisanje	Ncnsa
organizatora	organizator	Ncmpg
stalnog	stalan	Agpnsgy
prikupljanja	prikupljanje	Ncnsg
i	i	Cc
pružanja	pružanje	Ncnsg
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg
iz	iz	Sg
evidencije	evidencija	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
49.	49.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ako	ako	Cs
se	sebe	Px--sa
u	u	Sl
roku	rok	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
utvrđen	utvrditi	Appmsnn
rješenjem	rješenje	Ncnsi
o	o	Sl
provedenom	provesti	Agpmsly
inspekcijskom	inspekcijski	Agpmsly
nadzoru	nadzor	Ncmsl
ne	ne	Qz
otklone	otklon	Ncmpa
utvrđene	utvrditi	Agpfpay
nepravilnosti	nepravilnost	Ncfpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
O	o	Sl
žalbi	žalba	Ncfsl
protiv	protiv	Sg
rješenja	rješenje	Ncnsg
iz	iz	Sg
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
odlučuje	odlučivati	Vmr3s
ministarstvo	ministarstvo	Ncnsa
nadležno	nadležan	Agpnsay
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Žalba	žalba	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
odgađa	odgađati	Vmr3s
izvršenje	izvršenje	Ncnsa
rješenja	rješenje	Ncnsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Izvršnošću	Izvršnošć	Npmsl
rješenja	rješenje	Ncnsg
iz	iz	Sg
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
prestaje	prestajati	Vmr3s
pravo	pravo	Ncnsa
korištenja	korištenje	Ncnsg
logotipa	logotip	Ncmsg
za	za	Sa
stalno	stalan	Agpnsay
prikupljanje	prikupljanje	Ncnsa
i	i	Cc
pružanje	pružanje	Ncnsa
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg
.	.	Z

Članak	članak	Ncmsn
51.	51.	Mdo

Neprofitna	neprofitan	Agpfsny
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
je	biti	Var3s
na	na	Sl
temelju	temelj	Ncmsl
rješenja	rješenje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
50.	50.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
podstavaka	podstavak	Ncmpg
2.	2.	Mdo
–	–	Z
5.	5.	Mdo
te	te	Cc
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
brisana	brisati	Appfsny
iz	iz	Sg
evidencije	evidencija	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
49.	49.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
može	moći	Vmr3s
ponovno	ponovno	Rgp
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
izdavanje	izdavanje	Ncnsa
rješenja	rješenje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
14.	14.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
nakon	nakon	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
od	od	Sg
dvije	dva	Ncfsg
godine	godina	Ncfsg
od	od	Sg
dana	dan	Ncmsg
izvršnosti	izvršnosti	Sg
rješenja	rješenje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
50.	50.	Mdo
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

VIII	viii	Mrc
.	.	Z

PRIJAVA	prijava	Ncfsn
PROMJENE	promjena	Ncfsg

Članak	članak	Ncmsn
52.	52.	Mdo

Stalni	stalan	Agpmsny
prikupljač	prikupljač	Ncmsn
humanitarne	humanitaran	Agpfsgy
pomoći	pomoć	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
nadležnom	nadležan	Agpmsdy
uredu	ured	Ncmsd
prijaviti	prijaviti	Vmn
svaku	svaki	Pi-fsa
promjenu	promjena	Ncfsa
zbog	zbog	Sg
koje	koji	Pi-fsg
više	više	Rgp
ne	ne	Qz
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
14.	14.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
najkasnije	kasno	Rgs
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
trideset	trideset	Mlc
dana	dan	Ncmpg
od	od	Sg
nastale	nastao	Agpfsgy
promjene	promjena	Ncfsg
.	.	Z

IX	IX	Mrc
.	.	Z

POREZNE	porezni	Agpfpny
I	i	Cc
CARINSKE	carinski	Agpfsgy
OLAKŠICE	olakšica	Ncfsg

Članak	članak	Ncmsn
53.	53.	Mdo

Pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
prikuplja	prikupljati	Vmr3s
i	i	Cc
pruža	pružati	Vmr3s
humanitarnu	humanitaran	Agpfsay
pomoć	pomoć	Ncfsa
sukladno	sukladno	Rgp
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ostvaruje	ostvarivati	Vmr3s
porezne	porezni	Agpfpay
i	i	Cc
carinske	carinski	Agpfsgy
olakšice	olakšica	Ncfsg
pod	pod	Si
uvjetima	uvjet	Ncmpi
i	i	Cc
na	na	Sa
način	način	Ncmsan
propisan	propisan	Agpmsann
carinskim	carinski	Agpmsiy
i	i	Cc
poreznim	porezni	Agpmpiy
propisima	propis	Ncmpi
.	.	Z

X.	X.	Y
DRŽAVNA	državni	Agpfsny
NAGRADA	nagrada	Ncfsn
ZA	za	Sa
HUMANITARNI	humanitaran	Agpmsayn
RAD	rad	Ncmsan

Članak	članak	Ncmsn
54.	54.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Državna	državni	Agpfsny
nagrada	nagrada	Ncfsn
za	za	Sa
humanitarni	humanitaran	Agpmsayn
rad	rad	Ncmsan
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
nagrada	nagrada	Ncfsn
)	)	Z
je	biti	Var3s
priznanje	priznanje	Ncnsn
koje	koji	Pi-nsn
Republika	republika	Ncfsn
Hrvatska	Hrvatska	Npfsn
dodjeljuje	dodjeljivati	Vmr3s
za	za	Sa
iznimna	izniman	Agpnpay
postignuća	postignuće	Ncnpa
i	i	Cc
doprinos	doprinos	Ncmsn
razvoju	razvoj	Ncmsl
i	i	Cc
unapređenju	unapređenj	Ncmsl
humanitarnog	humanitaran	Agpmsgy
rada	rad	Ncmsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Nagrada	nagrada	Ncfsn
se	sebe	Px--sa
dodjeljuje	dodjeljivati	Vmr3s
na	na	Sa
prijedlog	prijedlog	Ncmsan
tijela	tijelo	Ncnsg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
,	,	Z
tijela	tijelo	Ncnsg
jedinica	jedinica	Ncfpg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
,	,	Z
neprofitnih	neprofitan	Agpfpgy
i	i	Cc
profitnih	profitni	Agpfpgy
pravnih	pravni	Agpfpgy
osoba	osoba	Ncfpg
te	te	Cc
fizičkih	fizički	Agpfpgy
osoba	osoba	Ncfpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Nagrada	nagrada	Ncfsn
se	sebe	Px--sa
dodjeljuje	dodjeljivati	Vmr3s
svake	svaki	Pi-fsg
godine	godina	Ncfsg
10.	10.	Mdo
prosinca	prosinac	Ncmsg
,	,	Z
na	na	Sa
Međunarodni	međunarodni	Agpmsayn
dan	dan	Ncmsan
ljudskih	ljudski	Agpnpgy
prava	pravo	Ncnpg
.	.	Z

Članak	članak	Ncmsn
55.	55.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nagrada	nagrada	Ncfsn
se	sebe	Px--sa
dodjeljuje	dodjeljivati	Vmr3s
kao	kao	Cs
nagrada	nagrada	Ncfsn
za	za	Sa
životno	životan	Agpnsay
djelo	djelo	Ncnsa
i	i	Cc
kao	kao	Cs
godišnja	godišnji	Agpfsny
nagrada	nagrada	Ncfsn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
tekućoj	tekući	Agpfsly
godini	godina	Ncfsl
može	moći	Vmr3s
se	sebe	Px--sa
dodijeliti	dodijeliti	Vmn
jedna	jedan	Mlcfsn
nagrada	nagrada	Ncfsn
za	za	Sa
životno	životan	Agpnsay
djelo	djelo	Ncnsa
i	i	Cc
do	do	Sg
tri	tri	Mlc
godišnje	godišnji	Agpfsgy
nagrade	nagrada	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Nagrada	nagrada	Ncfsn
za	za	Sa
životno	životan	Agpnsay
djelo	djelo	Ncnsa
dodjeljuje	dodjeljivati	Vmr3s
se	sebe	Px--sa
pojedincima	pojedinac	Ncmpd
za	za	Sa
trajan	trajan	Agpmsann
doprinos	doprinos	Ncmsan
razvoju	razvoj	Ncmsd
i	i	Cc
unapređenju	unapređenj	Ncmsl
humanitarnog	humanitaran	Agpmsgy
rada	rad	Ncmsg
,	,	Z
u	u	Sl
obliku	oblik	Ncmsl
povelje	povelja	Ncfsg
i	i	Cc
u	u	Sl
novcu	novac	Ncmsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Godišnja	godišnji	Agpfsny
nagrada	nagrada	Ncfsn

