gubitke	gubitak	Ncmpa
7	7	Mdc
)	)	Z
Nakon	nakon	Cs
što	što	Cs
Agencija	agencija	Ncfsn
izda	izdati	Vmr3s
odobrenje	odobrenje	Ncnsa
za	za	Sa
uporabu	uporaba	Ncfsa
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
,	,	Z
od	od	Sg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
može	moći	Vmr3s
rješenjem	rješenje	Ncnsi
zahtijevati	zahtijevati	Vmn
da	da	Cs
Agenciji	agencija	Ncfsl
dostavi	dostaviti	Vmr3s
procjenu	procjena	Ncfsa
potrebnog	potreban	Agpmsgy
solventnog	solventan	Agpmsgy
kapitala	kapital	Ncmsg
koji	koji	Pi-msn
je	biti	Var3s
određen	odrediti	Appmsnn
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
standardnom	standardan	Agpfsiy
formulom	formula	Ncfsi
iz	iz	Sg
članaka	članak	Ncmpg
133.	133.	Mdo
–	–	Z
142.	142.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Posebne	poseban	Agpfpny
odredbe	odredba	Ncfpn
o	o	Sl
izdavanju	izdavanje	Ncnsl
odobrenja	odobrenje	Ncnsg
za	za	Sa
uporabu	uporaba	Ncfsa
djelomičnih	djelomičan	Agpmpgy
unutarnjih	unutarnji	Agpmpgy
modela	model	Ncmpg

Članak	članak	Ncmsn
144.	144.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
djelomičnog	djelomičan	Agpmsgy
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
odobrenje	odobrenje	Ncnsa
Agencije	agencija	Ncfsg
izdaje	izdavati	Vmr3s
se	sebe	Px--sa
samo	samo	Rgp
kada	kada	Rgp
taj	taj	Pd-msn
model	model	Ncmsn
ispunjava	ispunjavati	Vmr3s
zahtjeve	zahtjev	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
143.	143.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc
sljedeće	sljedeći	Agpmpay
dodatne	dodatan	Agpmpay
uvjete	uvjet	Ncmpa
:	:	Z

1.	1.	Mdo
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
primjereno	primjeriti	Appnsny
je	biti	Var3s
opravdalo	opravdati	Vmp-sn
razlog	razlog	Ncmsan
za	za	Sa
ograničeni	ograničiti	Agpmsayn
opseg	opseg	Ncmsan
primjene	primjena	Ncfsg
modela	model	Ncmpg

2.	2.	Mdo
dobiveni	dobiven	Agpmsny
potrebni	potreban	Agpmsny
solventni	solventan	Agpmsny
kapital	kapital	Ncmsn
primjerenije	primjereno	Rgc
odražava	odražavati	Vmr3s
profil	profil	Ncmsan
rizičnosti	rizičnost	Ncfsg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
,	,	Z
i	i	Cc
osobito	osobito	Rgp
da	da	Cs
je	biti	Var3s
usklađen	uskladiti	Appmsnn
s	sa	Si
načelima	načelo	Ncmpi
iz	iz	Sg
članaka	članak	Ncmpg
130.	130.	Mdo
–	–	Z
132.	132.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

3.	3.	Mdo
njegov	njegov	Ps3msan
oblik	oblik	Ncmsan
usklađen	uskladiti	Appmsnn
je	biti	Var3s
s	sa	Si
načelima	načelo	Ncmpi
iz	iz	Sg
članaka	članak	Ncmpg
130.	130.	Mdo
–	–	Z
132.	132.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
tako	tako	Cs
da	da	Cs
omogućuje	omogućivati	Vmr3s
potpunu	potpun	Agpfsay
integraciju	integracija	Ncfsa
djelomičnog	djelomičan	Agpmsgy
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
u	u	Sa
standardnu	standardan	Agpfsay
formulu	formula	Ncfsa
za	za	Sa
izračun	izračun	Ncmsan
potrebnog	potreban	Agpmsgy
solventnog	solventan	Agpmsgy
kapitala	kapital	Ncmsg
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Uredbom	uredba	Ncfsi
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
2015/35.	2015/35.	Mds

(	(	Z
2	2	Mdc
)	)	Z
Pri	pri	Sl
procjenjivanju	procjenjivanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
uporabu	uporaba	Ncfsa
djelomičnog	djelomičan	Agpmsgy
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
koji	koji	Pi-msn
pokriva	pokrivati	Vmr3s
samo	samo	Rgp
određene	određen	Agpfpay
podmodule	podmodula	Ncfpa
specifičnog	specifičan	Agpmsgy
modula	modul	Ncmsg
rizika	rizik	Ncmsg
ili	ili	Cc
neke	neki	Pi-fsg
poslovne	poslovan	Agpfsgy
jedinice	jedinica	Ncfsg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
specifični	specifičan	Agpmsayn
modul	modul	Ncmsan
rizika	rizik	Ncmsg
,	,	Z
ili	ili	Cc
dijelove	dio	Ncmpa
jednih	jedan	Agpmpgy
i	i	Cc
drugih	drugi	Mlofpg
,	,	Z
Agencija	agencija	Ncfsn
može	moći	Vmr3s
zahtijevati	zahtijevati	Vmn
da	da	Cs
društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
dostavi	dostaviti	Vmr3s
realan	realan	Agpmsann
prijelazni	prijelazan	Agpmsayn
plan	plan	Ncmsan
za	za	Sa
proširenje	proširenje	Ncnsa
opsega	opseg	Ncmsg
primjene	primjena	Ncfsg
modela	model	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Prijelazni	prijelazan	Agpmsny
plan	plan	Ncmsn
određuje	određivati	Vmr3s
način	način	Ncmsan
na	na	Sa
koji	koji	Pi-msan
društvo	društvo	Ncnsa
za	za	Sa
osiguranje	osiguranje	Ncnsa
planira	planirati	Vmr3s
proširiti	proširiti	Vmn
opseg	opseg	Ncmsan
primjene	primjena	Ncfsg
modela	model	Ncmpg
na	na	Sa
druge	drugi	Mlofpa
podmodule	podmodula	Ncfpa
ili	ili	Cc
poslovne	poslovan	Agpfsgy
jedinice	jedinica	Ncfsg
kako	kako	Cs
bi	biti	Vaa3s
se	sebe	Px--sa
osiguralo	osigurati	Vmp-sn
da	da	Cs
taj	taj	Pd-msn
model	model	Ncmsn
pokriva	pokrivati	Vmr3s
prevladavajući	prevladavajući	Agpmsayn
dio	dio	Ncmsan
njihovih	njihov	Ps3mpg
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
taj	taj	Pd-msan
specifični	specifičan	Agpmsayn
modul	modul	Ncmsan
rizika	rizik	Ncmsg
.	.	Z

Politika	politika	Ncfsn
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
izmjenama	izmjena	Ncfpi
potpunih	potpun	Agpmpgy
i	i	Cc
djelomičnih	djelomičan	Agpmpgy
unutarnjih	unutarnji	Agpmpgy
modela	model	Ncmpg

Članak	članak	Ncmsn
145.	145.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
okviru	okvir	Ncmsl
početnog	početan	Agpmsgy
postupka	postupak	Ncmsg
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
uporabu	uporaba	Ncfsa
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
Agencija	agencija	Ncfsn
odobrava	odobravati	Vmr3s
politiku	politika	Ncfsa
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
izmjenama	izmjena	Ncfpi
modela	model	Ncmsg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
koja	koji	Pi-fsn
uključuje	uključivati	Vmr3s
specifikaciju	specifikacija	Ncfsa
manjih	mali	Agcmpgy
i	i	Cc
većih	velik	Agcfpgy
izmjena	izmjena	Ncfpg
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
.	.	Z

Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
može	moći	Vmr3s
mijenjati	mijenjati	Vmn
svoj	svoj	Px-msan
unutarnji	unutarnji	Agpmsayn
model	model	Ncmsan
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
tom	taj	Pd-fsi
politikom	politika	Ncfsi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Za	za	Sa
veće	velik	Agpfpay
izmjene	izmjena	Ncfpa
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
,	,	Z
kao	kao	Cs
i	i	Qo
za	za	Sa
izmjene	izmjena	Ncfpa
te	taj	Pd-fsg
politike	politika	Ncfsg
,	,	Z
potrebno	potreban	Agpnsny
je	biti	Var3s
dobiti	dobiti	Vmn
prethodno	prethodan	Agpnsny
odobrenje	odobrenje	Ncnsn
Agencije	agencija	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
143.	143.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
koje	koji	Pi-nsn
se	sebe	Px--sa
izdaje	izdavati	Vmr3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
propisima	propis	Ncmpi
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
kojima	koji	Pi-fpi
se	sebe	Px--sa
uređuju	uređivati	Vmr3p
postupci	postupak	Ncmpn
za	za	Sa
odobrenje	odobrenje	Ncnsa
većih	velik	Agpfpgy
izmjena	izmjena	Ncfpg
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
.	.	Z

Za	za	Sa
manje	mali	Ncnsa
izmjene	izmjena	Ncfpa
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
nije	biti	Var3s
potrebno	potreban	Agpnsny
dobiti	dobiti	Vmn
prethodno	prethodan	Agpnsay
odobrenje	odobrenje	Ncnsa
Agencije	agencija	Ncfsg
ako	ako	Cs
su	biti	Var3p
te	taj	Pd-fpn
izmjene	izmjena	Ncfpn
uvedene	uveden	Appfpny
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
predmetnom	predmetni	Agpfsiy
politikom	politika	Ncfsi
.	.	Z

Odgovornosti	odgovornost	Ncfpn
uprave	uprava	Ncfsg
i	i	Cc
nadzornog	nadzorni	Agpmsgy
odbora	odbor	Ncmsg
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa

Članak	članak	Ncmsn
146.	146.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Uprava	uprava	Ncfsn
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
uz	uz	Sa
odobrenje	odobrenje	Ncnsa
nadzornog	nadzorni	Agpmsgy
obora	obor	Ncmsg
podnosi	podnositi	Vmr3s
Agenciji	agencija	Ncfsd
zahtjev	zahtjev	Ncmsan
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
uporabu	uporaba	Ncfsa
unutarnjeg	unutarnji	Agpmsgy
modela	model	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
143.	143.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
kao	kao	Cs
i	i	Qo
zahtjev	zahtjev	Ncmsan
za	za	Sa

