kalibriraju	kalibrirati	Vmr3p
je	biti	Var3s
povezana	povezati	Appfsny
s	sa	Si
postojećim	postojeći	Agpfpiy
obvezama	obveza	Ncfpi
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
ugovora	ugovor	Ncmsg
o	o	Sl
reosiguranju	reosiguranje	Ncnsl
,	,	Z
kao	kao	Cs
i	i	Cc
s	sa	Si
novim	nov	Agpmpiy
poslovima	posao	Ncmpi
čije	čiji	Pi-nsn
se	sebe	Px--sa
sklapanje	sklapanje	Ncnsn
očekuje	očekivati	Vmr3s
tijekom	tijekom	Sg
sljedećih	sljedeći	Agpmpgy
12	12	Mdc
mjeseci	mjesec	Ncmpg
.	.	Z

Izračunava	izračunavati	Vmr3s
se	sebe	Px--sa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
142.	142.	Mdo
stavkom	stavak	Ncmsi
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
kao	kao	Cs
kombinacija	kombinacija	Ncfsn
kapitalnih	kapitalan	Agpmpgy
zahtjeva	zahtjev	Ncmpg
za	za	Sa
najmanje	mali	Ncnsa
sljedeće	sljedeći	Agpfsgy
podmodule	podmodula	Ncfsg
rizika	rizik	Ncmsg
:	:	Z

1.	1.	Mdo
rizik	rizik	Ncmsan
gubitka	gubitak	Ncmsg
ili	ili	Cc
nepovoljne	nepovoljan	Agpfsgy
promjene	promjena	Ncfsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
promjena	promjena	Ncfpg
u	u	Sl
vremenu	vrijeme	Ncnsl
nastanka	nastanak	Ncmsg
,	,	Z
učestalosti	učestalost	Ncfsg
i	i	Cc
težini	težina	Ncfsl
osiguranih	osigurati	Agpmpgy
događaja	događaj	Ncmpg
te	te	Cc
promjena	promjena	Ncfpg
u	u	Sl
vremenu	vrijeme	Ncnsl
rješavanja	rješavanje	Ncnsg
šteta	šteta	Ncfpg
i	i	Cc
izdacima	izdatak	Ncmpl
za	za	Sa
štete	šteta	Ncfpa
,	,	Z
odnosno	odnosno	Rgp
rizik	rizik	Ncmsan
premija	premija	Ncfpg
i	i	Cc
rizik	rizik	Ncmsn
pričuva	pričuva	Ncfpg
neživotnog	neživotan	Agpnsgy
osiguranja	osiguranje	Ncnsg

2.	2.	Mdo
rizik	rizik	Ncmsan
gubitka	gubitak	Ncmsg
ili	ili	Cc
nepovoljne	nepovoljan	Agpfsgy
promjene	promjena	Ncfsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
postojanja	postojanje	Ncnsg
značajnih	značajan	Agpfpgy
neizvjesnosti	neizvjesnost	Ncfpg
u	u	Sl
pretpostavkama	pretpostavka	Ncfpl
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
oblikovanjem	oblikovanje	Ncnsi
premije	premija	Ncfsg
osiguranja	osiguranje	Ncnsg
i	i	Cc
tehničkih	tehnički	Agpfpgy
pričuva	pričuva	Ncfpg
povezanih	povezan	Agpfpgy
s	sa	Si
ekstremnim	ekstreman	Agpmsiy
ili	ili	Cc
iznimnim	izniman	Agpmpiy
događajima	događaj	Ncmpi
,	,	Z
odnosno	odnosno	Rgp
rizik	rizik	Ncmsan
katastrofe	katastrofa	Ncfsg
neživotnog	neživotan	Agpnsgy
osiguranja	osiguranje	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Modul	modul	Ncmsn
preuzetog	preuzet	Agpmsgy
rizika	rizik	Ncmsg
životnog	životan	Agpnsgy
osiguranja	osiguranje	Ncnsg
mora	morati	Vmr3s
odražavati	odražavati	Vmn
rizik	rizik	Ncmsan
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
s	sa	Si
obilježjima	obilježje	Ncnpi
životnih	životan	Agpnpgy
osiguranja	osiguranje	Ncnpg
koji	koji	Pi-msn
je	biti	Var3s
povezan	povezati	Appmsnn
s	sa	Si
pokrivenim	pokriti	Agpfpiy
opasnostima	opasnost	Ncfpi
i	i	Cc
procesima	proces	Ncmpl
koji	koji	Pi-mpn
se	sebe	Px--sa
upotrebljavaju	upotrebljavati	Vmr3p
u	u	Sl
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
.	.	Z

Izračunava	izračunavati	Vmr3s
se	sebe	Px--sa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
142.	142.	Mdo
stavkom	stavak	Ncmsi
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
kao	kao	Cs
kombinacija	kombinacija	Ncfsn
kapitalnih	kapitalan	Agpmpgy
zahtjeva	zahtjev	Ncmpg
za	za	Sa
najmanje	mali	Ncnsa
sljedeće	sljedeći	Agpfsgy
podmodule	podmodula	Ncfsg
rizika	rizik	Ncmsg
:	:	Z

1.	1.	Mdo
rizik	rizik	Ncmsan
gubitka	gubitak	Ncmsg
ili	ili	Cc
nepovoljne	nepovoljan	Agpfsgy
promjene	promjena	Ncfsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
promjena	promjena	Ncfpg
u	u	Sl
razini	razina	Ncfsl
,	,	Z
trendu	trend	Ncmsl
ili	ili	Cc
volatilnosti	volatilnost	Ncfsg
stopa	stopa	Ncfsn
smrtnosti	smrtnost	Ncfsg
,	,	Z
pri	pri	Sl
čemu	što	Pi3n-l
povećanje	povećanje	Ncnsa
stope	stopa	Ncfsg
smrtnosti	smrtnost	Ncfsg
dovodi	dovoditi	Vmr3s
do	do	Sg
povećanja	povećanje	Ncnsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
rizik	rizik	Ncmsn
smrtnosti	smrtnost	Ncfsg

2.	2.	Mdo
rizik	rizik	Ncmsan
gubitka	gubitak	Ncmsg
ili	ili	Cc
nepovoljne	nepovoljan	Agpfsgy
promjene	promjena	Ncfsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
promjena	promjena	Ncfpg
u	u	Sl
razini	razina	Ncfsl
,	,	Z
trendu	trend	Ncmsl
ili	ili	Cc
volatilnosti	volatilnost	Ncfsg
stopa	stopa	Ncfsn
smrtnosti	smrtnost	Ncfsg
,	,	Z
pri	pri	Sl
čemu	što	Pi3n-l
smanjenje	smanjenje	Ncnsa
stope	stopa	Ncfsg
smrtnosti	smrtnost	Ncfsg
dovodi	dovoditi	Vmr3s
do	do	Sg
povećanja	povećanje	Ncnsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
rizik	rizik	Ncmsn
dugovječnosti	dugovječnost	Ncfsg

3.	3.	Mdo
rizik	rizik	Ncmsan
gubitka	gubitak	Ncmsg
ili	ili	Cc
nepovoljne	nepovoljan	Agpfsgy
promjene	promjena	Ncfsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
promjena	promjena	Ncfpg
u	u	Sl
razini	razina	Ncfsl
,	,	Z
trendu	trend	Ncmsl
ili	ili	Cc
volatilnosti	volatilnost	Ncfsg
stopa	stopa	Ncfsn
nesposobnosti	nesposobnost	Ncfsg
i	i	Cc
pobolijevanja	pobolijevanje	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
rizik	rizik	Ncmsn
nesposobnosti	nesposobnost	Ncfsg
–	–	Z
pobolijevanja	pobolijevanje	Ncnsg

4.	4.	Mdo
rizik	rizik	Ncmsan
gubitka	gubitak	Ncmsg
ili	ili	Cc
nepovoljne	nepovoljan	Agpfsgy
promjene	promjena	Ncfsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
promjena	promjena	Ncfpg
u	u	Sl
razini	razina	Ncfsl
,	,	Z
trendu	trend	Ncmsl
ili	ili	Cc
volatilnosti	volatilnost	Ncfsg
troškova	trošak	Ncmpg
nastalih	nastao	Agpmpgy
održavanjem	održavanje	Ncnsi
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
ili	ili	Cc
ugovora	ugovor	Ncmsg
o	o	Sl
reosiguranju	reosiguranje	Ncnsl
,	,	Z
odnosno	odnosno	Rgp
rizik	rizik	Ncmsan
troškova	trošak	Ncmpg
životnog	životan	Agpnsgy
osiguranja	osiguranje	Ncnsg

5.	5.	Mdo
rizik	rizik	Ncmsan
gubitka	gubitak	Ncmsg
ili	ili	Cc
nepovoljne	nepovoljan	Agpfsgy
promjene	promjena	Ncfsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
promjena	promjena	Ncfpg
u	u	Sl
razini	razina	Ncfsl
,	,	Z
trendu	trend	Ncmsl
ili	ili	Cc
volatilnosti	volatilnost	Ncfsg
stopa	stopa	Ncfsn
usklađivanja	usklađivanje	Ncnsg
koje	koji	Pi-fpn
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
na	na	Sa
rente	renta	Ncfpa
zbog	zbog	Sg
promjena	promjena	Ncfpg
u	u	Sl
pravnom	pravni	Agpnsly
okruženju	okruženje	Ncnsl
ili	ili	Cc
zdravstvenom	zdravstven	Agpnsly
stanju	stanje	Ncnsl
osigurane	osigurati	Ncfsg
osobe	osoba	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
rizik	rizik	Ncmsn
usklađenja	usklađenje	Ncnsg

6.	6.	Mdo
rizik	rizik	Ncmsan
gubitka	gubitak	Ncmsg
ili	ili	Cc
nepovoljne	nepovoljan	Agpfsgy
promjene	promjena	Ncfsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
promjena	promjena	Ncfpg
u	u	Sl
razini	razina	Ncfsl
,	,	Z
trendu	trend	Ncmsl
ili	ili	Cc
volatilnosti	volatilnost	Ncfsg
stopa	stopa	Ncfsn
odustanka	odustanak	Ncmsg
,	,	Z
raskida	raskid	Ncmsg
,	,	Z
obnove	obnova	Ncfsg
i	i	Cc
otkupa	otkup	Ncmsg
polica	polica	Ncfpg
,	,	Z
odnosno	odnosno	Rgp
rizik	rizik	Ncmsan
odustanka	odustanak	Ncmsg

7.	7.	Mdo
rizik	rizik	Ncmsan
gubitka	gubitak	Ncmsg
ili	ili	Cc
nepovoljne	nepovoljan	Agpfsgy
promjene	promjena	Ncfsg
vrijednosti	vrijednost	Ncfsg
obveza	obveza	Ncfpg
iz	iz	Sg
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s
iz	iz	Sg
postojanja	postojanje	Ncnsg
značajnih	značajan	Agpfpgy
neizvjesnosti	neizvjesnost	Ncfpg
u	u	Sl
pretpostavkama	pretpostavka	Ncfpl
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
oblikovanjem	oblikovanje	Ncnsi
premija	premija	Ncfpg
osiguranja	osiguranje	Ncnsg
i	i	Cc
tehničkih	tehnički	Agpfpgy
pričuva	pričuva	Ncfpg
povezanih	povezan	Agpfpgy
s	sa	Si
ekstremnim	ekstreman	Agpmsiy
ili	ili	Cc
iznimnim	izniman	Agpmpiy
događajima	događaj	Ncmpi
,	,	Z
odnosno	odnosno	Rgp
rizik	rizik	Ncmsan
katastrofe	katastrofa	Ncfsg
životnog	životan	Agpnsgy
osiguranja	osiguranje	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Modul	modul	Ncmsn
preuzetog	preuzet	Agpmsgy
rizika	rizik	Ncmsg
zdravstvenog	zdravstven	Agpnsgy
osiguranja	osiguranje	Ncnsg
mora	morati	Vmr3s
odražavati	odražavati	Vmn
rizik	rizik	Ncmsan
koji	koji	Pi-msn
proizlazi	proizlaziti	Vmr3s

