Službenu	služben	Agpfsay
stavku	stavak	Ncmsl
2.	2.	Mdo
riječ	riječ	Ncfsn
:	:	Z
»	»	Z
Stočarska	stočarski	Agpfsny
«	«	Z
zamjenjuje	zamjenjivati	Vmr3s
se	sebe	Px--sa
riječju	riječ	Ncfsi
:	:	Z
»	»	Z
Poljoprivredna	poljoprivredni	Agpfsny
«	«	Z
.	.	Z

Članak	članak	Ncmsn
8.	8.	Mdo

U	u	Sl
članku	članak	Ncmsl
12.	12.	Mdo
stavku	stavak	Ncmsl
1.	1.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
otkloniti	otkloniti	Vmn
«	«	Z
briše	brisati	Vmr3s
se	sebe	Px--sa
točka	točka	Ncfsn
i	i	Cc
dodaju	dodati	Vmr3p
riječi	riječ	Ncfpa
:	:	Z
»	»	Z
te	te	Cc
poduzeti	poduzeti	Vmn
druge	drugi	Agpfpay
mjere	mjera	Ncfpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
posebnim	poseban	Agpmpiy
propisima	propis	Ncmpi
.	.	Z
«	«	Z
.	.	Z

Stavak	stavak	Ncmsn
5.	5.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
5	5	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
na	na	Sa
zahtjev	zahtjev	Ncmsan
stranke	stranka	Ncfsg
izdaje	izdavati	Vmr3s
se	sebe	Px--sa
pisani	pisan	Agpmsny
otpravak	otpravak	Ncmsn
rješenja	rješenje	Ncnsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
osam	osam	Mlc
dana	dan	Ncmpg
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
9.	9.	Mdo

U	u	Sl
članku	članak	Ncmsl
17.	17.	Mdo
stavku	stavak	Ncmsl
1.	1.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
izvršiti	izvršiti	Vmn
analizu	analiza	Ncfsa
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
11.	11.	Mdo

Uredbe	uredba	Ncfpn
(	(	Z
EZ	EZ	Npmsn
)	)	Z
br.	br.	Y
882/2004	882/2004	Mdc
«	«	Z
.	.	Z

Stavak	stavak	Ncmsn
5.	5.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
5	5	Mdc
)	)	Z
Stranka	stranka	Ncfsn
ima	imati	Vmr3s
pravo	pravo	Ncnsa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
15	15	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
kada	kada	Cs
je	biti	Var3s
zaprimljena	zaprimiti	Appfsny
obavijest	obavijest	Ncfsn
o	o	Sl
rezultatima	rezultat	Ncmpl
analize	analiza	Ncfsg
službenog	služben	Agpmsgy
uzorka	uzorak	Ncmsg
prigovoriti	prigovoriti	Vmn
navedenim	naveden	Agpmpiy
rezultatima	rezultat	Ncmpi
službenog	služben	Agpmsgy
uzorka	uzorak	Ncmsg
predočenjem	predočenje	Ncnsi
rezultata	rezultat	Ncmsg
analize	analiza	Ncfsg
uzorka	uzorak	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
podstavka	podstavak	Ncmsg
9.	9.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
osobi	osoba	Ncfsl
ovlaštenoj	ovlastiti	Appfsly
za	za	Sa
provedbu	provedba	Ncfsa
službenih	služben	Agpfpgy
kontrola	kontrola	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
6.	6.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
te	te	Cc
zahtijevati	zahtijevati	Vmn
analizu	analiza	Ncfsa
referentnog	referentan	Agpmsgy
uzorka	uzorak	Ncmsg
.	.	Z
«	«	Z
.	.	Z

U	u	Sl
stavku	stavak	Ncmsl
6.	6.	Mdo
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
Europske	europski	Agpfsgy
unije	unija	Ncfsg
«	«	Z
zamjenjuju	zamjenjivati	Vmr3p
se	sebe	Px--sa
riječima	riječ	Ncfpi
:	:	Z
»	»	Z
jedne	jedan	Mlcfsg
od	od	Sg
država	država	Ncfpg
članica	članica	Ncfpg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
«	«	Z
.	.	Z

U	u	Sl
stavku	stavak	Ncmsl
7.	7.	Mdo
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
Europskoj	europski	Agpfsly
uniji	unija	Ncfsl
«	«	Z
zamjenjuju	zamjenjivati	Vmr3p
se	sebe	Px--sa
riječima	riječ	Ncfpi
:	:	Z
»		Agpfply
državama	država	Ncfpl
članicama	članica	Ncfpl
Europske	europski	Agpfsgy
unije	unija	Ncfsg
«	«	Z
.	.	Z

Stavak	stavak	Ncmsn
15.	15.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
15	15	Mdc
)	)	Z
Troškove	trošak	Ncmpa
uzorkovanja	uzorkovanje	Ncnsg
,	,	Z
dostave	dostava	Ncfsg
uzorka	uzorak	Ncmsg
u	u	Sa
laboratorij	laboratorij	Ncmsan
i	i	Cc
analize	analiza	Ncfsg
referentnog	referentan	Agpmsgy
uzorka	uzorak	Ncmsg
te	te	Cc
uzorka	uzorak	Ncmsg
za	za	Sa
drugo	drugi	Agpnsay
mišljenje	mišljenje	Ncnsa
za	za	Sa
potrebe	potreba	Ncfpa
stranke	stranka	Ncfsg
snosi	snositi	Vmr3s
stranka	stranka	Ncfsn
.	.	Z
«	«	Z
.	.	Z

Iza	iza	Sg
stavka	stavak	Ncmsg
15.	15.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
novi	nov	Agpmsny
stavak	stavak	Ncmsn
16.	16.	Mdo
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
16	16	Mdc
)	)	Z
Troškove	trošak	Ncmpa
uzorkovanja	uzorkovanje	Ncnsg
,	,	Z
dostave	dostava	Ncfsg
i	i	Cc
analize	analiza	Ncfpa
u	u	Sa
svrhu	svrha	Ncfsa
službenih	služben	Agpfpgy
kontrola	kontrola	Ncfpg
pri	pri	Sl
uvozu	uvoz	Ncmsl
iz	iz	Sg
trećih	treći	Mlofpg
zemalja	zemlja	Ncfpg
,	,	Z
bez	bez	Sg
obzira	obzir	Ncmsg

