kada	kada	Rgp
dozvolu	dozvola	Ncfsa
Agencije	agencija	Ncfsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
u	u	Sl
vrstama	vrsta	Ncfpl
osiguranja	osiguranje	Ncnsg
za	za	Sa
koje	koji	Pi-nsa
Društvo	društvo	Ncnsa
koje	koji	Pi-nsn
se	sebe	Px--sa
pripaja	pripajati	Vmr3s
ima	imati	Vmr3s
dozvolu	dozvola	Ncfsa
Agencije	agencija	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
Društvo	društvo	Ncnsn
preuzimatelj	preuzimatelj	Ncmsn
nema	nemati	Vmr3s
dozvolu	dozvola	Ncfsa
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
u	u	Sl
vrstama	vrsta	Ncfpl
osiguranja	osiguranje	Ncnsg
koje	koji	Pi-nsn
ima	imati	Vmr3s
Društvo	društvo	Ncnsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
koje	koji	Pi-nsn
želi	željeti	Vmr3s
pripojiti	pripojiti	Vmn
,	,	Z
dužno	dužan	Agpnsny
je	biti	Var3s
,	,	Z
istovremeno	istovremeno	Rgp
sa	sa	Si
zahtjevom	zahtjev	Ncmsi
iz	iz	Sg
članka	članak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
podnijeti	podnijeti	Vmn
zahtjev	zahtjev	Ncmsan
za	za	Sa
izdavanje	izdavanje	Ncnsa
dozvole	dozvola	Ncfsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
,	,	Z
u	u	Sl
vrstama	vrsta	Ncfpl
osiguranja	osiguranje	Ncnsg
za	za	Sa
koje	koji	Pi-nsa
Društvo	društvo	Ncnsa
koje	koji	Pi-nsn
želi	željeti	Vmr3s
pripojiti	pripojiti	Vmn
ima	imati	Vmr3s
dozvolu	dozvola	Ncfsa
,	,	Z
s	sa	Si
dokumentacijom	dokumentacija	Ncfsi
propisanom	propisati	Agpfsiy
zakonskim	zakonski	Agpmsiy
i	i	Cc
podzakonskim	podzakonski	Agpmply
propisima	propis	Ncmpl
za	za	Sa
pribavljanje	pribavljanje	Ncnsa
predmetne	predmetni	Agpfsgy
dozvole	dozvola	Ncfsg
odnosno	odnosno	Rgp
dozvola	dozvola	Ncfpg
,	,	Z
uključivši	uključiti	Rr
dokaz	dokaz	Ncmsan
o	o	Sl
plaćenim	platiti	Agpfply
pristojbama	pristojba	Ncfpl
i	i	Cc
naknadama	naknada	Ncfpl
za	za	Sa
sve	sav	Agpmpay
zahtjeve	zahtjev	Ncmpa
.	.	Z

Članak	članak	Ncmsn
4.	4.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Na	na	Sa
zahtjev	zahtjev	Ncmsan
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
pripajanje	pripajanje	Ncnsa
koji	koji	Pi-msn
Agenciji	agencija	Ncfsl
podnosi	podnositi	Vmr3s
Društvo	društvo	Ncnsa
koje	koji	Pi-nsn
se	sebe	Px--sa
pripaja	pripajati	Vmr3s
Društvu	društvo	Ncnsd
preuzimatelju	preuzimatelj	Ncmsd
sa	sa	Si
sjedištem	sjedište	Ncnsi
izvan	izvan	Sg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
način	način	Ncmsan
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
članka	članak	Ncmsg
2.	2.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
,	,	Z
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Društvo	društvo	Ncnsn
preuzimatelj	preuzimatelj	Ncmsn
mora	morati	Vmr3s
imati	imati	Vmn
dozvolu	dozvola	Ncfsa
nadležnog	nadležan	Agpnsgy
nadzornog	nadzorni	Agpnsgy
tijela	tijelo	Ncnsg
za	za	Sa
obavljanje	obavljanje	Ncnsa
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
u	u	Sl
vrstama	vrsta	Ncfpl
osiguranja	osiguranje	Ncnsg
za	za	Sa
koje	koji	Pi-nsa
Društvo	društvo	Ncnsa
koje	koji	Pi-nsn
se	sebe	Px--sa
pripaja	pripajati	Vmr3s
ima	imati	Vmr3s
dozvolu	dozvola	Ncfsa
Agencije	agencija	Ncfsg
odnosno	odnosno	Rgp
obavijestiti	obavijestiti	Vmn
o	o	Sl
namjeri	namjera	Ncfsl
obavljanja	obavljanje	Ncnsg
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpl
Zakona	zakon	Ncmsg
o	o	Sl
slobodnom	slobodan	Agpnsly
obavljanju	obavljanje	Ncnsl
poslova	posao	Ncmpg
osiguranja	osiguranje	Ncnsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
.	.	Z

Zahtjev	zahtjev	Ncmsn
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
spajanje	spajanje	Ncnsa
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa

Članak	članak	Ncmsn
5.	5.	Mdo

Na	na	Sa
sadržaj	sadržaj	Ncmsan
zahtjeva	zahtjev	Ncmpg
te	te	Cc
dokumentaciju	dokumentacija	Ncfsa
i	i	Cc
podatke	podatak	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
dostavljaju	dostavljati	Vmr3p
uz	uz	Sa
zahtjev	zahtjev	Ncmsan
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
spajanje	spajanje	Ncnsa
društava	društvo	Ncnpg
,	,	Z
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
se	sebe	Px--sa
način	način	Ncmsan
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
o	o	Sl
pripajanju	pripajanje	Ncnsl
.	.	Z

Zahtjev	zahtjev	Ncmsn
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
provođenje	provođenje	Ncnsa
razdvajanja	razdvajanje	Ncnsg
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
s	sa	Si
osnivanjem	osnivanje	Ncnsi

Članak	članak	Ncmsn
6.	6.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsn
za	za	Sa
izdavanje	izdavanje	Ncnsa
odobrenja	odobrenje	Ncnsg
za	za	Sa
provođenje	provođenje	Ncnsa
razdvajanja	razdvajanje	Ncnsg
s	sa	Si
osnivanjem	osnivanje	Ncnsi
,	,	Z
koji	koji	Pi-msn
Agenciji	Agencija	Npfsd
podnosi	podnositi	Vmr3s
Društvo	društvo	Ncnsa
koje	koji	Pi-nsn
se	sebe	Px--sa
razdvaja	razdvajati	Vmr3s
,	,	Z
tako	tako	Cs
da	da	Cs
istodobno	istodobno	Rgp
svu	sav	Agpfsay
svoju	svoj	Px-fsa
imovinu	imovina	Ncfsa
prenosi	prenositi	Vmr3s
na	na	Sa
dva	dva	Mlc
ili	ili	Cc
više	mnogo	Rgc
novih	nov	Agpnpgy
društava	društvo	Ncnpg
za	za	Sa
osiguranje	osiguranje	Ncnsa
koja	koji	Pi-fsn
se	sebe	Px--sa
osnivaju	osnivati	Vmr3p
radi	radi	Sg
provođenja	provođenje	Ncnsg
razdvajanja	razdvajanje	Ncnsg
sa	sa	Si
sjedištem	sjedište	Ncnsi
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
,	,	Z
mora	morati	Vmr3s
minimalno	minimalno	Rgp
sadržavati	sadržavati	Vmn
predmet	predmet	Ncmsan
zahtjeva	zahtjev	Ncmpg
s	sa	Si
naznakom	naznaka	Ncfsi
tvrtke	tvrtka	Ncfsg
,	,	Z
sjedišta	sjedište	Ncnsg
i	i	Cc
OIB-a	OIB	Npmsg
podnositelja	podnositelj	Ncmpg
zahtjeva	zahtjev	Ncmpg
,	,	Z
koji	koji	Pi-msn
će	htjeti	Var3s
biti	biti	Van
potpisan	potpisati	Appmsnn
od	od	Sg
strane	strana	Ncfsg
osoba	osoba	Ncfpg
ovlaštenih	ovlašten	Agpfpgy
za	za	Sa
zastupanje	zastupanje	Ncnsa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
Zakona	zakon	Ncmsg
prema	prema	Sl
Agenciji	agencija	Ncfsl
,	,	Z
u	u	Sl
kojem	koji	Pi-msl
će	htjeti	Var3s
se	sebe	Px--sa
obrazložiti	obrazložiti	Vmn
razlozi	razlog	Ncmpn
za	za	Sa
podjelu	podjela	Ncfsa
te	te	Cc
ciljevi	cilj	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
namjeravaju	namjeravati	Vmr3p
postići	postići	Vmn
razdvajanjem	razdvajanje	Ncnsi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Uz	uz	Sa
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
Društvo	društvo	Ncnsn
je	biti	Var3s
dužno	dužan	Agpnsny
dostaviti	dostaviti	Vmn
:	:	Z

1.	1.	Mdo
nacrt	nacrt	Ncmsan
plana	plan	Ncmsg
podjele	podjela	Ncfsg
koji	koji	Pi-mpn
će	htjeti	Var3p
minimalno	minimalno	Rgp
sadržavati	sadržavati	Vmn
podatke	podatak	Ncmpa
propisane	propisati	Appfpny
odredbama	odredba	Ncfpi
Zakona	zakon	Ncmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
,	,	Z

2.	2.	Mdo
zapisnik	zapisnik	Ncmsn
s	sa	Sg
Glavne	glavni	Agpfsgy
skupštine	skupština	Ncfsg
Društva	društvo	Ncnsg
na	na	Sl
kojoj	koji	Pi-fsl
je	biti	Var3s
donesena	donijeti	Appfsny
odluka	odluka	Ncfsn
o	o	Sl
podjeli	podjela	Ncfsl
koja	koji	Pi-fsn
kao	kao	Cs
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
sadrži	sadržati	Vmr3s
plan	plan	Ncmsan
podjele	podjela	Ncfsg
,	,	Z

3.	3.	Mdo
izvješće	izvješće	Ncnsn
uprave	uprava	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
izvršnih	izvršan	Agpmpgy
direktora	direktor	Ncmpg
o	o	Sl
podjeli	podjela	Ncfsl
,	,	Z
osim	osim	Cs
ako	ako	Cs
su	biti	Var3p
se	sebe	Px--sa
članovi	član	Ncmpn
društva	društvo	Ncnsg
odrekli	odreći	Vmp-pm
tog	taj	Pd-nsg
izvješća	izvješće	Ncnsg
,	,	Z

4.	4.	Mdo
izvješće	izvješće	Ncnsn
revizora	revizor	Ncmsg
podjele	podjela	Ncfsg
,	,	Z
osim	osim	Cs
ako	ako	Cs
su	biti	Var3p
se	sebe	Px--sa
članovi	član	Ncmpn
društva	društvo	Ncnsg
odrekli	odreći	Vmp-pm
tog	taj	Pd-nsg
izvješća	izvješće	Ncnsg
,	,	Z

5.	5.	Mdo
revizija	revizija	Ncfsn
osnivanja	osnivanje	Ncnsg
novih	nov	Agpnpgy
društava	društvo	Ncnpg
propisana	propisati	Appfsny
odredbama	odredba	Ncfpi
Zakona	zakon	Ncmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
,	,	Z

6.	6.	Mdo
izvješće	izvješće	Ncnsa
nadzornog	nadzorni	Agpnsgy
,	,	Z
odnosno	odnosno	Rgp
upravnog	upravan	Agpmsgy
odbora	odbor	Ncmsg
o	o	Sl
podjeli	podjela	Ncfsl
,	,	Z
osim	osim	Cs
ako	ako	Cs
su	biti	Var3p
se	sebe	Px--sa
članovi	član	Ncmpn
društva	društvo	Ncnsg
odrekli	odreći	Vmp-pm
tog	taj	Pd-nsg
izvješća	izvješće	Ncnsg
,	,	Z

7.	7.	Mdo
sve	sav	Agpfpay
potrebne	potreban	Agpfpay
suglasnosti	suglasnost	Ncfpa
članova	član	Ncmpg
društva	društvo	Ncnsg
koje	koji	Pi-fpn
su	biti	Var3p
potrebne	potreban	Agpfpny
u	u	Sl
smislu	smisao	Ncmsl
odredaba	odredba	Ncfpg
Zakona	zakon	Ncmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
,	,	Z

8.	8.	Mdo
izjavu	izjava	Ncfsa
Društva	društvo	Ncnsg

