ribarstva	ribarstvo	Ncnsg
i	i	Cc
njegov	njegov	Ps3msn
su	biti	Var3p
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Za	za	Sa
potpune	potpun	Agpfpay
,	,	Z
pravovremene	pravovremen	Agpfpay
i	i	Cc
prihvatljive	prihvatljiv	Agpmpay
Zahtjeve	zahtjev	Ncmpa
za	za	Sa
potporu	potpora	Ncfsa
bit	biti	Van
će	htjeti	Var3s
izrađena	izraditi	Appfsny
Rang-lista	rang-lista	Ncfsn
temeljem	temelj	Ncmsi
dodijeljenih	dodijeljen	Agpmpgy
bodova	bod	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
dva	dva	Mlc
ili	ili	Cc
više	mnogo	Rgc
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
nakon	nakon	Sg
rangiranja	rangiranje	Ncnsg
sukladno	sukladan	Agpnsny
stavku	stavak	Ncmsl
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
imaju	imati	Vmr3p
isti	isti	Agpmsayn
broj	broj	Ncmsan
bodova	bod	Ncmpg
izvršiti	izvršiti	Vmn
će	htjeti	Var3p
se	sebe	Px--sa
rangiranje	rangiranje	Ncnsn
tih	taj	Pd-mpg
zahtjeva	zahtjev	Ncmpg
na	na	Sl
temelju	temelj	Ncmsl
ranijeg	raniji	Agpnsgy
vremena	vrijeme	Ncnsg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
na	na	Sa
način	način	Ncmsan
da	da	Cs
prioritet	prioritet	Ncmsan
ide	ići	Vmr3s
sljedećim	sljedeći	Agpmsiy
redoslijedom	redoslijed	Ncmsi
:	:	Z

a	a	Cc
)	)	Z
Zahtjevi	zahtjev	Ncmpn
za	za	Sa
potporu	potpora	Ncfsa
zaprimljeni	zaprimiti	Appmpny
potpuni	potpun	Agpmpny
do	do	Sg
roka	rok	Ncmsg
za	za	Sa
podnošenje	podnošenje	Ncnsa
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
propisanoga	propisati	Appmsgy
Natječajem	natječaj	Ncmsi
(	(	Z
za	za	Sa
koje	koji	Pi-mpa
nije	biti	Var3s
bilo	biti	Vap-sn
potrebe	potreba	Ncfsg
za	za	Sa
izdavanjem	izdavanje	Ncnsi
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
dopunu	dopuna	Ncfsa
)	)	Z
;	;	Z

b	b	Npmsn
)	)	Z
Zahtjevi	zahtjev	Ncmpn
za	za	Sa
potporu	potpora	Ncfsa
zaprimljeni	zaprimiti	Appmpny
nepotpuni	nepotpun	Agpmpny
(	(	Z
za	za	Sa
koje	koji	Pi-mpa
je	biti	Var3s
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
izdala	izdati	Vmp-sf
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
)	)	Z
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Vremenom	vrijeme	Ncnsi
podnošenja	podnošenje	Ncnsg
potpunog	potpun	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
Zahtjeve	zahtjev	Ncmpa
sukladno	sukladan	Agpnsay
stavku	stavka	Ncfsa
3.	3.	Mdo
točki	točka	Ncfsl
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
smatra	smatrati	Vmr3s
se	sebe	Px--sa
trenutak	trenutak	Ncmsn
slanja	slanje	Ncnsg
(	(	Z
datum	datum	Ncmsn
,	,	Z
sat	sat	Ncmsn
,	,	Z
minuta	minuta	Ncfsn
,	,	Z
sekunda	sekunda	Ncfsn
)	)	Z
potpunog	potpun	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
u	u	Sl
slučaju	slučaj	Ncmsl
slanja	slanje	Ncnsg
preporučenom	preporučiti	Agpfsiy
poštom	pošta	Ncfsi
ili	ili	Cc
trenutak	trenutak	Ncmsan
zaprimanja	zaprimanje	Ncnsg
(	(	Z
datum	datum	Ncmsn
,	,	Z
sat	sat	Ncmsn
,	,	Z
minuta	minuta	Ncfsn
,	,	Z
sekunda	sekunda	Ncfsn
)	)	Z
u	u	Sa
Upravljačko	upravljački	Agpnsay
tijelo	tijelo	Ncnsa
ukoliko	ukoliko	Cs
se	sebe	Px--sa
dostavlja	dostavljati	Vmr3s
osobno	osobno	Rgp
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Vremenskim	vremenski	Agpmsiy
rokom	rok	Ncmsi
potrebnim	potreban	Agpmsiy
za	za	Sa
podnošenje	podnošenje	Ncnsa
potpunog	potpun	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
za	za	Sa
Zahtjeve	zahtjev	Ncmpa
sukladno	sukladan	Agpnsay
stavku	stavka	Ncfsa
3.	3.	Mdo
točki	točka	Ncfsl
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
smatra	smatrati	Vmr3s
se	sebe	Px--sa
vrijeme	vrijeme	Ncnsn
proteklo	proteklo	Rgp
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
od	od	Sg
strane	strana	Ncfsg
korisnika	korisnik	Ncmpg
do	do	Sg
trenutka	trenutak	Ncmsg
podnošenja	podnošenje	Ncnsg
dopune	dopuna	Ncfsg
/	/	Z
obrazloženja	obrazloženje	Ncnsg
/	/	Z
ispravka	ispravak	Ncmsg
(	(	Z
datum	datum	Ncmsn
,	,	Z
sat	sat	Ncmsn
,	,	Z
minuta	minuta	Ncfsn
,	,	Z
sekunda	sekunda	Ncfsn
)	)	Z
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
Zahtjevi	zahtjev	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
imaju	imati	Vmr3p
jednaki	jednak	Agpmsayn
broj	broj	Ncmsan
bodova	bod	Ncmpg
i	i	Cc
jednako	jednak	Agpnsay
vrijeme	vrijeme	Ncnsa
podnošenja	podnošenje	Ncnsg
dopune	dopuna	Ncfsg
prednost	prednost	Ncfsa
imaju	imati	Vmr3p
Zahtjevi	zahtjev	Ncmpn
za	za	Sa
potporu	potpora	Ncfsa
s	sa	Si
ranijim	raniji	Agpnsiy
vremenom	vrijeme	Ncnsi
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
na	na	Sa
Natječaj	natječaj	Ncmsan
(	(	Z
datum	datum	Ncmsan
,	,	Z
sat	sat	Ncmsn
,	,	Z
minuta	minuta	Ncfsn
,	,	Z
sekunda	sekunda	Ncfsn
)	)	Z
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
dva	dva	Mlc
ili	ili	Cc
više	mnogo	Rgc
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
imaju	imati	Vmr3p
jednaki	jednak	Agpmsayn
broj	broj	Ncmsan
bodova	bod	Ncmpg
i	i	Cc
jednako	jednak	Agpnsay
vrijeme	vrijeme	Ncnsa
podnošenja	podnošenje	Ncnsg
dopune	dopuna	Ncfsg
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravka	ispravka	Ncfsn
odnosno	odnosno	Rgp
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
provest	provesti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
postupak	postupak	Ncmsn
izvlačenja	izvlačenje	Ncnsg
slučajnim	slučajan	Agpmsiy
odabirom	odabir	Ncmsi
u	u	Sl
prisutnosti	prisutnost	Ncfsl
javnog	javan	Agpmsgy
bilježnika	bilježnik	Ncmsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Izrađena	izraditi	Appfsny
Rang-lista	rang-lista	Ncfsn
bit	biti	Van
će	htjeti	Var3s
dostupna	dostupan	Agpfsny
korisnicima	korisnik	Ncmpd
u	u	Sl
okviru	okvir	Ncmsl
izvještaja	izvještaj	Ncmsg
o	o	Sl
provedenom	provesti	Agpmsly
Natječaju	natječaj	Ncmsl
.	.	Z

Izdavanje	izdavanje	Ncnsn
Odluka	odluka	Ncfsn

Članak	članak	Ncmsn
16.	16.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
kada	kada	Cs
se	sebe	Px--sa
nakon	nakon	Sg
zaprimanja	zaprimanje	Ncnsg
svih	sav	Agpmpgy
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
i	i	Cc
provjere	provjera	Ncfpa
ukupnog	ukupan	Agpmsgy
traženog	tražen	Agpmsgy
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
utvrdi	utvrditi	Vmr3s
da	da	Cs
ima	imati	Vmr3s
dovoljno	dovoljno	Rgp
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
izdati	izdati	Vmn
odluke	odluka	Ncfpa
po	po	Sl
završetku	završetak	Ncmsl
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
svakoga	svaki	Pi-msg
pojedinačnog	pojedinačan	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Nakon	nakon	Sg
završetka	završetak	Ncmsg
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
donijeti	donijeti	Vmn
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
u	u	Sl
slučaju	slučaj	Ncmsl
ispunjavanja	ispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
i	i	Cc
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	natječaj	Ncmsi
ili	ili	Cc

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
u	u	Sl
slučaju	slučaj	Ncmsl
:	:	Z

–	–	Z
nepravovremeno	nepravovremeno	Rgp
podnesenih	podnesen	Agpmpgy
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z

–	–	Z
nepotpunih	nepotpun	Agpmpgy
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z

–	–	Z
nepravovremeno	nepravovremeno	Rgp
dostavljenih	dostaviti	Appmpgy
i	i	Cc
/	/	Z
ili	ili	Cc
nepotpunih	nepotpun	Agpmpgy
odgovora	odgovor	Ncmpg
na	na	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
,	,	Z

–	–	Ncfsn
utvrđene	utvrditi	Agpfsgy
nepravilnosti	nepravilnost	Ncfsg
koja	koji	Pi-fsn
prelazi	prelaziti	Vmr3s
iznos	iznos	Ncmsan
od	od	Sg
50	50	Mdc
posto	posto	Rgp
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z

–	i	Agpnsgy
onemogućavanja	onemogućavanje	Ncnsg
obavljanja	obavljanje	Ncnsg
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl
,	,	Z

–	i	Agpnsgy
namjernog	namjeran	Agpnsgy
davanja	davanje	Ncnsg
neistinitih	neistinit	Agpfpgy
informacija	informacija	Ncfpg
od	od	Sg
strane	strana	Ncfsg
korisnika	korisnik	Ncmpg
,	,	Z

–	–	Pi-nsg
utvrđenog	utvrditi	Agpnsgy
postojanja	postojanje	Ncnsg
sukoba	sukob	Ncmsg
interesa	interes	Ncmsg
između	između	Sg
korisnika	korisnik	Ncmpg
i	i	Cc
ponuditelja	ponuditelj	Ncmpg
,	,	Z

–	–	Sg
sufinanciranja	sufinanciranje	Ncnsg
troškova	trošak	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
financirani	financirati	Appmpny
drugim	drugi	Agpmpiy
javnim	javan	Agpmpiy
izdacima	izdatak	Ncmpi
,	,	Z

–	i	Agpnsgy
neispunjavanja	neispunjavanje	Ncnsg
drugih	drugi	Mlompg
uvjeta	uvjet	Ncmpg
i	i	Cc
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	Natječaj	Npmsi
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Odlukom	odluka	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
utvrđuje	utvrđivati	Vmr3s
se	sebe	Px--sa
:	:	Z

a	a	Cc
)	)	Z
najviši	visok	Agsmsny
iznos	iznos	Ncmsn
odobrene	odobren	Agpfsgy
potpore	potpora	Ncfsg
;	;	Z

b	b	Npmsn
)	)	Z
obveze	obveza	Ncfpa
korisnika	korisnik	Ncmpg
na	na	Sl
temelju	temelj	Ncmsl
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
Natječaja	natječaj	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
tijekom	tijekom	Sg

