udjela	udjel	Ncmsg
u	u	Sa
takav	takav	Pd-msan
instrument	instrument	Ncmsan
,	,	Z
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
stavke	stavka	Ncfsg
3.	3.	Mdo
,	,	Z
4.	4.	Mdo
i	i	Cc
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z

3.	3.	Mdo
slobodno	slobodno	Rgp
su	biti	Var3p
prenosivi	prenosiv	Agpmpny
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Prilikom	prilikom	Sg
procjene	procjena	Ncfsg
likvidnosti	likvidnost	Ncfsg
instrumenata	instrument	Ncmpg
tržišta	tržište	Ncnsg
novca	novac	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
društvo	društvo	Ncnsn
za	za	Sa
upravljanje	upravljanje	Ncnsa
treba	trebati	Vmr3s
uzeti	uzeti	Vmn
u	u	Sa
obzir	obzir	Ncmsan
elemente	element	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
6.	6.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Za	za	Sa
instrumente	instrument	Ncmpa
tržišta	tržište	Ncnsg
novca	novac	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
249.	249.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
6.	6.	Mdo
podtočaka	podtočak	Ncmsg
b	b	X
)	)	Z
i	i	Cc
d	d	Y
)	)	Z
ili	ili	Cc
za	za	Sa
instrumente	instrument	Ncmpa
izdane	izdati	Appmpay
od	od	Sg
lokalne	lokalan	Agpfsgy
ili	ili	Cc
regionalne	regionalan	Agpfsgy
samouprave	samouprava	Ncfsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
ili	ili	Cc
druge	drugi	Mlofsg
države	država	Ncfsg
članice	članica	Ncfsg
ili	ili	Cc
javne	javan	Agpfsgy
međunarodne	međunarodni	Agpfsgy
organizacije	organizacija	Ncfsg
za	za	Sa
koje	koji	Pi-mpa
ne	ne	Qz
jamči	jamčiti	Vmr3s
država	država	Ncfsn
članica	članica	Ncfpg
,	,	Z
ili	ili	Cc
izdane	izdati	Appfpny
od	od	Sg
federalne	federalan	Agpfsgy
jedinice	jedinica	Ncfsg
u	u	Sl
slučaju	slučaj	Ncmsl
federalne	federalan	Agpfsgy
države	država	Ncfsg
koja	koji	Pi-fsn
je	biti	Var3s
država	država	Ncfsn
članica	članica	Ncfpg
,	,	Z
odgovarajuća	odgovarajući	Agpfsny
informacija	informacija	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
2.	2.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
:	:	Z

1.	1.	Mdo
informacije	informacija	Ncfpa
o	o	Sl
izdanju	izdanje	Ncnsl
ili	ili	Cc
programu	program	Ncmsl
izdavanja	izdavanje	Ncnsg
,	,	Z
te	te	Cc
o	o	Sl
pravnom	pravni	Agpmsly
i	i	Cc
financijskom	financijski	Agpmsly
položaju	položaj	Ncmsl
izdavatelja	izdavatelj	Ncmpg
prije	prije	Sg
izdavanja	izdavanje	Ncnsg
instrumenta	instrument	Ncmsg
tržišta	tržište	Ncnsg
novca	novac	Ncmsg
,	,	Z

2.	2.	Mdo
ažurirane	ažurirati	Agpfpay
informacije	informacija	Ncfpa
iz	iz	Sg
točke	točka	Ncfsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
na	na	Sl
redovnoj	redovan	Agpfsly
osnovi	osnova	Ncfsl
i	i	Cc
u	u	Sl
slučaju	slučaj	Ncmsl
nastanka	nastanak	Ncmsg
značajnog	značajan	Agpmsgy
događaja	događaj	Ncmsg
,	,	Z

3.	3.	Mdo
informacije	informacija	Ncfpn
iz	iz	Sg
točke	točka	Ncfsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
potvrđene	potvrditi	Appfpny
od	od	Sg
kvalificirane	kvalificiran	Agpfsgy
treće	treći	Mlofsg
strane	strana	Ncfsg
,	,	Z
neovisno	neovisan	Agpnsny
i	i	Cc
bez	bez	Sg
utjecaja	utjecaj	Ncmsg
izdavatelja	izdavatelj	Ncmpg
,	,	Z

4.	4.	Mdo
dostupne	dostupan	Agpfsgy
i	i	Cc
pouzdane	pouzdan	Agpmpay
statističke	statistički	Agpmpay
podatke	podatak	Ncmpa
o	o	Sl
izdanju	izdanje	Ncnsl
ili	ili	Cc
programu	program	Ncmsl
izdavanja	izdavanje	Ncnsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Za	za	Sa
instrumente	instrument	Ncmpa
tržišta	tržište	Ncnsg
novca	novac	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
249.	249.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
6.	6.	Mdo
podtočke	podtočka	Ncmsg
c		Npmsg
)	)	Z
Zakona	zakon	Ncmsg
,	,	Z
odgovarajuća	odgovarajući	Agpfsny
informacija	informacija	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
2.	2.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
:	:	Z

1.	1.	Mdo
informacije	informacija	Ncfpa
o	o	Sl
izdanju	izdanje	Ncnsl
ili	ili	Cc
programu	program	Ncmsl
izdavanja	izdavanje	Ncnsg
,	,	Z
te	te	Cc
o	o	Sl
pravnom	pravni	Agpmsly
i	i	Cc
financijskom	financijski	Agpmsly
položaju	položaj	Ncmsl
izdavatelja	izdavatelj	Ncmpg
prije	prije	Sg
izdavanja	izdavanje	Ncnsg
instrumenta	instrument	Ncmsg
tržišta	tržište	Ncnsg
novca	novac	Ncmsg
,	,	Z

2.	2.	Mdo
ažurirane	ažurirati	Agpfpay
informacije	informacija	Ncfpa
iz	iz	Sg
točke	točka	Ncfsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
na	na	Sl
redovnoj	redovan	Agpfsly
osnovi	osnova	Ncfsl
i	i	Cc
u	u	Sl
slučaju	slučaj	Ncmsl
nastanka	nastanak	Ncmsg
značajnog	značajan	Agpmsgy
događaja	događaj	Ncmsg
,	,	Z

3.	3.	Mdo
dostupne	dostupan	Agpfsgy
i	i	Cc
pouzdane	pouzdan	Agpmpay
statističke	statistički	Agpmpay
podatke	podatak	Ncmpa
o	o	Sl
izdanju	izdanje	Ncnsl
ili	ili	Cc
programu	program	Ncmsl
izdavanja	izdavanje	Ncnsg
,	,	Z
ili	ili	Cc
druge	drugi	Mlompa
podatke	podatak	Ncmpa
koji	koji	Pi-mpn
omogućavaju	omogućavati	Vmr3p
procjenu	procjena	Ncfsa
kreditnog	kreditan	Agpmsgy
rizika	rizik	Ncmsg
koji	koji	Pi-msn
je	biti	Var3s
povezan	povezati	Appmsnn
s	sa	Si
ulaganjem	ulaganje	Ncnsi
u	u	Sa
takav	takav	Pd-msan
instrument	instrument	Ncmsan
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Za	za	Sa
instrumente	instrument	Ncmpa
tržišta	tržište	Ncnsg
novca	novac	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
249.	249.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
6.	6.	Mdo
podtočke	podtočka	Ncfsg
a	a	Cc
)	)	Z
Zakona	zakon	Ncmsg
odgovarajuća	odgovarajući	Agpfsny
informacija	informacija	Ncfsn
iz	iz	Sg
točke	točka	Ncfsg
2.	2.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
informacije	informacija	Ncfpa
o	o	Sl
izdanju	izdanje	Ncnsl
ili	ili	Cc
programu	program	Ncmsl
izdavanja	izdavanje	Ncnsg
ili	ili	Cc
informacije	informacija	Ncfpa
o	o	Sl
pravnom	pravni	Agpmsly
i	i	Cc
financijskom	financijski	Agpmsly
položaju	položaj	Ncmsl
izdavatelja	izdavatelj	Ncmpg
prije	prije	Sg
izdanja	izdanje	Ncnsg
instrumenta	instrument	Ncmsg
tržišta	tržište	Ncnsg
novca	novac	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
dužničkih	dužnički	Agpmpgy
vrijednosnih	vrijednosan	Agpmpgy
papira	papir	Ncmpg
i	i	Cc
instrumenata	instrument	Ncmpg
tržišta	tržište	Ncnsg
novca	novac	Ncmsg
izdanih	izdan	Agpmpgy
u	u	Sl
tranšama	tranša	Ncfpl
u	u	Sl
okviru	okvir	Ncmsl
programa	program	Ncmsg
izdanja	izdanje	Ncnsg
,	,	Z
za	za	Sa
izračun	izračun	Ncmsan
ograničenja	ograničenje	Ncnsg
ulaganja	ulaganje	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
250.	250.	Mdo
d	a	Ncfsg
stavka	stavak	Ncmsg
1.	1.	Mdo
točaka	točka	Ncfpg
c	C	X
)	)	Z
i	i	Cc
e	e	I
)	)	Z
Zakona	zakon	Ncmsg
koriste	koristiti	Vmr3p
se	sebe	Px--sa
nedospjeli	nedospjeti	Vmr3p
financijski	financijski	Agpmpny
instrumenti	instrument	Ncmpn
u	u	Sl
opticaju	opticaj	Ncmsl
.	.	Z

Članak	članak	Ncmsn
8.	8.	Mdo

Smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
subjekti	subjekt	Ncmpn
iz	iz	Sg
članka	članak	Ncmsg
249.	249.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
6.	6.	Mdo
podtočke	podtočka	Ncmsg
c	C	X
)	)	Z
Zakona	zakon	Ncmsg
podliježu	podlijegati	Vmr3p
bonitetnom	bonitetni	Agpmsdy
nadzoru	nadzor	Ncmsd
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
države	država	Ncfsg
članice	članica	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
kriterijima	kriterij	Ncmpi
definiranim	definirati	Agpnsiy
pravom	pravo	Ncnsi
Europske	europski	Agpfsgy
unije	unija	Ncfsg
odnosno	odnosno	Rgp
podliježu	podlijegati	Vmr3p
ili	ili	Cc
udovoljavaju	udovoljavati	Vmr3p
pravilima	pravilo	Ncnpi
nadzora	nadzor	Ncmsg
koja	koji	Pi-npn
su	biti	Var3p
prema	prema	Sl
mišljenju	mišljenje	Ncnsl
Agencije	agencija	Ncfsg
barem	barem	Rgp
jednako	jednako	Rgp
stroga	strog	Agpfsny
kao	kao	Cs
ona	onaj	Ncfsn
propisana	propisati	Vmr3s
pravom	pravo	Ncnsi
Europske	europski	Agpfsgy
unije	unija	Ncfsg
,	,	Z
ako	ako	Cs
ispunjavaju	ispunjavati	Vmr3p
jedan	jedan	Mlcmsn
od	od	Sg
sljedećih	sljedeći	Agpmpgy
kriterija	kriterij	Ncmpg
:	:	Z

1.	1.	Mdo
sjedište	sjedište	Ncnsn
im	oni	Pp3-pd
je	biti	Var3s
u	u	Sl
državi	država	Ncfsl
potpisnici	potpisnica	Ncfsl
Ugovora	ugovor	Ncmsg
o	o	Sl
europskom	europski	Agpmsly
gospodarskom	gospodarski	Agpmsly
prostoru	prostor	Ncmsl
,	,	Z

2.	2.	Mdo
sjedište	sjedište	Ncnsn
im	oni	Pp3-pd
je	biti	Var3s
u	u	Sl
zemljama	zemlja	Ncfpl
OECD-a	OECD	Npmsg
koje	koji	Pi-fpn
pripadaju	pripadati	Vmr3p
grupi	grupa	Ncfsl
G-10	G-10	Mdc
,	,	Z

3.	3.	Mdo
imaju	imati	Vmr3p
investicijski	investicijski	Agpmsayn
rejting	rejting	Ncmsan
,	,	Z

4.	4.	Mdo
na	na	Sa
osnovu	osnova	Ncfsa
analize	analiza	Ncfsg
izdavatelja	izdavatelj	Ncmpg
može	moći	Vmr3s
se	sebe	Px--sa
dokazati	dokazati	Vmn
da	da	Cs
podliježe	podlijegati	Vmr3s
bonitetnom	bonitetni	Agpmsdy
nadzoru	nadzor	Ncmsd
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
države	država	Ncfsg
članice	članica	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
kriterijima	kriterij	Ncmpi
definiranim	definirati	Agpnsiy
pravom	pravo	Ncnsi
Europske	europski	Agpfsgy
unije	unija	Ncfsg
odnosno	odnosno	Rgp
pravilima	pravilo	Ncmpg
nadzora	nadzor	Ncmsg
koja	koji	Pi-npn
su	biti	Var3p
prema	prema	Sl
mišljenju	mišljenje	Ncnsl
Agencije	agencija	Ncfsg
barem	barem	Rgp
jednako	jednako	Rgp
stroga	strog	Agpfsny
kao	kao	Cs
ona	onaj	Ncfsn
propisana	propisati	Appfsny
pravom	pravo	Ncmsd
Europske	europski	Agpfsgy
unije	unija	Ncfsg
.	.	Z

Članak	članak	Ncmsn
9.	9.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Posebni	poseban	Agpmpny
subjekti	subjekt	Ncmpn
za	za	Sa
sekuritizaciju	sekuritizacija	Ncfsa
iz	iz	Sg
Zakona	zakon	Ncmsg
su	biti	Var3p
svi	sav	Agpmpny
subjekti	subjekt	Ncmpn
osnovani	osnovati	Appmpny
s	sa	Si
ciljem	cilj	Ncmsi
obavljanja	obavljanje	Ncnsg
poslova	posao	Ncmpg
sekuritizacije	sekuritizacija	Ncfsg
koji	koji	Pi-mpn
su	biti	Var3p
definirani	definirati	Appmpny
zakonom	zakon	Ncmsi
kojim	koji	Pi-msi
se	sebe	Px--sa
uređuju	uređivati	Vmr3p
poslovi	posao	Ncmpn
sekuritizacije	sekuritizacija	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Bankovna	bankovan	Agpfsny
kreditna	kreditan	Agpfsny
linija	linija	Ncfsn
iz	iz	Sg
Zakona	Zakon	Npmsg
odnosi	odnositi	Vmr3s
se	sebe	Px--sa
na	na	Sa
bankovnu	bankovan	Agpfsay
uslugu	usluga	Ncfsa
za	za	Sa
koju	koji	Pi-fsa
jamči	jamčiti	Vmr3s
financijska	financijski	Agpfsny
institucija	institucija	Ncfsn

