području	područje	Ncnsl
.	.	Z

f.	f.	I
»	»	Z
Knjižnice	knjižnica	Ncfsg
«	«	Z
(	(	Z
parametarske	parametarski	Agpfsgy
tehničke	tehnički	Agpfsgy
baze	baza	Ncfsg
podataka	podatak	Ncmpg
)	)	Z
posebno	posebno	Rgp
konstruirane	konstruirati	Appmpay
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
s	sa	Si
opremom	oprema	Ncfsi
koja	koji	Pi-fsn
podliježe	podlijegati	Vmr3s
kontroli	kontrola	Ncfsd
prema	prema	Sl
Zajedničkom	zajednički	Agpmsly
popisu	popis	Ncmsl
robe	roba	Ncfsg
vojne	vojni	Agpfsgy
namjene	namjena	Ncfsg
EU-a	EU	Npmsg
;	;	Z

g.	g.	Y
nuklearna	nuklearan	Agpfsny
oprema	oprema	Ncfsn
ili	ili	Cc
pogonska	pogonski	Agpfsny
oprema	oprema	Ncfsn
,	,	Z
uključujući	uključivati	Rr
»	»	Z
nuklearne	nuklearan	Agpmpay
reaktore	reaktor	Ncmpa
«	«	Z
posebno	posebno	Rgp
konstruirane	konstruirati	Appmpay
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
te	te	Cc
posebno	posebno	Rgp
izrađene	izraditi	Appfpny
ili	ili	Cc
»	»	Z
modificirane	modificirati	Appfpny
«	«	Z
komponente	komponenta	Ncfpn
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
;	;	Z

h.	h	Agpfpgy
oprema	oprema	Ncfpg
i	i	Cc
materijal	materijal	Ncmsn
,	,	Z
presvučen	presvući	Appmsnn
ili	ili	Cc
tretiran	tretirati	Appmsnn
za	za	Sa
smanjivanje	smanjivanje	Ncnsa
mogućnosti	mogućnost	Ncfsg
otkrivanja	otkrivanje	Ncnsg
položaja	položaj	Ncmpg
,	,	Z
posebno	posebno	Rgp
izrađeni	izraditi	Appmpny
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
,	,	Z
osim	osim	Sg
onih	onaj	Pd-mpg
navedenih	naveden	Agpmpgy
drugdje	drugdje	Rgp
u	u	Sl
Zajedničkom	zajednički	Agpmsly
popisu	popis	Ncmsl
robe	roba	Ncfsg
vojne	vojni	Agpfsgy
namjene	namjena	Ncfsg
EU-a	EU	Npmsg
;	;	Z

i.	i.	Pd-mpn
simulatori	simulator	Ncmpn
posebno	posebno	Rgp
izrađeni	izraditi	Appmpny
za	za	Sa
vojne	vojni	Agpmpay
»	»	Z
nuklearne	nuklearan	Agpmpay
reaktore	reaktor	Ncmpa
«	«	Z
;	;	Z

j.	ji	Agpfpny
pokretne	pokretan	Agpfpny
radionice	radionica	Ncfpn
posebno	posebno	Rgp
izrađene	izraditi	Appfpny
ili	ili	Cc
»	»	Z
modificirane	modificirati	Appfpny
«	«	Z
za	za	Sa
servisiranje	servisiranje	Ncnsa
vojne	vojni	Agpfsgy
opreme	oprema	Ncfsg
;	;	Z

k.	k.	Mdo
terenski	terenski	Agpmpny
generatori	generator	Ncmpn
posebno	posebno	Rgp
izrađeni	izraditi	Appmpny
ili	ili	Cc
»	»	Z
modificirani	modificirati	Appmpny
«	«	Z
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
;	;	Z

l.	l.	Agpmpny
spremnici	spremnik	Ncmpn
,	,	Z
posebno	posebno	Rgp
izrađeni	izraditi	Appmpny
ili	ili	Cc
»	»	Z
modificirani	modificirati	Appmpny
«	«	Z
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
;	;	Z

m.	m.	Agpmpny
trajekti	trajekt	Ncmpn
,	,	Z
osim	osim	Sg
onih	onaj	Pd-mpg
navedenih	naveden	Agpmpgy
drugdje	drugdje	Rgp
u	u	Sl
Zajedničkom	zajednički	Agpmsly
popisu	popis	Ncmsl
robe	roba	Ncfsg
vojne	vojni	Agpfsgy
namjene	namjena	Ncfsg
EU-a	EU	Npmsg
,	,	Z
mostovi	most	Ncmpn
i	i	Cc
pontoni	ponton	Ncmpn
,	,	Z
posebno	posebno	Rgp
konstruirani	konstruirati	Appmpny
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
;	;	Z

n.	n.	Pd-mpn
pokusni	pokusni	Agpmpny
modeli	model	Ncmpn
posebno	posebno	Rgp
konstruirani	konstruirati	Appmpny
za	za	Sa
»	»	Z
razvoj	razvoj	Ncmsan
«	«	Z
stavki	stavka	Ncfpg
navedenih	navesti	Appmpgy
u	u	Sl
ML4	mla	Ncfsl
.	.	Z
,	,	Z
ML6	ML6	Qr
.	.	Z
,	,	Z
ML9	ML	Npmsl
.	.	Z
ili	ili	Cc

ML10	ML10	Mdm
.	.	Z
;	;	Z

o.	o.	Y
oprema	opremati	Vmr3s
za	za	Sa
zaštitu	zaštita	Ncfsa
od	od	Sg
lasera	laser	Ncmsg
(	(	Z
npr.	npr.	Y
za	za	Sa
zaštitu	zaštita	Ncfsa
očiju	oko	Ncfpg
ili	ili	Cc
senzora	senzor	Ncmpg
)	)	Z
posebno	posebno	Rgp
konstruirani	konstruirati	Appmpny
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
.	.	Z

p.	p.	Y
»	»	Z
gorivne	gorivni	Agpfsgy
ćelije	ćelija	Ncfsg
«	«	Z
osim	osim	Sg
onih	onaj	Pd-mpg
navedenih	naveden	Agpmpgy
drugdje	drugdje	Rgp
u	u	Sl
Zajedničkom	zajednički	Agpmsly
popisu	popis	Ncmsl
robe	roba	Ncfsg
vojne	vojni	Agpfsgy
namjene	namjena	Ncfsg
EU-a	EU	Npmsg
,	,	Z
posebno	posebno	Rgp
izrađene	izraditi	Appfpny
ili	ili	Cc
»	»	Z
modificirane	modificirati	Appfpny
«	«	Z
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
.	.	Z

Tehničke	tehnički	Agpfpny
napomene	napomena	Ncfpn
:	:	Z

1.	1.	Mdo
za	za	Sa
potrebe	potreba	Ncfpa
ML17	ML17	Mdm
.	.	Z
,	,	Z
izraz	izraz	Ncmsn
‚	‚	Z
knjižnica	knjižnica	Ncfsn
’	’	Z
(	(	Z
parametarske	parametarski	Agpfsgy
tehničke	tehnički	Agpfsgy
baze	baza	Ncfsg
podataka	podatak	Ncmpg
)	)	Z
znači	značiti	Vmr3s
skup	skup	Ncmsan
tehničkih	tehnički	Agpfpgy
informacija	informacija	Ncfpg
vojne	vojni	Agpfsgy
prirode	priroda	Ncfsg
,	,	Z
a	a	Cc
upućivanje	upućivanje	Ncnsn
na	na	Sa
njih	oni	Pp3-pa
može	moći	Vmr3s
poboljšati	poboljšati	Vmn
izvedbu	izvedba	Ncfsa
vojne	vojni	Agpfsgy
opreme	oprema	Ncfsg
ili	ili	Cc
sustava	sustav	Ncmsg
.	.	Z

2.	2.	Mdo
za	za	Sa
potrebe	potreba	Ncfpa
ML17	ML17	Mdm
.	.	Z
»	»	Z
modificiran	modificirati	Appmsnn
«	«	Z
znači	značiti	Vmr3s
bilo	bilo	Qo
koja	koji	Pi-fsn
strukturna	strukturni	Agpfsny
,	,	Z
električna	električan	Agpfsny
,	,	Z
mehanička	mehanički	Agpfsny
ili	ili	Cc
druga	drugi	Mlofsn
promjena	promjena	Ncfsn
koja	koji	Pi-fsn
nevojnom	nevojni	Mlonsl
sredstvu	sredstvo	Ncnsl
daje	davati	Vmr3s
vojne	vojni	Agpfsgy
karakteristike	karakteristika	Ncfsg
ekvivalentne	ekvivalentan	Agpfsgy
drugom	drugi	Mlonsl
sredstvu	sredstvo	Ncnsl
koje	koji	Pi-nsn
jest	biti	Var3s
posebno	posebno	Rgp
izrađeno	izraditi	Appnsny
za	za	Sa
vojnu	vojni	Agpfsay
uporabu	uporaba	Ncfsa
.	.	Z

ML18	ML18	Mdm
.	.	Z

Oprema	oprema	Ncfsn
za	za	Sa
izradu	izrada	Ncfsa
proizvoda	proizvod	Ncmpg
i	i	Cc
komponente	komponenta	Ncfsg
kako	kako	Cs
slijedi	slijediti	Vmr3s
:	:	Z

a.	a	Ncmpd
posebno	posebno	Rgp
projektirana	projektirati	Appfsny
ili	ili	Cc
modificirana	modificirati	Appfsny
»	»	Z
proizvodna	proizvodni	Agpfsny
«	«	Z
oprema	oprema	Ncfsn
za	za	Sa
»	»	Z
izradu	izrada	Ncfsa
«	«	Z
proizvoda	proizvod	Ncmpg
navedenih	navesti	Appmpgy
u	u	Sl
Zajedničkom	zajednički	Agpmsly
popisu	popis	Ncmsl
robe	roba	Ncfsg
vojne	vojni	Agpfsgy
namjene	namjena	Ncfsg
EU-a	EU	Npmsg
,	,	Z
kao	kao	Cs
i	i	Qo
za	za	Sa
nju	on	Pp3fsa
posebno	posebno	Rgp
konstruirane	konstruirati	Agpfpay
komponente	komponenta	Ncfpa
;	;	Z

b.	i	Agpnsgy
postrojenja	postrojenje	Ncnsg
posebno	posebno	Rgp
konstruirana	konstruirati	Appfsny
za	za	Sa
testiranje	testiranje	Ncnsa
utjecaja	utjecaj	Ncmsg
okoliša	okoliš	Ncmsg
te	te	Cc
za	za	Sa
to	taj	Pd-nsa
posebno	posebno	Rgp
konstruirana	konstruirati	Agpfsny
oprema	oprema	Ncfsn
,	,	Z
za	za	Sa
certificiranje	certificiranje	Ncnsa
,	,	Z
kvalificiranje	kvalificiranje	Ncnsa
ili	ili	Cc
testiranje	testiranje	Ncnsa
proizvoda	proizvod	Ncmpg
navedenih	naveden	Agpmpgy
u	u	Sl
Zajedničkom	zajednički	Agpmsly
popisu	popis	Ncmsl
robe	roba	Ncfsg
vojne	vojni	Agpfsgy
namjene	namjena	Ncfsg
EU-a	EU	Npmsg
.	.	Z

Tehnička	tehnički	Agpfsny
napomena	napomena	Ncfsn
:	:	Z

Za	za	Sa
potrebe	potreba	Ncfpa
ML18	ML18	Mdm
.	.	Z
,	,	Z
pojam	pojam	Ncmsn
‚	‚	Z
izrada	izrada	Ncfsn
’	’	Z
uključuje	uključivati	Vmr3s
kreiranje	kreiranje	Ncnsa
,	,	Z
ispitivanje	ispitivanje	Ncnsa
,	,	Z
proizvodnju	proizvodnja	Ncfsa
,	,	Z
testiranje	testiranje	Ncnsa
i	i	Cc
provjeru	provjera	Ncfsa
.	.	Z

Napomena	napomena	Ncfsn
:	:	Z
ML18	ML18	Qr
.	.	Z
a.	a.	Y
i	i	Cc
ML18	ml1i	Agpnsny
.	.	Z
b.	ba	Ncfpn
uključuju	uključivati	Vmr3p
sljedeću	sljedeći	Agpfsay
opremu	oprema	Ncfsa
:	:	Z

a.	ai	Agpfsay
opremu	oprema	Ncfsa
za	za	Sa
kontinuiranu	kontinuiran	Agpfsay
nitraciju	nitracija	Ncfsa
;	;	Z

b.	b.	Y
pribor	pribor	Ncmsan
za	za	Sa
centrifugalno	centrifugalan	Agpnsay
testiranje	testiranje	Ncnsa
ili	ili	Cc
opremu	oprema	Ncfsa
koja	koji	Pi-fsn
ima	imati	Vmr3s
bilo	bilo	Qo
koju	koji	Pi-fsa
od	od	Sg
sljedećih	sljedeći	Agpfpgy
značajki	značajka	Ncfpg
:	:	Z

1.	1.	Mdo
pokreće	pokretati	Vmr3s
je	biti	Var3s
motor	motor	Ncmsn
ili	ili	Cc
motori	motor	Ncmpn
ukupne	ukupan	Agpfsgy
vrednovane	vrednovati	Agpfsgy
konjske	konjski	Agpfsgy
snage	snaga	Ncfsg
veće	velik	Agcfpny
od	od	Sg
298	298	Mdc
kW	kW	Y
(	(	Z
400	400	Mdc
KS	KS	Y
)	)	Z
;	;	Z

2.	2.	Mdo
nosivost	nosivost	Ncfsn
korisnog	koristan	Agpmsgy
tereta	teret	Ncmsg
od	od	Sg
113	113	Mdc
kg	kg	Ncmpg
ili	ili	Cc
više	mnogo	Rgc
;	;	Z
ili	ili	Cc

3.	3.	Mdo
mogućnost	mogućnost	Ncfsn
centrifugalnog	centrifugalan	Agpnsgy
ubrzanja	ubrzanje	Ncnsg
od	od	Sg
8	8	Mdc
g	g	Y
ili	ili	Cc
više	mnogo	Rgc
kod	kod	Sg
nosivosti	nosivost	Ncfsg
od	od	Sg
91	91	Mdc
kg	kg	Ncmpg
ili	ili	Cc
više	mnogo	Rgc
;	;	Z

c.	ci	Agpfpay
preše	preša	Ncfpa
za	za	Sa
dehidraciju	dehidracija	Ncfsa
;	;	Z

d.	di	Agpmpay
ekstrudere	ekstruder	Ncmpa
posebno	posebno	Rgp
izrađene	izraditi	Appmpay
ili	ili	Cc
modificirane	modificirati	Agpfpny
za	za	Sa
izvlačenje	izvlačenje	Ncnsa
vojnog	vojni	Agpmsgy
eksploziva	eksploziv	Ncmsg
;	;	Z

e.	ei	Agpmpay
rezače	rezač	Ncmpa
za	za	Sa
dimenzioniranje	dimenzioniranje	Ncnsa
izvučenih	izvući	Agpnpgy
eksplozivnih	eksplozivan	Agpnpgy
punjenja	punjenje	Ncnpg
;	;	Z

f.	fi	Agpmpay
bubnjeve	bubanj	Ncmpa
za	za	Sa
miješanje	miješanje	Ncnsa
materijala	materijal	Ncmsg
promjera	promjer	Ncmsg
1,85	1,85	Mdc
m	m	Ncmpg
ili	ili	Cc
više	mnogo	Rgc
te	te	Cc
kapaciteta	kapacitet	Ncmsg
proizvodnje	proizvodnja	Ncfsg
preko	preko	Sg
227	227	Mdc
kg	k	Npmpg
;	;	Z

g.	gi	Agpmpay
kontinuirane	kontinuiran	Agpmpay
miksere	mikser	Ncmpa
za	za	Sa
kruta	krut	Agpnpay
barutna	barutni	Agpnpay
punjenja	punjenje	Ncnpa
;	;	Z

h.	hi	Agpmpay
fluidne	fluidan	Agpmpay
mlinove	mlin	Ncmpa
za	za	Sa
mljevenje	mljevenje	Ncnsa
i	i	Cc
usitnjavanje	usitnjavanje	Ncnsa
sastojaka	sastojak	Ncmpg
vojnih	vojni	Agpmpgy
eksploziva	eksploziv	Ncmpg
;	;	Z

i.	i.	Mro
opremu	oprema	Ncfsa
za	za	Sa
postizanje	postizanje	Ncnsa
sferičnosti	sferičnost	Ncfsg
i	i	Cc
ujednačene	ujednačiti	Appfsgy
veličine	veličina	Ncfsg
čestica	čestica	Ncfsn
u	u	Sl
metalnom	metalan	Agpmsly
prahu	prah	Ncmsl
navedenima	naveden	Ncmpl
u	u	Sl
ML8	mla	Ncfsl
.	.	Z
c.	c.	Y
8.	8.	Mdo
;	;	Z

j.	ji	Agpmpay
pretvarače	pretvarač	Ncmpa
konvekcijske	konvekcijski	Agpfsgy
struje	struja	Ncfsg
za	za	Sa
preradu	prerada	Ncfsa

