osiguranju	osiguranje	Ncnsl
zgrada	zgrada	Ncfpg
(	(	Z
»	i	Agpfpny
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
81/12	81/12	Mds
i	i	Cc
64/13	64/13	Mds
)	)	Z
ili	ili	Cc

–	–	Px-msi
Pravilnikom	pravilnik	Ncmsi
o	o	Sl
osobama	osoba	Ncfpl
ovlaštenim	ovlašten	Agpfply
za	za	Sa
energetsko	energetski	Agpnsay
certificiranje	certificiranje	Ncnsa
,	,	Z
energetski	energetski	Agpmsayn
pregled	pregled	Ncmsan
zgrade	zgrada	Ncfsg
i	i	Cc
redoviti	redovit	Agpmsayn
pregled	pregled	Ncmsan
sustava	sustav	Ncmsg
grijanja	grijanje	Ncnsg
i	i	Cc
sustava	sustav	Ncmsg
hlađenja	hlađenje	Ncnsg
ili	ili	Cc
klimatizacije	klimatizacija	Ncfsg
u	u	Sl
zgradi	zgrada	Ncfsl
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
73/15	73/15	Mds
)	)	Z
,	,	Z
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Modul	modul	Ncmsn
2	2	Mdc
)	)	Z
,	,	Z

7.	7.	Mdo
a	a	Cc
)	)	Z
za	za	Sa
provođenje	provođenje	Ncnsa
energetskih	energetski	Agpmpgy
pregleda	pregled	Ncmpg
u	u	Sl
dijelu	dio	Ncmsl
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
građevinske	građevinski	Agpfpay
karakteristike	karakteristika	Ncfpa
zgrade	zgrada	Ncfsg
u	u	Sl
smislu	smisao	Ncmsl
racionalne	racionalan	Agpfsgy
uporabe	uporaba	Ncfsg
energije	energija	Ncfsg
i	i	Cc
toplinske	toplinski	Agpfsgy
zaštite	zaštita	Ncfsg
fizička	fizički	Agpfsny
osoba	osoba	Ncfsn
mora	morati	Vmr3s
biti	biti	Van
arhitektonske	arhitektonski	Agpfsgy
ili	ili	Cc
građevinske	građevinski	Agpfsgy
struke	struka	Ncfsg
,	,	Z

7.	7.	Mdo
b	b	Y
)	)	Z
za	za	Sa
provođenje	provođenje	Ncnsa
energetskih	energetski	Agpmpgy
pregleda	pregled	Ncmpg
u	u	Sl
dijelu	dio	Ncmsl
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
strojarske	strojarski	Agpmpay
sustave	sustav	Ncmpa
i	i	Cc
procese	proces	Ncmpa
podnositelj	podnositelj	Ncmsn
zahtjeva	zahtjev	Ncmpg
mora	morati	Vmr3s
biti	biti	Van
strojarske	strojarski	Agpfsgy
struke	struka	Ncfsg
,	,	Z

7.	7.	Mdo
c	C	X
)	)	Z
za	za	Sa
provođenje	provođenje	Ncnsa
energetskih	energetski	Agpmpgy
pregleda	pregled	Ncmpg
u	u	Sl
dijelu	dio	Ncmsl
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
elektrotehničke	elektrotehnički	Agpmpay
sustave	sustav	Ncmpa
i	i	Cc
procese	proces	Ncmpa
podnositelj	podnositelj	Ncmsn
zahtjeva	zahtjev	Ncmpg
mora	morati	Vmr3s
biti	biti	Van
elektrotehničke	elektrotehnički	Agpfsgy
struke	struka	Ncfsg
,	,	Z

7.	7.	Mdo
d	d	X
)	)	Z
za	za	Sa
provođenje	provođenje	Ncnsa
energetskih	energetski	Agpmpgy
pregleda	pregled	Ncmpg
koji	koji	Pi-msn
se	sebe	Px--sa
odnosi	odnositi	Vmr3s
na	na	Sa
sustave	sustav	Ncmpa
automatskog	automatski	Agpnsgy
reguliranja	reguliranje	Ncnsg
i	i	Cc
upravljanja	upravljanje	Ncnsg
podnositelj	podnositelj	Ncmsn
zahtjeva	zahtjev	Ncmpg
mora	morati	Vmr3s
biti	biti	Van
elektrotehničke	elektrotehnički	Agpfsgy
ili	ili	Cc
strojarske	strojarski	Agpfsgy
struke	struka	Ncfsg

(	(	Z
2	2	Mdc
)	)	Z
Fizička	fizički	Agpfsny
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
podnosi	podnositi	Vmr3s
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
članka	članak	Ncmsg
9.	9.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
dužna	dužan	Agpfsny
je	biti	Var3s
uz	uz	Sa
zahtjev	zahtjev	Ncmsan
priložiti	priložiti	Vmn
sljedeće	sljedeći	Agpfsgy
isprave	isprava	Ncfsg
:	:	Z

1.	1.	Mdo
preslika	preslika	Ncfsn
osobne	osoban	Agpfsgy
iskaznice	iskaznica	Ncfsg
,	,	Z

2.	2.	Mdo
presliku	preslika	Ncfsa
diplome	diploma	Ncfsg
o	o	Sl
završenom	završen	Agpmsly
studiju	studij	Ncmsl
,	,	Z

3.	3.	Mdo
presliku	preslika	Ncfsa
svih	sav	Agpfpgy
stranica	stranica	Ncfpg
radne	radni	Agpfsgy
knjižice	knjižica	Ncfsg
ili	ili	Cc
potvrdu	potvrda	Ncfsa
poslodavca	poslodavac	Ncmsg
o	o	Sl
radnom	radni	Agpnsly
iskustvu	iskustvo	Ncnsl
u	u	Sl
struci	struka	Ncfsl
na	na	Sl
poslovima	posao	Ncmpl
propisanim	propisati	Appmply
u	u	Sl
stavku	stavak	Ncmsl
1.	1.	Mdo
podstavku	podstavak	Ncmsl
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ako	ako	Cs
to	taj	Pd-nsn
iskustvo	iskustvo	Ncnsn
nije	biti	Var3s
vidljivo	vidljiv	Agpnsny
iz	iz	Sg
radne	radni	Agpfsgy
knjižice	knjižica	Ncfsg
,	,	Z
preslika	preslika	Ncfsn
potvrde	potvrda	Ncfsg
Hrvatskog	hrvatski	Agpmsgy
zavoda	zavod	Ncmsg
za	za	Sa
mirovinsko	mirovinski	Agpnsay
osiguranje	osiguranje	Ncnsa
o	o	Sl
radno-pravnom	radno-pravan	Agpmsly
statusu	status	Ncmsl
i	i	Cc
stažu	staž	Ncmsl
ili	ili	Cc
elektronički	elektronički	Agpmsny
zapis	zapis	Ncmsn
o	o	Sl
radno-pravnom	radno-pravan	Agpmsly
statusu	status	Ncmsl
i	i	Cc
stažu	staž	Ncmsl
i	i	Cc
/	/	Z
ili	ili	Cc
potvrda	potvrda	Ncfsn
poslodavca	poslodavac	Ncmsg
o	o	Sl
radnom	radni	Agpnsly
iskustvu	iskustvo	Ncnsl
u	u	Sl
struci	struka	Ncfsl
,	,	Z

4.	4.	Mdo
opis	opis	Ncmsan
radnog	radni	Agpnsgy
iskustva	iskustvo	Ncnsg
na	na	Sl
poslovima	posao	Ncmpl
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z

5.	5.	Mdo
presliku	preslika	Ncfsa
uvjerenja	uvjerenje	Ncnsg
o	o	Sl
uspješno	uspješno	Rgp
završenom	završen	Agpmsly
Programu	program	Ncmsl
osposobljavanja	osposobljavanje	Ncnsg
propisanim	propisati	Agpfpiy
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z

6.	6.	Mdo
presliku	preslika	Ncfsa
ugovora	ugovor	Ncmsg
o	o	Sl
osiguranju	osiguranje	Ncnsl
od	od	Sg
profesionalne	profesionalan	Agpfsgy
odgovornosti	odgovornost	Ncfsg
za	za	Sa
štetu	šteta	Ncfsa
koju	koji	Pi-fsa
bi	biti	Vaa3s
podnositelj	podnositelj	Ncmsn
zahtjeva	zahtjev	Ncmpg
obavljanjem	obavljanje	Ncnsi
poslova	posao	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
mogao	moći	Vmp-sm
učiniti	učiniti	Vmn
investitoru	investitor	Ncmsd
ili	ili	Cc
drugim	drugi	Mlofpl
osobama	osoba	Ncfpl
,	,	Z
u	u	Sl
trajanju	trajanje	Ncnsl
najmanje	malo	Rgs
do	do	Sg
isteka	istek	Ncmsg
roka	rok	Ncmsg
važenja	važenje	Ncnsg
rješenja	rješenje	Ncnsg
,	,	Z

7.	7.	Mdo
uvjerenje	uvjerenje	Ncnsn
o	o	Sl
nekažnjavanju	nekažnjavanje	Ncnsl
fizičke	fizički	Agpfsgy
osobe	osoba	Ncfsg
,	,	Z

8.	8.	Mdo
dokaz	dokaz	Ncmsan
o	o	Sl
uplaćenoj	uplatiti	Agpfsly
pristojbi	pristojba	Ncfsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Fizička	fizički	Agpfsny
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
podnosi	podnositi	Vmr3s
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
članka	članak	Ncmsg
9.	9.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
dužna	dužan	Agpfsny
je	biti	Var3s
,	,	Z
na	na	Sa
zahtjev	zahtjev	Ncmsan
Ministarstva	ministarstvo	Ncnsg
dostaviti	dostaviti	Vmn
i	i	Cc
druge	drugi	Agpfpay
isprave	isprava	Ncfpa
i	i	Cc
dokaze	dokaz	Ncmpa
u	u	Sa
svrhu	svrha	Ncfsa
utvrđivanja	utvrđivanje	Ncnsg
činjenica	činjenica	Ncfpg
bitnih	bitan	Agpfpgy
za	za	Sa
izdavanje	izdavanje	Ncnsa
ovlaštenja	ovlaštenje	Ncnsg
.	.	Z

Članak	članak	Ncmsn
11.	11.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ovlaštenje	ovlaštenje	Ncnsn
za	za	Sa
provođenje	provođenje	Ncnsa
energetskih	energetski	Agpmpgy
pregleda	pregled	Ncmpg
izdaje	izdavati	Vmr3s
se	sebe	Px--sa
pravnoj	pravni	Agpfsdy
osobi	osoba	Ncfsd
koja	koji	Pi-fsn
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
zakona	zakon	Ncmsg
kojim	koji	Pi-msi
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
područje	područje	Ncnsa
energetske	energetski	Agpfsgy
učinkovitosti	učinkovitost	Ncfsg
i	i	Cc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg

(	(	Z
2	2	Mdc
)	)	Z
Ovlaštenje	ovlaštenje	Ncnsn
za	za	Sa
provođenje	provođenje	Ncnsa
energetskog	energetski	Agpmsgy
pregleda	pregled	Ncmsg
izdaje	izdavati	Vmr3s
se	sebe	Px--sa
pravnoj	pravni	Agpfsly
osobi	osoba	Ncfsl
ako	ako	Cs
:	:	Z

1.	1.	Mdo
je	biti	Var3s
registrirana	registrirati	Appfsny
za	za	Sa
projektiranje	projektiranje	Ncnsa
,	,	Z
stručni	stručan	Agpmsayn
nadzor	nadzor	Ncmsan
građenja	građenje	Ncnsg
,	,	Z
tehničko	tehnički	Agpnsny
savjetovanje	savjetovanje	Ncnsn
,	,	Z
znanstveno-istraživačku	znanstveno-istraživački	Agpfsay
djelatnost	djelatnost	Ncfsa
,	,	Z
arhitektonske	arhitektonski	Agpfpay
djelatnosti	djelatnost	Ncfpa
i	i	Cc
inženjerstvo	inženjerstvo	Ncnsa
,	,	Z
građevinarstvo	građevinarstvo	Ncnsa
,	,	Z
istraživanje	istraživanje	Ncnsa
i	i	Cc
razvoj	razvoj	Ncmsan
u	u	Sl
tehničkim	tehnički	Agpfply
znanostima	znanost	Ncfpl
,	,	Z
znanstvene	znanstven	Agpfpny
i	i	Cc
stručne	stručan	Agpmpay
poslove	posao	Ncmpa
u	u	Sl
području	područje	Ncnsl
energetike	energetika	Ncfsg
,	,	Z
za	za	Sa
energetsko	energetski	Agpnsay
certificiranje	certificiranje	Ncnsa
i	i	Cc
energetski	energetski	Agpmsayn
pregled	pregled	Ncmsan
zgrade	zgrada	Ncfsg
,	,	Z

2.	2.	Mdo
ima	imati	Vmr3s
stalno	stalno	Rgp
zaposlene	zaposlen	Agpfsgy
najmanje	malo	Rgs
dvije	dva	Mlcf-n
fizičke	fizički	Agpfsgy
osobe	osoba	Ncfsg
koje	koji	Pi-fpn
ispunjavaju	ispunjavati	Vmr3p
uvjete	uvjet	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
10.	10.	Mdo
ovoga	ovaj	Pd-nsg

