Republici	republika	Ncfsl
vježba	vježba	Ncfsn
135	135	Mdc
min	min	Y
.	.	Z
14.	14.	Mdo

Pisani	pisan	Agpmpny
scenariji	scenarij	Ncmpn
–	–	Z
trudnica	trudnica	Ncfsn
30	30	Mdc
min	min	Y
.	.	Z
15.	15.	Mdo

Pisani	pisan	Agpmpny
scenariji	scenarij	Ncmpn
–	–	Z
pedijatrija	pedijatrija	Ncfsn
30	30	Mdc
min	min	Y
.	.	Z
16.	16.	Mdo

Trijaža	Trijaž	Npmsay
u	u	Sl
masovnim	masovan	Agpfply
nesrećama	nesreća	Ncfpl
30	30	Mdc
min	min	Y
.	.	Z

Ukupno	ukupno	Rgp
:	:	Z
15	15	Mdc
sati	sat	Ncmpg

*	*	Z
1	1	Mdc
sat	sat	Ncmsan
=	=	Z
1	1	Mdc
školski	školski	Agpmsny
sat	sat	Ncmsn
(	(	Z
45	45	Mdc
minuta	minuta	Ncfpg
)	)	Z

PRILOG	prilog	Ncmsn
4.	4.	Mdo

PLAN	plan	Ncmsn
I	i	Cc
PROGRAM	program	Ncmsn
EDUKACIJSKIH	edukacijski	Agpfpgy
VJEŽBI	vježba	Ncfpg
OBNOVE	obnova	Ncfsg
ZNANJA	znanje	Ncnsg
I	i	Cc
VJEŠTINA	VJEŠTINA	Npfsg
TRIJAŽE	TRIJAŽE	Npfsg
ZA	za	Sa
MEDICINSKE	medicinski	Agpfpay
SESTRE	sestra	Ncfpa
–	–	Z
MEDICINSKE	medicinski	Agpmpay
TEHNIČARE	tehničar	Ncmpa
U	u	Sl
OBJEDINJENOM	objediniti	Agpmsly
HITNOM	hitan	Agpmsly
BOLNIČKOM	bolnički	Agpmsly
PRIJAMU	prijam	Ncmsl

Redni	redni	Agpmsny
broj	broj	Ncmsn
Naziv	naziv	Ncmsn
tematske	tematski	Agpfsgy
cjeline	cjelina	Ncfsg
Vrijeme	vrijeme	Ncnsn
1.	1.	Mdo
Trijažna	trijažan	Agpfsny
sestra	sestra	Ncfsn
–	–	Z
komunikacijske	komunikacijski	Agpfpay
vještine	vještina	Ncfpa
40	40	Mdc
min	min	Y
.	.	Z
2.	2.	Mdo
Pisani	pisan	Agpmpny
scenariji	scenarij	Ncmpn
–	–	Z
glavna	glavni	Agpfsny
tegoba	tegoba	Ncfsn
15	15	Mdc
min	min	Y
.	.	Z
3.	3.	Mdo
Pisani	pisan	Agpmpny
scenariji	scenarij	Ncmpn
–	–	Z
mentorske	mentorski	Agpfsgy
grupe	grupa	Ncfsg
150	150	Mdc
min	min	Y
.	.	Z
4.	4.	Mdo
Scenariji	scenarij	Ncmpn
–	–	Z
praktična	praktičan	Agpfsny
vježba	vježba	Ncfsn
135	135	Mdc
min	min	Y
.	.	Z
5.	5.	Mdo
Pisani	pisan	Agpmpny
scenariji	scenarij	Ncmpn
–	–	Z
trudnica	trudnica	Ncfsn
30	30	Mdc
min	min	Y
.	.	Z
6.	6.	Mdo
Pisani	pisan	Agpmpny
scenariji	scenarij	Ncmpn
–	–	Z
pedijatrija	pedijatrija	Ncfsn
30	30	Mdc
min	min	Y
.	.	Z
7.	7.	Mdo
Trijaža	Trijaž	Npmsg
u	u	Sl
masovnim	masovan	Agpfply
nesrećama	nesreća	Ncfpl
30	30	Mdc
min	min	Y
.	.	Z

Ukupno	ukupno	Rgp
:	:	Z
10	10	Mdc
sati	sat	Ncmpg

*	*	Z
1	1	Mdc
sat	sat	Ncmsan
=	=	Z
1	1	Mdc
školski	školski	Agpmsny
sat	sat	Ncmsn
(	(	Z
45	45	Mdc
minuta	minuta	Ncfpg
)	)	Z

PRILOG	prilog	Ncmsn
5.	5.	Mdo

OPREMA	oprema	Ncfsn
ZA	za	Sa
PROVOĐENJE	provođenje	Ncnsa
EDUKACIJSKOG	edukacijski	Agpmsgy
PROGRAMA	program	Ncmsg
ZA	za	Sa
RADNIKE	radnik	Ncmpa
KOJI	koji	Pi-mpn
PROVODE	provoditi	Vmr3p
TRIJAŽU	trijaža	Ncfsa
U	u	Sl
DJELATNOSTI	djelatnost	Ncfsl
HITNE	hitan	Agpfsgy
MEDICINE	medicina	Ncfsg

Naziv	naziv	Ncmsn
Količina	količina	Ncfsn
Obrazac	obrazac	Ncmsan
za	za	Sa
trijažu	trijaža	Ncfsa
3	3	Mdc
x	X	Xf
broj	broj	Ncmsn
polaznika	polaznik	Ncmpg
Tablica	tablica	Ncfsn
prikaz	prikaz	Ncmsan
slučaja	slučaj	Ncmsg
2	2	Mdc
x	X	Cc
broj	broj	Ncmsn
polaznika	polaznik	Ncmpg
Ljestvice	ljestvica	Ncfsg
boli	bol	Ncfsg
1	1	Mdc
x	X	Agpmsayn
broj	broj	Ncmsan
polaznika	polaznik	Ncmpg
Start	start	Ncmsn
algoritam	algoritam	Agpfsgy
trijaže	trijaža	Ncfsg
1	1	Mdc
x	X	Xf
broj	broj	Ncmsn
polaznika	polaznik	Ncmpg
Kartoni	karton	Ncmpn
za	za	Sa
masovnu	masovan	Agpfsay
nesreću	nesreća	Ncfsa
1	1	Mdc
na	na	Sa
10	10	Mdc
polaznika	polaznik	Ncmpg
Crvena	crven	Agpfsny
,	,	Z
zelena	zelen	Agpfsny
i	i	Cc
žuta	žut	Agpfsny
traka	traka	Ncfsn
–	–	Z
masovne	masovan	Agpfsgy
nesreće	nesreća	Ncfsg
1	1	Mdc
x	X	Xf
broj	broj	Ncmsn
polaznika	polaznik	Ncmpg
Tablica	tablica	Ncfsn
za	za	Sa
radionicu	radionica	Ncfsa
masovne	masovan	Agpfsgy
nesreće	nesreća	Ncfsg
1	1	Mdc
x	X	Xf
broj	broj	Ncmsn
polaznika	polaznik	Ncmpg
Priručnik	priručnik	Ncmsn
Trijaža	Trijaž	Npmsg
u	u	Sl
odjelu	odjel	Ncmsl
hitne	hitan	Agpfsgy
medicine	medicina	Ncfsg
1	1	Mdc
x	X	Xf
broj	broj	Ncmsn
polaznika	polaznik	Ncmpg
Laptop	laptop	Ncmsn
1	1	Mdc
na	na	Sa
10	10	Mdc
polaznika	polaznik	Ncmpg
Projektor	projektor	Ncmsn
1	1	Mdc
na	na	Sa
10	10	Mdc
polaznika	polaznik	Ncmpg
Pulsni	pulsni	Agpmsny
oksimetar	oksimetar	Ncmsn
1	1	Mdc
na	na	Sa
10	10	Mdc
polaznika	polaznik	Ncmpg
Digitalni	digitalan	Agpmsny
termometar	termometar	Ncmsn
1	1	Mdc
na	na	Sa
10	10	Mdc
polaznika	polaznik	Ncmpg
Tlakomjer	tlakomjer	Ncmsn
+	+	Z
fonendoskop	fonendoskop	Ncmsan
1	1	Mdc
na	na	Sa
10	10	Mdc
polaznika	polaznik	Ncmpg
Zavoji	zavoj	Ncmpn
i	i	Cc
gaze	gaza	Ncfsg
više	mnogo	Rgc
komada	komad	Ncmpg

