obavješćivanje	obavješćivanje	Ncnsn
i	i	Cc
Vladi	vlada	Ncfsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

Pomoćnici	pomoćnik	Ncmpn
ministra	ministar	Ncmsg
i	i	Cc
glavni	glavni	Agpmsny
tajnik	tajnik	Ncmsn
Ministarstva	ministarstvo	Ncnsg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
i	i	Cc
Vladi	vlada	Ncfsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

Načelnici	načelnik	Ncmpn
sektora	sektor	Ncmpg
u	u	Sl
sastavu	sastav	Ncmsl
upravnih	upravan	Agpfpgy
organizacija	organizacija	Ncfpg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
i	i	Cc
pomoćniku	pomoćnik	Ncmsl
ministra	ministar	Ncmsg
koji	koji	Pi-msn
upravlja	upravljati	Vmr3s
tom	taj	Agpfsiy
upravnom	upravan	Agpfsiy
organizacijom	organizacija	Ncfsi
.	.	Z

Lučki	lučki	Agpmpny
kapetani	kapetan	Ncmpn
u	u	Sl
sastavu	sastav	Ncmsl
upravnih	upravan	Agpfpgy
organizacija	organizacija	Ncfpg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
i	i	Cc
pomoćniku	pomoćnik	Ncmsl
ministra	ministar	Ncmsg
koji	koji	Pi-msn
upravlja	upravljati	Vmr3s
tom	taj	Agpfsiy
upravnom	upravan	Agpfsiy
organizacijom	organizacija	Ncfsi
.	.	Z

Načelnici	načelnik	Ncmpn
sektora	sektor	Ncmpg
u	u	Sl
sastavu	sastav	Ncmsl
Glavnog	glavni	Agpnsgy
tajništva	tajništvo	Ncnsg
Ministarstva	ministarstvo	Ncnsg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
i	i	Cc
glavnom	glavni	Agpmsly
tajniku	tajnik	Ncmsl
Ministarstva	ministarstvo	Ncnsg
.	.	Z

Voditelji	voditelj	Ncmpn
službi	služba	Ncfpg
u	u	Sl
sastavu	sastav	Ncmsl
upravnih	upravan	Agpfpgy
organizacija	organizacija	Ncfpg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
,	,	Z
pomoćniku	pomoćnik	Ncmsl
ministra	ministar	Ncmsg
koji	koji	Pi-msn
upravlja	upravljati	Vmr3s
tom	taj	Agpfsiy
upravnom	upravan	Agpfsiy
organizacijom	organizacija	Ncfsi
i	i	Cc
načelniku	načelnik	Ncmsl
sektora	sektor	Ncmsg
.	.	Z

Kapetani	kapetan	Ncmpn
ispostava	ispostava	Ncfpg
u	u	Sl
sastavu	sastav	Ncmsl
upravnih	upravan	Agpfpgy
organizacija	organizacija	Ncfpg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
,	,	Z
pomoćniku	pomoćnik	Ncmsl
ministra	ministar	Ncmsg
koji	koji	Pi-msn
upravlja	upravljati	Vmr3s
tom	taj	Agpfsiy
upravnom	upravan	Agpfsiy
organizacijom	organizacija	Ncfsi
i	i	Cc
lučkom	lučki	Agpmsly
kapetanu	kapetan	Ncmsl
.	.	Z

Voditelji	voditelj	Ncmpn
službi	služba	Ncfpg
u	u	Sl
sastavu	sastav	Ncmsl
Glavnog	glavni	Agpnsgy
tajništva	tajništvo	Ncnsg
Ministarstva	ministarstvo	Ncnsg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
,	,	Z
glavnom	glavni	Agpmsly
tajniku	tajnik	Ncmsl
Ministarstva	ministarstvo	Ncnsg
i	i	Cc
načelniku	načelnik	Ncmsl
sektora	sektor	Ncmsg
.	.	Z

Voditelji	voditelj	Ncmpn
odjela	odjel	Ncmsg
u	u	Sl
sastavu	sastav	Ncmsl
upravnih	upravan	Agpfpgy
organizacija	organizacija	Ncfpg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
,	,	Z
pomoćniku	pomoćnik	Ncmsl
ministra	ministar	Ncmsg
koji	koji	Pi-msn
upravlja	upravljati	Vmr3s
tom	taj	Pd-fsi
upravnom	upravan	Agpfsiy
organizacijom	organizacija	Ncfsi
,	,	Z
načelniku	načelnik	Ncmsl
sektora	sektor	Ncmsg
i	i	Cc
voditelju	voditelj	Ncmsl
službe	služba	Ncfsg
.	.	Z

Voditelji	voditelj	Ncmpn
odjela	odjel	Ncmsg
u	u	Sl
sastavu	sastav	Ncmsl
lučkih	lučki	Agpfpgy
kapetanija	kapetanija	Ncfpg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
,	,	Z
pomoćniku	pomoćnik	Ncmsl
ministra	ministar	Ncmsg
koji	koji	Pi-msn
upravlja	upravljati	Vmr3s
tom	taj	Agpfsiy
upravnom	upravan	Agpfsiy
organizacijom	organizacija	Ncfsi
i	i	Cc
lučkom	lučki	Agpmsly
kapetanu	kapetan	Ncmsl
.	.	Z

Voditelji	voditelj	Ncmpn
odjela	odjel	Ncmsg
u	u	Sl
sastavu	sastav	Ncmsl
Glavnog	glavni	Agpnsgy
tajništva	tajništvo	Ncnsg
Ministarstva	ministarstvo	Ncnsg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
,	,	Z
glavnom	glavni	Agpmsly
tajniku	tajnik	Ncmsl
,	,	Z
načelniku	načelnik	Ncmsl
sektora	sektor	Ncmsg
i	i	Cc
voditelju	voditelj	Ncmsl
službe	služba	Ncfsg
.	.	Z

Voditelji	voditelj	Ncmpn
samostalnih	samostalan	Agpfpgy
službi	služba	Ncfpg
odgovorni	odgovoran	Agpmpny
su	biti	Var3p
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
i	i	Cc
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
.	.	Z

Voditelj	voditelj	Ncmsn
pododsjeka	pododsjek	Ncmsg
u	u	Sl
sastavu	sastav	Ncmsl
Glavnog	glavni	Agpnsgy
tajništva	tajništvo	Ncnsg
Ministarstva	ministarstvo	Ncnsg
odgovoran	odgovoran	Agpmsnn
je	biti	Var3s
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
,	,	Z
glavnom	glavni	Agpmsly
tajniku	tajnik	Ncmsl
Ministarstva	ministarstvo	Ncnsg
,	,	Z
načelniku	načelnik	Ncmsl
sektora	sektor	Ncmpg
,	,	Z
voditelju	voditelj	Ncmsl
službe	služba	Ncfsg
i	i	Cc
voditelju	voditelj	Ncmsl
odjela	odjel	Ncmsg
.	.	Z

Voditelj	voditelj	Ncmsn
odjeljka	odjeljak	Ncmsg
u	u	Sl
sastavu	sastav	Ncmsl
Glavnog	glavni	Agpnsgy
tajništva	tajništvo	Ncnsg
Ministarstva	ministarstvo	Ncnsg
,	,	Z
Sektora	sektor	Ncmsg
za	za	Sa
ljudske	ljudski	Agpmpay
potencijale	potencijal	Ncmpa
i	i	Cc
upravljanje	upravljanje	Ncnsa
imovinom	imovina	Ncfsi
i	i	Cc
pomoćno-tehničkim	pomoćno-tehnički	Agpmpiy
poslovima	posao	Ncmpi
,	,	Z
odgovoran	odgovoran	Agpmsnn
je	biti	Var3s
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
,	,	Z
glavnom	glavni	Agpmsly
tajniku	tajnik	Ncmsl
Ministarstva	ministarstvo	Ncnsg
,	,	Z
načelniku	načelnik	Ncmsl
sektora	sektor	Ncmpg
,	,	Z
voditelju	voditelj	Ncmsl
službe	služba	Ncfsg
,	,	Z
voditelju	voditelj	Ncmsl
odjela	odjel	Ncmsg
i	i	Cc
voditelju	voditelj	Ncmsl
pododsjeka	pododsjek	Ncmsg
.	.	Z

Voditelj	voditelj	Ncmsn
odjeljka	odjeljak	Ncmsg
u	u	Sl
sastavu	sastav	Ncmsl
Glavnog	glavni	Agpnsgy
tajništva	tajništvo	Ncnsg
Ministarstva	ministarstvo	Ncnsg
,	,	Z
Sektora	sektor	Ncmsg
za	za	Sa
javnu	javan	Agpfsay
nabavu	nabava	Ncfsa
,	,	Z
informatiku	informatika	Ncfsa
,	,	Z
komunikacije	komunikacija	Ncfsg
i	i	Cc
informacijsku	informacijski	Agpfsay
sigurnost	sigurnost	Ncfsa
odgovoran	odgovoran	Agpmsnn
je	biti	Var3s
za	za	Sa
svoj	svoj	Px-msan
rad	rad	Ncmsan
ministru	ministar	Ncmsd
,	,	Z
zamjeniku	zamjenik	Ncmsl
ministra	ministar	Ncmsg
,	,	Z

