Pravilniku	pravilnik	Ncmsd
izvješća	izvješće	Ncnsg
o	o	Sl
redovitim	redovit	Agpmply
pregledima	pregled	Ncmpl
sustava	sustav	Ncmsg
grijanja	grijanje	Ncnsg
i	i	Cc
sustava	sustav	Ncmsg
hlađenja	hlađenje	Ncnsg
ili	ili	Cc
klimatizacije	klimatizacija	Ncfsg
u	u	Sl
zgradi	zgrada	Ncfsl
,	,	Z

–	–	Z
prema	prema	Sl
pritužbi	pritužba	Ncfsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
,	,	Z
na	na	Sl
temelju	temelj	Ncmsl
slučajnog	slučajan	Agpmsgy
odabira	odabir	Ncmsg
,	,	Z
najmanje	malo	Rgs
jednom	jednom	Rgp
u	u	Sa
pet	pet	Mlc
godina	godina	Ncfpg
za	za	Sa
svaku	svaki	Pi-fsa
ovlaštenu	ovlašten	Agpfsay
fizičku	fizički	Ncfsa
i	i	Cc
ovlaštenu	ovlašten	Agpfsay
pravnu	pravni	Agpfsay
osobu	osoba	Ncfsa
za	za	Sa
energetsko	energetski	Agpnsay
certificiranje	certificiranje	Ncnsa
i	i	Cc
energetski	energetski	Agpmsayn
pregled	pregled	Ncmsan
zgrade	zgrada	Ncfsg
s	sa	Si
jednostavnim	jednostavan	Agpmsiy
tehničkim	tehnički	Agpmsiy
sustavom	sustav	Ncmsi
,	,	Z
odnosno	odnosno	Rgp
za	za	Sa
energetsko	energetski	Agpnsay
certificiranje	certificiranje	Ncnsa
i	i	Cc
energetski	energetski	Agpmsayn
pregled	pregled	Ncmsan
zgrade	zgrada	Ncfsg
sa	sa	Si
složenim	složen	Agpmsiy
tehničkim	tehnički	Agpmsiy
sustavom	sustav	Ncmsi
odnosno	odnosno	Rgp
za	za	Sa
energetski	energetski	Agpmsayn
pregled	pregled	Ncmsan
zgrade	zgrada	Ncfsg
sa	sa	Si
složenim	složen	Agpmsiy
tehničkim	tehnički	Agpmsiy
sustavom	sustav	Ncmsi
provodi	provoditi	Vmr3s
kontrolu	kontrola	Ncfsa
najmanje	malo	Rgs
jednog	jedan	Mlcmsg
energetskog	energetski	Agpmsgy
certifikata	certifikat	Ncmsg
i	i	Cc
/	/	Z
ili	ili	Cc
izvješća	izvješće	Ncnsg
o	o	Sl
redovitom	redovit	Agpmsly
pregledu	pregled	Ncmsl
sustava	sustav	Ncmsg
grijanja	grijanje	Ncnsg
i	i	Cc
sustava	sustav	Ncmsg
hlađenja	hlađenje	Ncnsg
ili	ili	Cc
klimatizacije	klimatizacija	Ncfsg
u	u	Sl
zgradi	zgrada	Ncfsl
.	.	Z

Sadržaj	sadržaj	Ncmsn
kontrole	kontrola	Ncfsg

Članak	članak	Ncmsn
17.	17.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kontrolom	kontrola	Ncfsi
energetskog	energetski	Agpmsgy
certifikata	certifikat	Ncmsg
zgrade	zgrada	Ncfsg
ovlaštena	ovlastiti	Appfsny
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
provjerava	provjeravati	Vmr3s
sadržaj	sadržaj	Ncmsan
izvješća	izvješće	Ncnsg
o	o	Sl
provedenom	provesti	Agpmsly
energetskom	energetski	Agpmsly
pregledu	pregled	Ncmsl
zgrade	zgrada	Ncfsg
,	,	Z
valjanost	valjanost	Ncfsn
i	i	Cc
potpunost	potpunost	Ncfsa
ulaznih	ulazan	Agpmpgy
podataka	podatak	Ncmpg
,	,	Z
ispravnost	ispravnost	Ncfsa
i	i	Cc
točnost	točnost	Ncfsa
energetskog	energetski	Agpmsgy
certifikata	certifikat	Ncmsg
,	,	Z
izračuna	izračun	Ncmsg
i	i	Cc
predloženih	predložen	Agpfpgy
mjera	mjera	Ncfpg
za	za	Sa
poboljšanje	poboljšanje	Ncnsa
energetskih	energetski	Agpnpgy
svojstava	svojstvo	Ncnpg
zgrade	zgrada	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kontrolom	kontrola	Ncfsi
izvješća	izvješće	Ncnsg
o	o	Sl
redovitom	redovit	Agpmsly
pregledu	pregled	Ncmsl
sustava	sustav	Ncmsg
grijanja	grijanje	Ncnsg
i	i	Cc
sustava	sustav	Ncmsg
hlađenja	hlađenje	Ncnsg
ili	ili	Cc
klimatizacije	klimatizacija	Ncfsg
u	u	Sl
zgradi	zgrada	Ncfsl
,	,	Z

