instrument	instrument	Ncmsn
označuje	označivati	Vmr3s
da	da	Cs
je	biti	Var3s
mjerilo	mjeriti	Vap-sn
sukladno	sukladan	Agpnsny
s	sa	Si
općim	opći	Agpnpiy
načelima	načelo	Ncnpi
za	za	Sa
stavljanje	stavljanje	Ncnsa
oznake	oznaka	Ncfsg
CE	CE	Npfsg
kako	kako	Cs
je	biti	Var3s
definirano	definirati	Appnsny
člankom	članak	Ncmsi
30.	30.	Mdo

Uredbe	uredba	Ncfpn
(	(	Z
EZ	EZ	Npmsn
)	)	Z
br.	br.	Y
765/2008	765/2008	Mdc
,	,	Z

11.	11.	Mdo
»	»	Z
podsklop	podsklop	Ncfpg
«	«	Z
–	–	Z
je	biti	Var3s
sklopovski	sklopovski	Agpmsny
uređaj	uređaj	Ncmsn
(	(	Z
hardware	hardware	Ncmsn
)	)	Z
,	,	Z
naveden	navesti	Appmsnn
kao	kao	Cs
takav	takav	Pd-msn
,	,	Z
u	u	Sl
posebnim	poseban	Agpmply
dodacima	dodatak	Ncmpl
čije	čiji	Pi-fpn
su	biti	Var3p
funkcije	funkcija	Ncfpn
neovisne	neovisan	Agpfpny
i	i	Cc
čine	činiti	Vmr3p
mjerilo	mjerilo	Ncnsa
zajedno	zajedno	Rgp
s	sa	Si
drugim	drugi	Mlompi
podsklopovima	podsklop	Ncmpi
s	sa	Si
kojima	koji	Pi-mpi
je	biti	Var3s
spojiv	spojiv	Agpmsnn
ili	ili	Cc
s	sa	Si
mjerilom	mjerilo	Ncnsi
s	sa	Si
kojim	koji	Pi-msi
je	biti	Var3s
spojiv	spojiv	Agpmsnn
;	;	Z

12.	12.	Mdo
»	»	Z
povlačenje	povlačenje	Ncnsa
«	«	Z
–	i	Agpnsny
je	biti	Var3s
svaka	svaki	Pi-fsn
mjera	mjera	Ncfsn
usmjerena	usmjeriti	Appfsny
na	na	Sa
sprječavanje	sprječavanje	Ncnsa
da	da	Cs
mjerilo	mjerilo	Ncnsn
u	u	Sl
opskrbnom	opskrbni	Agpmsly
lancu	lanac	Ncmsl
bude	biti	Var3s
stavljeno	staviti	Appnsny
na	na	Sa
raspolaganje	raspolaganje	Ncnsa
na	na	Sl
tržištu	tržište	Ncnsl
;	;	Z

13.	13.	Mdo
»	»	Z
proizvođač	proizvođač	Ncmsn
«	«	Z
–	–	Z
je	biti	Var3s
svaka	svaki	Pi-fsn
fizička	fizički	Agpfsny
ili	ili	Cc
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
proizvodi	proizvoditi	Vmr3s
mjerilo	mjerilo	Ncnsa
ili	ili	Cc
daje	davati	Vmr3s
oblikovati	oblikovati	Vmn
ili	ili	Cc
proizvesti	proizvesti	Vmn
mjerilo	mjerilo	Ncnsa
u	u	Sl
cilju	cilj	Ncmsl
stavljanja	stavljanje	Ncnsg
mjerila	mjerilo	Ncnsg
na	na	Sa
tržište	tržište	Ncnsa
pod	pod	Si
svojim	svoj	Agpnsiy
imenom	ime	Ncnsi
ili	ili	Cc
trgovačkom	trgovački	Agpmsly
znakom	znak	Ncmsi
ili	ili	Cc
ga	on	Pp3msa
stavlja	stavljati	Vmr3s
u	u	Sa
uporabu	uporaba	Ncfsa
za	za	Sa
vlastite	vlastit	Agpfpay
potrebe	potreba	Ncfpa
;	;	Z

14.	14.	Mdo
»	»	Z
stavljanje	stavljanje	Ncnsa
na	na	Sa
raspolaganje	raspolaganje	Ncnsa
na	na	Sl
tržištu	tržište	Ncnsl
«	«	Z
–	i	Agpnsny
je	biti	Var3s
svaka	svaki	Pi-fsn
isporuka	isporuka	Ncfsn
mjerila	mjeriti	Vmp-sf
za	za	Sa
distribuciju	distribucija	Ncfsa
ili	ili	Cc
uporabu	uporaba	Ncfsa
na	na	Sl
tržištu	tržište	Ncnsl
Unije	unija	Ncfsg
u	u	Sl
okviru	okvir	Ncmsl
trgovačke	trgovački	Agpfsgy
djelatnosti	djelatnost	Ncfsg
s	sa	Si
plaćanjem	plaćanje	Ncnsi
ili	ili	Cc
bez	bez	Sg
plaćanja	plaćanje	Ncnsg
;	;	Z

15.	15.	Mdo
»	»	Z
stavljanje	stavljanje	Ncnsa
na	na	Sa
tržište	tržište	Ncnsa
«	«	Z
–	i	Agpnsny
je	biti	Var3s
prvo	prvi	Agpnsny
stavljanje	stavljanje	Ncnsn
na	na	Sa
raspolaganje	raspolaganje	Ncnsa
mjerila	mjerilo	Ncnsg
na	na	Sl
tržištu	tržište	Ncnsl
Unije	unija	Ncfsg
;	;	Z

16.	16.	Mdo
»	»	Z
stavljanje	stavljanje	Ncnsa
u	u	Sa
uporabu	uporaba	Ncfsa
«	«	Z
–	–	Z
je	biti	Var3s
prvo	prvi	Mlonsa
korištenje	korištenje	Ncnsa
mjerila	mjerilo	Ncnsg
namijenjenog	namijenjen	Agpnsgy
krajnjem	krajnji	Agpmsly
korisniku	korisnik	Ncmsl
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
njegovom	njegov	Ps3fsi
namjenom	namjena	Ncfsi
;	;	Z

17.	17.	Mdo
»	»	Z
tehnička	tehnički	Agpfsny
specifikacija	specifikacija	Ncfsn
«	«	Z
–	–	Z
je	biti	Var3s
dokument	dokument	Ncmsan
kojim	koji	Pi-msi
su	biti	Var3p
propisani	propisati	Appmpny
tehnički	tehnički	Agpmpny
zahtjevi	zahtjev	Ncmpn
koje	koji	Pi-nsn
mjerilo	mjerilo	Ncnsn
mora	morati	Vmr3s
ispunjavati	ispunjavati	Vmn
;	;	Z

18.	18.	Mdo
»	»	Z
tijelo	tijelo	Ncnsa
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
sukladnosti	sukladnost	Ncfsg
«	«	Z
–	–	Z
je	biti	Var3s
tijelo	tijelo	Ncnsn
koje	koji	Pi-nsn
obavlja	obavljati	Vmr3s
poslove	posao	Ncmpa
ocjenjivanja	ocjenjivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
uključujući	uključivati	Rr
umjeravanje	umjeravanje	Ncnsa
,	,	Z
ispitivanje	ispitivanje	Ncnsa
,	,	Z
potvrđivanje	potvrđivanje	Ncnsn
i	i	Cc
pregled	pregled	Ncmsan
;	;	Z

19.	19.	Mdo
»	»	Z
usklađena	uskladiti	Appfsny
norma	norma	Ncfsn
«	«	Z
–	ti	Appnsny
je	biti	Var3s
usklađena	uskladiti	Appfsny
norma	norma	Ncfsn
kako	kako	Cs
je	biti	Var3s
definirano	definirati	Appnsny
člankom	članak	Ncmsi
2.	2.	Mdo
točkom	točka	Ncfsi
1.	1.	Mdo
podtočkom	podtočak	Ncmsi
c	C	X
)	)	Z
Uredbe	uredba	Ncfpn
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
1025/2012	1025/2012	Mdc
;	;	Z

20.	20.	Mdo
»	»	Z
uvoznik	uvoznik	Ncmsn
«	«	Z
–	–	Z
je	biti	Var3s
svaka	svaki	Pi-fsn
fizička	fizički	Agpfsny
ili	ili	Cc
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
s	sa	Si
poslovnim	poslovan	Agpmsiy
nastanom	nastan	Ncmsi
na	na	Sl
području	područje	Ncnsl
Unije	unija	Ncfsg
koja	koji	Pi-fsn
mjerilo	mjerilo	Ncnsn
iz	iz	Sg
treće	treći	Mlofsg
zemlje	zemlja	Ncfsg
stavlja	stavljati	Vmr3s
na	na	Sa
tržište	tržište	Ncnsa
Unije	unija	Ncfsg
;	;	Z

21.	21.	Mdo
»	»	Z
zakonodavstvo	zakonodavstvo	Ncnsa
Unije	unija	Ncfsg
o	o	Sl
usklađivanju	usklađivanje	Ncnsl
«	«	Z
–	i	Agpnsny
je	biti	Var3s
svako	svaki	Agpnsny
zakonodavstvo	zakonodavstvo	Ncnsn
Unije	unija	Ncfsg
kojim	koji	Pi-msi
se	sebe	Px--sa
usklađuju	usklađivati	Vmr3p
uvjeti	uvjet	Ncmpn
za	za	Sa
stavljanje	stavljanje	Ncnsa
proizvoda	proizvod	Ncmpg
na	na	Sa
tržište	tržište	Ncnsa
;	;	Z

22.	22.	Mdo
»	»	Z
zakonski	zakonski	Agpmsny
mjeriteljski	mjeriteljski	Agpmsny
nadzor	nadzor	Ncmsn
«	«	Z
–	–	Z
je	biti	Var3s
nadzor	nadzor	Ncmsn
mjernih	mjerni	Agpmpgy
zadataka	zadatak	Ncmpg
u	u	Sl
području	područje	Ncnsl
primjene	primjena	Ncfsg
mjerila	mjerilo	Ncnsg
s	sa	Si
razlogom	razlog	Ncmsi
zaštite	zaštita	Ncfsg
javnog	javan	Agpmsgy
interesa	interes	Ncmsg
,	,	Z
javnog	javan	Agpnsgy
zdravlja	zdravlje	Ncnsg
,	,	Z
javne	javan	Agpfsgy
sigurnosti	sigurnost	Ncfsg
i	i	Cc
javnog	javan	Agpmsgy
reda	red	Ncmsg
,	,	Z
zaštite	zaštita	Ncfsg
okoliša	okoliš	Ncmsg
i	i	Cc
potrošača	potrošač	Ncmpg
,	,	Z
ubiranja	ubiranje	Ncnsg
poreza	porez	Ncmsg
i	i	Cc
doprinosa	doprinos	Ncmpg
te	taj	Pd-fsg
poštene	pošten	Agpfsgy
trgovine	trgovina	Ncfsg
.	.	Z

Primjenljivost	primjenljivost	Ncfsn
na	na	Sa
podsklopove	podsklop	Ncmpa

Članak	članak	Ncmsn
6.	6.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kada	kada	Rgp
postoje	postojati	Vmr3p
posebni	poseban	Agpmpny
dodaci	dodatak	Ncmpn
koji	koji	Pi-mpn
utvrđuju	utvrđivati	Vmr3p
temeljne	temeljan	Agpmpay
zahtjeve	zahtjev	Ncmpa
za	za	Sa
podsklopove	podsklop	Ncmpa
,	,	Z
na	na	Sa
takve	takav	Pd-mpa
se	sebe	Px--sa
podsklopove	podsklopova	Ncfpn
moraju	morati	Vmr3p
s	sa	Si
nužnim	nužan	Agpfpiy
izmjenama	izmjena	Ncfpi
primjenjivati	primjenjivati	Vmn
i	i	Qo
odredbe	odredba	Ncfpa
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Podsklopovi	Podsklopova	Npfsl
i	i	Cc
mjerila	mjerilo	Ncnpa
mogu	moći	Vmr3p
se	sebe	Px--sa
u	u	Sa
svrhu	svrha	Ncfsa
utvrđivanja	utvrđivanje	Ncnsg
sukladnosti	sukladnost	Ncfsg
ocjenjivati	ocjenjivati	Vmn
neovisno	neovisno	Rgp
i	i	Cc
odvojeno	odvojeno	Rgp
.	.	Z

Temeljni	temeljan	Agpmpny
zahtjevi	zahtjev	Ncmpn

Članak	članak	Ncmsn
7.	7.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Mjerilo	mjerilo	Ncnsn
mora	morati	Vmr3s
zadovoljavati	zadovoljavati	Vmn
temeljne	temeljan	Agpmpay
zahtjeve	zahtjev	Ncmpa
utvrđene	utvrditi	Appfpny
u	u	Sl
Dodatku	dodatak	Ncmsl
I.	I.	Sg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
posebne	poseban	Agpmpay
zahtjeve	zahtjev	Ncmpa
utvrđene	utvrditi	Appfsgy
u	u	Sl
posebnim	poseban	Agpmply
Dodacima	dodatak	Ncmpl
III	III	Pi-mpn
.	.	Z
–	–	Z
XII	xii	Mrc
.	.	Z
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
pojedinu	pojedini	Agpfsay
vrstu	vrsta	Ncfsa
mjerila	mjerilo	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
neophodno	neophodan	Agpnsny
radi	radi	Sg
pravilne	pravilan	Agpfsgy
uporabe	uporaba	Ncfsg
mjerila	mjerilo	Ncnsg
,	,	Z
informacije	informacija	Ncfpn
navedene	navesti	Appfpny
u	u	Sl
točki	točka	Ncfsl
9.	9.	Mdo
Dodatka	dodatak	Ncmsg
I.	I.	Mro
,	,	Z
ili	ili	Cc
u	u	Sl
jednom	jedan	Mlcmsl
od	od	Sg
posebnih	poseban	Agpmpgy
Dodataka	dodatak	Ncmpg
III	III	Mrc
.	.	Z
–	–	Z
XII	XII	Qr
.	.	Z
moraju	morati	Vmr3p
biti	biti	Van
na	na	Sl
hrvatskom	hrvatski	Agpmsly
jeziku	jezik	Ncmsl
.	.	Z

Stavljanje	stavljanje	Ncnsn
na	na	Sa
raspolaganje	raspolaganje	Ncnsa
na	na	Sl
tržištu	tržište	Ncnsl
i	i	Cc
stavljanje	stavljanje	Ncnsa
u	u	Sa
uporabu	uporaba	Ncfsa

Članak	članak	Ncmsn
8.	8.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ne	ne	Qz
smije	smjeti	Vmr3s
se	sebe	Px--sa
sprječavati	sprječavati	Vmn
stavljanje	stavljanje	Ncnsa
na	na	Sa
raspolaganje	raspolaganje	Ncnsa
na	na	Sl
tržištu	tržište	Ncnsl
i	i	Cc
/	/	Z
ili	ili	Cc
stavljanje	stavljanje	Ncnsa
u	u	Sa
uporabu	uporaba	Ncfsa
mjerila	mjerilo	Ncnpg
koja	koji	Pi-npn
zadovoljavaju	zadovoljavati	Vmr3p
zahtjeve	zahtjev	Ncmpa
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Mjerilo	mjerilo	Ncnsn
se	sebe	Px--sa
može	moći	Vmr3s
staviti	staviti	Vmn
na	na	Sa
raspolaganje	raspolaganje	Ncnsa
na	na	Sa

