istekom	istek	Sg
sumnje	sumnja	Ncfsg
na	na	Sa
prijevaru	prijevara	Ncfsa
izvijestiti	izvijestiti	Vmn
Državno	državni	Agpnsay
odvjetništvo	odvjetništvo	Ncnsa
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
kako	kako	Cs
bi	biti	Vaa3s
se	sebe	Px--sa
pokrenuo	pokrenuti	Vmp-sm
postupak	postupak	Ncmsn
pred	pred	Si
nadležnim	nadležan	Agpmsiy
sudom	sud	Ncmsi
.	.	Z

V.	V.	Mro
KONTROLA	kontrola	Ncfsn
NA	na	Sl
TERENU	teren	Ncmsl

Ovlaštenje	ovlaštenje	Ncnsn
za	za	Sa
provedbu	provedba	Ncfsa
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl

Članak	članak	Ncmsn
27.	27.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kontrolu	kontrola	Ncfsa
na	na	Sl
terenu	teren	Ncmsl
provode	provoditi	Vmr3p
djelatnici	djelatnik	Ncmpn
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
kontrolori	kontrolor	Ncmpn
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Kontrolori	kontrolor	Ncmpn
provode	provoditi	Vmr3p
kontrolu	kontrola	Ncfsa
izvršenih	izvršen	Agpfpgy
usluga	usluga	Ncfpg
,	,	Z
radova	rad	Ncmpg
i	i	Cc
nabavljene	nabaviti	Agpfpay
opreme	oprema	Ncfpa
kod	kod	Sg
isplate	isplata	Ncfsg
u	u	Sl
ratama	rata	Ncfpl
,	,	Z
dok	dok	Cs
kod	kod	Sg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
kontroliraju	kontrolirati	Vmr3p
i	i	Cc
upotrebu	upotreba	Ncfsa
ulaganja	ulaganje	Ncnsg
prema	prema	Sl
odobrenoj	odobren	Agpfsly
namjeni	namjena	Ncfsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Kontrolori	kontrolor	Ncmpn
provode	provoditi	Vmr3p
kontrolu	kontrola	Ncfsa
prije	prije	Sg
isplate	isplata	Ncfsg
i	i	Cc
tijekom	tijekom	Sg
petogodišnjeg	petogodišnji	Agpnsgy
razdoblja	razdoblje	Ncnsg
nakon	nakon	Sg
izvršenog	izvršen	Agpnsgy
konačnog	konačan	Agpnsgy
plaćanja	plaćanje	Ncnsg
(	(	Z
ex	ex	Xf
post	post	Ncmsn
kontrola	kontrola	Ncfpg
)	)	Z
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Osim	osim	Sg
redovnih	redovan	Agpfpgy
kontrola	kontrola	Ncfpg
,	,	Z
kontrole	kontrola	Ncfpn
na	na	Sl
terenu	teren	Ncmsl
mogu	moći	Vmr3p
se	sebe	Px--sa
provoditi	provoditi	Vmn
u	u	Sl
bilo	bilo	Qo
kojem	koji	Pi-msl
trenutku	trenutak	Ncmsl
unutar	unutar	Sg
razdoblja	razdoblje	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Osim	osim	Sg
djelatnika	djelatnik	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
kontrolu	kontrola	Ncfsa
ulaganja	ulaganje	Ncnsg
mogu	moći	Vmr3p
obavljati	obavljati	Vmn
i	i	Qo
djelatnici	djelatnik	Ncmpn
Službe	služba	Ncfsg
za	za	Sa
unutarnju	unutarnji	Agpfsay
reviziju	revizija	Ncfsa
Agencije	agencija	Ncfsg
za	za	Sa

